before wait	after wait	rtt
1613	4417	7933
1553	4626	6800
1583	4540	9653
1546	4456	6423
1596	4646	6670
1504	4440	6474
1567	4447	6573
1574	4404	6420
1507	4337	6330
1574	4450	6347
1526	4410	6430
1496	4456	6453
1473	4437	6357
1470	4433	6923
1470	4357	6163
1530	4490	6473
1486	4413	7263
1404	4344	6257
1403	4327	6373
1480	4743	6770
1373	4267	6253
1397	4324	11430
1867	4837	8607
1594	5377	9630
1564	4567	7187
1570	4540	6533
1497	4744	6654
1513	4750	6690
1467	4410	9493
1450	4483	6480
1510	4407	6330
1486	4446	6350
1470	4483	7073
1484	4761	6614
1520	4843	9660
1490	4610	6514
1464	4804	6680
1503	4456	9986
1514	4477	6557
1544	4357	6237
1504	4380	6317
1503	4513	6500
1483	4456	6426
1496	4450	7003
1590	4510	6490
1470	4573	6543
1510	4497	9910
1510	4740	6676
1430	4563	6496
1520	4477	6497
1483	4610	6560
1516	4423	9980
1567	4497	6497
1497	4407	6487
1474	4494	6380
1474	5137	10114
1496	4430	7046
1460	4437	7077
1450	4443	6296
1460	4390	7007
1504	4430	6344
1456	4390	6310
1493	4480	7127
1517	4477	12877
1513	4493	20080
1497	4484	7210
1513	4506	6486
1493	4427	7000
1543	4473	7123
1440	4454	6500
1533	4386	7133
1480	4447	7077
1610	4917	6897
1537	4624	6590
1530	4687	6630
1494	4657	6700
1560	4503	7150
1500	4730	6706
1473	4360	7077
1523	4440	7220
1440	4336	6273
1537	4530	7173
1507	4483	6387
1480	4693	7443
1493	4706	6583
1520	4546	6533
1516	4460	7226
1456	5026	6936
1494	4454	7204
1460	4487	6410
1460	4307	6863
1557	4447	7103
1440	4630	6573
1443	4286	7046
1520	4460	12544
1496	4430	7843
1514	4457	6474
1483	12130	20346
1480	4513	6423
1457	4430	6507
1484	4554	6524
1513	4373	6313
1467	4364	7127
1480	4660	6513
1474	4530	6580
1417	4747	6750
1526	4450	6310
1457	4453	6323
1480	4450	6300
1460	4370	6290
1443	4413	7133
1500	4564	6484
1450	4450	7100
1446	4373	6246
1520	4447	6537
1504	4360	7090
1483	4486	6573
1403	4390	6447
1477	4670	6551
1466	4736	6686
1444	4647	7230
1420	4464	6280
1487	4420	6327
1520	4776	6653
1433	4683	6726
1444	4667	6564
1437	4327	6287
1430	4416	6990
1437	4360	6327
1470	4647	6594
1477	4647	6607
1500	4713	6627
1443	4423	6290
1457	4317	6964
1473	4393	6413
1407	4653	6573
1483	4456	7036
1447	4677	6520
1430	4406	6293
1420	4600	6540
1470	4426	7000
1463	4436	6350
1507	4514	6380
1424	4414	6934
1444	4414	6294
1500	4437	6390
1424	4400	6334
1427	4420	6977
1390	4630	9380
1377	4623	12750
1806	4963	7066
1567	5353	10030
1524	4600	7244
1550	14817	16480
2037	4887	6973
1673	4740	22477
1334	3966	7555
909	3770	7160
867	3635	7128
908	3769	7209
882	3675	7111
842	3804	7256
875	3667	7499
855	3798	7283
852	3621	7000
855	3668	7466
903	3696	7174
876	3775	6907
857	3703	7565
823	3633	7116
852	3667	7117
838	3627	7358
870	3666	7097
841	3769	7158
842	3783	6882
846	3667	7132
856	3648	7174
813	3752	7107
807	3598	7065
832	3602	7406
834	3630	7101
855	3777	7221
891	3783	7097
836	4074	7137
820	3638	7777
840	3617	7080
840	3764	7294
812	3614	7023
815	3600	7128
808	3589	7387
819	3692	6901
815	3657	7453
834	3676	7400
789	3604	12410
858	3656	7799
842	3608	6985
847	3617	7133
796	3735	7152
821	3549	7008
812	3758	7193
811	3708	7102
842	3651	7282
816	3780	7195
825	3621	7063
853	3786	7308
823	3746	7085
848	3752	7183
825	3741	7140
846	3570	7305
859	3806	7124
808	3564	6998
812	3621	7415
829	3570	7014
838	3548	7445
792	3600	7019
804	3983	7455
815	3638	7800
837	3623	6980
834	3592	7352
832	3590	7055
857	3638	7414
821	3621	7053
844	3631	7469
806	3614	6966
813	3531	7202
785	3749	7208
800	3699	7099
821	3585	7269
823	3587	6933
848	3644	7029
819	3789	7290
876	3632	6937
838	3533	7383
