before wait	after wait	rtt
1127	4226	7826
989	4183	6145
885	4103	6026
830	4106	5838
890	4145	8779
1145	4319	8938
857	4033	6271
882	4070	5920
859	4095	5972
840	4078	6259
813	4083	5962
852	4055	6198
857	4076	6004
830	4017	5918
848	4046	5895
894	4103	6044
861	4019	6242
849	4097	8899
851	4000	5882
851	4533	9104
886	4054	5882
861	4115	5995
871	4084	6199
857	4743	8895
857	4069	6758
895	4231	6153
871	4029	6337
863	4135	12823
851	4068	6282
879	4117	6050
946	4215	6099
852	4191	5977
863	4059	5857
838	4173	6377
854	4071	6336
838	4059	6028
880	4097	6352
861	4137	6406
848	4055	6294
835	4073	5951
914	4154	5962
825	4021	6252
874	4124	5990
859	4240	6093
932	4265	5812
844	4070	6285
861	4042	5882
835	4099	6038
827	4035	5812
852	4040	6227
847	4070	5889
861	4061	6255
829	4063	6261
840	4147	5971
830	4000	6196
865	4509	6347
848	4037	6637
865	4050	5911
852	4061	6604
842	4040	5830
866	4057	6228
866	4070	6226
836	4196	5998
821	4023	6278
815	4188	6074
826	4228	6417
846	4082	10771
1135	4339	6223
1017	4291	6198
847	4156	8699
960	4224	6135
931	4105	6406
885	4141	5960
894	4200	6000
861	4055	5992
891	4042	6221
903	4133	5954
918	4156	6012
884	4096	5884
838	4086	5977
880	4106	5981
863	4202	6120
842	4091	5985
853	4055	6263
960	4133	8636
877	4119	5900
872	4078	6364
867	4451	9116
899	4129	12041
849	4108	7731
872	4114	5927
844	4055	5811
854	4254	6109
861	4087	5876
873	4090	6335
861	4080	6000
893	4080	5847
873	4157	9046
862	4093	9099
873	4059	8955
976	4301	8926
913	4177	8970
876	4166	11059
874	4076	6644
875	4117	5997
880	4084	5926
880	4137	5962
923	4072	6285
880	4181	6080
905	4067	5968
884	4166	6090
848	4118	6055
878	4175	6034
846	4046	5924
888	4084	6019
844	4026	5853
871	4101	9303
869	4063	5876
848	4056	5985
865	4451	6299
855	4086	6802
896	4101	6016
872	4090	5920
874	4055	6388
853	4076	5945
866	4196	6087
869	4206	6412
881	4081	5832
887	4082	6314
882	4069	5909
943	4134	6054
897	4095	5977
908	4118	9339
887	4089	6009
886	4088	5924
882	4076	5952
890	4379	6136
874	4101	5916
873	4124	6311
1314	4590	8032
962	4259	6181
905	4143	6387
899	4168	6004
901	4190	6128
914	4122	9082
851	4151	5739
859	4112	5994
891	4605	8777
817	4036	5840
842	4143	6030
842	4040	5813
869	4764	9332
886	4166	6808
872	4131	6011
859	4162	5969
859	4134	5939
862	4120	6003
857	4093	6272
836	4078	6214
872	4335	6097
859	4110	5950
897	4111	6293
895	4086	6301
932	4174	5997
884	4181	6019
887	4053	9000
877	4208	9025
867	4181	5791
863	4085	6272
884	4141	6002
863	4044	5880
874	4118	5954
853	4097	5868
848	4252	6090
867	4149	7406
867	4225	6219
863	4046	6265
901	4183	6028
861	4086	5966
863	4080	5941
869	4124	5995
912	4272	5813
865	4124	6068
863	4553	6366
848	4172	6353
830	4067	6301
853	4145	6299
824	4095	6278
844	4160	6061
859	4111	5974
882	4143	6035
851	4091	5977
869	4120	6440
884	4059	5956
826	4045	8562
