before wait	after wait	rtt
1617	4597	8164
1590	4726	6776
1510	4447	6447
1480	4773	5847
1550	4570	6510
1410	4387	6217
1446	4420	6916
1524	4497	6370
1410	4687	6624
1434	4427	6870
1523	4573	6497
1397	4620	6454
1466	4740	6696
1424	4597	6357
1460	4660	6480
1430	4744	6510
1443	4366	6790
1470	4723	6540
1487	4707	6477
1507	4367	6220
1457	4647	6503
1460	4637	12110
1937	5127	7880
1594	5204	7234
1580	4550	10203
1483	4463	6953
1480	4706	5866
1460	4673	6517
1427	4713	6437
1443	4577	6393
1387	4453	6963
1467	4650	6417
1500	4437	6130
1460	4520	6420
1517	4693	12263
1437	4637	7037
1420	4580	7067
1474	4694	6510
1440	4640	6470
1417	4547	6950
1417	4623	6367
1427	4563	6340
1420	4564	6317
1410	4547	6900
1463	4573	6333
1470	4360	6137
1460	4530	7003
1517	4660	6560
1460	4613	6523
1517	4584	6347
1456	4586	6343
1437	4573	6487
1396	4620	6376
1493	4410	6916
1433	4320	6137
1410	4707	6514
1423	4416	6970
1400	4533	6303
1454	4550	6354
1497	4610	6434
1420	4460	6253
1454	4624	7084
1437	4650	6367
1396	4686	6456
1456	4660	6400
1423	4620	6423
1396	4426	6840
1434	4584	6384
1430	4660	6427
1497	4670	6493
1510	4717	6600
1443	4620	6380
1400	4263	6680
1417	4587	6320
1444	4670	7197
1454	4587	6340
1523	4647	6470
1396	4523	7053
1424	4617	6390
1394	4580	6360
1393	4570	6440
1420	4556	7030
1433	4523	6223
1427	4627	6327
1363	4507	6987
1393	4573	6273
1413	4533	6217
1387	4940	6697
1413	4566	6986
1513	4740	6516
1477	4537	6327
1504	4667	6424
1436	4393	6253
1434	4660	6500
1413	4616	6363
1457	4660	6427
1517	4784	6644
1420	4376	6863
1423	4530	6336
1517	4730	6457
1453	4716	6566
1454	4704	6644
1460	4294	6110
1407	4507	6953
1473	4393	6833
1433	4673	6530
1470	4603	6323
1477	4647	6347
1397	4340	6847
1426	4663	6416
1427	4654	6420
1447	4530	6317
1424	4527	7040
1370	4514	6237
1413	4587	7090
1423	4620	6423
1484	4557	6297
1413	4613	7000
1420	4684	6377
1443	4926	6656
1400	4507	6937
1496	4600	6490
1433	4260	6706
1430	4574	6300
1470	4673	7103
1434	4417	6150
1416	4523	6913
1447	4630	6314
1430	4597	7104
1390	4613	6576
1450	4597	6430
1420	4464	6200
1503	4357	6933
1470	4630	6493
1446	4753	6553
1497	4457	6330
1396	4320	6263
1427	4537	7060
1383	4673	6556
1477	4647	6534
1397	4530	6427
1453	4590	6423
1400	4546	6343
1437	4597	6424
1394	4600	7127
1480	4593	6383
1420	4537	6400
1460	4633	6360
1477	4610	12150
1444	4400	11074
1890	4983	9203
1530	5307	10137
1454	4670	7337
1430	4573	6543
1537	4734	6687
1550	4537	6394
1500	4654	6477
1424	4494	6380
1456	4560	7013
1437	4573	6490
1460	4570	6447
1447	4530	6367
1480	4643	6433
1483	4593	6457
1453	4543	6360
1474	4574	6494
1426	4526	6390
1473	4573	6410
1500	4674	6500
1430	4450	6323
1507	4617	6380
1430	4577	6290
1446	4576	7043
1447	4423	6300
1393	4510	6363
1444	4554	6354
1407	4647	6517
1457	4583	6587
1400	4480	6434
1463	4570	6420
1463	4683	6497
1390	4510	6350
1463	4600	6380
1447	4983	6750
1456	4576	7773
1450	4350	6157
1496	4590	6540
1480	4610	6453
1490	4583	6467
1490	4630	6367
1474	4330	7077
1444	4624	6557
1500	4623	9533
1500	4663	6460
1420	4640	6474
1456	4553	6596
1440	4533	6463
1454	4507	6370
1460	4380	6270
1407	4477	7127
1433	4733	6580
1477	4487	6380
1436	4463	6470
1497	4507	6437
1434	4340	6304
1446	4606	6516
1490	4503	6373
1533	4450	6907
1470	4743	6633
1446	4663	6450
1450	4554	6244
1450	4753	6713
1440	4677	6620
1440	4564	6447
1454	4624	6584
1467	4967	6790
1500	4410	6944
1510	4653	6473
1456	4640	6440
1483	4600	6393
1470	4726	6570
1496	4673	6460
1474	4654	6440
1490	4560	7043
1444	4527	6357
1463	4593	6383
1457	4577	6397
1466	4550	6346
1447	4590	7134
1473	4596	6383
1483	4716	6536
1463	4633	6390
1460	4613	6373
1443	4657	6547
1447	4620	6427
1460	4580	6330
1427	4603	7110
1414	4624	6477
1426	4603	6450
1400	4520	6357
1440	4537	6297
1464	4634	6460
1447	4677	6427
1473	4377	6233
1440	4753	6507
1384	4330	6870
1457	4630	6520
1470	4824	10067
1437	4300	7557
1427	4560	6454
1494	4624	6467
1416	4550	6426
1424	4407	6277
1427	4570	6440
1423	4610	12190
1474	4384	7054
1480	4723	6690
1417	4597	6540
1534	4467	6324
1470	4627	6450
1403	4593	7116
1434	4544	6430
1470	4547	6597
1423	4503	6273
1433	4553	7190
1510	4590	6350
1466	4656	6430
1520	4730	6644
1453	4670	6566
1456	4430	6290
1503	4723	6560
1430	4644	7157
1437	4617	6377
1427	4530	6507
1460	4653	6416
1437	4700	6473
1430	4510	6497
1486	4736	11303
1836	4833	8463
1594	5187	7200
1547	4827	6727
1553	4756	6536
1500	4690	6560
1500	4753	6593
1403	4650	6503
1440	4624	7044
1447	4634	6534
1357	4504	6294
1463	4593	6427
1430	4710	6507
1433	4483	7090
1450	4657	6450
1403	4626	6403
1387	4557	6534
1394	4444	6177
1440	4653	6477
1420	4623	6440
1396	4693	6620
1396	4523	6410
1473	4567	6503
1553	4740	6600
1487	4637	6507
1397	4504	6367
1460	4614	6487
1486	4690	6550
1433	4576	6443
1427	4434	6297
1444	4550	7057
1427	4627	6477
1424	4717	6560
1480	4636	6450
1447	4714	10014
1517	4400	6880
1414	4350	6944
1470	4690	6563
1450	4610	6434
1400	4617	6444
1477	4663	6463
1437	4370	6900
1443	4513	6403
1440	4367	6260
1470	4597	6460
1517	4734	6597
1443	4650	6533
1507	4664	6497
1497	4700	6483
1430	4560	6340
1430	4353	6863
1494	4644	6597
1456	4570	6433
1473	4513	6326
1520	4530	6434
1433	4643	6520
1400	4537	6400
1447	4530	6364
1436	4496	7060
1447	4387	6234
1533	4700	6496
1573	4693	6607
1460	4610	6463
1430	4760	6644
1483	4600	6430
1447	11120	19910
1447	4847	13073
1494	4457	9540
1440	4397	6887
1433	4363	6376
1487	4743	7317
1440	4597	6440
1390	4606	7116
1440	4577	6367
1447	4597	7033
1443	4546	6333
1430	4493	7193
1440	4570	7117
1440	4657	6547
1440	4563	7226
1460	4690	6540
1427	4534	6374
1463	4630	7223
1447	4367	6327
1514	4687	6607
1457	4623	12657
1467	4554	7150
1403	4613	7087
1440	4666	7270
1496	4426	6916
1466	4640	6540
1470	4643	7187
1466	4653	7186
1463	4660	6583
1410	4553	6470
1470	4583	6987
1453	4710	7307
1434	4674	7160
1416	12963	19256
1487	4617	7220
1444	4670	6624
1454	4687	6524
1454	4694	6640
1496	4623	6450
1453	4653	6603
1483	4653	6573
1460	4680	6457
1460	4637	7164
1457	4560	6420
1477	4577	6403
1490	4603	6346
1436	4483	6916
1457	4640	6437
1524	4584	6310
1494	4594	7140
1484	4747	6507
1450	4607	6527
1490	4676	6500
1507	4567	6347
1494	4404	6944
1434	4590	6394
1467	4594	6524
1464	4617	6397
