before wait	after wait	rtt
1251	4009	7611
885	3943	8636
903	3775	9080
810	3739	8800
863	3859	8446
852	3785	8785
913	3888	8577
834	3785	8743
941	4211	9148
865	3819	8796
896	3873	8785
880	3871	8783
846	3804	8493
841	3794	8754
836	3771	8653
847	3802	8731
838	3845	5344
845	3763	9123
834	3775	8665
840	3827	8834
840	3810	8714
899	3913	8983
844	3833	8715
861	4335	8915
861	3829	9229
929	3884	8821
870	3909	8790
842	3838	8488
846	3848	8835
804	3770	8644
891	3893	8785
834	3808	8710
817	3775	8713
842	3870	8741
826	3735	8316
865	3837	8701
830	3779	8729
789	3713	8585
846	3779	8722
899	3844	8779
865	3815	8752
846	3817	8694
880	3869	10366
843	3792	6034
855	3768	9132
885	3706	8659
852	3736	8701
844	3831	8696
823	3667	8910
829	3722	8941
829	3743	8933
880	3773	8788
794	3796	8424
838	4013	8912
832	3661	8634
922	4371	8846
863	3821	9537
1179	4164	8202
882	3907	8877
891	3817	8495
956	3918	8943
874	3814	8695
857	3767	8805
941	3880	8741
876	3887	8876
871	3718	8553
865	3838	8661
869	3711	8752
857	3683	8958
855	3730	8549
828	3802	9045
857	3887	8377
840	3717	8614
840	3809	5268
832	3869	5312
846	3850	8777
818	3707	9103
884	3779	8480
863	3670	8720
846	3815	5350
817	3805	8678
800	3847	8760
825	3827	8909
848	3793	14581
872	3747	5276
871	3844	5267
834	3773	9087
837	4037	8545
810	3770	9511
853	3764	5252
848	3797	5317
822	3727	9034
832	3752	8231
846	3745	5213
869	4031	8920
867	3703	8726
865	3826	9032
855	3747	8615
856	3819	8960
851	3785	8621
844	3798	8567
875	3730	8972
850	3696	8909
839	3726	8663
853	3673	8591
827	3729	14232
825	3827	6061
846	3878	8909
857	3794	8716
857	3784	8672
932	3747	9035
880	3838	8440
851	3874	9057
832	3745	8760
859	3855	8804
862	3691	8674
880	3849	9137
830	3783	8567
840	3823	5671
884	4114	9047
847	3809	5750
830	3798	5232
800	3772	8760
828	3771	8733
842	3788	8661
842	3766	8633
823	3783	5238
869	3851	8792
831	3785	8936
830	3842	8802
835	3873	8838
834	3691	8977
810	3724	8653
850	3785	8699
839	3951	8620
874	3847	8685
855	3800	5347
836	3737	9084
891	3720	8695
859	3899	8812
850	3857	5301
826	3752	5253
821	3842	8665
826	3685	9087
855	3838	8777
856	3835	8795
845	3765	9093
844	3850	8724
844	3703	5541
851	3836	8670
846	3796	8726
858	4334	8861
830	3748	5920
844	3780	5528
838	3792	8680
1358	4172	6370
954	3860	8325
884	3846	8686
851	3941	8600
870	3821	8788
882	3737	8701
859	3841	8765
838	3823	8663
828	3845	8763
815	3769	8758
828	3809	5249
815	3878	12592
825	3848	5697
820	3853	5356
825	3774	5616
838	3741	8954
827	3777	9147
879	3890	9136
809	3800	8630
819	3712	8769
827	3794	8770
817	3770	5288
830	3851	9120
800	3777	9005
859	3895	8813
853	3825	5310
821	3809	5367
840	3792	8931
819	4078	8945
839	3821	8395
1086	4149	5892
939	3804	8886
865	3867	8852
874	3847	8805
890	3775	9038
833	3743	8617
908	3960	8981
812	3793	8797
863	3750	8678
886	3922	5396
850	3814	8736
867	3823	5648
844	3823	8686
840	3756	8615
851	3843	5337
864	3798	5314
857	3753	5326
873	3791	8800
909	3768	9048
840	3768	8846
875	3741	9069
851	3880	8770
840	3938	8892
844	3818	8720
863	3829	8829
878	3813	8790
859	3835	8686
876	3737	5217
878	3716	8949
882	3844	8815
874	4137	8791
861	3888	5794
865	3809	5630
890	3907	8960
867	3625	8922
875	3753	5326
849	3838	5316
872	3729	5255
878	3838	9186
916	3880	8503
850	3802	5326
861	3829	8759
855	3784	5238
863	3903	9181
869	3846	8659
872	3828	5348
884	3743	8703
829	3785	13898
829	3673	5547
863	3798	5288
861	3849	9127
848	3758	8631
857	3796	8564
855	3687	8962
852	3791	8753
859	3787	8606
872	3691	5224
863	3760	5252
840	3628	5467
853	3682	8958
916	3694	8650
844	3773	8754
828	4049	8996
842	3785	9492
892	3812	8629
886	3693	8610
899	3731	5255
878	3669	5196
851	3731	5169
840	3661	5160
823	3752	8796
880	3714	5205
878	3783	5585
878	3733	8611
864	3758	5198
859	3806	8730
896	3861	5277
903	3713	8852
914	3695	8432
881	3706	8605
874	3855	5331
857	3833	5282
867	3814	8676
871	3848	5294
812	3753	8777
878	3671	5210
863	3809	5303
874	3838	5290
887	3815	5236
869	3789	8890
894	3789	8433
859	3817	8714
840	3645	8763
835	3682	8629
846	4286	8659
857	3823	5998
851	3821	5255
893	3739	9028
874	3859	8804
880	3695	8554
865	3818	8745
855	3825	8754
849	3845	8653
844	3817	5293
827	3808	5307
834	3703	5186
901	3758	5226
831	3842	5271
871	3844	5295
855	3859	8739
935	3722	8933
855	3711	8627
853	3733	8887
840	3718	9067
869	3703	8649
903	3849	8960
868	3844	8737
863	3733	10023
850	3736	5591
874	3695	5562
865	3858	8873
838	3713	8680
863	3910	8773
821	3844	5346
859	3794	8789
872	3695	8967
859	4057	8794
861	3710	7986
1108	4000	6493
941	3804	9191
877	3882	8459
853	3834	8735
861	3813	8994
861	3707	8631
889	3969	8855
863	3821	8533
876	3876	8723
834	3805	8782
857	3775	8726
867	3707	8682
865	3768	5293
866	3729	8965
874	3842	8882
857	3804	8672
826	3760	8674
861	3724	8503
844	3846	5297
836	3663	5162
846	3724	5238
850	3652	8699
874	3707	8627
882	3752	8703
827	3686	5183
880	3653	5164
868	3708	8628
808	3772	8698
830	3853	8779
831	3749	8633
840	4114	8662
834	3844	6158
783	3680	8579
871	3716	8697
842	3779	5223
851	3859	8800
851	3735	8750
853	3760	5546
826	3807	8754
840	3705	5509
830	3773	8996
861	3840	5370
842	3810	5301
821	3833	8842
825	3787	8692
828	3765	5247
819	3665	5174
851	3775	5634
840	3779	8724
832	3783	8729
865	3812	8646
859	3827	5320
828	3771	5194
821	3763	5194
842	3775	8752
844	3825	5280
844	3743	5232
827	3758	11214
836	3772	5901
834	3733	5247
850	3656	5539
850	3796	8823
851	4124	8794
808	3783	5966
832	3829	8787
847	4125	8988
843	3767	8853
835	3734	5181
821	3975	9219
835	3798	8962
835	3829	8688
875	3726	5541
848	3804	8775
815	3769	8308
827	3828	5320
836	3807	5383
853	3802	8735
888	3931	5385
863	3715	5614
824	3784	8771
863	3772	5206
865	3726	8888
835	3821	5269
832	3788	5205
833	3789	5240
838	3763	5262
885	3796	8729
878	3739	9032
823	3789	8768
838	3821	8772
836	3784	5240
881	3889	5375
865	3697	9113
838	3836	8407
823	4305	8770
792	3758	9779
838	3731	8554
838	3827	5364
821	3770	5341
831	3785	5236
838	3830	5328
788	3718	9074
854	3743	8688
815	3760	5322
846	3730	5549
834	3670	8699
823	3728	8977
