before wait	after wait	rtt
4393	236924	240886
3967	236553	240856
2920	235076	239519
2890	235272	239462
3155	235681	240977
2100	235079	238233
3048	235259	239631
3718	236280	240071
2373	235100	239636
3780	235691	237929
3795	235870	238505
2904	235098	238724
2500	235265	240165
3613	236096	240077
2675	235258	240546
3691	235673	239157
2473	235179	239391
2700	235149	238986
2285	235145	239781
2629	235116	239819
2381	235094	240120
2907	235055	240225
2790	235071	237809
2906	236447	240859
2386	235123	240870
2960	235211	239229
3038	235206	238949
2339	235123	237587
2277	235180	239850
2166	235016	238276
2413	235117	238763
3071	235634	240597
3172	235558	239860
3062	235144	238901
3804	235804	239890
2942	235123	238195
3066	235620	238662
2224	235096	238783
3019	235032	237983
2621	235164	238421
2546	235139	239859
3830	235598	240770
2329	235121	240213
2965	235009	237678
3067	235500	239988
2904	235026	239014
2227	235071	238045
3745	235573	239470
2300	235092	238240
2957	235184	239800
3096	235166	237683
2334	235181	238185
2313	235230	238468
2972	235173	238092
2835	235194	240771
2406	235046	239520
2377	234994	239876
2721	235091	238608
2933	235053	238268
2334	235086	238007
2270	235027	240360
2213	235011	239660
2308	235142	238699
3242	235750	240788
3143	235533	237879
2269	235117	237459
2205	235157	237654
2951	235158	238464
3233	235762	239960
2130	235130	237693
14011	248964	252147
2545	235365	239903
2406	235092	239539
3515	235427	239186
2856	235053	239503
2860	235069	239334
2265	235098	239494
3707	235583	240273
3063	235548	239038
2830	234978	239032
2432	235120	238340
3337	235704	239367
2357	235050	239970
2911	234936	238792
3042	235578	239042
2927	235095	238735
2796	235160	237846
3003	236376	239591
2294	235141	239558
2257	234990	240043
2238	234966	240072
2161	235073	238270
2200	235282	239302
2137	234969	240130
3557	235545	239558
3670	235601	240279
2313	235175	239247
3277	235656	239793
2301	235030	239186
2079	234949	237787
2090	235123	238302
2157	234948	237618
2825	234924	239916
2583	235630	239856
2370	235244	238972
3641	235607	237748
2519	235106	239645
2747	235029	238154
2210	235025	239581
2776	234892	239460
3576	235570	239604
2766	235723	238103
2336	235059	238623
2899	235090	238172
2794	235083	238576
3155	235695	239416
2204	234977	239119
2235	234963	238785
3616	235590	239383
2850	235117	240288
2305	235060	241015
3201	235701	240110
2863	235554	238402
2916	234995	237820
3324	235834	239824
3070	235146	245292
3230	235788	239250
2883	235097	238639
2378	235153	238263
2306	235089	238276
2870	235229	239150
2913	235141	237841
2413	235169	239161
3649	235583	239965
3687	235655	239107
3364	236003	240453
2982	235720	239973
2977	235716	238832
3634	235611	241284
2907	235132	239596
2290	235008	237314
2253	235079	245439
2929	235045	239496
3773	235772	241013
2375	234986	239662
2999	235167	237276
2969	234999	239150
3697	235703	240096
2968	235551	238930
3000	235207	240283
2254	235020	238283
2965	235646	239293
3720	236240	242604
3857	235667	238176
4116	235993	240550
3708	235583	239881
3022	235685	238850
