before wait	after wait	rtt
855	4390	15986
449	3874	5253
505	3943	6312
453	3903	6390
444	3983	6453
490	3901	6312
431	3962	6358
440	4057	6362
465	4128	6465
449	4045	6424
459	3878	6429
443	3960	6394
469	3875	6400
427	3851	6324
484	3850	6375
439	3977	6350
429	3838	6309
445	3977	6325
430	3939	6316
430	3855	6356
432	3984	6276
432	3961	6302
457	3855	6276
480	4368	6442
440	3926	6895
436	3998	6289
422	3940	6310
457	3987	6457
455	4067	6284
432	3958	6350
430	3958	6316
431	3956	6398
423	3832	6297
446	3964	6350
420	3826	6375
419	3859	6344
428	3847	6375
442	3832	6426
452	3991	6334
428	3965	6327
427	3943	6297
423	3941	6254
448	3993	6339
429	3943	6347
423	3952	6303
451	3969	6352
425	3869	6229
436	3966	6388
452	3970	6436
438	4013	6291
436	3931	6359
433	3840	6271
467	3833	6320
426	3977	6297
438	3840	6230
449	4239	6396
419	3975	6786
453	3979	6438
448	3916	6364
425	3956	6330
433	3970	6335
452	3840	6307
436	3825	6289
460	3965	15934
433	3934	5648
459	3988	6803
436	4005	6563
437	3856	6404
432	3950	6547
430	3876	6455
440	3935	6438
433	3964	11777
451	3965	5057
432	3843	6708
427	3920	4928
425	3977	6490
470	3956	6501
432	3845	6624
463	3835	6516
423	3829	6431
436	3895	6493
436	3849	6413
417	3950	6430
433	3970	6314
424	3965	6447
451	3980	6411
442	3958	6411
446	4294	6364
438	3969	6908
459	3849	6314
432	3847	6428
451	3946	6300
591	4164	6267
473	4084	6210
474	3901	6285
509	3920	6208
461	4030	6302
443	3998	6255
452	3947	6385
438	3945	6307
419	3930	6373
428	3937	6287
428	3901	6299
424	3977	6304
436	3848	6295
433	3850	6349
415	3925	6272
423	3911	6196
419	3944	6289
447	3855	6264
446	3855	6337
456	3979	6242
442	3872	6169
434	3869	6253
421	3840	6284
417	4024	6266
455	3867	6337
434	3855	6179
441	3836	6413
419	4271	6265
433	3993	6859
432	4040	6293
433	4054	6393
433	3855	6341
427	4006	19421
425	3966	5701
457	3962	4891
455	3998	6579
461	4034	6608
436	3989	6512
423	4049	6438
440	3844	6579
446	3983	6426
425	3981	6444
454	3894	6433
485	4028	6420
455	3851	6380
442	3857	6462
441	3925	6495
438	3834	6394
437	3962	6469
445	4003	6443
430	3832	6384
425	3954	6425
435	3835	6564
436	3975	6499
434	3933	6487
432	3840	6413
484	3975	6402
