before wait	after wait	rtt
1242	18483	22079
1466	18049	22758
751	18060	22980
767	18123	22738
730	17950	21201
767	18077	22352
689	17923	20713
1163	18362	20506
804	18072	20681
798	18043	21839
759	18076	22422
742	18013	20622
777	18005	21437
763	18009	21440
749	18092	21826
819	18109	21515
1117	18351	21005
835	18085	21601
877	18072	22504
785	17975	22974
763	18095	20895
767	17966	20783
765	18018	23350
806	18062	23279
792	17997	22173
1060	18332	22829
832	17977	22232
794	17994	22908
774	17961	21371
824	18038	22833
792	17990	22860
753	17980	21675
753	17971	21126
774	18057	22947
3469	20096	24323
1365	18552	21892
858	17987	22244
781	17995	21958
763	17989	21116
780	17967	21617
792	17946	20528
766	18008	22220
761	17950	21961
770	18033	20750
1146	18384	23394
864	18142	21620
817	18075	21625
787	18101	21511
845	18017	22127
749	18053	20280
765	17996	22729
742	18037	21560
742	18027	22363
1741	25060	26055
953	18165	21599
777	18051	20587
753	18082	22515
778	18003	22368
777	17937	20884
737	18074	23013
749	17962	22292
746	17976	21875
1044	18314	21957
826	18014	22996
798	18098	21398
783	18091	20447
767	18045	20431
775	18093	21706
762	18032	23190
762	18063	22429
767	18006	21700
1061	18298	20473
852	18073	20232
801	18067	21081
780	18020	20820
842	18067	20171
762	18040	22924
749	18096	20843
759	18017	23083
758	18008	23537
761	17957	21472
1084	18292	21674
810	18089	22500
773	18043	20869
763	18033	22863
754	17977	22229
751	17948	21377
771	18151	21757
767	17959	22863
770	17948	21719
1010	18315	21385
815	18070	21065
800	18015	21046
724	18025	21085
796	18048	23200
701	17955	21393
706	17940	22563
707	17925	21316
708	18057	20460
1201	18544	23390
837	18031	23075
799	17996	21008
824	18069	21100
779	18009	21237
782	18045	23309
780	17958	22280
783	17957	21070
766	17970	22500
998	18270	20762
830	18073	20263
793	18017	23102
774	18004	22590
779	18015	22942
778	17983	20983
779	18062	22640
781	18057	22592
785	18060	22700
787	18017	22286
1630	18683	22285
827	18150	20317
774	18002	21182
775	17958	20956
745	17999	22625
