before wait	after wait	rtt
783	3925	4703
459	3440	4274
404	3354	4404
379	3472	4638
381	3338	4629
389	3391	4709
405	3316	4798
394	3349	4699
392	3362	4664
396	3281	4737
385	3381	4752
422	3377	4698
397	3297	4770
392	3306	16256
387	3280	6025
379	3259	5032
381	3270	4983
381	3301	4905
381	3285	4868
375	3261	4886
385	3322	4850
406	3341	4907
387	3280	4743
394	3906	4843
402	3339	5552
404	3297	4638
379	3285	4809
377	3426	4822
385	3469	4735
379	3293	4798
378	3275	4747
429	3480	4857
413	3350	4792
414	3377	4623
392	3282	4662
385	3286	4699
430	3373	4769
381	3274	4796
389	3436	4846
391	3339	4808
390	3270	4737
396	3333	4695
383	3289	4680
379	3489	4811
421	3364	4747
381	3293	4752
448	3383	4867
371	3358	4742
383	3284	4741
396	3479	4664
383	3282	4737
374	3290	4804
380	3283	4807
372	3309	4777
379	3354	4712
373	3701	4747
377	3253	5339
409	3335	4788
374	3322	4775
372	3299	4710
499	3503	5916
391	3410	4615
417	3301	4710
379	3314	4750
411	3308	4695
389	3294	4741
381	3315	4825
419	3525	4733
377	3350	4817
375	3270	4707
382	3285	4742
371	3400	4781
372	3271	4808
384	3287	4691
377	3264	4748
376	3261	4667
424	3430	4801
419	3312	4671
375	3284	4783
401	3287	4645
372	3256	4615
390	3520	4636
425	3360	4716
407	3331	4716
383	3283	4763
375	3270	4792
381	3315	4730
425	3946	4781
426	3327	5417
396	3422	4758
408	3297	4734
381	3317	4701
384	3272	4780
385	3269	4631
383	3280	4752
376	3254	4817
419	3360	4668
380	3304	4727
381	3284	4709
376	3299	4760
408	3303	4811
371	3289	4735
387	3325	4699
379	3318	4753
417	3282	4788
379	3270	4640
375	3413	4666
373	3284	4661
381	3293	4611
402	3301	4645
385	3297	4768
385	3282	4663
382	3279	4714
393	3275	4648
406	3291	4703
373	3341	4676
379	3285	4718
383	3278	4787
379	3311	4755
439	3741	4718
381	3436	5386
438	3331	4806
379	3433	4773
369	3324	4716
377	3411	4737
401	3283	4679
378	3269	4743
376	3463	4821
381	3293	4794
397	3275	14455
375	3266	5811
377	3302	5198
381	3285	4912
376	3263	4957
378	3318	4796
371	3325	4819
459	3337	4908
431	3316	4821
381	3366	4891
365	3320	4741
413	3307	4855
393	3345	4888
393	3307	4834
391	3328	4743
383	3273	4852
394	3352	4887
391	3293	4829
406	3350	4834
381	3452	4817
383	3293	4796
386	3464	4872
393	3924	4897
398	3282	5483
407	3468	4834
421	3312	4752
416	3322	4844
409	3335	4799
376	3280	4766
380	3288	4787
377	3260	4721
408	3301	4788
423	3307	4878
373	3248	4813
375	3272	4761
383	3345	4908
371	3307	4849
376	3273	4901
373	3286	4821
377	3280	4819
378	3263	4797
406	3309	4714
373	3261	4815
465	3362	4786
376	3303	4690
376	3263	4764
375	3279	4719
377	3267	4741
381	3270	4815
385	3347	4775
379	3417	4714
406	3289	4760
385	3270	4819
381	3343	4754
390	3716	4756
387	3267	5295
419	3378	4839
379	3332	4747
372	3423	4736
504	3605	5491
396	3331	4529
385	3307	4724
375	3538	4756
415	3339	4855
383	3310	4703
384	3291	4670
409	3358	4714
375	3278	4813
376	3284	4713
385	3271	4806
392	3463	4741
383	3274	4802
386	3306	4790
376	3467	4762
390	3428	4824
428	3386	4735
406	3335	4785
379	3322	4768
372	3476	4701
375	3263	4811
413	3371	4723
370	3282	4777
374	3448	4625
385	3324	4705
381	3339	4695
377	3363	4649
377	3691	4764
377	3276	5326
394	3318	4682
410	3282	4657
392	3297	4697
383	3275	4684
375	3264	4718
436	3363	4765
371	3331	4775
408	3295	4758
404	3316	4748
377	3245	4752
375	3461	4760
383	3238	4792
402	3346	4651
417	3354	4840
387	3358	4726
377	3274	4727
383	3315	4650
381	3276	4703
406	3487	4602
381	3264	4695
375	3288	4655
379	3344	4725
400	3314	4625
375	3289	4695
377	3294	4745
373	3312	10485
426	3329	4960
377	10622	28199
379	3266	6173
400	3340	5207
387	3751	5103
387	3311	5568
397	3296	5086
409	3442	4897
385	3497	4958
384	3333	4860
453	3443	4986
382	3300	4971
387	3368	4800
385	3305	5017
386	3297	5085
379	3272	4737
385	3495	4977
387	3278	4920
383	3289	4969
384	3279	5030
413	3520	4923
379	3318	4969
402	3303	5061
408	3312	4815
379	3473	4836
387	3280	4974
379	3284	4928
415	3297	4924
373	3265	4941
377	3301	4912
394	3278	4954
374	3311	4962
381	3262	4965
386	3299	4956
411	3304	4975
381	3282	4967
390	3969	4769
394	3284	5642
409	3279	4799
385	3316	4939
406	3442	4866
381	3383	4842
448	3397	4949
379	3299	4876
371	3333	5026
404	3322	4968
381	3286	4933
385	3286	4893
369	3283	4931
376	3484	4905
408	3436	17520
379	3518	4981
396	3488	4783
375	3280	4710
386	3306	4699
400	3307	4795
372	3461	4804
393	3448	4701
373	3286	4832
381	3316	4785
371	3270	4826
387	3292	4814
410	3486	4764
379	3297	4706
373	3377	4786
376	3301	4743
369	3270	4741
432	3529	4712
379	3812	4722
385	3315	5252
398	3278	4796
390	3322	4737
387	3333	4729
466	3361	5058
470	3478	4535
396	3307	4669
402	3293	4721
403	3344	4733
413	3308	4588
379	3421	4661
377	3512	4684
377	3291	4596
379	3279	4702
384	3261	4674
378	3473	4732
415	3270	4803
374	3311	4692
386	3314	4733
375	3478	4695
372	3267	4712
381	3303	4722
381	3329	4708
379	3310	4704
383	3302	4706
390	3472	4605
380	3302	4809
372	3295	4728
379	3301	4792
379	3272	4758
400	3311	4718
381	3853	4718
377	3299	5230
421	3522	4608
421	3331	4794
432	3337	4678
390	3291	4719
374	3278	4661
381	3295	4695
371	3341	4582
463	3373	4668
379	3276	4636
374	3290	4779
377	3274	4725
434	3340	4733
372	3309	4756
446	3375	4853
423	3316	14541
383	3292	5825
419	3289	5131
379	3265	4886
381	3269	4829
404	3285	4922
377	3257	4910
375	3253	4902
373	3276	4823
385	3251	4824
430	3345	4771
378	3301	4924
375	3465	4861
381	3271	4848
381	3316	4750
373	3270	4811
384	3693	4889
373	3485	5338
381	9787	10078
668	3600	4935
427	3434	4733
398	3438	4682
402	3264	4790
402	3320	4777
395	3501	4797
404	3352	4779
379	3272	4756
381	3314	4701
380	3353	4791
447	3356	4691
377	3318	4781
379	3484	4770
385	3536	4755
381	3326	4773
398	3305	4741
377	3526	4777
410	3496	4716
379	3291	4678
385	3314	4707
388	3272	4601
388	3367	4619
389	3349	4821
377	3307	4777
386	3327	4706
383	3383	4691
387	3465	4651
372	3303	4623
408	3475	4619
410	4077	6823
404	3292	5402
387	3499	4667
380	3314	4805
412	3299	4795
381	3287	4632
410	3286	4663
379	3295	4794
388	3329	4786
413	3331	4798
381	3305	4812
378	3290	4659
411	3293	4775
379	3303	4716
419	3315	4781
375	3255	4767
374	3311	4812
415	3289	4773
381	3251	4777
386	3264	4740
373	3260	4716
463	3354	4718
379	3282	4688
385	3310	4693
394	3309	4705
431	3347	4817
400	3331	4739
387	3324	4675
424	3521	4817
417	3347	4708
377	3301	4623
439	3341	4741
379	3840	4638
384	3281	5146
381	3293	4592
400	3455	4634
382	3361	4637
472	3463	5411
401	3344	4417
390	3327	4554
393	3377	4690
459	3374	4833
457	3379	4819
381	3242	4737
407	3337	4834
387	3274	4735
373	3278	4714
387	3318	4846
385	3396	4734
385	3292	4796
390	3314	4796
436	3518	4752
402	3465	4653
464	3371	4647
383	3291	4762
381	3265	4619
381	3360	4665
376	3423	4610
388	3310	4769
415	3326	4798
400	3376	4680
373	3284	4788
429	3539	4758
