before wait	after wait	rtt
755	10804	13529
369	10444	12990
394	10424	13145
352	10467	13523
349	10474	12145
371	10528	13627
343	10443	12077
326	10520	13507
344	10390	13602
331	10487	13645
354	10398	12134
364	10407	12165
333	10348	12118
346	10460	13479
317	10438	12093
310	10357	13699
316	10368	18570
362	10441	13480
331	10442	12301
329	10371	12060
327	10462	13588
325	10399	12153
325	10361	12190
330	10520	13683
330	10433	12880
362	10485	12106
323	10431	13639
326	10376	13546
341	10365	11955
347	10391	12044
340	10406	12001
319	10361	11989
373	10406	13624
329	10364	13634
356	10427	11991
333	10378	11979
328	10396	12066
320	10408	13604
356	10411	12108
350	10497	13707
348	10380	15045
331	10425	13388
325	10453	12163
353	10462	12098
337	10405	13724
321	10439	12278
340	10434	12122
379	10478	12182
323	10370	12158
336	10371	12141
330	10400	12110
373	10442	12112
334	10430	12150
343	10407	12082
354	10423	13593
343	10385	12074
330	10391	12596
328	10368	12067
331	10383	12124
326	10366	12071
354	10446	13741
349	10429	12087
333	10409	12080
330	10388	12077
342	10489	12081
355	10446	17007
356	10430	13491
343	10388	12218
337	10459	12135
321	10368	12112
346	10373	13718
341	10347	13507
334	10431	12120
331	10387	12097
327	10387	12214
330	10437	12221
322	10373	12046
324	10475	12131
326	10405	12172
356	10403	12191
328	10369	12152
347	10416	12203
373	10484	12140
327	10374	12065
326	10390	12121
329	10369	12225
352	10461	12192
325	10404	12102
344	10394	12668
321	10370	13591
325	10379	15203
347	10461	13736
595	10666	13829
323	10457	13318
322	10416	12096
343	10354	12220
330	10421	13728
348	10485	12138
325	10424	12113
327	10362	13627
338	10445	13651
324	10360	13541
357	10493	12265
353	10424	12114
343	10421	13593
325	10405	13469
310	10498	12102
325	10417	12167
331	10430	12070
335	10421	12066
378	10532	12123
333	10373	12132
351	10410	22592
339	10389	13776
312	10369	12380
324	10382	12187
328	10382	12241
334	10392	12119
337	10409	12313
337	10459	12141
314	10371	12770
331	10462	12077
324	10358	12109
320	10445	12068
380	10482	13775
345	10417	12155
356	10407	12070
349	10390	12248
324	10427	12058
326	10471	13756
336	10397	12093
334	10388	12058
330	10385	12032
323	10359	12057
322	10436	12064
327	10384	22388
347	10421	13449
364	10380	12303
341	10391	12164
337	10389	12208
327	10368	12099
326	10420	12071
320	10465	12232
321	10469	12152
313	10380	12116
370	10448	12108
356	10413	12101
310	10426	12047
317	10395	12140
320	10378	12156
344	10408	12102
328	10549	12114
341	10371	12739
341	10393	12099
327	10396	12172
352	10390	12073
326	10404	12057
327	10361	12069
377	10481	12167
350	10445	16852
345	10493	13517
332	10391	12378
320	10394	12294
320	10375	12254
335	10396	12147
323	10458	12044
367	10418	12112
342	10441	12116
365	10406	12137
320	10381	13598
339	10410	12090
354	10394	12125
337	10385	12128
318	10365	12073
339	10410	12104
324	10388	12068
324	10374	13685
344	10375	13509
361	10412	13713
350	10401	13617
344	10464	13591
342	10381	12268
334	10377	14787
323	10377	13189
326	10409	14431
347	10414	13861
362	10414	12790
339	10410	12413
365	10426	12201
331	10435	13682
319	10376	13733
322	10449	12088
311	10374	12170
335	10417	12096
316	10367	12140
346	10511	13810
375	10434	12158
344	10474	12081
356	10423	12193
331	10418	12151
309	10358	13678
325	10432	12287
338	10420	12171
332	10434	12117
418	10359	12166
318	10356	21710
337	10423	13519
318	10371	12314
347	10452	12165
387	10461	12133
352	10426	12281
327	10396	12177
310	10413	12121
318	10394	12102
368	10442	12144
327	10492	13508
327	10380	12661
347	10434	12078
349	10488	13727
316	10455	13781
510	10536	13642
344	10427	13268
311	10422	13627
343	10340	12134
358	10489	12164
329	10375	13864
320	10390	12063
323	10410	18765
312	10401	13727
317	10367	12422
329	10460	12191
336	10391	12284
336	10434	12264
336	10403	12142
311	10404	12124
320	10406	12253
320	10426	12126
360	10442	12167
334	10381	12107
365	10389	12211
324	10398	12097
364	10426	12236
325	10599	12267
651	10722	12834
349	10451	12220
336	10393	12083
349	10449	13604
325	10417	12028
324	10398	12603
339	10384	12137
323	10456	21984
346	10467	12357
340	10412	12271
363	10387	12144
336	10398	13591
344	10374	12143
327	10368	12091
339	10381	12197
325	10412	13656
366	10400	13644
337	10384	13615
338	10384	12082
356	10360	12141
323	10372	13697
345	10421	12086
331	10428	12153
334	10441	12077
337	10380	12180
345	10484	12132
322	10370	12098
326	10369	12097
344	10404	12211
313	10384	12053
360	10403	18520
328	10454	13492
319	10394	12333
316	10354	12371
326	10465	12100
315	10364	12057
344	10544	12112
322	10436	12744
327	10461	12096
326	10366	12001
317	10363	12050
313	10369	12044
