before wait	after wait	rtt
1526	4780	8933
1490	4494	7947
1590	4847	8250
1597	4727	7980
1453	4667	8743
1503	4766	7953
1434	4610	8394
1410	4503	7666
1423	4693	8530
1437	4420	7677
1453	4676	8656
1440	4660	7936
1414	4560	8524
1430	4600	8353
1453	4670	7963
1490	4596	7906
1500	4580	8473
1403	4587	7683
1450	4633	7870
1423	4533	8313
1416	4516	7696
1410	4750	7943
1436	4503	8393
1420	5046	7660
1423	4727	8767
1523	4760	8020
1470	4763	8123
1426	4576	8496
1446	4696	7903
1480	4640	8057
1446	4626	8373
1430	4573	7943
1470	4683	8393
1484	4644	11884
1860	5100	7236
1567	4833	7500
1517	4507	7857
1480	4770	7997
1450	4677	8080
1384	4687	8547
1417	4697	7857
1417	4690	7920
1443	4703	8083
1420	4667	7867
1423	4617	8583
1457	4750	7977
1426	4686	8426
1386	4546	7763
1407	4664	7860
1407	4604	8340
1360	4550	7717
1477	4650	8400
1397	4564	7920
1404	4574	7754
1413	4623	8453
1410	4940	9590
1440	4657	8650
1390	4623	8566
1426	4646	7943
1430	4647	7834
1400	4650	8097
1423	4707	8087
1390	4567	8287
1454	4634	7827
1427	4710	8474
1450	4600	7870
1460	4567	8444
1423	4580	8433
1464	4760	7937
1400	4690	8717
1403	4750	7967
1393	4590	7893
1447	4664	7920
1387	4593	8377
1493	4820	7990
1480	4600	7897
1440	4606	7863
1404	4604	8360
1426	4623	7956
1464	4734	8517
1447	4580	7824
1384	4594	7710
1427	4623	8464
1470	4723	8030
1464	4477	7670
1460	4510	8363
1430	4626	7766
1417	4960	8187
1423	4670	8723
1487	4477	8340
1480	4663	7937
1480	4737	8093
1483	4450	8306
1434	4664	7960
1506	4656	7856
1456	4670	7920
1456	4590	8436
1437	4737	7950
1383	4543	8330
1457	4687	7974
1423	4667	7910
1450	4626	8330
1440	4653	8623
1393	4523	7713
1367	4520	8220
1444	4540	8407
1404	4570	7774
1380	4643	8500
1400	4670	8514
1417	4534	7674
1443	4747	8730
1467	4667	7903
1450	4544	7744
1466	4793	9836
1456	4623	8406
1470	4697	7787
1443	4763	7896
1480	4617	7763
1436	4663	8540
1423	5066	8243
1387	4480	8897
1394	4674	8470
1453	4523	7793
1420	4587	8443
1433	4633	8597
1410	4640	7786
1427	4610	8363
1456	4626	8486
1467	4630	7780
1436	4583	8530
1443	4557	7760
1394	4564	8367
1387	4580	8377
1390	4650	7756
1400	4577	8287
1417	4563	7890
1403	4666	8580
1383	4750	7856
1440	4760	8110
1427	4747	7987
1413	4707	8030
1437	4630	8607
1424	4694	7927
1387	4603	8493
1377	4674	7794
1423	4567	7957
1480	4600	8466
1480	4666	7930
1417	4613	8427
1473	4727	7980
1413	4563	7750
1416	5036	8203
1400	4487	9187
1440	4593	8513
1453	4663	7890
1490	4667	8380
1457	4597	7993
1466	4710	8076
1374	4634	8467
1447	4664	8074
1443	4703	7880
1470	4557	11427
1773	4870	7863
1527	4504	7900
1507	4480	7923
1470	4656	7886
1426	4673	8010
1410	4670	8697
1480	4644	12800
1390	4586	9033
1460	4660	8104
1447	4667	7877
1417	4627	7897
1437	4667	8670
1410	4577	7747
1527	4900	8150
1473	4763	8173
1407	4630	8527
1537	4457	7750
1427	4657	8667
1413	4373	7033
1413	4466	8436
1416	4473	8520
