elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
12309	120183	132059	1816767	23283
13046	63111	73564	971509	22856
13186	59752	70078	1032947	22876
13043	59861	70224	929583	22770
7760	54328	62595	989678	15647
13030	62835	73398	966266	22982
14170	61495	71975	1166957	24003
13056	59712	70318	1357584	23045
7749	53425	61571	1093881	15502
13046	62188	72818	994871	23036
13050	59735	70058	973889	22736
13067	59479	69812	955366	22764
13097	77318	88034	1009635	23116
12999	62688	73304	951769	22978
13063	60538	70714	985075	22619
13016	59705	69761	1653572	22445
12893	63358	73964	1007627	22836
12927	60465	71012	988995	22837
12979	60938	71291	988835	22699
12939	60728	71291	959162	22865
12867	63079	73632	1022574	22764
13073	60651	71084	949646	22876
13136	59832	69835	2214813	22529
12970	63175	73828	1127928	22963
12950	60759	71168	1067326	22733
12966	60561	71098	942516	22866
12856	60261	70701	1026763	22659
12833	62015	72475	976915	22669
13003	59808	70204	969875	22782
13053	59905	70415	985112	22923
13036	59228	69444	1028274	22639
12893	62941	73421	2265404	22733
12860	60492	70948	980248	22673
12903	63602	74238	979375	22892
12896	60328	70978	984948	22899
12903	60052	70481	940073	22696
13010	59858	70258	1442462	22793
12919	63131	73444	1703294	22612
13063	60921	71461	1104698	22956
12970	60589	71172	1001942	22903
33719	93820	104107	1012244	43386
12986	60524	70931	946649	22759
13083	59895	70478	978732	23009
13086	59758	70421	974785	23083
12810	62648	72852	2058801	22360
12883	61495	72048	1086808	22800
12997	60809	71262	1023981	22814
12937	63502	73982	963323	22800
12953	60298	70708	1051736	22736
13010	59672	70098	958249	22799
13006	60135	70548	999704	22786
12919	63791	74361	2122695	22829
13113	61465	72085	1025381	23073
12973	60738	71301	1015821	22899
12959	63448	74277	1031206	23146
13023	60515	70975	941393	22859
12966	59891	70244	976245	22703
13023	59912	70365	955449	22873
12946	63341	73921	2352825	22886
13103	61048	71671	1110945	23059
12909	74981	85751	1228338	23029
12953	62819	73415	953816	22896
12937	59832	70322	1020251	22790
13096	60165	70598	882448	22893
10896	61011	71194	1027020	20406
12963	61372	71875	2104817	22796
12979	60735	71228	967479	22826
12950	63582	74038	960836	22753
13089	60628	71174	1023940	22998
13049	60321	70798	952389	22862
13083	59488	69894	971438	22847
12746	63118	73478	970049	22426
12967	61352	71842	2274458	22807
12899	60451	70958	935609	22756
12937	62839	73032	979486	22510
13050	60515	71118	1111052	23026
13149	60055	70584	1032427	23038
13063	59805	70075	1044480	22689
13016	63001	73554	1146317	22909
12950	60849	71415	2457003	22906
13406	63655	74031	1029327	23129
12880	60639	71252	940277	22857
13057	59849	70405	1151224	22970
13073	59881	70321	900877	22876
12733	63239	73592	997982	22453
12956	60308	70668	947426	22682
12950	60709	71432	1049917	23033
12953	60471	71168	922720	22990
13039	63974	74421	1653009	22862
13073	61111	71861	1112558	23196
12886	60278	70675	1222365	22643
13330	63748	74141	2196773	23059
13046	59208	69404	1120194	22615
13036	59525	69882	1058546	22749
12999	63124	73747	1064756	22975
12959	60418	71101	944056	23002
12997	60639	71002	969156	22724
12880	60185	70755	951929	22823
13999	64561	75301	1096288	24102
12953	61542	72035	2249492	22779
13086	60758	71394	1036020	23085
12983	63028	73468	937909	22776
12943	59795	70225	961422	22736
13050	59755	70075	942143	22673
13016	59808	71364	961022	23972
12977	63355	73992	977449	22954
12939	60281	70924	1024850	22942
13003	60778	71141	2022638	22729
12920	63119	73552	1024784	22707
13046	60635	71011	941283	22796
13003	60489	70765	1025008	22662
12993	59715	70188	963756	22842
12956	63858	74511	1085665	22962
12846	61065	71611	1104678	22752
12980	60749	71188	2132966	22783
12970	63642	74302	1078283	22984
13016	60378	70961	1057050	22972
12989	59981	70381	960325	22772
13450	66328	77285	960549	23677
15126	49052	59715	927543	25106
13030	60698	71218	1152837	22910
12886	60535	71271	1024691	22982
12963	62418	72871	2292694	22759
13006	60638	71218	956642	22949
13046	59785	70285	997145	22906
12967	63512	73935	974656	22726
12930	61235	71875	987352	22923
12933	60605	70991	959629	22683
12936	72355	82921	1614777	22832
12976	63565	74204	1524266	22969
12956	61638	72338	1032280	23009
12973	60762	71218	965466	22783
13046	63688	74311	1023137	23025
13056	61058	71588	974719	22916
13103	59902	70258	1025431	22819
13117	60082	70558	1094672	22957
12933	63585	73888	1446642	22590
12873	61265	72031	964756	22969
12906	60858	71448	1078039	22849
13363	65028	75498	953363	23196
12976	60998	71581	1058266	22947
13066	60021	70261	942429	22646
13123	60212	70758	974138	23009
13137	66045	76222	963079	22677
12913	61165	71491	1692708	22622
12983	60945	71305	956899	22686
12990	60619	71055	998198	22780
12927	63039	73575	946803	22843
13053	60555	71152	976266	23036
13003	60279	70782	955490	22889
13143	59829	69898	992195	22602
