write_duration_nsec	flush_duration_nsec
24786	1979487
31032	887661
28969	912927
28730	844410
28636	944513
28482	881545
30982	884981
28576	2121092
28876	1064286
30735	865231
28943	889648
28822	846582
28676	836226
30856	865109
28956	909114
28832	980565
28856	1295270
31039	1761633
28866	866609
28583	861449
28662	929246
31132	873621
28835	1026310
28793	2040215
31746	1078389
28909	1010698
28849	861449
28669	839006
18826	926313
28956	854929
28832	2103036
30932	923060
28955	865981
28836	999444
28753	848689
28515	834329
30786	883634
28916	850849
28849	2129279
31013	883615
28996	910314
28826	854329
28876	1020154
31192	860662
28842	915107
28629	841542
28793	2144655
31195	939619
28943	883755
28822	849795
28836	1140600
31133	984592
28896	872095
28779	837809
29045	2160511
31633	858755
28676	887794
28676	813480
30902	992138
29033	828376
28903	874635
28916	826156
29065	846059
31099	845409
28780	960419
28899	825689
28792	874425
30876	861348
28793	2281235
28959	871665
31099	893928
28846	853022
28909	907480
28682	842009
28766	906151
31299	962579
28786	1286596
28913	1742333
31396	862969
28849	844609
28829	857682
28619	832903
28635	846952
30839	855129
29089	883524
28816	853826
28806	832719
19043	2114143
28813	902061
28912	856038
31059	869875
28996	838516
28902	859982
28649	974112
28739	2033025
31122	1084695
28945	845682
29003	848959
31140	868262
28809	838916
28873	865808
28702	832276
28743	974419
30925	2142905
28772	926286
28899	846422
30765	853035
28632	839862
28713	898981
28686	824560
30859	937966
28782	1840180
28875	1802248
31272	1041030
29493	864162
28870	844123
28713	913141
31139	868421
28769	903701
28779	2239729
31196	1125994
28843	1073776
28806	1066483
29002	835749
30833	887888
28796	841062
28762	1019750
28609	839942
30786	2285304
28956	869902
28749	884578
31402	858588
28903	882462
28929	859848
28929	2271021
31386	861222
28870	1011071
28922	856008
28916	866275
31046	859449
28796	899394
28822	842196
28663	871412
31125	986771
29249	1365938
28782	1826114
31369	890921
28762	856122
28822	888207
28800	2109333
31162	944113
28945	858048
28923	887588
28773	959533
31233	880442
28852	855095
28876	904968
28742	2115186
31092	903713
28813	852409
28956	890785
31059	862168
28812	1038650
29033	847909
28902	852635
28706	2124705
30853	941993
28849	844889
28796	884981
30906	894368
28583	1013911
28756	848089
28639	891754
30889	2154148
29316	882794
28783	857305
31023	897608
28862	855395
28665	1043683
28622	864608
28693	878248
30779	2148398
28582	863088
28766	846929
31079	903620
28846	847316
28986	851769
28812	961275
31373	903941
28902	2187694
28582	887184
30939	844563
28986	897781
28902	862608
28912	872694
28829	943263
31179	870595
28899	2216633
28889	856555
31102	867548
28889	891248
28955	826622
28730	876035
29026	919274
31829	860422
28719	833449
28873	917620
28813	869915
31159	939886
28846	852769
28993	911201
28892	856795
28939	861669
30989	1995969
28733	869115
29006	881698
31060	897581
28786	830023
28876	850275
28906	856969
43799	879608
31043	958020
28846	1301429
28839	1742396
30806	933727
28879	892834
28726	907407
28932	889434
31039	849096
28979	845096
28933	1148987
28793	2624388
31196	1079056
28982	1008008
31732	926747
28972	862275
28809	896100
28906	2140649
31029	886088
28912	969672
28849	859382
28773	851516
31295	905034
28770	853009
28876	896354
28779	2131562
31175	887161
28803	983292
28776	863669
44766	869648
28719	932673
28799	859635
28772	887021
28779	2165611
31119	1075852
28863	1019914
28976	879092
31029	886628
28946	968352
29082	910727
28959	1332115
31272	1722064
29086	829270
