elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
13896	117607	128003	1120748	23588
13197	61115	71395	1127425	22840
13253	59508	69695	925123	22803
12846	62835	73195	1041260	22486
13403	72765	83838	1011658	23869
13263	60145	70308	2247353	22789
13140	62312	72225	1021157	22443
13363	60541	70958	1053843	23136
13333	70588	80824	1109138	22935
13172	59831	70161	1037743	22879
13283	63522	73691	956146	22822
13353	61388	71751	1045190	23066
13192	70404	80617	985971	22765
7450	54415	62718	996572	15390
13160	64112	74308	968979	22716
13176	61135	71365	2233429	22792
13103	69675	79798	1100848	22586
13006	64361	74788	1061629	22796
13116	61461	71618	954149	22630
13077	61352	71615	1011718	22693
13416	77877	88097	1035263	22952
13010	62335	72511	1049013	22543
12949	61341	71654	2116286	22625
13033	64454	74674	1188815	22630
13246	71631	82754	1031630	23732
13220	60409	70535	1085196	22713
13266	60274	70298	970392	22657
13059	64641	75131	1103278	22912
13070	72665	82888	1023874	22653
13152	61431	71614	2359485	22698
13186	64331	74704	1073096	22912
13053	62371	72921	1104775	22949
13073	71561	81771	999111	22650
12953	63485	73938	1096132	22787
13279	61071	71411	960175	23009
13110	60242	70571	1149427	22830
13153	70378	80768	2078494	22929
13090	63725	73972	1199016	22690
12977	61332	71508	971859	22536
13066	60145	70531	1087758	22826
14199	75531	85934	1027053	23940
14303	62278	72851	1055663	24230
14179	62061	72498	1514416	23969
13072	62981	73181	1810398	22653
13237	71075	81318	1246848	22843
13250	59839	70168	1189300	22943
13056	64605	75231	963842	23036
13013	64279	74698	1094076	22789
13033	71855	82215	1121865	22749
13133	59759	69922	2410888	22643
13063	63835	74301	987748	22903
13039	61391	71841	1145487	22859
13023	76494	87837	1029993	23737
13180	59872	70228	1090249	22923
13177	60042	70212	946823	22730
13106	59935	70331	1097265	22889
13096	75541	85964	1041836	22893
12979	62341	72501	1063323	22499
12970	60022	70362	943213	22696
13109	60405	70801	1203458	22899
12970	76418	86794	1203952	22729
13007	62332	72791	1653146	22826
13046	61555	71984	984761	22829
13086	63871	74198	1070256	22766
13026	71665	82088	1033944	22813
13070	61485	71855	1058383	22810
13036	59108	69111	988748	22419
13063	63858	74281	2211369	22840
13119	72111	82481	1114144	22880
12996	64448	74547	1073492	22492
13073	60002	70282	947313	22730
13147	60575	70792	1074836	22730
13153	70412	80508	953769	22626
12840	64098	74384	1097272	22486
13083	62422	72795	1110142	22819
13089	61765	71994	1069122	22675
13273	70551	80687	1022570	22779
13066	64451	74897	1560821	22899
13017	62419	72938	1662066	22916
13093	61022	71351	1018601	22789
13057	74865	85125	1023278	22677
13033	61388	71941	1146814	22942
13063	60819	71172	1054393	22783
13483	63865	73894	1110714	22892
14413	72431	83641	1124124	24973
13233	60721	70914	1086422	22789
13233	60185	70384	950512	22806
14210	65682	76241	1095909	24149
13009	72384	82574	1025047	22565
12999	60108	70438	1110434	22729
13143	59938	70211	981895	22810
13116	64854	75021	1056336	22639
13000	72525	82848	2111649	22703
13119	61241	71468	1264120	22709
13069	63578	74158	969715	22996
13006	61252	71695	1081129	22836
13057	71725	82121	1113875	22820
12980	63195	73698	1097899	22880
13296	60148	70424	954079	22962
13153	60338	70658	2233642	22839
13049	76224	86400	1041866	22572
13020	62319	72842	1096682	22913
12996	61381	71691	943759	22693
13153	60289	70532	1194289	22786
13040	75864	86537	1033667	23066
13010	62219	72778	1107615	22932
13080	61452	71961	2001143	22936
13096	64398	74711	1070849	22777
13073	71791	82081	1024537	22723
13006	61068	71588	1029347	22910
13040	63242	73508	968809	22672
13319	61278	71404	1120124	22828
13259	70684	80977	1016334	22916
13126	60071	70408	2508114	22839
13083	63045	73355	1037410	22753
12970	61452	71975	1044390	22873
13063	70158	80428	1014381	22713
13070	63561	73931	1061469	22796
13026	61432	71885	966672	22829
13003	61331	71504	1018490	22533
13060	69118	79371	1036964	22690
12996	63485	73958	1028470	22847
13009	61358	71564	935350	22576
13023	61362	71695	1027611	22740
13063	88011	98797	1203892	23146
13000	63722	74238	1511630	22886
12973	47502	57702	979419	22563
12996	47588	57418	1078828	22259
13000	74272	84838	1109285	22946
13060	48552	58735	2151089	22639
12776	47672	57942	914884	22376
13083	43322	53378	983298	22559
13067	48632	58885	920270	22683
13090	44316	54155	1071270	22376
14350	46709	56802	933864	23866
12973	48489	58495	1006575	22392
12900	52615	63141	977648	22789
12840	47245	57375	1418839	22366
13070	61915	72168	1676298	22707
13136	43359	53518	1013218	22698
13080	51512	61685	952799	22616
13177	43882	53819	1103622	22513
12993	63662	74128	929344	22819
12970	49009	59039	1024108	22433
12886	52798	63221	991181	22699
27596	61975	72278	2122809	37256
13233	49506	59675	967016	22769
13026	43469	53458	946219	22463
13007	55269	65542	1103362	22610
13020	61505	71755	1034334	22636
12993	48029	57965	868408	22309
12940	47695	57705	973342	22353
13326	60734	71131	1137174	23083
13200	59945	70351	2172898	23000
13196	59812	70028	1029400	22803
13006	64154	74701	1106991	22919
13047	72522	82695	1201666	22590
13009	61131	71464	1099355	22722
13216	59865	69955	1044017	22659
13040	63695	74155	1117635	22853
13006	71698	81857	2234155	22556
12982	63708	74207	1095931	22868
13026	46458	56645	933556	22653
13179	60355	70688	1174526	22900
13142	70477	80874	1023320	22926
13063	64901	75228	1085809	22766
13053	62232	72358	954856	22542
12950	61372	71748	1011531	22715
13229	70571	80851	1013461	22895
13017	64482	74831	1057330	22723
13016	62285	72501	2087540	22595
13103	60975	71382	1104572	22873
13013	74768	85151	1017650	22774
12989	61345	71721	1053366	22733
12987	61422	71588	963549	22542
