initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
13393	99828	1056490
13036	74578	2306778
13153	120297	957956
12363	68651	1002804
13280	73312	865332
13723	71658	982999
13566	69124	864822
13593	68952	1027488
13977	75522	1074393
13619	73068	2371396
12817	71608	894682
13819	71824	979742
13650	69085	879629
13603	68892	996489
13527	69078	865029
14029	74304	1001531
13773	69431	861962
12450	67862	977746
13750	69128	940157
13189	73511	1671162
13673	72234	889261
13690	68875	1019465
12870	73438	829020
5473	63211	950753
13783	69255	856070
13620	68655	979826
13490	68998	921897
13940	74175	1789413
13660	115227	1026184
13673	68944	927953
14133	70132	870906
12810	70792	993789
13516	69094	1412166
13643	69801	1727690
13879	74401	887944
13590	68775	1115915
13643	69418	846539
12449	71231	991255
13663	115787	1096743
13503	115680	1183177
13723	69268	1903143
13980	73698	992732
7890	63145	802128
5370	60115	987098
7424	65525	846603
12587	71692	976649
12563	67991	865035
13673	68708	1046464
13720	69098	917624
13870	72728	1010945
13633	70321	2122056
32369	88314	1069886
14063	72494	967742
13530	68965	994502
13640	69531	877422
13616	68481	2217467
13782	115403	1143067
13543	114977	1197650
13103	74758	1041978
13599	72644	1007235
13782	69351	882694
13523	68802	1066547
13100	74655	1979357
13616	73165	1014171
13696	69334	1010558
13519	120100	1223005
13649	73067	897824
13627	70175	992195
13626	68998	946489
13889	75694	2228990
13367	120184	1137435
13659	87024	1059976
13973	74598	871932
13642	71487	1043393
13716	72115	864425
13520	69015	994402
14077	74595	2272279
13756	72031	989941
12577	72568	879182
13759	72791	986062
12553	69285	1037540
12539	69111	1006731
12446	87074	882411
12923	69525	982345
13426	69934	872465
13736	68828	951823
13663	49018	1099142
13987	74948	1441426
13633	69075	1983057
12493	72452	1097189
13753	73232	868959
13763	68838	988382
13497	68715	853999
12770	73111	987845
13633	72974	864839
13670	70502	977486
13593	68958	976465
13616	68781	2180098
14043	74161	889701
13656	68778	979529
12473	67428	909374
13007	73481	999915
13467	69008	850049
13663	69024	983565
13596	69004	972579
13873	75548	2156939
13603	114500	999498
13663	68974	960276
14153	74295	864389
13646	71591	958239
13662	69358	848775
12410	67818	954429
13016	73561	915317
13739	71668	2082091
13646	78535	1060913
13886	74465	984795
13676	71888	863565
13620	69068	979573
13656	69058	842369
12729	71298	1003934
13673	72822	863002
13660	68798	1462492
13473	115503	1655709
13886	74468	1008725
12330	114170	1136564
13707	69095	898575
12753	71524	872355
13817	71988	999529
13743	69161	873782
13493	68971	2220600
13986	74337	906807
13630	68751	985129
13639	69175	867515
13523	97968	1070643
13926	71351	867245
13676	68831	991681
13509	49078	915210
12443	46766	1373738
13776	116040	1683168
13527	69188	981386
13600	68585	874679
13323	71981	977879
13560	70225	863416
13523	69702	975386
13649	69438	2162495
13517	120037	1207259
13407	120297	978822
13479	70144	1012318
14090	71498	860879
13703	68898	992942
13699	69248	962589
13623	68988	2151666
13947	115900	956513
13780	69775	988032
13533	69178	887304
13003	71675	965586
12550	67928	861613
13630	69528	973433
13643	49285	927784
13056	71918	2357486
13236	83881	1008875
13689	68958	1134671
14096	73804	876732
13616	70844	1003194
13723	71365	864439
13630	68858	993049
13933	73494	869332
13696	70888	1053127
13553	68921	865735
13626	68565	2120943
13570	119397	1033184
13636	72214	981345
13749	69335	941533
12830	73625	990772
13700	72461	857922
13606	69858	981369
13640	68911	883705
13093	56785	1387494
13639	72624	1748200
13280	114467	1183920
13823	75118	875425
13659	72301	989852
13640	70162	871079
13623	68962	1001939
13853	74751	883135
13570	72018	990049
12643	70782	859599
12450	67855	1020484
12673	72514	873788
13636	72171	1045820
13560	70335	1930195
12670	73485	1015331
13769	72401	871721
13596	69698	986195
13439	69185	869905
13566	68855	1099475
13963	73681	893714
12630	70275	2220860
12260	71125	900778
12699	70111	974782
13803	71335	869959
13490	68925	960286
13563	69135	863999
13987	73405	1072060
13653	71675	886625
13546	68751	2132076
14023	73514	881108
13582	70874	972855
13673	69245	856666
12503	67608	967065
13173	73278	866865
13639	71084	1076686
13633	69465	1495954
13443	68558	1007754
14000	73611	867509
12516	69851	965716
12860	68342	854756
13733	68888	1027137
13276	72944	871492
13720	72171	988855
13506	68988	1637690
13453	72278	1011374
12653	71301	870045
12566	68031	972396
13767	69205	850786
13513	68822	1096219
13943	116024	925931
13646	71061	981932
13733	69088	1287693
12586	71191	1710948
13613	71478	849386
7809	62941	937673
4820	61379	903548
12920	72545	992455
13713	71205	865862
13679	68888	973259
13620	69208	2109780
13646	120637	1248554
13666	72528	875811
13620	69991	1003321
13173	73131	867608
13653	70978	988701
13603	69195	881418
13483	68635	1009698
13896	73885	2095057
13723	72798	1031184
13629	69441	935660
13996	74938	994115
12477	71268	853946
12460	68945	981366
13543	69461	842723
12560	69815	2153586
13199	114490	1185379
13369	115283	1118561
13167	74001	872319
13526	72118	994448
13557	70018	856463
13530	68661	897791
12516	72168	1397091
13259	120326	1686415
13197	99347	1022248
13986	71468	1006864
13726	72738	865582
12567	69005	973213
12526	68001	847069
