elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
11819	169898	181138	1458404	22416
13223	143180	150645	1159720	20215
13353	120687	130423	1159294	22489
13127	123063	133053	1290243	22556
13300	125036	134836	1254890	22499
13323	104793	113059	1131044	21075
10969	99477	107642	1228428	18659
11075	81676	89974	1686392	18844
10897	81273	89605	1122787	18746
11882	103679	112011	1118205	19736
10995	81659	89960	1043304	18808
10969	78339	86471	1022494	18609
11016	91092	100211	1107540	19580
35533	151252	163992	1170580	47349
11329	102162	112698	1211503	21187
13336	95977	106177	1361581	22922
13056	125767	136356	1144551	22989
13119	106330	116689	1087105	22868
13446	99480	109670	1045273	23015
12866	102140	112233	1045193	22329
13030	101157	111560	2207823	22806
13096	97151	107637	1120901	22955
13050	120450	130813	1135714	22769
13186	98841	109054	1573998	22769
13093	100034	110451	2053598	22866
13069	129379	139642	1191355	22699
13383	101307	111647	1184556	23095
13260	96594	106704	2167545	22769
13110	177058	194601	1426063	29402
12997	124800	135413	1218839	22989
13143	138794	146651	2186381	20520
13327	118737	128700	1061397	22690
31149	129367	139473	1300686	40639
13503	98074	108194	1291016	23003
13333	89977	100110	1072309	22839
13240	92071	102540	1076966	23089
13010	95681	106034	1006151	22717
12917	99658	109944	1003615	22547
13270	96161	106577	1012285	23053
13223	96787	106667	1090609	22523
13059	103677	114216	1790601	22965
13183	109530	120316	1155433	23313
13210	123120	134116	1192582	23543
13126	127860	138226	1182919	22859
13073	122553	132983	1178876	22903
13356	122013	132346	1134611	23055
13226	177731	195171	1308609	29420
13070	127097	137360	1278974	22733
13030	124894	135270	2359142	22796
13066	133760	146579	1261920	24959
13193	122713	133063	1153433	22937
13053	132053	142206	1178669	22566
13236	123473	133736	1168756	22882
13230	121973	132460	1124484	23120
13406	122623	132846	1323271	23003
13147	125310	135553	1174800	22753
13253	149315	157107	1350694	20541
13280	121744	133077	1171693	24023
