initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
10894	101198	1742099
11366	152109	993718
11323	93369	946236
11451	93660	907914
11603	92109	932274
11399	90669	910383
11294	94640	931445
10554	89088	2018574
11639	147009	1679689
11337	90220	867547
10588	64381	1047387
11259	90614	937924
11425	95589	1055481
11434	95320	923125
10520	94455	926863
10540	90209	925068
10451	94626	990015
11374	94149	2463990
11545	92497	966961
11231	88686	909229
10491	90283	953323
10680	64450	892490
11259	95774	987872
11260	92126	2076604
10745	122071	1213047
26139	133732	988207
11248	97760	980026
11285	95254	883600
10742	95646	1056935
11237	90755	917914
11259	93897	1042196
11431	89969	901889
10648	64103	1054838
11265	96286	1996066
11228	98085	931782
11142	92580	925728
10377	97369	937691
10405	95997	939747
11285	93220	982420
11414	104402	918274
11546	94252	2234529
11297	92092	987041
11162	62981	916982
11357	93341	914457
11414	95440	937490
11434	89857	970838
11323	93015	1019768
11697	94769	1453973
11340	107237	1754799
10554	64847	932373
11285	90928	1049481
11271	91449	941673
11402	90320	943467
10508	107317	950296
10625	94654	996523
11234	90740	2308937
11857	65099	971747
10551	96040	949078
10528	92285	1039804
11432	96586	920886
11005	92377	998606
11271	95857	948410
11259	93514	1098200
11357	94515	2126168
11660	125955	1092435
11345	92237	924485
11400	91149	923857
10594	63506	881443
11259	92983	1078303
11282	93232	2173350
26421	133041	1067772
11257	90923	983041
11237	92618	956439
11436	94948	1023768
11494	96983	956473
11277	94323	918499
11251	95151	2116222
25809	132379	1122411
11263	97140	1108160
11251	92489	955153
11283	92864	950731
11557	98563	921400
10403	96852	1039919
10325	93106	1470595
24742	77015	1524531
11646	98100	920051
11346	90878	1061010
11411	91346	931567
10865	95694	995294
11271	94446	907223
11274	94171	981309
11431	95646	2198849
25698	132668	996037
11266	96746	937717
11265	93057	1061390
11503	93689	923457
11231	97660	949656
11260	95429	944279
10385	88948	2157515
25530	133737	1002455
10337	92483	1062856
11297	92703	936148
10688	93940	1071686
11282	93437	926922
10406	96306	1052539
11260	96809	2170024
13910	120410	1079532
10394	93461	1027734
10405	97077	975540
10746	96660	1014631
11326	93532	943942
11434	89477	899080
11314	89323	1054322
11622	93560	1914834
11319	94217	966255
11433	92294	910737
11586	96363	942679
11342	91363	963315
11388	89852	943450
10451	97800	954998
10708	97668	2198666
24608	110919	1193336
26157	124128	1064885
11645	93365	930290
11394	94109	1075675
11437	95711	934107
10520	91366	943959
10911	91740	2126403
11414	96157	972638
11351	88181	953170
11731	93332	939931
11359	91874	921776
11397	91532	1044510
11411	89349	919385
11631	92100	946844
11414	92194	1981763
11425	95949	962398
11557	93198	924588
10386	94626	942548
10549	92718	911537
11397	90143	1084795
25394	131874	1157864
11265	94523	2229074
13493	120597	1007640
10703	98975	952456
10540	92429	909680
11414	89837	937993
11431	91155	924591
11614	96875	1065887
11403	93434	2120091
30008	127642	1002792
11657	90403	932162
11314	87717	944445
11442	92817	909857
11354	91543	946899
11520	99152	926791
11246	94400	963779
10500	94157	2352856
26604	133168	1125725
11271	91281	919954
11266	95880	1048150
11436	96365	955553
11622	95517	941144
10565	91103	1028242
10434	90471	1214971
26383	88048	1072390
11183	148573	1062104
11285	94288	928796
11408	95566	1559181
11531	100620	1082423
11209	94903	962387
11251	95232	2049916
11620	94240	957347
11274	95105	912559
11223	88623	1095320
11197	89312	984304
11629	93026	942942
11440	91509	921377
10500	91475	1016646
10542	95143	1454019
11582	94168	1660672
11279	93231	925271
10357	88592	948607
11042	93972	914982
11411	91281	942974
11431	89846	919305
11425	96094	2357704
25705	133412	1015535
11257	96314	1056116
11271	90935	947633
11597	93357	944136
11411	90618	1032445
11328	94374	956158
11440	91369	2166790
27445	118336	1054013
11423	93697	938491
11436	96560	975449
11645	96488	938407
11425	89426	932702
11434	94214	945062
10434	89669	1052090
10723	96683	2055699
11425	142729	1020836
11369	93726	946948
10965	96774	937045
11334	93809	929645
11376	89828	916795
7183	85397	903076
11494	93192	2222457
26463	133347	1009783
11425	89918	1068893
11659	88252	939530
11403	93397	951127
11348	93434	936870
11328	93435	1025722
11594	97823	2149425
11262	156078	1034219
11434	91003	972612
11651	96511	947547
10531	94203	934137
10454	92795	940816
11436	93080	942010
10999	96151	939204
11414	91198	2203181
11306	130822	1086092
11665	157835	1064510
11406	91578	952610
11319	95897	951470
11380	95143	936617
11611	94186	900046
11417	90841	931405
11451	93391	983934
11429	90995	951125
11566	93032	881684
7322	55872	1068935
11351	153084	2108406
11637	96757	960158
10343	95346	922971
11317	94423	938096
11428	95065	931102
11514	97800	1050305
11259	97211	993334
11266	92086	1693732
11191	64129	925531
10396	95105	933713
10406	91512	967444
11248	96486	980638
11277	110408	945993
11574	97583	1029465
11277	95291	930965
11265	94406	1199900
11234	63741	1533848
11437	154501	1056041
11343	94235	924994
11402	92640	912971
10677	94671	916817
11237	94449	977978
11229	95140	980435
11328	90137	1853959
26120	133733	1218404
25759	132489	1029823
11288	95114	924845
10925	93674	938530
11283	96781	917657
11254	97906	947896
11434	93420	888526
10185	97834	957553
10411	93691	1053124
11237	94240	962313
11423	94840	2240119
25930	133477	1053701
10383	95860	910697
10408	89732	918731
10500	63619	903223
11271	97103	997400
11274	95912	1040347
11423	95332	1503552
11554	98078	1577658
11294	93634	1059087
11282	95714	906757
10457	64532	955853
11280	95778	984527
11234	91100	1115940
11456	96703	896488
11034	99560	2432182
25419	132906	961781
11245	98611	950067
11583	99723	943816
11262	95546	1128616
11260	92720	934725
11397	90263	1103646
11549	94478	1411652
11288	92063	1673390
11259	89677	981306
11640	95855	952450
10437	95228	983077
10451	94306	940879
10434	93155	1079832
10983	93332	1577421
11231	95398	927548
11348	96931	930148
10663	64347	888515
10385	91246	1108001
11431	95180	931372
10440	95769	987141
10366	98886	921571
11320	95751	1847890
25918	118086	968523
11428	95357	1039573
11686	97835	1036345
11423	87715	1045482
11446	91492	930474
11417	92955	1061699
11671	96705	2168084
11426	147683	1251659
10996	146770	1102617
11329	147896	1032757
11431	94034	944204
11328	95931	941793
11663	98669	950662
11397	93484	2183961
26150	135457	1207040
25967	133991	1088672
11437	92363	927040
11426	91300	943536
11434	89955	975930
11625	92469	938133
11340	91023	2061947
11459	131589	1161458
11522	92989	942342
11252	93858	950976
11251	94666	936122
11285	94646	955193
10622	96814	947884
10328	91429	935533
11245	88403	2103337
10912	93452	1056351
11266	88666	923303
11286	90418	956502
11251	95052	962347
11486	94203	936462
11254	96841	967079
11285	95434	2202063
25645	127663	1035605
11329	93961	1115023
11440	91795	963173
11320	96374	1000120
11682	95346	922465
