write_duration_nsec	flush_duration_nsec
37275	1022788
24533	870923
24302	900101
24679	913271
24420	913043
24474	858498
24562	2280804
26242	878458
33311	1036390
24896	992357
24945	898850
24468	904634
24468	903648
24548	866178
24496	1029833
26611	1016991
32396	1975752
24748	860732
26522	862864
24837	896049
24859	953664
24845	854281
26451	1111597
24702	830559
32364	982794
24708	842022
24548	942293
26368	820277
24602	870309
24617	850647
24663	848605
26476	871463
32565	1001500
24985	2248004
26600	993960
24925	840796
24560	968924
24565	849670
26528	993877
25230	1095128
32491	1651344
42932	979946
26647	1004868
24911	916779
24951	867147
24437	838428
26596	866557
24799	873634
32368	1110080
24802	865501
26628	2195910
42444	1108051
41403	1013725
26785	853521
24790	960560
24820	2210908
52719	1072427
24865	858627
24660	963007
24628	829988
26502	875844
24807	840713
24739	986146
24739	1961938
35454	961327
24717	831233
24705	858101
24751	915879
26945	917914
24725	844930
24854	1005857
24719	1965942
35239	1151164
24754	852618
24685	892212
26431	825694
24754	880007
24865	833222
24780	1021940
24739	1923252
35085	1066684
24757	862884
24514	868849
26650	848444
24814	864441
24705	857124
24723	1012811
26751	2089904
50209	1177789
42069	1074438
26737	968041
24673	846275
24791	901791
24694	843484
24779	2220793
43780	1093033
51214	1027715
26813	846123
24771	875109
24859	875917
24762	989097
24763	1344705
26622	1752314
41143	860941
32519	1019710
26299	923273
24493	873329
24619	833422
24519	858755
26562	2140480
41282	1055578
24816	833453
35168	903660
24682	945070
24697	982784
24496	804731
26417	884489
24622	2101230
40811	939855
26213	857778
32453	999008
24785	956747
24665	860287
24559	824448
26536	855118
24702	2046215
24682	892203
27057	834811
32665	999246
24736	937267
24740	965835
27539	823356
24790	920425
24605	1449992
40442	1101931
43340	1028336
50866	1058253
40201	1024382
41906	1779519
43338	881707
24628	2316169
43068	930510
24707	950192
24730	847304
32499	1041450
26562	987160
24814	948990
24873	831316
24525	911737
38530	1062192
26522	901816
24520	827902
32762	896172
24611	864333
26539	1000322
24825	841642
25177	931868
24848	1471629
43754	2050727
24680	862581
32485	937190
26488	1058615
24708	984723
24679	921845
24668	882581
26542	890792
24562	1002654
24568	1386420
32350	1698423
26410	1033901
24717	918297
24562	882220
26513	988426
24708	871418
24668	867547
24737	882247
46730	2089094
26422	1053481
24682	983931
26751	916902
24871	987412
24714	834008
24696	966766
24791	929950
35282	2186918
40326	953903
24656	901739
26359	849364
24665	853435
24622	831390
24642	834692
26479	887601
32479	885638
24785	836994
24753	2206929
26534	852441
24837	886497
24585	891526
24582	923084
26705	846130
32471	948779
24728	870841
24697	2201294
43369	1051575
41763	1024061
24608	855869
26587	964100
24693	833261
32462	993537
24751	1372835
26560	1720099
24876	868312
25079	896734
26462	857473
24659	873795
24660	847525
32450	953784
24711	2100620
44024	949287
24785	985589
24568	919939
26645	875998
24679	867258
24671	860364
32388	1005163
26514	2103655
41898	1090623
40478	1044049
44434	1075553
41795	944202
24954	890237
24868	866350
35105	1434237
24808	1579600
24745	923035
40125	1064444
24702	915665
24780	923705
24631	957981
26562	901965
32810	2192584
29066	922787
26656	996495
24628	956647
24757	953850
24734	884741
24648	907862
26685	872220
32593	1981094
24500	851627
26380	874072
24479	1006774
40371	954703
13488	793260
15145	826929
24651	819922
32336	2115234
14151	834563
26319	875295
24631	845905
24639	927495
13454	898795
26276	995320
24417	864538
32465	2188066
43507	989146
24796	975537
24782	840936
25111	939388
26673	863626
24811	875975
24519	1432871
32327	1558956
26365	852733
24656	951316
24571	844913
24628	994137
26602	859738
24673	913433
24819	1406302
32451	1587377
26822	846787
24457	850081
24493	868597
24508	1016142
26280	834125
24574	847165
24548	1288200
32579	1693268
26625	978274
24836	914082
24691	891449
26522	874060
24714	950841
24751	873181
24808	2035792
35748	1046650
24417	842505
24542	847567
24548	897195
26276	907583
24531	999728
24513	871823
24550	2095815
53294	1002477
24628	858966
24705	882106
