initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
13460	113210	1174497
6789	79287	867411
5160	77041	1443009
13870	161032	1042430
13589	94200	1008991
8223	78704	869155
7840	98960	1009478
13733	93484	970689
12406	91408	1650103
6536	74904	2026479
13783	113377	1137241
13376	87797	1000818
13573	83991	1017877
13746	87544	910357
13540	84474	948830
8206	79241	826566
5703	77154	1053410
13843	85601	928777
12513	85544	993865
7429	80671	1378751
5606	78848	1165393
13567	145543	1027108
13663	84778	986192
8186	79401	847649
7804	95418	1056774
13777	85121	1780616
13519	82921	1548669
13473	153013	1685532
13526	86490	1033610
12477	84545	939294
12199	86747	1029104
13513	85355	945737
13567	85744	1006122
8283	80115	863402
7604	83798	996422
13786	84817	906967
13510	82558	987272
8339	76257	2082587
13917	85745	1028755
13427	83665	914741
8266	76828	937013
13486	81871	924723
12710	85715	1021365
12449	81227	1027161
8350	77548	2072281
12996	145963	1127605
13743	83768	1150051
13427	82378	909521
13060	84548	1012391
12356	88938	919647
12510	84028	1103982
8344	79978	1979881
9960	85028	1045917
13503	85271	925220
13580	85148	1085826
13323	89368	940287
13576	85084	1054557
13606	82938	923031
13547	81568	2223350
13533	119537	1062470
13536	83114	1045497
13440	81794	999832
13096	89001	1066043
13403	85441	916831
13483	92268	1002385
6783	77917	2124549
13443	120217	1091626
13383	84548	918801
13510	84778	1059333
13842	88144	977792
13459	82860	1118441
8260	77458	916987
13526	82194	1411519
13856	85704	1542290
8084	79988	999589
13440	85391	924424
13843	88375	1020828
13540	83081	1018574
12457	83568	2194608
13873	96344	953856
13460	83608	1023608
12440	82738	917468
12440	80895	1007509
13120	89914	928301
13513	82458	1016155
13433	82564	2096034
13543	155066	1239001
13459	83644	924433
13426	82684	986082
12606	84604	923057
13456	85907	1022587
13396	85297	931170
13423	82207	1556989
13040	88881	1008075
12370	88314	1024091
12270	83758	912168
12543	82541	1020905
13253	85111	941366
13596	83284	1010804
13500	83301	923977
13563	82275	1874037
13569	153572	1213089
13336	119457	1057590
13343	82291	996542
13959	86471	1008548
13289	83171	918480
13580	83224	1011321
13453	82651	1006451
14016	89251	2303541
13260	157609	1109395
13906	89107	1022514
13490	84448	925054
13567	84618	1018071
13389	85061	920150
13507	102817	1035871
13687	88605	2103244
13433	84894	1051700
12486	85584	934900
13453	84711	1008258
13583	84811	904658
13526	84648	993835
13073	87184	918894
12503	83631	1152814
13373	84431	1971907
11446	89667	1033800
13540	84298	915381
13553	82685	1019891
13593	82555	897841
30132	97590	1124458
13597	83005	930781
8360	77452	2198545
12880	148546	1208039
13279	147279	1259840
13420	85007	1241715
12803	88110	1806038
13470	86275	1049877
7473	79891	2097804
13800	88404	1060376
13423	84894	1120642
8396	85761	2031272
13800	163636	1189173
13470	108707	944293
8459	79717	1045800
13847	90088	942807
12543	85195	1126732
13456	85304	1036034
13676	89254	2137603
13533	150453	1151668
13656	85451	1163503
12613	87528	944150
13573	85188	1059633
13526	85231	1037741
13513	82998	1683183
12810	154779	1278927
13323	164972	1348092
13193	151109	1115508
13846	90697	1074486
13370	85704	948066
13467	85878	1908110
13536	156082	2245206
13310	132150	1315729
13526	157092	1099925
13610	85224	1120251
13530	85118	947206
13683	84225	1048737
13250	85724	1066546
13460	85604	1124785
13466	84264	1024824
13573	84568	1111089
13800	94057	938643
13529	84271	1242124
13470	85674	1040574
12443	103227	1148484
13737	87258	1038228
13430	83078	1581962
13427	110684	1085676
13750	86178	1109015
13336	85634	1063656
13523	114667	1088979
12470	84681	946400
13456	85144	1234928
13567	84521	994225
13659	84567	1091032
13829	88857	948900
13473	90751	1066987
13600	84305	941934
13419	84281	1068673
13820	88324	953540
13420	82678	1032841
13530	82295	1090386
13563	81991	1717878
13800	85658	999378
13493	83611	1072909
13553	82114	958586
13810	86051	1072236
13429	85150	942503
13483	84108	1229889
13542	84514	1537149
13863	88294	1150130
13423	91377	953959
13686	84434	1065003
13949	88644	944219
13483	86064	1101709
13480	82158	947173
13533	81844	2383239
13529	120323	1201506
13389	149482	1139251
12846	85481	957316
13449	83974	1123101
13603	90011	941537
13543	84811	1045200
13212	87880	1820271
13419	149259	1215315
13539	85141	923847
12270	93128	1211676
13333	149099	1058060
13653	82798	2198045
13653	160485	1227578
13526	84517	1077456
13463	84875	944250
13563	98757	1147250
13773	87921	985482
13520	84791	1073813
13573	82491	966796
13053	88714	1054734
13469	82151	2394772
8357	77248	1026015
13083	86131	946153
13606	83521	1109495
13496	88434	939980
13576	83264	1075323
13926	89874	1181923
13540	86341	2670727
13689	120346	1106358
13506	87084	1055443
13486	83817	978405
13673	85031	1037317
13863	88314	940323
13610	82691	1141508
13543	82868	1008938
13513	95894	2395002
13483	153049	1162067
13590	84614	1105569
13190	86444	938057
13427	91768	1067057
13499	86127	933863
13573	85171	1024681
13763	88051	917741
13530	85274	1019208
13523	82501	1008515
13630	82961	1010288
13853	85807	1724727
13483	114653	2232703
13553	121546	1023234
13487	85998	1066317
13666	84944	937730
13536	86594	1143408
13796	88921	943260
13636	84577	1095292
8439	84797	1356331
13020	87911	1211369
13336	146482	1009934
10496	79607	1002891
5903	75031	878302
13393	88754	1128028
13473	84814	1496601
8176	78811	1482745
13926	88070	1632883
8260	80204	1064846
7579	78651	876188
7153	81674	2199551
13342	122946	1221055
8006	116346	1112588
13929	87997	932516
12439	89184	1061243
13646	85511	931243
12463	83771	1143014
12966	88660	2120443
13356	152819	1244688
13090	88421	934254
13556	83547	1033587
13513	83738	929174
12370	81568	1022654
12399	83704	941723
12453	83691	2245156
13363	159115	1272104
13596	153319	1104019
13540	84691	932043
13583	85708	1028951
13503	90244	984776
13736	67335	1022361
13436	85178	2111677
13330	124573	1288697
13860	88555	990626
13496	85121	1064123
13520	85051	926654
12996	86491	1058873
13432	85030	932263
13513	82528	2076625
13459	92130	1208472
13480	85001	1124098
13480	85084	926970
13600	84641	1021974
13813	88011	944100
13463	90540	1035264
13593	84711	2104450
13606	151349	1320742
13473	84834	1037667
13493	85425	1025351
13583	100027	969472
13716	87434	1036897
13456	84517	909697
8326	78967	2150179
13576	147689	1210089
13649	82837	1184133
13523	84321	1016397
13053	85738	1063133
13389	85391	940496
13510	86864	1160157
13576	91487	2139059
13896	90181	1132255
13376	85011	1048823
12679	86924	1109032
13396	84407	939223
13483	84028	1062986
13430	82288	920024
12680	84265	2266209
13216	158049	1150641
13583	84877	1132788
12990	88144	934173
12437	83505	1108582
13443	84711	925407
13616	84521	1003185
13107	86861	2132130
13576	90457	1087722
13483	88257	1082479
13816	94467	1157407
13469	94227	1038024
12466	90361	1014165
12097	86251	913111
12453	84368	2180875
13450	89498	1202506
13686	120643	1211825
13423	86097	1002078
13470	85384	1055647
13536	84454	954969
13903	88155	1180694
13406	82628	2089491
12630	83661	1231748
13320	91001	1086113
13563	84428	1119639
13569	85291	951753
13953	88811	1056624
13327	85375	1066413
13490	84541	2134870
13576	156882	1171543
13599	83557	1139108
13480	83151	963113
12693	84301	1151680
13419	86147	942130
13536	85571	2224160
13619	156992	1183810
13559	87117	1037327
12223	85797	1092062
13570	91374	1023975
13796	87754	1016344
12356	83624	1155907
13386	82604	2188061
13959	86867	1246154
13206	154396	1041171
13550	82431	1220339
13733	87244	934893
13489	85537	1145404
13593	84951	1052437
13583	84904	2235460
13673	150709	1139185
13677	84975	1058084
13273	90238	1029201
13493	84854	1119998
13446	89980	939166
13563	84757	1543006
13766	158732	1629030
13607	85465	1046051
13499	84701	974535
13006	87831	1170040
13470	84608	996652
13567	82405	1019415
13416	81714	1024837
13806	87697	2053821
13480	93898	1105826
13810	93127	1039217
13460	84724	1049903
13586	84904	1076729
13456	84371	984465
12473	92384	1145105
13270	84595	2025696
8214	102168	1038751
13760	89124	946017
13496	90641	1168897
13467	82535	1095083
