elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
13970	108007	118533	2243562	23753
13369	75444	85527	1164166	22846
13287	71418	81891	1001932	23133
13323	71295	81841	1248171	23243
13350	71081	81258	1014027	22893
13287	74195	84541	1149007	23016
13266	71378	81908	1540473	23166
13233	71371	81804	1751919	23056
13350	74758	85504	1018044	23479
13313	71422	81958	1143947	23249
13157	71365	81701	1056566	22887
13139	74704	85337	1150437	23129
13093	72215	82884	1014044	23132
13050	73028	83485	1092539	22893
13279	71597	81771	956325	22853
13050	74635	85181	1137394	22986
14260	73028	83571	1016798	24182
13213	73118	83684	1121458	23149
13573	76238	86867	1073689	23583
13333	71464	81954	1140137	23219
13213	71191	81687	1008304	23102
13213	71208	81934	1244697	23336
13156	75698	86148	2162188	22983
13123	72091	82697	1143170	23089
13100	71382	81935	1044724	23036
13100	74345	85075	1154610	23179
13126	71908	82481	1012524	23084
13173	72105	82554	1331835	23012
13210	75448	85988	1028037	23113
13403	71591	82038	1690365	23230
13356	71591	82021	971792	23160
12840	78118	88425	1143837	22520
13183	72172	82691	1007805	23039
13010	53839	64425	1075629	22972
12986	48675	58911	958222	22599
13086	74604	85161	2242075	23007
13066	71858	82327	1037017	22923
13146	71271	81944	1105698	23183
13170	74985	85455	990102	23020
13066	58922	69338	1219461	22856
13223	51089	61465	954653	22983
13130	70581	81378	1114305	23267
13210	70998	81621	2310417	23230
13329	52865	63268	1142800	23126
14323	83861	94671	1117011	24490
13120	72708	83331	1118061	23112
13023	52965	63468	1089295	22893
13243	50675	60918	1063586	22892
13140	74668	85284	1026624	23122
13023	53742	64459	997135	23099
12989	47408	57545	1065712	22536
12973	55875	66058	2220299	22550
13349	70734	81191	1028927	23179
13330	71941	82514	1219082	23279
13102	75831	86224	1216171	22886
13216	71881	82548	1209992	23250
13183	72572	83121	1013875	23092
13459	77248	87807	1615727	23359
13113	71075	81758	1783419	23155
14390	72575	83071	1207575	24273
13193	74354	84971	1143797	23193
13293	71135	81625	1143884	23179
13403	71208	81857	1020524	23409
31199	86407	97394	1179196	41565
13337	72968	83461	2262178	23202
13243	53635	64221	1113321	23199
13096	74795	85528	1023981	23176
13103	72094	82734	1150293	23103
13033	52992	63422	966809	22853
13293	70761	81264	1128707	23167
13080	75108	85634	1118861	22962
13103	53651	64148	2028128	22963
12929	57098	67578	947456	22749
13120	51659	62025	1050590	22863
13157	48959	59309	1028051	22877
13063	48525	58852	1005495	22786
12913	56255	66682	973152	22726
13206	73788	84337	1165726	23129
13176	77858	88391	2214469	23086
13140	75378	85934	1167646	23086
14369	73448	83897	1021314	24198
13136	73121	83734	1186093	23139
13153	72232	82928	1058840	23232
