write_duration_nsec	flush_duration_nsec
47768	2310803
60102	1169583
58042	1010995
58292	953106
57945	1053090
64709	963926
63239	1028847
63803	1037120
50270	2277871
51385	1008989
63851	991462
36042	933672
49953	1021557
63037	939799
50208	932087
68130	1139622
60078	2280394
57421	980131
60334	1024213
58059	1113062
58392	1012378
58179	983079
61115	1087259
57615	2122436
59751	1143930
59425	1003638
58041	1009037
58291	936013
60272	1011937
58111	988044
58568	996521
57425	1513100
61368	1684735
58448	1033777
38702	1082382
60155	1113758
58628	1004174
39135	898057
37886	1110982
61548	972529
59361	1036567
58542	940093
39485	981062
60565	1149110
57805	1039356
58131	965585
58215	1584977
60842	1004645
60295	1026944
38616	899827
42292	980948
58925	963512
58271	997194
38212	875788
59901	1025807
58942	960729
59245	1014567
39089	938927
61398	1059056
57712	980865
59008	1064666
58658	939046
60571	1050613
58409	1556562
59875	1053953
58861	981135
60132	1064853
57975	967848
59552	2160645
60455	1226754
58315	1016751
38816	896228
42189	2442853
58469	979469
58404	1030263
60308	980268
58895	1059440
58288	958755
59655	1038107
60319	973606
59982	1179216
58371	973168
58752	1064543
60475	958242
58825	1136554
58525	919387
60618	1064299
58465	949343
59598	1760549
59462	2200064
60405	1101122
62795	1038000
64192	1067706
62014	967645
61828	1059666
61738	1157513
63224	1108764
58812	1452205
60901	1767712
63605	1075089
61441	1062899
62142	994955
63991	1215885
61352	983422
63168	1141644
62229	2224480
64549	1170863
66681	1005314
62021	1074999
64194	1129004
61175	1070446
61705	957956
63548	1605787
58645	1907469
58475	1083752
60015	970539
58338	1165973
60339	963723
58928	1051266
60208	984842
59645	1104422
60262	1029954
61695	1138661
62155	958245
61232	1198132
61695	1205515
65241	1059060
61958	1109508
63309	1019048
62091	980443
58835	1027364
57396	1665304
57238	1685983
59104	938456
58401	997142
57384	914625
61476	1004277
56867	931564
61209	988277
57007	1013178
56833	2088158
53876	1045302
54852	973326
38644	902339
55689	982526
53864	938044
55638	1004517
56278	943253
53884	1477080
53950	1614629
60958	1075919
58422	1063023
60105	1057547
59531	983588
64875	1056160
58075	1086238
67968	2316050
60742	1144364
58388	1157913
59002	960272
62325	1064343
58639	985426
59541	1166236
57998	2251122
60325	1145324
58905	970046
65312	1095012
61535	966669
60152	1067603
59275	976326
62501	1592664
60778	1677918
58982	1060280
61078	962445
59675	1051476
59318	968178
66175	1016848
61211	1007821
58401	2212666
59765	1048853
61028	1035107
59059	963396
59275	997451
60358	917904
61355	1025997
58868	1007968
68444	2119549
61595	1021334
59758	1053643
58615	963196
59989	970009
63392	932327
61382	1047413
60448	1485307
61098	1888126
65658	1026080
60759	1020938
62244	957445
61211	1047176
62268	974665
60002	1074123
67338	2270225
60202	1073666
60371	939673
62862	1052173
64925	978166
60615	1057387
61105	959359
61859	2152198
59252	1057190
58441	1080325
60668	975508
60162	1080226
60492	1006138
63318	1157787
66261	1158496
59522	2216443
66041	962962
60834	1027860
59388	951936
60021	993588
62565	978012
61188	1011461
59938	2532584
62808	1212082
66348	966102
60691	1068705
61968	962212
60509	1051740
59168	955469
61408	1065572
62528	2241845
60592	1069409
65465	995348
67578	1060550
60025	954660
60645	1040066
60882	1039887
63278	2333372
60352	1006105
63031	1075846
61665	983218
60758	1050230
60362	989465
67954	1058989
59229	1538246
62328	1869969
62575	1188382
60768	1156253
65564	997994
63835	1064080
60708	983355
61305	1696868
63728	1771979
67858	1068156
60181	959589
62141	1157970
62555	974556
60811	1036900
61542	1015368
63059	2474996
62408	985688
61532	1047117
63008	967742
69861	1026460
60608	950722
60378	1038397
62415	956343
60492	1032087
62208	997288
61854	1005061
63219	972986
61565	1013851
66511	922520
62755	978712
63868	1083252
61855	1043453
62625	1630760
63841	1238877
61821	977955
65072	1024704
60355	1046040
63512	1140487
66822	991522
61212	1126168
64714	1657175
61715	1072773
61561	964589
61971	991491
63352	988892
61698	1083095
61848	1343718
63801	2005492
68004	987771
61245	1024954
64075	948863
66411	1065956
61149	969182
61248	1191875
64125	1492857
62522	1265874
61658	1500350
63952	1764790
66712	973686
61528	1133617
63472	961379
61522	1000225
61444	1012680
62938	999228
63445	973285
61921	1102351
62562	969062
72131	1036137
63648	983935
62155	1483024
62812	1741593
65068	1177909
61778	1033983
62155	1020231
64335	935353
62588	1017924
61805	985398
68541	2174574
63671	1098428
63149	1065280
62012	980009
63768	1017081
66685	950760
