elapsed_after_memcpy_nsec	elapsed_after_msync_nsec	elapsed_after_fsync_nsec
14059	394572	413695
14359	270576	287975
20100	233483	834127
14536	301165	319954
8040	235440	246036
5997	317617	328764
14236	256423	273445
6689	262550	272768
8016	300118	313191
14149	323684	342890
14163	256253	273186
6403	260553	270406
7983	286448	297848
7900	233960	244460
18863	308507	952699
14713	312121	331901
14346	309648	329060
14547	315487	335101
14399	269862	287028
6763	327170	337407
7660	227963	238053
5340	297578	305414
5376	233270	241089
5493	302005	310028
5286	253480	261472
19030	522628	1176147
14800	317197	337184
14203	259323	276346
6727	263006	273256
8019	375663	388745
14597	258512	275769
6353	261526	271379
8007	314311	327384
14343	254173	271196
6370	230050	239290
19126	440027	1082229
14762	311228	331167
14203	315138	334517
14197	309837	329221
14216	323058	342450
14216	304598	323881
14353	310461	329881
14369	263886	281012
6423	248023	256943
5547	290728	298718
5497	328147	336284
19340	331357	1046070
14850	264026	281982
6310	267615	277425
8047	374352	387576
14366	260043	277199
6387	259892	269789
7923	306661	319641
14089	252680	269495
6514	261205	271149
7983	335034	345983
19410	306434	1778349
14807	326477	346470
14183	356976	376309
14230	258439	275489
6703	223257	232533
5620	340971	351654
14396	249006	266156
6733	225380	234600
5593	409845	420614
27390	255526	844130
14550	257013	275043
6696	225497	234810
5700	530872	541748
14283	252726	269852
6613	263316	273462
8020	312304	325381
14036	269183	285939
6780	428955	440798
14346	766262	785784
27480	1028587	1643996
14860	259886	278209
6737	206314	215624
5667	425654	436498
14596	255206	272632
6640	210480	219630
5670	301611	309991
18899	198718	874508
14716	251903	270075
6580	212701	221947
5963	333484	344623
14176	249719	266769
6553	211850	220930
5620	410002	420685
14340	259639	276852
6377	224757	233710
5490	299518	307604
5443	214957	222880
5313	298152	306322
19046	335060	922383
14836	251103	269415
6986	207737	217273
5714	338010	348877
14210	337324	356600
14333	252363	269396
6450	225803	234737
5496	316408	326970
14403	257646	274766
6446	213331	222280
5630	430661	441354
14400	270525	287919
19526	205891	759248
6266	312938	324271
14362	506379	525804
14399	324248	343713
14346	288009	305865
7803	285128	296415
8163	287442	299035
7613	208427	218444
5403	410372	418375
5407	836099	846659
27529	278735	873105
14496	259463	277459
6734	360903	372813
14270	268579	285639
6670	207171	216504
5586	343667	354316
14432	269386	286498
6600	202264	211408
5617	423021	433701
14469	254383	271965
20129	210558	792417
14513	257719	275715
6623	368506	380283
14450	255496	272816
6669	262326	272482
8030	300354	313441
14207	252226	269226
6497	204737	213858
5547	418681	429291
14346	269309	286428
6713	220944	230140
5577	347600	358330
27383	716306	1450282
14716	319987	339923
14180	315231	334564
14189	313338	332680
14190	306004	325261
14306	303501	322874
14333	310364	327531
6737	284321	294518
20426	209314	806617
14503	259516	277529
6686	357824	369663
14393	262669	279906
6687	212190	221514
5623	334254	344944
14333	253053	270122
6413	225184	234140
5500	412451	423014
14326	257079	274229
6406	225667	234600
5673	294662	303088
18919	198601	901318
14606	264549	282622
6607	1132874	1144631
14210	325704	345040
14466	259119	276422
6403	225381	234407
5603	423321	433987
14437	268122	285626
19873	198564	809957
14603	253306	271439
6786	348797	360736
14223	253566	270659
6626	212771	222060
5653	332871	343587
14320	245230	262316
6404	226276	235207
5439	421478	431981
14393	248343	265469
6387	226180	234994
5600	299995	308368
19577	203444	901885
14540	279492	297518
6909	238450	248039
5803	716350	727306
14370	1085782	1105215
14363	476069	495495
14346	378406	397938
27563	317684	962856
14752	307952	327890
14176	319831	339194
14157	394548	413858
14203	250006	267072
6769	225257	234600
5727	339943	350734
14376	254226	271309
6316	209761	218634
5493	387469	396445
20776	193355	808757
14676	255273	273455
6567	183318	192388
5746	425785	436707
14239	290569	308304
8137	711626	724826
14360	1091545	1110969
14399	403019	422481
27286	259769	934150
14557	251022	269063
6509	210754	219807
5533	340891	351487
14393	253679	270876
6383	349704	361150
14333	247180	264359
6274	225120	233840
5927	325860	336854
14390	246706	263896
6333	212454	221501
19039	381966	980215
14780	244493	262816
6763	224153	233483
5623	322388	333077
14346	335794	355206
14333	288888	306711
8186	731856	745105
14360	1009387	1028901
27192	296548	1154276
14583	264662	282852
6723	211084	220517
5767	335564	346517
14183	244117	261113
6440	226257	235246
5840	428624	439527
14387	243709	260873
6450	228000	236910
5513	297725	305934
19102	199995	867461
6323	191835	200744
5513	335560	346260
14256	249470	266575
6727	213187	222461
5570	332977	343614
14403	332657	352117
14277	289118	306915
8156	728049	741268
14426	1081492	1101071
27360	277242	1075563
14597	265675	283782
6956	248147	257649
6190	329751	341067
14243	248047	265103
6417	225810	234760
5744	412864	423672
14366	248240	265709
20100	211877	811320
14530	257569	275579
6657	352913	364746
14229	266286	283425
6580	213960	222977
5633	329790	340487
14423	255006	272249
6413	203771	212651
5507	413031	423602
14426	322461	341943
14153	1367797	1387113
27656	276505	886898
14500	356550	376160
14203	343197	362500
13893	257006	273729
6746	223444	232733
5676	343187	353926
14299	255276	272405
6527	312048	321421
19343	213257	810977
14433	254066	271982
6673	212474	221667
5623	421995	432781
14237	309424	328864
14166	308374	327607
14360	308701	328128
14333	298274	317674
14730	293358	313155
14322	381753	401138
14313	326948	346464
27089	1283710	1969180
14683	320627	340513
14137	374816	394156
14129	383003	402258
14170	309704	328941
14419	251170	283145
19700	185404	885102
14493	248326	266286
6446	224241	233340
5610	336987	347660
14293	245579	262665
6403	226077	235110
5597	355163	363210
5290	202664	210381
5750	361269	372082
14366	252906	270035
6503	211807	220810
5676	323378	332504
20150	337200	2141352
14739	324071	343963
14197	322364	341747
14203	258230	275269
6756	367130	378949
14410	271458	288698
6640	248896	258603
19699	324731	924520
14702	341574	361399
13946	254689	271459
6773	224784	234174
5790	341577	352553
14483	255046	272436
6383	227670	236583
5440	422548	433051
14357	251206	268389
6653	226810	235917
5626	294565	302701
20190	200894	223694
18996	330941	1016651
14763	308724	328554
14359	311625	331050
14403	254406	271642
6480	211080	220033
5573	399698	408678
7700	191921	202071
5300	308518	317221
7783	184722	195018
5410	300088	307935
5720	214107	222464
18969	442448	1053107
14699	249287	267489
6493	213661	222727
5726	318254	329047
14333	332647	352047
14329	247417	264592
6653	211154	220270
5534	332590	343191
14373	254566	271799
6473	205534	214554
5493	405566	416295
27176	266119	2011529
14536	321017	340730
14179	316225	335590
14197	388859	408232
14683	310757	330627
14190	302758	322015
14356	254459	271869
20276	306345	1002148
14906	313718	333810
14183	319287	338623
14156	314031	333340
14202	306122	325477
14200	293731	312998
14359	381726	401148
14337	253459	270613
6346	260473	269359
5446	268059	276029
5320	324127	334667
27173	316001	2108617
14592	257063	275198
6410	245913	254993
5806	269909	278132
5307	270349	278089
5283	323008	330757
5256	308145	318524
27246	308924	1033364
14850	312721	332757
14172	391669	410994
14226	337670	357083
14190	309731	329108
14186	304615	323867
14380	303211	322657
14363	247913	265056
6404	333303	342241
5470	250389	258606
18726	279446	1398107
14600	932697	952473
14550	395895	415622
14217	304648	324041
14160	302885	322111
14353	307425	326844
14506	256193	273749
19996	187248	924104
14636	247433	265549
6637	223207	232517
5630	326938	337717
14163	243573	260692
6720	344863	356647
14330	329927	349320
14239	257376	274445
6493	203681	212734
5613	338003	348680
14336	257763	275169
19956	328987	921660
14946	254549	272998
6660	203734	213018
5649	338337	349163
14183	334290	353530
14066	269459	286305
6623	261759	271829
8004	304864	317925
14103	1369681	1388937
27382	323508	1059729
14733	224047	241883
6330	323417	334874
14190	254549	271673
6756	211768	221054
5727	416131	426921
14357	249823	266999
6354	427711	439128
14773	255689	273229
19702	196315	918440
14586	251219	269302
6396	214021	222957
5830	335444	346340
14416	249450	266676
6396	211961	220804
5573	356720	364776
5327	227556	235273
5267	307981	316651
7597	301741	312741
7630	1387840	1400647
27576	275989	1024394
14550	263185	281232
6526	205164	214247
5687	337837	348587
14346	251236	268329
6739	343001	354803
14343	251260	268373
6460	258439	268369
7547	403778	416502
27423	257943	992345
14633	253306	271436
6620	224133	233340
5663	326861	337650
14176	251093	268106
6440	214381	223291
5503	423024	433591
14343	269265	286418
6649	204894	214053
5464	371896	380039
18560	1385284	2213700
14740	262012	280249
6980	210760	220290
5850	326234	337234
14216	252453	269656
6980	223257	232796
5853	421038	431981
27136	257886	1066883
14566	271875	289935
6686	206034	215320
5510	412481	423055
14329	254196	271302
6446	215684	224597
5554	320014	330634
14366	246633	263842
6513	226510	235553
5350	351050	358926
5317	233630	241394
5333	330484	340984
27269	690397	2196850
14600	406461	426238
14273	319451	338877
14230	313171	332467
14366	312718	332150
14346	267309	284482
19903	198198	931120
14576	350457	370099
14343	257722	274872
6383	225194	234007
5496	324778	335340
14366	336344	355777
14350	246469	263626
6369	225747	234610
5423	318584	329074
14369	249950	267145
6604	227086	236574
19233	380252	1539519
14756	345734	365589
14053	267142	284065
6933	223777	233230
5757	430071	440891
14349	256476	273638
6450	207461	216488
5493	334917	345477
14359	256206	273588
20166	294665	1040930
14699	262986	281195
6569	212841	221943
5606	369986	380769
14260	1114668	1133991
14336	397412	416811
14343	313491	332900
14593	264379	281968
20029	233470	844892
14486	404082	423744
14286	694474	713913
14210	1105322	1124708
14270	325761	345251
14206	302368	320104
7763	323957	336787
27300	392265	1091066
14710	253839	271969
6176	225191	233826
5630	329357	340054
14393	342903	362360
14373	257206	274382
6293	226667	235500
5563	340984	351610
14660	353450	373176
14343	254429	271736
20009	344537	948463
14736	254093	272279
6804	249189	258460
5926	360320	371309
14343	1432856	1452262
14350	329494	348910
14417	265605	283032
20116	191251	788897
14523	350630	370303
14183	257393	274493
6893	225344	234783
5696	334467	345350
14160	249566	266553
6390	208697	217607
5509	425775	436347
14650	250606	268086
6600	208677	217754
5487	305897	313841
5333	232027	240046
19296	436134	1119825
14783	248046	266346
6590	223627	232663
5710	338027	348924
14167	323910	343134
14123	767788	786974
14316	1000908	1020400
27190	318017	1005255
14719	256966	275142
6747	349040	360937
14217	253896	270979
6743	210284	219540
6230	338137	349430
14396	248059	265155
6387	226903	235787
5480	412085	422628
14473	252629	269962
6353	230330	239749
19582	311545	1110905
14539	347724	367413
14226	249163	266349
6690	225690	234910
5590	342493	353146
14403	289795	307715
8203	729233	742499
14340	1142251	1161744
27566	327970	939226
14687	262985	281152
6490	223234	232277
6050	433571	444774
14320	258239	275446
6757	223693	233017
5629	325941	336633
14373	246196	263379
6510	225450	234423
20556	340100	363353
19152	215268	821143
14456	259959	277895
6230	409595	420888
14390	348740	368196
14393	256162	273312
6489	226411	235379
5400	363643	374106
14343	286615	304408
7910	661195	672585
20843	416405	1106882
14717	249906	268109
6663	223581	232767
5603	328657	339327
14589	337807	357459
14369	244860	261989
6370	227040	235873
5399	327958	338423
14340	250103	267253
6323	224984	233746
5616	357480	365849
19050	213604	772955
6456	317495	329101
14240	250416	267513
6670	351756	363590
14233	260856	277892
6470	1121101	1132635
14599	321181	340846
14353	322337	340174
36809	1329375	2067150
14790	261769	279979
6346	209441	218293
5556	340857	351477
14370	241326	258553
6379	346821	358303
14400	246529	263689
6513	249547	258866
19266	306225	905701
14533	333477	353170
13926	250293	267185
6583	223907	233140
5890	314501	325498
14380	247576	264706
6816	206981	216313
5636	409235	419974
14320	252159	269359
6470	226060	235067
5797	399169	407539
5533	259006	267212
19413	295088	949802
14543	246689	264635
6387	215334	224227
5450	302195	311208
7623	199514	209617
5353	388705	397461
7583	190761	200934
