elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
13276	88834	99374	1122041	23112
13010	63485	73768	1051240	22653
12940	60798	71115	942163	22593
13056	61098	71254	2302417	22542
13006	63481	73858	974322	22737
12933	60795	71055	1124191	22523
13009	60988	71214	1074326	22565
13046	62691	72791	1106205	22499
13156	59945	70185	975159	22752
13193	59945	70265	1085532	22869
13280	59879	70218	2366676	22953
13136	63071	73501	1204582	22910
13029	60775	71134	916920	22718
12963	62448	72651	1120264	22527
13117	60515	70842	963642	22784
13146	60002	70238	1081499	22722
13200	59629	69845	923761	22763
14173	50309	60295	1058326	23599
14183	61972	72331	978649	23866
12966	62315	72558	1093565	22549
14320	60735	71058	2225693	23980
13146	62985	73208	1116994	22699
12936	60625	70961	965918	22606
13030	61229	71505	1088852	22640
13039	62211	72298	964859	22476
13150	59998	70172	1085926	22690
13267	59842	70185	926187	22937
14373	60555	70615	1189653	23809
13067	63268	73621	2239499	22763
12956	61181	71534	1092018	22642
12963	63195	73614	960576	22740
13160	59802	70125	1082302	22827
13160	59552	69771	958346	22729
13160	59945	70168	1075376	22726
12980	63125	73425	1073436	22610
13026	61251	71681	2347532	22786
13043	60535	71014	964719	22852
12983	63425	73721	1087112	22622
13030	60851	70981	956676	22513
12980	61055	71358	1089262	22616
12973	74168	84801	983032	22962
13229	60095	70358	1088098	22816
13260	59782	69985	2082327	22793
12820	62655	72715	1098469	22223
12989	45902	55771	928330	22306
13000	61568	71818	1062870	22583
13036	59798	69894	888408	22475
12753	62578	72671	1130924	22222
13056	60885	71098	953059	22599
12983	61052	71315	1157307	22576
13016	59741	69961	2319003	22569
13077	62825	73135	1164527	22717
12979	60955	71318	959812	22682
13039	61205	71361	1050289	22525
13006	61918	72284	950342	22709
13216	60011	70328	1075956	22876
13229	59615	69824	1071246	22762
13259	79027	89714	2291530	23299
13236	59821	70111	994944	22866
13233	60012	70298	1062786	22839
13057	62999	73362	964126	22750
12996	60961	71238	1090485	22606
12993	59655	69904	956762	22576
13180	59935	70211	1089269	22789
13013	63032	73385	2260028	22719
13039	60691	70804	1250004	22482
13046	76501	87064	970899	22952
13197	62079	72358	1063383	22813
13273	59768	70214	942266	23052
13273	59911	70214	1092762	22909
