elapsed_after_memcpy_nsec	elapsed_after_msync_nsec	elapsed_after_fsync_nsec
1050140	1758576	2812882
1062806	1691116	3470630
1078638	1685859	3562946
856719	1669240	3335788
859973	1648983	3063818
878125	1705958	3375729
965175	1785240	2754549
978404	1682400	3354058
976114	1727140	3434087
1059527	1679398	3429466
1055586	1807959	3611684
1057040	1710143	3355849
1095714	1740659	3652374
882487	1654947	3156419
847679	1708748	2560025
860098	1889205	3350801
862703	1626669	3208786
985109	1666198	3640576
1011808	1664973	3358367
1049866	1743785	3386508
1046765	1810844	2861601
1055347	1693735	3396209
1063917	1735768	3694856
862879	1657744	3208605
855060	1635058	3205835
883001	1708669	4427988
980429	1658281	3232544
1006040	1688068	3651528
1049942	1685947	3484886
1079106	1665980	3770025
1051069	1723092	2778315
1063346	1704824	3435124
862173	1792856	3292031
866751	1660450	3270789
864876	1726578	3670963
1003157	1699037	3413556
1002392	1739075	3424668
962738	1813011	2780015
1057603	1743234	3511326
1064898	1681463	3505385
1050800	1700481	3492911
913788	1646498	3149138
915191	1728682	3373983
940694	2006438	3640080
1095383	1677903	3450172
1041873	1701969	2747771
1054036	1702795	3376561
920036	1691246	3307460
922028	1645350	3305792
920030	1633578	3405095
1097728	1672335	3512179
1086541	1678457	3487318
1049129	1693207	2746302
984781	1700489	3467919
981180	1740323	3309538
980441	2599785	4174424
1066453	1765140	3419242
1068364	1664509	3665040
1062802	1741362	3393210
1051150	1563878	3815181
1006951	1726982	3479092
1011403	1647255	3772678
1010668	1821546	3551765
972257	1676701	2653161
988286	1654381	3519285
990682	1670515	3796268
925614	1658472	3312474
919320	1711231	3394376
912663	1732453	3424250
1097843	1661032	3527410
1082806	1685111	3546669
1049231	1775470	2828890
1052577	1743447	3391827
1066828	1669631	3594395
1066608	1685242	3353804
913262	1647533	3297691
932165	1756513	3389334
936071	1709225	3459465
898494	1697961	2600441
1060457	1724834	3502502
1067472	1780844	3605043
1057617	1800635	3518416
916380	1720627	3338226
911880	1654064	3309636
929947	1696126	3372084
953500	1733761	3379901
1039947	1814218	2858131
1048816	1687879	3442118
1056689	1705853	3572580
905662	1652613	4348351
905276	1654573	3295926
911963	1640734	3273716
1054130	1737071	3541377
1089169	1751331	3630657
1091168	1695735	3589274
1082355	2119354	4006054
1092974	1670195	3551523
1086648	1671071	3378159
966546	1676795	2647341
974441	1652586	3271760
972867	2070203	3641579
971792	1675777	3384260
924611	1637324	3683959
927576	1666015	3417682
975311	1672813	3235335
1046662	1756825	2807470
1046617	1795705	3545628
1065261	1705388	3628656
858375	1725078	3238884
856105	1533920	3063777
875001	1779301	3432417
1002077	1643487	3388051
964132	1714488	2682683
979278	1713423	3287901
984469	1659249	3364835
979157	2043630	3799351
979617	1654316	4169913
973795	1695529	3416734
1070076	1661593	3593547
1077635	1687279	3900594
1076843	1687073	3562035
1078899	1675045	3498248
1082413	1788373	3609874
1058014	1742609	2804477
919925	1656544	3338876
917545	1705356	3408984
915057	1641377	3308233
1064586	1738989	3631847
1092308	1684435	3524959
1095648	1998397	3893703
1066213	1717748	3563051
1003831	1663434	3454797
964121	1671306	2639555
973049	1701198	3393359
856792	1962260	3543477
857490	1628915	3179203
874600	1702259	3709153
1002905	1663661	3401356
1001814	1742674	3319929
962604	2312398	3279194
1055763	1737408	3511764
985329	1662891	3398978
1049757	1665751	3438064
978955	1696583	3802311
978318	1676966	3407437
979320	1662841	3231536
1096673	1788604	3745735
1075645	1706965	3525223
1082506	1729698	3630977
1052204	1707428	2763843
1056083	1580687	3319639
1065688	1769767	3711509
853801	1636034	3177061
854757	1606219	3252166
870770	1556523	3183788
966006	1700146	2670155
985783	1773099	3906048
983329	1668755	3401937
984309	1746034	3295427
989577	2048084	3697139
989489	1737983	3478176
1064323	1804685	3621938
1097153	1750322	3525919
1094257	1652727	3475438
1077192	1783135	3449373
1041452	1676684	2722127
1046630	2106110	3941672
853284	1641296	3047571
851630	1630415	3641816
855804	1648684	3094911
998974	1664807	3400465
1000919	1755636	3353843
966100	1708977	2679051
981954	1666561	3907059
980595	1666866	3403745
983855	1653649	3372280
989355	1753860	3529243
985346	1681709	3395571
1007985	1645356	3458032
999517	1659513	3788342
1001743	1685509	3434988
961984	1648659	2614845
1057960	1728570	3620986
1051953	1676631	3496202
1051603	1829727	4630290
908897	1591309	3094599
909631	1741087	3431196
917337	2021970	3766158
1065786	1756899	3390523
1097026	1701400	3689380
1099729	1758261	3611365
1093186	1689442	4338735
1103464	1754771	3539632
1101669	1675558	4692550
1079381	1753612	3570112
1102437	1682632	3522059
1091586	1756449	3595768
1092784	1752802	3595227
1041034	1784682	2829798
1056507	1756776	3588363
850778	1635014	3175409
852310	1658925	3195510
852809	1625232	3239056
1004960	1655672	3686946
1006151	1681417	3487023
966598	1754678	2725336
1057937	1744682	3398282
1072133	1686859	3498322
1072404	1728290	3512862
921900	1650724	3429624
920791	1648857	3285137
949141	1735933	3429994
904336	1714130	2622477
1059000	1705262	3724517
1064304	1749367	3497288
1062666	1684039	3521956
905494	1805892	3496086
908622	1655050	3297282
934105	1725124	3501656
1086212	1676639	3519175
1097413	1759932	4054668
1102510	1725764	3420334
1047305	1782940	2834179
1063772	1775136	3549245
1074791	1706912	3973654
862316	1629665	3058882
864672	1626301	3401626
856418	1699346	3202911
1002717	1754394	3585393
998592	1705296	3290969
961247	1655781	2620950
1055260	1723646	3639814
1056126	1718571	3497339
1064757	1763546	3659360
910820	1654110	3337983
930053	1649415	3395012
937408	1655058	3153982
900120	1655806	2559925
1056503	1773355	3587862
1062346	1672361	3305954
1068090	1758773	3538889
921500	1645720	3310706
939608	1703131	3409884
969962	1569318	3308104
1037967	1736073	2778008
1055309	1671535	3524626
1053540	1684953	3458130
856759	1639237	3648386
855390	1690051	3358379
857025	1626935	3247910
1003199	1888599	3711732
1014062	1659052	3231690
980949	1670123	2655592
1067066	1743625	3665430
1079024	1676802	3329327
1072956	1800003	3639406
924694	1690274	3313123
943567	1851507	3667103
1030099	1660690	3454742
1091035	1739292	4070569
1089462	1711255	3537899
1097910	1714479	3532643
967004	1722796	2693971
985644	1702402	3428831
983692	1771897	3413209
917260	2124385	3764717
917665	1737173	3255706
938447	1666210	3631682
1027410	1771894	3539940
1091949	1742124	3518180
1060342	1837520	2902028
1064239	1733720	3609194
863185	1642749	3301716
862498	1636252	3126921
864881	1622663	3311789
1012474	1755893	3547272
1005823	1652218	3436144
963081	1729608	2696906
1056366	1712397	3455226
1065191	1689878	3525230
1071047	1777394	3475638
913579	1648033	3236058
941438	1643150	3443935
939096	1674749	3340864
1059925	1614710	2678660
1060397	1720171	3505161
1069856	1740246	3397436
924568	1499954	3162721
922074	1732227	3297743
953644	1682226	3375263
1089442	2088453	4551854
1095426	1683025	3533369
1086772	1762216	4009419
1097473	1745743	3603534
1085293	1748904	3569115
1041794	1696331	2742193
655824	1794771	3451584
654119	1668623	3030759
657499	1654424	3046487
714859	2187260	3607179
742874	1669726	3212494
695580	1683778	2383563
718011	1772073	3247917
715510	1674163	3103492
750870	1662413	3391986
696813	1713707	2414632
714353	1754930	3231710
709657	1668469	3237628
709863	1763463	3041921
740053	1665775	2979178
699973	1759113	2463246
705697	1706876	3122155
710106	1674710	3646556
708059	1704967	3040262
739290	1670821	3125656
705410	1670650	2380040
719535	1730504	3064427
720018	1667585	3116196
740534	1612858	2908445
701210	1696839	2402249
712396	1750350	3052462
717342	1786867	3315953
636131	1729201	2942279
599508	1705613	2308823
613868	1738010	3171626
612579	1645205	2951235
737185	1675928	3487138
699713	1696138	2399963
709037	1672854	3138072
708023	1978736	3342414
716523	1668271	2980983
747627	1668964	3198131
701982	1786735	2492883
709717	1703617	3036076
721566	1748924	3633141
711573	1742617	3110851
738918	1757190	3088911
698056	1682567	2384894
706047	1736053	3225543
716169	1686377	3123011
726746	1926945	3516240
728419	1698107	2998119
700090	1691324	2395674
705360	1738522	3272513
656641	1654644	3067617
677895	1650127	3403467
641950	1686352	2332482
658604	1687271	2939933
722936	1766284	3267561
725801	1664703	3155222
733216	1792532	3131599
703238	1739461	2446670
714009	1687386	3203721
713000	1723733	3182540
732976	1742687	3293477
737581	1672978	3121056
695392	1687586	2386998
711161	1740743	3286037
715156	1672427	3148055
731445	1778618	3295172
701810	1676668	2382412
706999	1654419	3078768
673110	1784667	3201064
712420	1685731	3140450
732299	1775333	3409896
699717	1710942	2414796
710323	1682077	3216556
663192	1648625	2898937
681947	1763275	3311430
646884	1686409	2337587
661935	1651967	3088337
707873	1770854	3339467
706683	1683986	3029636
775924	1685409	3274572
699386	1716693	2420279
705263	1686267	2955253
716255	1747563	3217256
745220	1668448	3171466
688974	1779532	2472552
709386	2018095	3504618
714983	1683402	3100999
665516	1550901	3400373
663992	1697090	3224357
682889	1536759	2901880
712833	1689516	2406491
716666	1684183	3237178
727053	1670904	2956704
751645	1837768	3362431
698046	1682335	2384589
707350	1683658	3063638
725809	1829990	3283064
738434	1665891	3141147
690187	1771882	2466012
703796	1702322	3156906
717815	1683253	3119865
615145	1696646	3132963
634179	1662398	3019383
600543	1657918	2262378
618743	1682407	3055816
722619	1658668	3196258
738629	1667055	2976825
705560	1709025	2418750
715117	1746418	3180831
721123	1665372	3572731
718726	1796170	3286065
734069	1688110	2988103
699117	2220251	2923551
708699	1741627	3241052
707110	1686508	3188312
658144	1741266	3238588
677507	1667709	3140922
644070	1670530	2318874
659647	1718275	3110887
719652	1701399	3256378
722004	1653597	3113377
739216	1699343	3308437
706661	1681816	2392634
713449	2010132	3412989
731283	1748486	3196899
709870	1757355	3651349
730109	1746972	3153656
696122	1704280	2404657
705366	1728745	3197781
715550	1677820	3105158
660227	1663463	2957586
644127	1778915	2427162
660421	1685623	2999640
666263	1665326	3092020
715763	1735040	3120544
739716	1658932	3020257
694517	1738347	2437331
708599	1718681	3004907
709903	1743757	3102201
734016	1703835	3067539
692153	1767418	2463811
657638	1686841	2906278
648376	1692387	3147660
673709	1640835	2831969
633300	1647977	2284677
710466	1710743	3150834
711583	1680677	3040798
694567	1686797	2385373
708489	1740445	3039946
663835	1653975	2969807
668260	1750325	3065689
650304	1756630	2410885
662439	1545943	2922368
717370	1711084	3065249
734322	1785036	3296016
741339	1673262	3055849
701853	1670612	2376932
713907	1727620	3219208
716920	1663135	2951479
734420	1656567	3236308
641121	1678021	2323305
655998	1673015	2887794
663604	1729722	3450866
735868	1713374	3102500
692630	1748737	2445693
710426	1972584	3389003
712353	1728218	3169279
657799	1658778	3301171
675569	1671872	3210137
645076	1709391	2358618
660584	1666779	2913386
712380	2074097	3464401
716916	1701681	3073982
702683	1654637	3558766
695053	1779997	2478427
707867	1720526	3060927
708999	1735513	3155039
702157	1728277	3113771
727199	1755875	3152063
688390	1839331	2531832
705203	1737281	3119487
716480	1681568	2968358
737903	1778435	3265247
698327	1660719	2363539
713363	1728257	3003248
711190	1725554	3161003
733975	1712411	3088741
695740	1712184	2412424
713162	1819285	3104234
710626	1695049	3005167
612831	1706419	3021718
599615	1665640	2269130
613468	1659558	2923261
613331	1634366	2863826
730636	1953664	3422029
690100	1718724	2413388
702907	1688381	3043063
711779	1658903	3081215
709773	1730547	3091808
696777	1797288	2498425
708440	1786720	3137297
622603	1678643	3441015
624236	1750181	2929493
646061	1641719	2923352
613437	1718635	2336551
711743	1732393	3111237
713669	1667695	3074088
732956	1723494	3091645
693133	1689429	2387088
706657	1671595	2985368
711553	1712250	3034772
734243	1674369	3156520
691124	1660015	2355649
709846	1712998	3064492
716093	1743964	3132624
738533	1531366	3361337
695907	1788862	2489285
706603	1706494	3046675
707053	1688219	3348954
706700	1723537	3086032
733372	1666539	3139106
690870	1947841	2643094
705343	1781019	3165836
706320	1679235	3039810
704946	1768156	3133130
677892	1732214	3123604
642336	1684852	2331290
654795	1716322	3036499
659452	1799841	3063210
730332	1732624	3024860
694823	1810942	2509899
665612	1713005	3038665
709683	1668706	3021891
738042	1669546	3034116
693234	1677385	2375026
706830	1676184	3115370
613823	1759110	3214501
631991	1650391	2891571
597600	1639910	2241170
611365	1638916	3351489
704453	1748064	3006994
733493	1679145	2955489
688610	1723327	2416434
706280	1754383	3042193
707283	1656250	3103065
735489	1674392	3055662
696683	1816068	2517258
709513	1717394	3048169
712737	1667885	3029350
692114	1734710	3155240
678112	1662056	2343541
714636	1680918	2909610
697798	1819770	3076657
713409	1654653	3009014
689917	1718687	2411842
703677	1740770	3033070
689138	1654384	2994548
733041	1666010	3371650
695633	1729274	2429124
703420	1711561	3018589
715668	1676609	2987473
733635	1734554	3216304
695340	1718633	2418053
658364	1664464	2950489
661416	1718725	3024575
677726	1656873	2962277
646684	1955016	2606197
709160	1690975	3046486
718673	1680115	3126081
713376	1760786	3133997
734853	1673915	3044630
691354	1671595	2367479
706253	1748167	3044886
706740	1696877	3408229
732629	1666269	2938363
693720	1652479	2350533
710063	1773576	3086902
715416	1655039	2909986
740809	1570083	2965314
649193	1705500	2358707
664418	1668481	3023570
665258	1661866	2960501
650115	1705225	2359759
714516	1678319	2998361
719199	1994100	3390736
716252	1737421	3193695
734795	1698825	3584547
735659	1699904	3093024
696006	1695502	2395991
707106	1666079	3029673
707576	1762490	3082178
728313	1664762	2940792
692017	2174817	2871441
712896	1711531	3007517
713993	1663576	3059710
734035	1754720	3142243
695460	1694128	2394068
713842	1720105	3141156
714309	1716851	3088794
714360	1663279	3049957
680598	1673417	2357275
707523	1783699	3047533
659229	1728415	3009022
696226	1647053	3153608
646047	1768751	2418957
662092	1661393	2859875
724095	1695167	4176783
709776	1672979	3021513
709899	1675673	3089201
687223	1600092	2929403
696120	1708358	2408954
710709	1694635	3527272
706739	1696158	2965388
739655	1691085	3166945
695713	2159968	2860268
712893	1726280	3101734
714470	1749710	3029220
710486	1742760	3124013
734496	1816138	3126191
690516	1668919	2363932
705153	1607108	2965709
709636	1711638	3002330
733289	1673546	3366140
692767	1683734	2380681
656430	1706254	2913679
656190	1662367	2989783
679849	1678358	2903489
644141	1648546	2297207
707130	1725954	3161716
707584	1671485	2952576
733313	1736010	3059279
694131	2082896	2781371
710453	1718557	3058726
707150	1675842	2934256
730709	1773673	3268283
688593	1701171	2394284
706996	1665896	3024580
710866	2686457	4171020
707120	1662192	3039853
709776	1659306	3092302
730819	1680718	2949215
693230	1675949	2373485
715176	1817341	3170699
718456	1669546	2969945
736273	1746473	3626510
697123	1734784	2436160
714716	1710651	3121457
709623	1676992	3089945
713320	1729543	3136237
728726	1673352	3026594
691160	2011192	2706932
703120	1667226	3008754
705537	1698344	2948959
730062	1774770	3252920
688387	1682335	2375085
703896	1697375	2979134
712936	1829470	3210174
638136	1706485	2989848
604968	1708880	2317719
615980	1716259	3008588
711179	1662606	2993024
736782	1663096	3185972
693003	1705485	2402774
711063	1681586	3124457
619402	1640725	2780843
636298	1881512	3147957
601086	1651493	2256438
614903	1654759	2856622
707080	1826734	3728890
719789	1701881	3062452
687337	1753912	2445536
700876	1758436	3116550
701560	1716245	3074346
707533	1672839	3033833
735085	1679399	3066065
695077	1730607	2430051
707217	1687755	3110901
712436	1668382	3126823
733629	1690619	2970552
696750	1686762	2387802
713112	1738577	3000810
712163	1705794	3500409
730909	1767197	3158643
692227	1539126	2235830
709127	1711734	3436172
712319	1688662	3007020
707587	1683418	3217688
731239	2008519	3421458
693200	1693008	2390672
711266	1683652	3045232
713327	1763673	3148180
714017	1692891	3044139
675213	1689585	2367982
712253	1759288	3097751
695120	1746475	3074537
680523	1642432	3352229
686629	1748582	2976852
647264	1647705	2298934
660615	1668675	3118138
718810	1670416	3064146
754618	1667316	3044756
694360	1884133	2582779
707866	1759693	3088901
712857	1665639	2987758
731949	1662596	2974355
697250	1702465	2403864
661732	1753021	2971778
663704	1759790	3028143
685484	1761203	2992656
651281	1648218	2304005
710646	1775403	3128634
713133	1674702	3027133
735246	1684395	3282442
694294	1726823	2425370
710153	1626730	3039996
709906	1692268	3113104
731663	1677922	3039593
691507	1701568	2397545
706640	1753137	3058319
712506	1688495	2951794
713471	1736948	3002053
684550	1634663	2322463
712990	1664202	2969977
711513	1654395	2906746
701851	1781870	2487835
709807	1693122	3174685
660004	1661881	2951902
660613	1732070	3143079
677580	1645660	2829460
634970	1648956	2287149
703106	1792522	3140840
693015	1671722	2993021
621685	1719669	2344017
717199	1706138	3039643
712373	1640234	3004345
442989	1633728	3043763
689490	2675837	3368785
709983	1709235	3153528
718083	1649635	3047119
722883	1677431	3152633
715303	1674614	3495458
743781	1743412	3230872
696894	1645240	2344635
721346	1650508	3196527
712327	1729293	3046052
625732	1640899	2870351
691537	2137299	2832076
704283	1736287	3082731
711570	1668027	3045628
654187	1738022	3059660
636530	1677931	2317873
660364	1660801	3053796
663372	1748860	3073521
709776	1719688	3175517
732979	1683090	3362189
698845	1692700	2395737
709203	1753052	3040196
717294	1677854	3007717
719960	1739335	3082087
696140	1671444	2370804
713610	1655604	3102013
691197	1731049	2960025
745282	1697391	3109440
697094	1677529	2378826
701479	1767822	3045013
709573	1666005	3123051
728109	1671316	3388406
697827	1705351	2407494
701836	1814028	3193005
711893	1681355	2942002
714003	1767766	3134057
733299	1711361	3019177
692770	1825527	2522917
711387	1684891	2982408
711986	1734480	3086648
736496	1764973	3074816
649802	1668803	2322785
658667	1608596	2981137
686366	1737616	3098660
729936	1688278	3018850
691111	1717777	2413168
704406	1731107	3035913
707563	1759518	3022839
596989	1705734	2306546
611325	1702485	2995199
615085	1659527	2900507
734387	1702455	3388531
731209	1701131	2972592
694871	1668928	2368616
713530	1721103	3199118
712796	1667015	2940382
735806	1675428	3082158
698833	1811684	2514951
711460	1713500	3064566
617243	1699547	2879781
640184	1734110	2950835
608297	1728467	2340604
618828	1655298	2913441
734839	1759690	3211432
700536	1694882	2399941
715376	1713934	3088194
722160	1705134	3078186
723999	1723964	3097518
765502	1670242	3109018
698047	1751573	2454220
712400	1686558	2941079
711559	1745290	3071272
737139	1731987	3126867
701476	1705441	2411421
710053	1667396	3083926
712810	1680366	3081576
731062	1707746	3064170
692177	1666322	2361914
706110	1716619	3033584
715508	1674626	3047829
742095	1741399	3226155
694971	1705517	2404745
710016	1697090	3539471
712037	1731823	3102561
713473	1673139	3021901
734965	2207110	3623016
698887	1710381	2413724
707750	1720234	3034480
709187	1764873	3074706
710083	1671866	2998478
