write_duration_nsec	flush_duration_nsec
23036	927617
28493	860459
28479	869338
28499	865459
28559	870418
30669	1680942
28633	908104
28512	844962
30679	856548
28532	878178
28369	852285
28536	914817
15269	822693
30663	2166261
28599	846749
28579	848712
30359	877798
29032	889138
29056	842233
28982	865181
29283	885018
30923	858592
28943	841486
28889	1240204
28733	859926
30965	884351
29032	850645
28889	906094
28790	858206
45949	888391
30869	871099
28929	895338
37919	1421265
30979	1002651
29066	855122
28859	860875
28856	841552
28923	924404
30829	847485
28936	868015
28916	843379
28673	886008
30813	872645
28696	2251088
28502	871391
30852	847949
28976	854179
28820	855686
38022	947763
29333	1465452
30910	1680772
29039	876268
28855	846218
31046	885885
28882	847325
29729	936149
28862	838512
28903	1403310
30849	1589371
28883	920777
28909	850336
30835	895707
28799	874551
28689	906027
37936	837530
19227	1446649
28669	1696808
28869	963175
30816	861605
28776	900457
28766	838446
28649	868935
28559	880698
30746	1401960
28722	1530266
28663	910098
30782	870631
28546	884551
28626	845752
29186	881395
40738	904080
28903	1404603
28723	1680399
31000	912508
28762	1012001
28952	847829
28586	837006
28612	858885
30812	852535
28626	2048104
28446	1059266
31173	862366
28843	973229
28989	862912
28993	850399
30819	883441
38122	907270
28546	2109666
30746	939173
28656	894724
28662	853109
28569	909817
28493	882695
30869	873642
28732	867682
28916	2054037
30986	881335
28842	891244
29216	837206
28693	948390
28706	846926
30720	847753
38032	900011
28669	2068544
31199	880631
28916	880951
28886	843593
28859	865302
30883	865845
28976	878325
28702	828656
28732	1002321
28492	1962507
31026	859415
28706	865805
28700	837743
31049	992744
29045	878774
37872	895018
28943	1024718
30956	1947307
28916	902070
28693	848673
28560	882458
30936	885818
28806	874589
28713	853566
29126	839969
30783	2355243
28875	1046839
28642	854335
30922	882605
28932	1005491
28912	863391
38006	910487
31052	868111
28733	1085146
28886	928546
28569	849153
28743	911400
30732	854365
28733	940710
28716	964679
28673	953816
31066	1386430
29009	934083
28776	2069057
30976	1064199
28852	1067719
28802	1076935
41169	922080
28819	2159215
28692	907244
31063	885425
28922	852205
29012	893324
29406	833646
28869	1028930
30893	863465
28992	2249072
28965	869535
30882	896071
28889	842039
28906	859966
28936	887501
31152	904631
38009	983935
28545	884991
28609	845189
28663	871705
30953	831020
28886	1262207
28895	1790655
30649	1014810
28942	983815
28803	855592
28599	823793
30789	934867
28889	861705
28756	933137
28716	2027065
30716	954023
38069	1077832
28876	862232
28732	872071
31386	850726
28859	848882
28559	900510
28786	894271
30762	2221113
28826	931840
28766	1053960
31069	855605
28843	885725
28892	819230
28559	897897
28676	924630
30813	2066757
37946	1002278
28759	937803
30893	850752
28696	897827
28549	848872
28599	885948
30929	842526
28789	938176
28749	2050085
30850	1097179
28883	854979
28812	857002
28753	828790
28582	861865
30726	863192
28636	878508
38359	905854
28826	2138115
31043	985079
28823	935307
28685	968248
30786	1068066
28866	1053197
28759	840762
28923	1881416
31029	1778666
28966	920017
28662	890217
30816	848399
28826	866165
28846	846299
28726	943013
40899	2036462
28916	956656
29019	973018
30905	906590
28973	849589
29072	936336
28446	829846
28562	898077
30626	2122196
28536	925210
28746	868685
30742	941882
28679	943493
29226	892085
28622	850205
30959	863085
38125	2190166
28849	1040773
30696	1055853
28923	862779
28960	838230
28786	861929
30786	837030
28982	1433082
29030	1660599
30889	902881
28863	952816
28896	890325
28779	886191
28976	866512
30962	838469
28849	884165
38076	882245
29022	859882
31159	854002
28942	873431
28863	917417
28893	1991023
30759	951723
28876	913067
28749	841739
28773	807877
31280	850473
28929	881205
28846	955216
28896	1540906
30876	859925
28829	872112
39055	891591
28576	875671
28626	858325
30716	890831
28536	837353
28656	1709527
30602	868538
28856	880178
29049	843006
28886	865299
28903	885858
30902	849246
28596	806900
28453	888361
28629	2045091
30789	1007281
37972	900777
28922	836499
49548	879881
30803	872525
28839	846389
28869	897004
29012	2061290
30652	1138437
28716	1003101
28939	843952
31089	860165
28843	878298
28959	838939
28829	892981
30712	2125645
28915	1012167
38099	898880
30863	872699
28723	841819
28929	886805
28742	891191
28882	852485
30772	2068183
28829	1012067
28805	856852
30753	883965
28716	846833
28899	861299
28863	894511
28612	837725
30589	2123075
28505	921376
38092	961612
30773	861402
28799	845753
28573	886178
28530	812837
30555	945776
28669	2105690
28820	863182
30749	988931
28869	859338
29002	848419
28436	879125
28439	877485
31002	854922
28866	2036901
29029	863295
41219	1056410
28930	859259
29029	847565
28842	899647
30932	845299
28785	889857
28679	2106489
28542	1024440
30749	1073813
28762	919147
28696	841592
28692	874014
30855	851072
28583	889415
29040	2188024
30986	868165
38046	902218
28873	958870
28773	844876
30959	863685
28843	834100
28749	869485
28633	872419
28693	841859
30833	857699
28939	862898
28896	1181343
28919	882755
30806	843792
28880	890551
28836	839126
28533	892164
37992	878211
30753	868005
28623	854976
