elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
13000	70282	80155	1079670	22189
17014	85956	97042	994296	27478
12956	61238	71884	2305160	23013
12930	61682	72575	1172896	23236
12940	63662	74001	1115395	22652
12947	61102	71502	965626	22730
12946	61804	72071	1093095	22597
13036	60582	71501	1016301	23345
12956	62661	72841	1136794	22546
13010	60578	71081	2083773	22896
12987	63575	73958	1177120	22736
12913	60465	70798	969806	22629
12893	60878	71304	1054183	22703
12916	61752	72045	927820	22586
12763	61098	71191	1082272	22250
12959	59965	70254	1481350	22589
12853	59938	70128	1674559	22429
13006	63025	73395	1138834	22756
12830	61209	71565	1083706	22583
12867	60652	70865	950500	22480
12949	60948	71284	1137937	22692
12923	64278	74768	969799	22770
12879	62274	72947	2194763	22932
12900	58609	68928	1115822	22579
12936	63108	73657	1110891	22846
14020	62292	72865	997771	23956
12939	62128	72604	1025410	22776
12879	62845	74124	961915	23502
12989	59975	70271	1079699	22663
12940	60842	71031	2085103	22523
12663	64431	74861	1141330	22453
12899	62708	73514	970288	23079
12869	61218	71674	1159819	22696
14030	61632	72015	960626	23793
12920	63465	74168	1072396	22986
12896	61474	72024	946999	22816
12900	61019	71622	2256749	22873
13963	65305	75884	1090769	23915
12873	61915	72341	1075985	22663
12896	60425	70955	1109985	22806
13373	63334	73891	1093405	23274
12953	60008	70231	953846	22568
13017	60319	70602	1084056	22690
12923	59782	70178	2425537	22709
12807	63652	74145	1070029	22667
12880	60389	70982	948333	22843
12877	59835	70345	1130951	22760
12923	62825	73418	998388	22884
12946	60255	70738	1030864	22805
12933	60195	70741	908494	22869
12893	59925	70311	1010718	22632
12823	62312	72672	947126	22553
12906	60598	71244	1055856	22923
12910	60762	71578	938720	23093
14003	60585	70795	1193646	23576
12883	62674	73081	1466544	22660
12920	60759	71338	1042397	22869
12937	60755	71132	940933	22683
12896	62665	73161	1084832	22750
12873	59568	69885	952059	22603
12867	59682	69905	1076979	22497
12860	59522	69782	954900	22527
12950	63588	74101	2301880	22846
12923	61362	71838	967139	22772
12876	60705	71165	1022797	22702
12753	62818	73258	945546	22564
12936	60788	71448	1049930	22969
12927	60965	71548	921967	22876
12897	59725	70075	1074109	22616
12893	63618	74048	1273403	22697
12947	60039	70605	2651870	22887
14096	64311	74801	1187389	23963
12843	60565	71115	1088062	22759
12880	59859	70132	931174	22540
12966	59042	69115	1082242	22416
12946	62654	73147	945959	22816
13972	61741	72404	1073869	24006
12876	60371	71108	2177627	22980
12890	62892	73371	1194519	22759
12796	60472	71101	941786	22788
12856	60568	71191	1028523	22836
12856	62305	72771	940483	22685
13006	60545	70885	1081549	22716
12953	59902	70042	948620	22483
12800	59802	70305	1120205	22706
12906	63475	73998	2323120	22792
12893	61715	72171	1093475	22723
12930	60402	70878	992768	22772
12773	62488	73047	1079768	22706
12866	60548	71191	956505	22883
12879	60985	71578	1078495	22846
12859	75787	86587	1035563	23003
12837	62559	73025	2236623	22686
12846	59882	70431	1003385	22778
12936	63671	73671	1062783	22353
12967	59755	70068	968539	22686
12927	59925	70135	1044664	22516
12980	60245	70571	884658	22686
12586	63554	74087	1092488	22506
12856	61462	71945	981792	22709
12909	61341	71944	2155904	22876
12910	63522	73985	967846	22736
12899	61554	72298	1098068	23017
12887	60625	71198	953720	22829
14053	60992	71568	1091499	23992
12869	63361	73844	968925	22716
14030	62495	73212	1525143	24100
12903	60128	70935	1773836	23083
12970	62228	72658	1112498	22760
12903	60722	71052	964289	22606
12953	60001	70311	1077309	22653
29909	80574	90991	981895	39717
12963	60768	70931	1070912	22507
12927	59682	69992	2010336	22607
12600	85191	94714	1180950	21570
12846	61381	71858	978792	22710
12890	59802	70145	1082162	22610
12927	59729	69895	895241	22470
13690	64458	74948	1096405	23513
12937	61339	71898	955869	22856
12857	61605	72155	1551446	22766
12900	58902	69081	1635800	22459
14049	63811	74401	1126281	24006
12903	60525	70895	959953	22656
14023	61555	72161	1097842	23982
12823	62211	72677	969835	22666
12953	60921	71234	1070629	22659
12933	59875	70198	2141835	22603
13962	64608	75051	1140760	23766
12833	61058	71677	1084382	22843
12873	60532	71108	1006328	22822
12706	63855	74325	960446	22576
12876	61095	71841	1075379	22986
12866	60498	71098	937396	22857
12880	60895	71118	2182944	22477
12980	62965	73645	1048190	23020
12863	61622	72158	1166690	22769
12903	60618	71174	984888	22830
12947	62828	73231	1086279	22703
12953	60488	70768	962352	22627
12899	59898	70211	1088975	22606
