initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
8659	203257	1553612
5366	272447	1712766
7953	212398	1402407
5853	201683	1254219
5644	197650	1369455
6850	201793	1304895
5434	260081	1373473
5086	200160	1635003
5340	201003	1295776
4826	203287	1210335
4554	195242	1390850
5680	203045	2370892
5313	200669	1437996
6681	285660	1432719
5895	267375	1373185
7504	270870	1344821
6756	276555	1500690
6492	265075	1319878
6539	283641	1974264
7312	282587	1331136
7087	283529	1409666
7567	285788	1359727
21620	299966	1417260
7219	320280	1891054
7705	320572	1559627
7739	332330	1428499
8771	346906	1534748
9962	314618	2638644
11160	345165	1672158
9157	320227	1408157
8677	400720	1656071
10614	365689	1514100
9797	348153	1579901
11857	368413	2006401
5937	203471	1326898
5777	202802	1257456
4901	203937	1283685
4944	199813	1211796
8090	277879	1381129
5030	202150	2499567
5021	214446	1342863
5162	202225	1213101
4857	200106	1271339
5185	194905	1262962
5065	203737	1402800
4656	199766	1658624
6229	183363	1335996
4819	197917	1218107
4606	203503	1281613
5105	198598	1223223
5081	203061	2467903
6679	273547	1513810
6824	205114	1329055
6806	202977	1249166
6655	213485	1326284
6885	200047	1212310
5689	200615	1841406
7735	201508	1292470
6581	203008	1346966
6651	203055	1368523
6727	201462	1449469
6813	271733	2508274
6764	208663	1349080
6463	203625	1262046
5291	203097	1379114
6440	200453	1235601
5278	199879	1357029
5000	201794	1301749
6983	205688	1553021
5040	202190	1250395
4770	202458	1321572
5209	200636	2311165
4954	197132	1365049
6921	201400	1380322
6728	202722	1356286
6628	202627	1423674
8785	210590	1613088
6714	202044	1363782
6596	205474	1370393
6863	203806	1588560
6711	276017	1543526
6198	201911	1363485
6407	198950	1350721
6114	272622	1380118
8295	290667	1636893
8470	285577	1476006
8270	283952	1496872
9018	288832	2589873
8707	367747	1601067
9567	320345	1587053
6803	289578	1464490
6611	207695	1484462
6109	289981	1507760
6139	207800	1350328
6455	202075	1327787
5324	204145	1487441
5455	211897	1375353
6339	206240	1303110
6261	199707	1826886
6531	293190	1961684
6577	201823	1347693
6589	202252	1369984
6897	203440	1361992
6670	204032	1356238
6922	270536	1488750
6872	203072	1410580
6579	202257	1779899
6718	206537	1386087
6659	271961	1403798
6684	207948	1233249
5328	201124	1264088
4948	201962	1206921
4759	197857	1316257
6369	208632	1360184
6517	287868	1453857
6622	204038	2336855
5796	198316	1384799
6253	202126	1367197
7590	283724	1504574
7575	277808	1373296
6398	267673	1568293
7659	284937	1417643
7819	283911	1480210
8120	287669	1780411
8352	285711	1566986
6851	291718	1494347
6888	299866	1476926
6672	198558	1223765
5278	211320	2263116
5298	206319	1261638
4866	197373	1274217
5271	204031	1224796
4954	196248	1277758
4765	201666	1209883
5381	202628	1321229
4745	206288	1580634
4769	202314	1313054
6625	209114	1374425
6617	200050	1422376
6922	286701	1494977
6775	202976	2528498
6208	262356	1482042
6196	204453	1360719
6318	203600	1293079
6120	328223	1527984
6459	205962	1736372
6218	199207	1425580
6261	205229	1346903
6520	287538	1474971
6112	199286	1242115
5571	205922	2363339
6238	202795	1318572
6015	208179	1485006
6307	282881	1417625
6146	201000	1286871
5348	198827	1290660
6176	201957	1360133
6083	201367	1238721
5083	205999	1487102
6106	208247	1335994
6153	201090	1379506
7783	272708	1379424
6853	273361	1431056
6302	351976	2010457
7902	290973	1635279
7366	284755	1480366
8170	283876	1475667
7840	282144	1423885
8227	246298	1476555
8722	307488	1480575
8148	304124	1538074
7962	304473	1478188
7935	299509	1513699
8202	282753	1453054
6337	209074	1821866
6004	204724	1333548
6818	207037	1505028
6577	286460	2444667
6388	300486	1667048
6636	292954	1420310
6375	203648	1297426
6558	205857	1344733
6609	208238	1393768
6613	196429	1492798
6852	288029	2817383
17380	261034	1447708
8525	287467	1602222
8493	302603	1424900
7710	286902	1614269
8516	285255	1433860
7829	283124	1507230
8668	284211	1362747
7409	247518	1522761
6931	203335	1301859
4972	200740	1690289
4838	200131	1300468
6954	209676	1428862
5196	265503	1288907
5160	202501	1385326
6301	202362	1225615
5345	202745	1288253
4571	198304	1292420
6771	209106	1294525
5253	199360	1224628
5054	203762	1282246
5271	197477	1305819
5044	204790	1735461
4840	202000	1293393
7692	240185	1435351
7946	240036	1367511
7431	238333	1461753
7868	240124	1492150
7793	241035	1913415
7061	256346	1400812
