write_duration_nsec	flush_duration_nsec
91553	1327182
100733	1209398
64393	1227993
72829	1297237
79740	1101719
61151	1257906
73836	2394500
90224	1398763
73543	1673861
86680	2183156
102557	1147585
104126	1154331
86765	1217654
103807	1302974
104258	1181656
99081	1373405
103667	2277566
119071	1355373
116024	1229079
119493	1413830
133205	1135918
193761	1301902
127656	1149321
135831	1237353
113254	1119545
121247	1215402
135802	2300234
161390	1347818
154295	1202798
132221	1246660
160527	1194691
137565	1431101
135232	1816882
133579	2184649
137757	1228629
125714	1271391
132836	1140456
112246	1317882
133179	1314908
135239	2345292
141388	1215322
131567	1330767
126727	1266043
136919	1246944
132893	1161437
138236	2535773
144460	1305249
150076	1299016
120530	1207565
142399	1446912
147826	1163990
125209	1286849
151749	1207806
143126	1249617
120373	1087482
152566	1307239
144086	1461508
147166	1386730
144916	1229951
148456	1368164
145476	1239278
145499	1842030
148453	1358564
146486	1383877
148059	1194819
143122	2251888
125493	1157640
153205	1369420
120063	1209995
145579	1304389
143006	1295923
126469	1309285
171952	1208139
144362	1626500
126249	1118697
154686	1309816
144959	2249522
148669	1219392
143852	1220638
153829	1298860
141443	1226848
149673	1407530
140062	1236471
146279	1369320
148616	2234729
142676	1320825
153519	1449058
142125	1343531
142466	1219348
149702	1385330
146722	1237218
149082	1280183
144295	1365077
143476	1394136
152755	1230921
145516	1327172
148846	1706694
141819	1929515
147625	1211271
146532	1385146
145499	1189109
148595	1456155
147565	1225541
168969	1317829
143146	1217211
142489	1396530
175794	1261480
143735	1469204
147429	1782782
144036	1381071
145550	1238875
145622	1456608
144476	2452910
146972	1423602
149326	1168307
136779	1272246
148090	1178427
142146	1450245
151356	1345308
139666	1242555
150819	1566312
138240	1275050
145159	2177158
149656	1409993
141156	1191343
149736	1340915
146116	1219385
140909	1356530
131293	1287420
141079	1775235
130163	1263277
143616	1257420
143136	1154424
126433	1195886
127836	1121747
147989	1363197
121217	2079970
143562	1387080
151156	1222429
142059	1312916
149266	1177729
144089	1537616
152072	1214492
144192	1847180
141173	1342642
172159	2375805
146879	1198616
128266	1290260
143369	1282556
147232	1309199
146849	1287966
145010	1335292
146775	1278203
146172	2427117
144495	1257067
146399	1273323
144562	1208048
152489	1360044
141209	1263820
148796	1402324
141672	2467085
148426	1512067
147572	1203585
141316	1414990
151029	1387453
145592	1438492
141420	1730274
149849	1660572
140146	1201619
175205	1328735
143889	1224741
142693	1286123
164079	1232948
148456	1912309
147602	1270650
143449	1331412
140092	1167453
151395	1253497
144596	1203859
147986	1465368
143293	1314509
152196	1374481
143079	2315327
159479	1319982
150016	1322822
145192	1344204
169891	1197115
142743	1524666
141562	1233714
175895	1802005
145286	2113906
171521	1348077
145336	1217275
146443	1232961
148679	1191166
145710	1293367
146692	1203348
147596	2270384
151939	1285406
145329	1430279
144172	1218035
153822	1319282
143026	1255837
150955	1357024
142409	1385377
148329	2541910
