initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
13470	114257	968232
7983	98018	1015631
13300	119393	932183
13929	107916	964275
13327	103431	908708
7786	97897	1007898
13323	101904	1342825
13543	113127	1622114
8299	114286	923810
13373	109473	1034754
12606	113833	971969
12289	133132	1004174
7189	115330	931600
13379	107097	995515
12913	104900	915571
13353	103611	933687
7866	96534	847989
4926	92194	2145952
13493	114246	987448
13403	104781	981936
7746	96987	896321
13627	105374	992782
13299	102847	929130
12270	105371	956476
12250	103570	896124
13117	104791	2414368
13283	106514	933357
12270	105824	953237
12490	106334	914638
13346	100400	931770
13377	103774	903238
13353	102137	952243
12403	73168	879478
13353	102880	946343
13313	105320	922437
13373	102194	981956
12263	117940	921197
12520	101938	954077
13377	104908	924757
13363	102897	952170
13293	105154	2063111
13573	104610	1005114
13247	105417	933584
13350	100711	1000915
13499	105560	903578
7853	104821	919071
7440	93987	857819
4314	92031	988182
12566	109740	1334505
13223	121010	1746537
13143	120423	950863
13509	108437	994461
13253	106360	934437
13266	104687	956036
13323	102787	930224
12867	103308	960690
13190	103694	1575469
13283	104890	1002035
13190	103240	935597
13577	105514	1150538
13336	104297	947756
13349	103060	1033807
13336	118343	937237
13470	107567	954770
13190	106774	925997
13279	104113	2141366
13533	108497	929144
13336	100487	981849
13376	102267	930597
13363	102548	960996
13553	104803	926370
12273	102821	2125666
13323	110717	1172563
13520	115263	1063646
13336	102800	954569
13363	101234	956876
12323	94444	920024
12633	103467	958196
13283	102640	1426293
13306	102190	1595201
13547	105404	925891
13340	106227	951383
13363	103354	1038460
13389	102193	1006634
13657	105534	931637
13386	107857	966596
13323	102497	2145632
13583	107467	952209
13186	104180	933236
13213	101601	989915
13176	102814	978675
12537	105277	954957
12243	99231	920438
13386	104094	2168095
12769	120700	1087846
13286	105167	959703
13253	103020	938143
13253	103697	1050073
13539	105093	931263
13329	102117	988595
13343	100228	1041214
13316	101780	2075054
13586	115646	1109658
13393	105427	1019575
12696	107634	939570
13250	101688	978649
13176	104907	927410
13253	101907	950343
13349	102024	2273878
13599	106364	1004155
13303	102397	887382
12449	74411	918914
13173	104274	1088086
13213	106513	1052393
13216	107440	893004
11933	109754	964476
12236	104320	951956
13310	106301	959196
13172	106496	915130
13183	100034	1002048
13507	104491	2199654
13350	114810	1036174
12510	75691	886355
13239	107440	1044327
13207	105791	944623
13240	106964	961436
13183	108194	916584
13476	107280	1037554
13193	106950	936103
13266	103977	999768
13189	106680	975195
13590	105321	2385996
13273	96694	936363
12506	75884	942579
13213	104000	916197
12200	106524	950543
12143	103057	926170
13236	122943	1149271
13456	104227	945929
13189	105533	950289
13173	104080	924170
13210	122826	973342
13609	103383	914144
13353	102800	1032287
13300	103547	922784
13353	102994	2170682
13547	104461	941970
13350	100481	943437
13376	101517	929463
13603	105471	945730
12263	104161	943317
12290	104864	941530
13323	104867	1011035
12850	105517	2134776
13296	114733	1075766
13340	102820	1046194
13499	105470	919530
13349	105453	955289
13376	103097	914890
13416	106174	988968
13586	108920	923477
13347	100508	2195511
13373	98074	1147284
13596	115173	1098445
13296	104480	921437
13363	105113	1024467
12363	74458	893488
13256	103084	958209
13173	102104	1587352
13217	102761	1086366
12813	104560	959943
13363	103411	961676
13283	100231	922344
13273	104124	965886
13436	106780	921894
13236	106867	1033754
13203	106163	923437
13183	103857	2219853
13530	108134	1020075
13363	106324	977635
13283	104647	950757
13599	106740	994128
13176	105727	933703
12253	101847	1111312
13273	102788	1917903
13596	104750	1062726
13340	100384	931910
13273	103388	964543
12796	107773	946663
13213	106207	962196
13176	103877	930316
13199	107613	2244252
13666	115023	930943
13350	104467	1161030
13300	105881	990729
13636	108537	1056820
13337	105131	920171
13386	100451	963343
13323	103507	2218200
13533	120524	1066730
13206	103520	1043060
13227	116934	1020821
13463	107194	952249
13200	104351	1040327
13376	102787	921304
13353	121843	2249039
13473	120783	1001275
13220	104618	1042711
13100	81981	948390
13199	106380	958716
13243	102671	910904
13349	102847	966852
11933	105350	2125733
13309	116566	1036274
12293	106887	898872
11990	107321	978663
13189	106950	973422
13253	104214	964050
13187	101394	918184
13209	118130	972369
13487	104527	2196084
13283	119953	1067076
13157	76768	909271
13273	107674	1044087
13259	104840	936756
13363	106087	954830
12443	105484	939690
13246	109920	2313911
13289	100523	981435
13566	108570	971809
13173	104584	931157
13402	102500	1019407
13300	100531	895578
12296	75361	930340
12146	104817	2165401
13223	119987	1178723
13610	120450	953676
12173	107460	1028207
12280	102894	951823
12257	108387	970469
12883	107271	924304
13240	107551	2160179
13180	119827	988995
13470	108710	1050967
13203	102730	914000
13363	109317	952797
13199	102830	964075
12853	110240	975996
13173	103951	922677
13143	105540	2055988
13559	106840	926517
13243	103647	956063
13350	106537	921771
12290	103477	931724
12520	75735	936233
13200	107621	972703
13173	117324	2167188
13536	120267	1054260
13296	104380	944396
13367	106387	951893
13283	104984	905164
12426	75561	1054323
13173	106404	949943
13190	104330	1093376
13190	110990	1873767
13480	109274	958116
13283	106024	904585
12263	106163	955956
12293	101687	951276
13543	106607	1033887
13286	102847	937783
13357	100554	2235770
13443	120020	1020461
13213	102270	963676
13187	103471	938624
28626	92301	943917
13423	100787	931437
13366	104207	1221748
13299	114873	2265075
13470	106990	994728
13239	107443	947676
