elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
7181	42740	48317	856235	12406
6105	33531	39273	932644	11502
6162	33668	39279	807347	11407
6057	32721	38406	1737218	11382
6208	35746	41595	829144	11689
6122	34375	40254	939238	11653
6227	33647	39490	916274	11717
6127	33258	38955	1542703	11458
9744	48421	56088	1685999	16940
9795	47261	54936	2316551	16978
9712	47876	55593	952342	16962
7945	42954	51481	1003413	16001
7872	43204	50901	908491	15105
18780	55681	62111	2173028	24967
6332	41074	47346	1111736	12366
7980	43569	51208	907558	15150
8925	52727	61449	870572	17130
8974	50418	59278	1035053	17319
9034	49496	58184	938857	17202
8892	49365	58059	1027264	17065
9171	52853	61624	1001149	17439
9497	50878	59561	2322470	17628
11200	66254	75803	1059361	20159
9206	52356	61036	1033286	17355
9757	53324	62564	872111	18414
9646	53636	63139	1216738	18555
9794	53399	62698	999794	18513
9866	56956	66356	1492329	18671
9974	54633	64190	1771595	18939
11928	57164	66535	1083723	20699
9914	56310	65612	878206	18628
9874	54602	63964	1044947	18665
10065	54455	63755	1029479	18771
9856	52315	61389	1057849	18347
9894	56267	65599	2127519	18633
29761	77376	87702	1169671	39468
9960	57747	67179	891328	18823
9862	53310	62775	1124927	18722
9751	53401	62801	874605	18568
9757	53259	62598	1027528	18484
9557	56573	65861	1014597	18282
9823	54807	64444	1554860	18851
9754	54392	63924	1627594	18729
9911	57410	66707	1031949	18651
9860	54667	64136	881148	18757
9692	54170	63627	1056506	18580
10051	53395	62775	889197	18837
9654	57167	66398	1104542	18322
9908	54644	64226	1060486	18905
9903	54644	64070	2079486	18763
9956	56092	65569	999577	18839
9609	53147	62501	1063216	18379
9836	53361	62641	1003001	18511
9797	53087	62387	1058751	18499
10040	57159	66681	902153	18979
9946	54719	64170	1100553	18788
9946	53487	62796	2026435	18651
9768	56524	66144	1030495	18782
10919	55118	64598	923787	19811
9862	54112	63658	1037707	18822
9971	53267	62610	965824	18739
9882	57221	66566	1029127	18661
10009	54630	64304	1051561	19091
9996	54155	63603	1541248	18850
10271	56412	65778	997963	19046
9792	53173	62676	1029809	18714
9846	53233	62641	874445	18648
9680	53342	62804	1012923	18542
10568	57744	67206	884693	19451
9594	54005	63339	1041456	18360
9703	53139	62513	932028	18494
9752	53105	62556	1910974	18632
12869	63028	73321	1174883	22542
9862	54567	63986	1025424	18708
9645	54061	63392	891314	18425
9928	57378	66649	1117982	18628
9962	54721	64212	872425	18871
9700	54384	63704	1113367	18457
9963	53627	62958	2252299	18713
12977	63405	73728	1320255	22673
12993	60708	70905	924702	22560
9777	54402	63959	1033615	18763
9943	56367	65844	886099	18857
9774	53501	63007	1053331	18668
9780	53487	62881	1026080	18594
9811	53058	62452	2349717	18628
12957	63485	73812	1184535	22657
9997	55478	64881	1007931	18838
10105	57207	66769	938712	19087
9700	52998	62524	1037104	18680
9783	53227	62558	912285	18513
9720	52833	62133	975225	18414
9317	55933	65035	2426786	17828
12929	60268	70604	1218466	22649
9757	54533	64047	882493	18705
8490	58522	67451	1111035	17053
11636	59551	69791	885068	21243
10460	58615	69138	1007308	20379
10723	57795	68055	984112	20356
10769	61598	71674	1018334	20192
10743	59025	69308	893027	20383
10493	59002	69441	975375	20273
10927	58002	68205	1011511	20506
10649	62621	72911	1203289	20329
10756	59078	69298	915483	20360
10343	58752	68952	1019758	19910
10524	57369	67409	982965	19934
10520	61995	72065	1029644	19960
10486	58818	68964	1506240	20012
10830	58892	69162	980892	20476
10837	60895	70945	956616	20234
10509	57701	68151	1019724	20305
10553	57498	67531	2237265	19957
13020	63251	73098	1100962	22276
10663	59088	69411	880868	20337
10619	58905	69211	1010504	20289
10723	58009	68055	874868	20133
10510	61422	71455	1155373	19913
10813	59052	69302	907417	20419
10236	58538	68888	1073132	19965
10600	57658	67745	2095363	20056
12946	63462	73581	1253164	22436
13040	60718	70861	898924	22566
10480	58775	69058	1016054	20129
11023	61315	71421	881935	20486
10670	57915	68122	1083472	20246
10643	57368	67664	1024920	20282
10650	57708	67808	1075269	20119
10776	62061	72261	2196927	20309
10806	59274	69551	1016824	20457
10723	75161	85984	892311	20860
10453	57512	67772	963296	20066
10633	57518	67694	1017500	20159
10673	57588	67714	1053436	20173
10690	57198	67145	898551	20006
10576	60901	71124	1043040	20173
10883	59304	69484	1989979	20426
10730	56855	66858	995485	20083
10983	60925	71175	889308	20593
10493	58824	69224	983664	20283
10527	58809	68938	1022398	20039
10680	58102	68268	1006918	20226
10527	61085	71395	893075	20220
10577	58802	68778	1055667	19919
10809	59201	69518	1989479	20503
10676	59152	69305	1009881	20186
10659	57928	68124	892164	20232
10436	57531	67725	985868	20020
10620	57518	67688	980032	20159
10866	61021	70938	1070106	20160
10526	58951	69238	983611	20197
10957	58189	68372	2280528	20486
10763	61982	72418	905831	20559
10633	58828	69068	1048893	20203
10526	58635	68654	894804	19929
10496	58568	68875	1046963	20150
10716	62105	72368	930710	20333
10336	58245	68295	1027344	19769
10833	58865	69031	2212050	20356
10803	61425	71748	1045853	20477
10560	58532	68681	905551	20079
10416	57135	67284	1013707	19909
10463	72131	82904	903414	20569
10620	61192	71438	1092049	20252
10746	59051	69224	896924	20276
10450	59218	69271	1507233	19899
13043	63185	73665	1732397	22896
10863	59205	69315	1053613	20346
10633	58905	69125	890308	20226
11100	62381	72395	1023280	20510
10753	58351	68331	1033767	20090
10654	57729	68195	1045054	20450
10690	57752	67791	1451855	20073
10583	61751	71964	1677475	20190
10673	59005	69068	1052013	20123
10930	57632	67891	923040	20562
10383	61238	71541	893351	20085
10426	58778	69218	1022267	20226
10573	58858	69011	1007881	20112
10629	58038	68264	922440	20249
10380	61808	71888	2438750	19836
13009	60738	70888	1123491	22523
10756	59122	69241	898151	20262
10440	60455	70875	1015947	20234
10693	57802	68122	1030154	20373
10657	57555	67615	984582	20079
10756	57795	67844	991131	20200
10706	62078	72304	1070782	20316
10930	59055	69235	1475198	20470
10413	57455	67668	941493	20010
10457	61482	71592	2097333	19931
10650	59185	69395	1131777	20180
10777	59309	69528	858166	20352
10640	60815	71174	1098885	20356
10497	57592	67658	891978	19933
10380	57532	67872	981529	20086
10703	58352	68508	860276	20208
11070	61811	72141	1045417	20797
10987	59722	69928	2147115	20576
10717	57405	67612	1182580	20300
13063	63918	74148	1099469	22676
10949	59848	70101	1034613	20533
10763	59165	69385	871588	20343
10599	57421	67648	1019290	20176
10433	61442	71672	899071	20056
10470	58522	68752	1626683	20064
12867	60552	70825	1804932	22526
13046	62271	72471	1201735	22646
13163	59822	69981	1134391	22719
10613	57761	67978	910530	20190
11319	63478	73787	907550	21025
10643	60112	70475	999708	20337
10740	58915	69331	877685	20473
10420	57328	68635	968739	21093
10653	57121	67041	885354	19926
10450	60412	70192	981732	19623
10526	58722	68568	2263911	19769
10597	74895	85354	1017161	20449
10583	59692	70118	888951	20379
10466	57541	67768	966092	20063
10696	57255	67311	995921	20102
10773	56959	66898	974229	20075
10863	61458	71628	898931	20393
10499	58935	69101	2154581	20059
10890	58328	68771	1020604	20699
10563	61081	71378	1061406	20203
12933	60712	70871	1166150	22446
12990	61045	71155	1134428	22493
10490	60772	71165	898164	20244
10487	57929	68218	1014848	20146
10629	57738	67971	2227249	20243
12946	63015	72948	1167516	22300
10607	58892	68912	904311	20020
10413	57462	67548	1024494	19872
10566	57665	67978	976575	20249
10660	61978	72078	1013481	20116
10803	59148	69458	900577	20463
10617	58928	69275	2286198	20336
13087	63702	74095	1116688	22847
10870	59365	69522	1040361	20410
10556	59031	69258	881058	20180
10484	57759	67912	1057293	20017
10803	61039	71255	878412	20399
10289	58538	68638	996851	19760
10466	58748	68991	2206393	20096
13067	62565	72925	1063226	22813
10707	57882	67928	937670	20123
10599	57895	68071	1011444	20146
10496	56268	66135	943476	19733
10590	60962	71215	1008668	20186
10730	59802	70008	898048	20296
10496	57381	67864	1368410	20356
10623	61242	71248	1875033	20022
13113	60972	71138	1164597	22649
13979	61878	72091	1041880	23566
10773	61048	71274	1022350	20352
11743	58762	69008	893048	21316
10626	57225	67328	1008948	20076
10539	58081	68288	1419082	20100
10509	61798	72031	1754426	20089
10733	59232	69288	917680	20146
10816	57912	68075	970009	20329
10326	61258	71585	892478	20013
10513	60008	70358	1030800	20250
10810	59002	69208	894591	20396
10513	57345	67475	1018584	20027
11746	63498	73704	2370111	21369
12923	61535	71834	1141957	22603
10803	59265	69254	1083549	20149
11053	61455	71698	1009824	20669
10537	58269	68578	882458	20179
10410	57669	67865	1002705	19950
10640	57748	67868	960112	20104
10656	62238	72364	1022787	20159
10490	58902	69155	884018	20120
10636	57605	67934	1005401	20286
10660	57612	67688	846222	20106
7966	45909	54675	1126564	16399
10613	58632	68711	1019271	20089
10833	59005	69341	1013197	20553
11573	58515	68785	970816	21209
10193	61555	71918	1018197	19959
10710	58805	69052	886505	20310
10659	58875	69051	2260424	20196
13040	63392	73828	1128404	22873
10787	60622	71018	1030027	20566
10526	59408	69524	896351	20016
10610	57561	67731	1074729	20167
10883	62041	72284	2205550	20497
10534	60022	70058	1041881	19966
10603	75051	85934	927933	20785
10433	57155	67385	978842	20036
10486	57678	67815	917334	19989
10526	57515	67698	982415	20056
10779	58051	67991	888684	20096
10617	60878	71181	1044240	20256
10783	59088	69285	2044051	20337
10823	58478	68701	992068	20429
10879	61555	71734	898004	20429
10629	58698	68841	988495	20139
10884	59155	69418	917324	20506
11670	58988	69255	1077096	21267
10556	62018	72344	900137	20256
10356	58392	68685	2299874	20042
12873	60708	70798	934029	22361
10766	59844	70014	984364	20269
10673	57438	67495	888568	20083
10539	57661	67848	1010654	20086
10803	58272	68202	913107	20096
10486	60698	71041	992281	20222
10733	58935	69164	2061624	20310
10587	56995	67162	1045797	20114
10976	61098	71034	892897	20269
10533	58748	68991	1021547	20160
10567	58938	69305	885401	20306
10473	57478	67695	1074976	20043
10579	61628	71978	913200	20307
10376	58968	69335	1027867	20142
10493	58779	68968	2128246	20075
10783	86455	96878	1051077	20586
10773	59322	69558	882348	20392
10337	59548	69822	1016041	19980
10790	57329	68598	966019	21405
10823	60671	70734	1053833	20249
10666	58841	69008	891391	20217
10446	58868	68968	2271198	19930
12883	61502	71638	931110	22403
10533	57782	67885	982865	19973
10433	43245	53378	816833	19909
10450	38239	48179	1014297	19784
10740	61248	71195	904607	20080
10453	58585	68972	1026681	20199
10516	43115	53178	1316272	19962
10836	38726	48752	1729744	20282
10943	61144	71338	900104	20524
10449	58921	69214	965999	20105
11859	44625	54598	811036	21212
10433	43132	52945	975762	19660
10603	57721	67838	865338	20063
10413	42579	52395	955456	19600
10600	38189	47899	2176014	19713
12990	62651	72805	1133971	22517
10716	59068	69221	910323	20253
10853	58202	68442	911158	20443
9903	47322	57572	871458	19510
10263	58748	69118	1028064	20019
10699	58835	68914	1010880	20132
10493	57775	67842	1501404	19899
10573	61751	72018	940109	20203
10560	58915	69368	1018344	20386
10730	58852	68885	902338	20106
10686	58381	68564	1026960	20232
10600	62175	72468	896537	20287
10460	59965	70125	1030321	19959
10543	58845	69012	885845	20066
10550	58451	68325	1852193	19821
10737	61212	71278	891991	20164
10363	58868	69045	1012374	19926
10757	59032	69288	894231	20366
10529	74704	85504	1033276	20646
10657	61159	71098	890058	19979
10466	58942	69178	1017481	20075
10566	58841	68914	887281	19996
10406	57342	67351	1487497	19818
11363	60825	70865	1047520	20742
10600	59295	69488	1000515	20169
10480	58825	69065	857865	20121
10564	61309	71375	1000838	20003
10793	59199	69502	880085	20443
10303	58278	68115	992548	19536
10703	57405	67355	880778	20007
10560	72391	83538	1008084	20944
10620	60305	70208	877028	19919
10356	58418	68244	1777285	19589
10803	59305	69378	950483	20268
10690	62399	72588	989449	20239
10666	59224	69498	890721	20344
10630	59549	69642	971736	20099
10959	58418	68484	904084	20399
10713	61602	71718	1097848	20220
10787	59575	69865	2151695	20429
12927	61072	71278	1115038	22509
10753	61358	71474	899937	20246
10520	58262	68448	1020768	20079
10626	57635	67835	886671	20184
10416	57658	67915	1026134	20042
10733	62221	72491	906507	20383
10480	59515	69861	2238952	20173
10756	57875	68015	968136	20269
10343	60821	71335	1024064	20176
10496	58591	68724	888764	19996
10530	59048	69251	1017917	20116
10470	57869	68018	972502	20009
10510	61618	71708	1038154	19993
10613	58775	69124	2414707	20313
11217	62075	72305	1218902	20813
10867	58202	68098	889948	20139
10503	57801	68098	1008011	20170
10619	57435	67581	877621	20126
10813	61301	71408	1023947	20323
10433	58752	69018	883471	20082
10643	57799	67952	973216	20173
10679	57738	67888	1616110	20176
13073	63405	73658	1252764	22702
10750	60138	70478	897484	20466
10796	59028	69491	1012147	20616
10727	57705	68012	977205	20406
10886	60698	70731	1023877	20306
10656	58678	68814	906844	20166
10453	58605	68914	1014054	20126
10613	57448	67584	1393700	20096
11366	62025	72324	2271391	20999
11383	59411	69488	1125721	20840
13069	64235	74568	1116824	22769
10753	58365	68595	882405	20339
10579	57845	67758	1004081	19826
10593	58518	68861	976395	20302
10503	61375	71628	1026941	20132
10506	59335	69348	936736	19893
10710	58129	68345	2153335	20272
13103	63535	73851	1207445	22800
13033	61698	71932	1146121	22649
12950	60548	70791	1161883	22556
13236	62045	72381	1151027	22962
10653	57855	68118	868165	20269
10486	57645	67894	996024	20076
10570	57485	67548	1539169	19980
10523	62314	72594	1867536	20126
10756	59125	69298	905591	20302
10463	57458	67668	1019724	20037
10583	61795	71718	898888	19906
10507	59722	69968	1010321	20149
10803	58998	69318	871371	20453
10677	57655	67895	897611	20267
10560	61575	71548	1465745	19936
10763	59925	70294	1787525	20496
10793	59225	69321	872401	20249
10586	60741	71194	1024027	20386
10613	58561	68891	887604	20286
10330	57435	67615	1013854	19876
10597	57792	67895	862522	20043
11629	63158	73287	1006841	21149
10543	59702	69961	890428	20199
10616	57615	67404	974388	19779
10647	58292	68098	1061453	19820
26166	79188	89524	2276548	35885
10726	58245	68561	1028447	20396
10773	57302	67595	1079619	20397
10853	61921	72228	997681	20493
10886	59305	69631	999761	20582
10733	57775	67755	869365	20082
10540	57359	67538	909351	20062
10606	61852	71965	1132454	20079
10966	60162	70285	1022467	20440
10540	58965	69191	875645	20126
10503	57535	67905	900241	20217
10509	61585	71451	889431	19759
10643	59265	69101	1097038	19876
10783	58542	68445	890898	20089
10560	57472	67435	2389988	19903
10770	62115	72505	912450	20547
10606	60055	70338	1024760	20283
10796	58908	69175	855642	20446
10250	61169	71678	1020914	20156
10617	59719	69932	886938	20186
10180	58435	68665	1004028	19793
10723	57552	67738	949243	20253
11553	63604	74784	2346489	22133
12940	61252	71568	1042194	22640
10623	58925	69068	1036940	20140
10636	60948	71145	895091	20226
10483	58768	69008	1016800	20063
11677	58452	68605	894151	21180
10520	57225	67288	915910	19917
10393	61415	71518	905197	19900
10407	59895	69848	2282765	19756
10477	57335	67738	929640	20266
