elapsed_after_memcpy_nsec	elapsed_after_msync_nsec	elapsed_after_fsync_nsec
1446544	3090711	5121790
1434047	2978631	5210241
1693097	3025853	5445047
1719956	3123895	5546986
1939236	3098457	5824346
2076812	3110077	5911712
2087000	3245890	5922177
1807761	3035833	5462758
1695662	3043972	5466558
1718816	3137850	5485239
1689472	3054724	5490708
1748073	3034096	5377910
1721158	3002895	5437385
1693772	3004075	5956304
1820400	2843449	5337201
1798234	3045971	5513975
1823359	3041772	5817542
1798817	3049772	5586992
1816337	3168257	5724237
1794557	3041047	5520285
1817034	3053543	5475107
1796883	3140894	5619227
1797548	3068348	5646006
1817191	3082447	5434774
1804246	3115648	5687981
1834219	3060505	5616826
1805509	3062747	5593061
2007369	3214201	5819853
2083676	3134797	5871788
1870427	44352961	46876855
1957978	3260615	6260018
1921299	2759235	6185870
1527977	9793957	13104526
1802843	3168317	5711000
1816696	3034556	5675221
1801349	3120719	5663319
1691143	3057876	5457500
1706111	3101575	5351373
1924082	3117150	5672540
1955321	3068433	5733392
1690296	3032863	5537627
1841829	3152957	5728158
1933819	3076030	5869667
1894621	3037586	5587779
1804589	3052065	5626589
1803805	3080405	5492631
1690754	3027973	5890338
1771657	3081555	5440087
1930713	2852324	5617887
1948030	2997551	5766791
1692754	2730543	5142067
1693361	3138605	5495756
1831233	3080750	5676412
1811285	3167127	5720983
1829576	2996989	5631741
1804514	2797965	5255443
1829751	3092580	5530374
1795514	3141707	5602041
1685037	3013027	5451449
1708536	3036835	5416441
1934936	3160252	5941052
2087843	3137927	5925673
2086193	3158136	5929043
1785856	3073408	5521450
1693041	3047950	5523793
1824839	3057468	5560060
1800029	3080163	5708584
1790291	3060863	5599956
1690532	3041456	5342631
1693356	3027959	5432256
1709031	2922190	5442395
1694052	2820811	5189687
1831651	3259625	5796062
1799940	3061824	5845661
1828296	3096904	5617394
1786732	3135790	5655918
1826839	3051760	5589602
1799565	3063937	5460158
1822000	3144997	5752475
1800771	3053163	5633975
1792440	3075335	5690345
1818163	3150835	5708859
1788954	106955206	109552940
2089552	3160359	6435160
2102426	2901650	6485804
1784066	2752581	6035933
1810680	2787047	6450111
1780703	3200992	5712748
1702047	3112299	5683733
1681095	3159226	5532716
1948658	3101398	5742398
1924036	3143592	5594904
1718313	3010843	5373267
1687904	3101813	5477617
1813048	3030403	5497961
1786237	3123389	5643330
1811272	3288448	5818797
1797988	3154958	5726327
1798652	3062873	5522051
1820588	3197852	5788809
1799992	3067070	5563951
1824039	3139134	5541836
1794137	2893273	5417943
1977532	3209819	5873044
2074822	2824355	5484181
1873200	3143145	5644203
1585369	2996827	5280771
1586380	3097459	5309286
1706749	3155331	5430536
1682787	3171163	5448967
1823482	3147955	5616403
1815528	3144397	5673126
1813785	3052257	5448230
1784640	3205961	5633759
1801211	3051914	5568969
1780198	3140148	5547495
1791766	3169250	5573812
1814271	3131966	5665423
1791849	3056711	5465618
1986759	3274016	5913930
2079320	2831499	5598209
1870164	3123276	5624592
1677276	3075562	5356981
1700351	3096235	5487265
1679693	3019308	5880395
1730783	3216096	5572167
1923251	3251826	5819773
1958471	3152600	5760926
1784497	3081889	5535271
1799091	3199986	5794344
1702067	3016780	5514337
1679465	3131419	5473009
1952958	3176182	5782295
1923996	3141767	5768887
1822860	3091215	5512468
1787720	3193315	5648926
1808783	2767705	5231300
1793854	2870597	5426315
1788366	3168196	5633653
1819294	3173827	5662196
1806303	3055289	5452332
1834388	3981030	6497129
1806028	3100169	5548528
2127117	3200341	6258408
2120901	3186530	5890216
1694867	3152849	5446213
1689462	3023929	5544802
1957409	3191420	5876028
1936590	3191147	5821745
1809251	3107754	5725924
1800323	3064141	5590940
1822891	3209215	5793871
1806197	2967133	5422911
1832473	2878613	5356985
1800906	3140001	5584307
1810085	3080989	5647805
1686775	3024703	5291602
1686881	3220338	5551838
1684229	3017509	5440723
1686479	3128172	5498183
1845593	3171213	5800924
1804305	3136279	5681204
1827731	3112578	5530246
1799365	3195689	5630280
1829822	3081307	5565772
1803677	3139723	5633159
1828540	3131832	5673789
1802326	3161522	5756940
1835048	2892829	5390780
1810145	3009943	5552491
1805214	3065282	5565676
1828502	3116703	5524788
1805428	3145397	5673121
2011289	3195965	5907644
2087793	3201482	5945696
1888896	3128695	5596140
1803925	3436007	5863942
1825853	3126966	5801886
1794215	3056983	5474365
1822810	3197738	5664730
1806608	3091183	5526347
1814729	3116703	5531494
1682455	3108757	5572925
1704207	3156520	5634882
