elapsed_after_memcpy_nsec	elapsed_after_msync_nsec	elapsed_after_fsync_nsec
5510	314287	324747
14106	249673	266582
6710	346623	358310
14360	257349	274499
6424	201360	210361
5530	338183	348690
14349	258336	275508
6356	201851	211054
19162	382509	969035
14713	250657	268853
6433	205731	214781
5726	337820	348523
14263	347523	366749
14223	252320	269439
6726	347247	358946
14310	1385537	1404820
27719	331988	1170770
15019	267049	285552
6973	214154	223807
5840	343573	354433
14250	251043	268149
6750	212187	221504
5670	412695	423341
14356	253569	270705
6324	210984	219874
5327	300788	308988
18909	195901	912410
14619	278046	296138
6870	199931	209411
5714	340753	351414
14283	249083	266256
6740	206387	215637
5593	414868	425438
14623	251506	268909
6477	342850	354303
14370	1428859	1448202
27786	292785	1031381
14703	276328	294468
6943	246430	255913
6133	323154	334250
14226	251766	268845
6854	203027	212451
5527	422081	432584
15373	252633	270812
6620	210121	219621
18602	323971	909164
14667	342970	362630
14310	257279	274426
6470	206117	215101
5600	338317	348893
14647	252589	269969
6680	208928	218144
5533	391142	400168
7533	276435	287451
7570	417191	428281
7563	734302	746838
27702	262923	1005887
14623	252816	270976
6716	225497	234823
5720	327194	337890
14349	349964	369306
14323	257659	274802
6363	347380	358719
14330	253182	270299
6320	221960	231157
19223	322170	907664
14966	344960	364906
14123	253746	270726
6593	211971	221047
5703	334591	345270
14319	253913	270985
6540	208994	218121
5450	410818	421244
14356	301135	320467
14356	307218	326551
14323	296568	314478
20813	237530	1503230
14550	327007	346534
14323	315324	334624
14323	254459	271636
6479	256563	265739
5473	259886	267936
5380	350219	359079
8003	1056503	1068016
20597	293771	870652
7920	322807	335677
14136	346267	365366
14212	269533	286531
7053	208597	218193
5590	334650	345216
14313	252003	269159
6443	205441	214327
5530	422431	432938
14337	253266	270629
20006	189994	921280
14623	664991	684587
14263	1072096	1091379
14239	294315	312034
8527	226240	237340
5947	341327	352250
14356	258609	275752
6336	218031	227360
19386	427765	1153204
14776	258469	276765
6604	215257	224364
5700	344807	355526
14270	341277	360540
14303	254009	271186
6286	204008	212891
5610	330117	340704
14320	247673	264756
6380	205724	214687
5643	359113	367576
19033	196951	765692
6476	317488	328897
14236	262106	279215
7173	1498157	1510333
14526	289282	307214
8340	229137	240014
5557	336990	366123
27103	251759	978609
14622	247843	265925
6470	418388	429835
14360	247406	264576
6506	226224	235350
5514	322944	333434
14310	330324	349637
14256	251659	268739
6453	212020	221010
5627	311321	320431
7550	212070	222137
5360	291225	299329
19399	334707	928723
14710	257079	275369
6486	209461	218490
5687	368783	379463
14366	768585	787944
14383	1074679	1094055
14517	310951	330414
27696	256306	842539
14623	348706	368262
14223	252240	269346
6826	226171	235507
5533	430485	440994
14350	252156	269306
6404	226533	235474
5643	426848	437468
14347	251309	268443
6437	214010	223047
6089	300388	309374
19026	202754	923910
14623	254420	272573
6627	218487	227764
5670	293228	301402
5427	218320	226234
5346	334547	344870
14320	790247	809544
14383	1022080	1041410
27669	326431	985942
14783	256670	274969
6353	356007	367333
14233	250733	267702
6786	207301	216620
5533	328957	339467
14292	347567	366852
14600	257729	275176
6363	345117	356456
14340	267229	284449
19656	192705	782904
14593	259659	277789
6726	341834	353506
14193	252316	269302
6703	206981	216254
5466	336700	347143
14342	246350	263585
6426	212968	221964
5396	839313	849686
14353	1067719	1087045
27779	339094	943729
14796	257223	275509
6440	365966	377383
14423	254886	272129
6794	213890	223311
5853	332091	342920
14346	257473	274622
6463	427698	439138
14352	313701	331110
20020	212180	776578
8033	314124	327144
14226	249430	266479
6453	361753	373183
14353	255613	272746
6353	209644	218587
5353	334274	344603
14317	252902	270009
6410	210987	219894
5430	821740	832149
27356	1101118	1819858
15273	318801	339050
14330	255542	272712
6296	347597	358869
14359	246380	263526
6460	227037	236057
5437	317157	327588
14326	245096	262305
6366	227490	236660
18773	496122	1066496
14896	264329	282185
6344	207697	216628
5579	297785	305857
5454	312571	320555
5319	215877	223690
5420	301104	309038
5317	205680	213501
5293	314138	321934
5740	210418	218604
5617	803047	813640
27506	1059263	1823241
14940	310271	330187
14316	305875	325168
14336	343484	362813
14337	255712	272856
6366	210357	219360
5440	302378	310558
19306	197571	931307
14623	273059	291132
6866	261690	271862
7890	314277	327154
14176	251993	269012
6506	207994	217070
5537	360599	368793
