initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
11340	86055	1008105
10236	143929	1027544
9966	143463	998122
8224	101444	899188
7486	107637	874665
10867	105414	1095146
11126	107814	1021814
7150	101937	2182755
11273	147979	996042
10983	101017	1004241
7144	106901	898822
7067	68715	954336
11050	114947	933357
10656	102070	1108175
6967	104727	895535
8060	103380	987899
10966	109570	933974
7639	99560	993811
5703	113940	900741
5830	105841	965540
11256	112287	923823
10813	99700	990148
11047	109960	1069120
11019	118333	2118303
11883	109004	935504
10806	101324	958939
11203	135683	934757
10929	104290	960746
11186	109007	926147
10843	100870	976032
10923	112443	918250
11213	102737	963723
10056	105140	932193
9939	100307	957272
11169	115200	975655
10766	104447	960989
11216	113033	917484
11023	101314	960450
11026	109660	2291668
11413	115180	1053387
11130	115173	999072
11347	106827	1009525
11490	117473	936603
10873	105550	1003355
11090	113651	944334
7253	98257	2132523
6620	108223	935977
10926	102201	973889
10926	119220	913224
11117	102751	944497
10053	111287	916317
9810	99074	947094
11386	114923	995562
10740	103747	998408
11103	109870	915004
11136	103484	1023387
11006	112673	995688
11379	109267	1000658
11116	113863	924500
10806	100224	983149
10873	111137	995336
11297	107224	1009562
10930	105234	2230664
11146	98274	1033267
11133	113463	933820
10710	94994	987092
10793	109287	924047
7373	98430	1010647
11350	117517	926177
10026	102864	1431239
10743	122547	1693249
10836	108070	1008475
10023	111520	930577
6436	98810	912864
5900	107717	945867
11260	108877	1010808
10980	108924	936740
10613	99220	2128886
11453	160872	1024561
10919	103533	988502
11070	115017	914738
10563	104740	991702
11243	117743	924944
10873	106477	981438
10897	112754	2104811
12460	117720	1052100
10943	116363	948340
11089	102467	987168
10126	111887	987412
10380	99384	985829
10367	107887	917304
10840	101334	1000538
11076	111117	2178405
11556	144059	1141271
11093	111560	942023
10883	103547	910194
6453	109807	894844
6950	96161	895715
5903	102980	889394
6054	96134	2108377
11176	148126	1130544
11193	105967	1106869
10943	113300	954536
11070	106567	1017455
10933	104200	912991
10789	101817	936316
7016	107750	1431159
11310	116087	1680196
11126	118606	929727
9929	99770	1083069
10093	152896	1082089
11413	116854	1044647
11146	152166	1036654
11170	131370	1594148
11233	148679	1542646
10863	105361	1014035
10413	116903	1061220
10979	105300	994648
10093	110070	920750
9646	98004	982565
10623	84228	894195
10940	105894	2162002
11210	115883	942287
11239	108977	1010228
11106	110367	1066693
11083	105391	989476
11203	114280	917864
7216	102004	987192
11183	109267	2166495
10913	109943	952299
7656	79381	855892
10846	104557	989735
10823	113770	973233
7204	94034	945800
11020	115027	929494
9843	104617	1078652
10366	115330	1887509
11350	112730	1020228
11443	120980	925254
10926	103073	979329
11113	107754	951310
10993	97694	971469
11426	109587	900018
10680	97507	2014373
10873	112416	934646
10886	100047	967619
11066	108354	906914
9930	99158	945064
10970	115170	1020474
10637	107017	954543
11219	116023	906377
10960	102320	2163462
10766	115890	934113
10993	105481	1004592
10996	110243	919740
10619	98087	1029417
11273	118646	950159
10743	100583	988332
10937	110574	1420613
10763	130417	1619324
11296	112520	931780
10616	95111	979822
10076	108773	1013374
10337	102841	1018708
10040	114287	956603
9873	98480	999335
11126	110240	2232520
11473	103467	989201
10057	115704	922257
9870	98438	997329
10616	117567	919014
10786	99014	1035200
11177	106897	932397
11126	97807	2171238
11289	116773	945186
11030	106757	1000265
11193	116383	904878
11097	104694	970806
10956	114543	919697
10730	99007	1014251
6733	108194	1024984
11190	105711	2040079
11126	149526	975862
10026	99840	1023901
10363	112394	935857
9860	100517	995675
10980	116357	927250
10986	105060	1082252
11567	113890	2173268
11094	107097	1013108
10950	113107	946493
10580	99517	975226
11170	104567	916814
10807	101634	923017
6943	103104	1056230
11310	108187	1569696
11116	163312	1052714
9637	105481	927581
10356	90364	922534
10870	99487	960296
11266	149626	1009908
11226	111177	961413
10853	149906	1893170
10870	115700	1098612
11210	112947	945253
10760	108180	991938
10883	114270	935147
7127	92018	905241
6097	103414	882318
5520	95714	965913
10750	109984	915104
10820	94681	2297728
11266	146959	1214668
11440	115500	1053680
11209	112360	920323
9917	101127	920134
10433	84077	894871
10900	99904	999338
11143	111664	2111600
10993	113620	1121978
11180	116227	939263
11143	101310	998271
11036	108610	929113
10796	105880	992355
11173	116016	926963
10553	103847	1454902
10883	107907	1666120
11400	105100	1016761
10946	111130	909404
10780	101084	908315
7524	81398	866449
9866	104667	976189
11083	113030	914464
11006	104837	2192554
11227	157366	1157171
10960	106250	1019231
10036	110783	929643
11176	109376	994635
11096	117010	921837
10950	102824	976909
11160	112700	2136610
11386	116247	1140878
11233	106314	946060
10836	100871	927357
10346	114330	916883
10553	105857	1004262
11100	109584	913167
10869	104223	965032
10693	118987	1978684
11206	102577	1001292
10096	114860	959816
10036	102127	982349
10063	113540	913787
10926	99527	974355
11063	109720	903881
11180	96381	2103594
11173	145176	1096722
9479	103533	981642
10830	150390	1138708
11140	140023	1021117
11073	112557	927741
7540	99111	895608
8353	108154	1028504
11166	101267	1929811
6963	108197	912961
6454	111237	989336
11467	118783	945113
9886	102064	992722
10059	108136	918403
11043	96921	994655
11360	109807	2162642
11003	111547	1072676
10713	85221	900611
11063	106540	1097182
11016	115567	938627
10949	99874	974202
10839	117826	926343
11026	104097	1446559
11073	112443	1621417
11000	110704	1015071
10953	112014	937650
10710	96297	1132748
11103	110710	998548
10353	74545	973666
10903	110790	933960
10763	99504	2103790
10180	155592	1037187
10797	106201	992835
10933	120500	937903
10777	99197	962113
10277	85278	899818
9890	105007	1001022
11107	116347	2098574
10847	113587	1005125
11327	110244	918378
10913	104407	984092
11079	115350	1028997
10466	74561	998538
11103	110910	916500
10926	107307	1079216
11073	108097	1885657
11443	108411	1007049
10869	114360	919750
10610	103694	940357
6733	123380	1045937
11296	103194	990625
10033	112067	918920
9913	101243	2155935
11199	150972	1139244
11073	100027	991382
10063	113923	923090
10400	73085	963520
11040	122710	952997
10736	105734	990805
11206	112627	1409363
11563	106597	1675399
11093	109227	933723
10993	101160	949126
10907	124633	943290
10707	103677	997175
10853	113506	953636
10659	101570	989422
10893	144922	2202081
11236	102540	1011048
10864	113664	923404
11273	73998	954753
10999	112067	914304
9880	100074	987422
11063	114773	955606
10986	112063	2153525
11239	161892	1068293
11050	101904	930177
11270	116920	920617
11076	105717	988988
11257	113277	925851
10996	100383	994158
28200	99941	932881
11033	102401	2045029
10853	113090	920447
10590	122033	1000622
11096	117053	1033947
11203	99451	970269
10986	112546	916963
9740	101391	969326
10383	112924	1535263
10947	102187	1023441
10913	111116	993868
11193	108770	997058
10937	119140	925811
10713	97957	986568
11166	112360	904138
7249	105927	978102
10107	110717	2053042
11023	116120	965786
11003	114334	927880
10863	101590	998338
10970	113747	927800
10893	99723	925413
10460	83918	894851
10663	105750	999382
10886	114730	907964
10926	105164	1078309
10909	118166	925660
11139	103000	1003541
10150	115307	983142
9963	98214	1131422
11513	84751	904928
10153	104821	1643517
10980	155179	987829
10626	102247	1073436
11383	119116	932537
10887	104427	1043671
11043	112177	927300
10950	94894	1044217
11183	113653	932550
10630	102864	983639
10983	111967	923794
9984	102864	1069707
10323	121853	966209
10040	103920	1003008
11117	112984	922141
10849	99423	1068653
10767	116250	928077
10963	105400	1581818
11016	151242	1183913
11323	116560	1038661
11140	116444	1011515
11137	104671	1013118
11040	113417	1001849
11193	106870	1027364
10973	116597	937117
10863	101257	1585302
11010	124943	972615
11146	98210	1013987
11080	109677	1063750
11389	98914	1011131
10879	84191	921510
10739	99260	1060893
11113	160903	1130515
11073	110270	1640314
11209	160828	1091015
10957	99371	1024778
11017	111527	958290
11003	120787	1041757
11400	116100	934337
9813	102544	2199258
11969	96464	1099749
10926	110327	1023454
10989	115840	924260
9970	105660	1081106
10970	116544	943597
9833	102897	1026954
10443	120557	1171140
11163	101161	1500221
11259	151205	1127571
11230	100341	1018284
11309	108926	939976
10500	73098	2217757
11100	162099	1165337
11050	115344	1121282
11437	153592	978642
10950	104387	1024138
11173	112613	917764
11063	99877	1073079
11497	118320	944407
10969	105267	2317067
11146	106270	1049100
11449	97414	1025407
11223	111740	914397
10897	101481	1025075
11200	124176	949983
11053	101861	1039154
11340	109100	1447589
11176	103214	1736907
11416	108410	932220
10599	97437	981122
10956	113700	930947
26143	86188	989126
11316	117710	943710
10569	97454	977645
11140	114930	904234
6517	91248	940353
10753	108003	1191466
11109	99483	1416916
10847	110217	1596378
11453	103603	999418
11067	110901	913644
10946	104067	982042
11136	132909	941873
11106	105087	1111425
11166	111373	1149177
11166	110093	2013112
11413	111533	939716
10989	95414	988555
11190	111457	928491
7693	70244	939086
11086	115246	925770
10827	104374	1085006
11176	110380	2146795
11300	116340	1083746
11160	112417	924400
10587	103724	919447
10810	116920	914778
10009	107353	992425
10029	111793	926323
10696	103073	1067366
10623	83815	2025523
11023	115040	1095205
11126	162108	1040787
10557	109267	993095
11176	110720	925747
10989	99360	973609
11096	112890	1045497
10876	74508	1527893
11203	113964	927861
9857	107214	1008885
10136	109680	997248
10346	106024	1007221
11090	107804	931257
10946	102600	987475
11126	112010	1755807
11183	110623	1119948
11057	144126	960450
10803	102651	1018581
11219	119063	923403
10863	103857	998751
10926	112306	909884
7003	100444	892832
6487	88264	1001738
11180	99874	2014106
11230	114254	925077
10439	107440	993568
11027	116234	926117
11046	101124	988819
11156	109894	914277
10420	72972	958323
10943	113323	2118636
10880	115177	1060743
11533	152879	987676
10533	100220	984839
11003	115736	923647
10820	102364	919748
10513	86387	901264
9757	104581	985462
11283	114120	2001737
11263	105723	1025004
11323	115400	918770
10909	102250	974475
11080	113847	918984
10663	101430	975269
11333	114087	916828
10739	99377	2072578
7227	104990	1079726
11176	106030	1020128
10816	112057	937387
7093	99727	973959
11074	112351	937270
10073	102530	976802
10189	110216	914520
7364	103284	2145729
10836	114947	1144247
11349	98860	999328
6587	105807	891635
10749	119569	1019101
11417	114394	930957
10940	101540	998052
11123	109774	2126603
11533	99914	1003035
11100	114430	945970
10847	95148	1000895
29736	102564	923587
10553	97524	971443
10853	111500	912537
10543	96510	1065046
10853	126460	2029743
11166	107547	1026941
11083	108567	946380
9926	119560	1006858
10283	118257	927721
9890	103014	980296
10983	113910	920414
10846	100557	2204084
11406	110840	997178
10870	95071	996095
10689	89277	924227
11003	100764	988325
11106	121460	918854
10790	102114	938757
6843	103147	2032038
11189	107523	1029007
10860	115407	927420
10827	97898	964123
11250	110624	951790
10113	101914	978826
10003	142259	1158904
11166	129646	1131384
11204	112887	1915800
10973	100311	997035
9983	126590	941723
10040	105094	1085576
11020	114533	926117
10863	97034	977305
11103	131003	946876
11386	104854	2183188
10879	150805	1111608
11473	107894	1017284
10946	106340	925654
11043	94957	1010635
11183	108164	907038
10483	72894	967799
11140	110720	2164319
10867	110437	1059070
11289	151542	1138640
11267	116024	998962
11040	115334	1057977
10603	101780	999198
10693	113270	919080
10593	104591	2086811
10910	148709	1059643
11176	101347	1000738
11093	112710	930100
10633	100153	987792
10787	109624	1034208
11250	108267	993142
10947	112950	1041177
11020	105077	1947861
11540	117493	932360
9956	96717	990308
10136	111733	923797
10850	101311	1028471
10599	113467	965196
10770	106881	988542
11019	114200	2177438
11316	109157	1039447
11103	114360	928000
10900	104247	1008741
11123	113043	906401
11043	100983	1091772
11289	110183	928450
10697	95271	1437869
10804	89388	1612865
11193	100054	984886
11063	109263	914204
10769	102187	1039047
11186	112857	931250
11033	99904	1090696
10933	109460	911927
10063	104947	2192991
11460	114961	1040534
11293	98510	991181
9990	111600	917674
6570	102601	922251
6383	111037	888848
5856	97977	1025510
11030	116004	2128480
11060	105581	1031381
11093	111147	924297
10926	105464	981435
11296	117600	925890
10703	103733	979568
10719	114706	1024687
7029	99217	1067239
11129	114483	2011479
10890	115450	1037790
10830	118874	955453
11190	104641	975166
11113	112834	927054
10006	102617	932533
6029	107197	1051243
10590	107977	2255279
11107	148793	1057374
10910	106577	993405
10363	106734	914348
9969	99767	960036
11087	114420	912698
10700	99274	966150
11379	112507	1553226
10796	96567	996332
11080	110124	914337
10473	88664	957713
11193	114650	924303
10963	104184	963926
11246	109913	934593
10583	74431	933924
11203	114276	1784122
10953	102757	972542
10920	112110	898191
10203	105237	964736
10150	114787	934847
10990	101380	907471
