elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
7718	40700	46197	884569	12813
7546	34751	40482	904784	12929
5779	34074	39883	2059941	11230
7520	34803	40620	1035269	12972
7474	34369	40193	794714	12935
7400	35538	41338	998865	12830
7525	34804	40629	841914	12988
7500	34294	40145	970616	12988
7556	34428	40392	923282	13157
4272	31075	35635	1017061	8647
7543	35332	41094	867505	12956
8156	34725	40475	2051390	13558
10137	44866	52398	904563	17200
7426	35439	41349	1016641	12968
7533	34353	40214	832481	13051
7530	34323	40047	956923	12891
7537	34340	40172	917109	13011
7451	36317	42282	1018981	13028
7457	34906	40818	851781	13005
7471	34178	39887	1051425	12816
7516	34191	39839	1950760	12821
7453	36432	42443	1020893	13097
7466	34860	40863	842907	13087
7427	34744	40639	902132	12956
7321	36079	41979	998067	12874
10012	45534	53491	1097239	17482
9757	45459	53158	945682	16981
7432	34437	40384	979522	13001
7375	35902	41694	2274803	12824
10475	49309	57706	1123533	18352
7495	34757	40530	841111	12897
7434	36094	42120	961603	13087
7484	34780	40575	827440	12920
7463	34441	40287	959201	12964
7451	34227	40018	941051	12899
7354	54919	62729	1143138	14743
9827	64941	73301	2023658	17656
7482	34507	40422	900847	13022
7274	36449	42477	910908	12918
7459	35024	41044	972364	13106
7466	34799	40744	843932	13038
7514	34391	40349	958879	13099
7489	34342	40037	953075	12827
7424	36008	41991	1036479	13024
7432	34808	40707	2042639	12960
9784	60995	69350	1129292	17631
10023	60869	69269	883535	17905
7440	34869	40850	951980	13044
7487	34692	40686	855998	13110
7486	34527	40462	953792	13057
7444	36422	42496	844004	13136
7449	34647	40454	982826	12885
7461	34871	40677	2099188	12894
9765	63052	71475	1182261	17638
9929	46401	54265	1002206	17306
7535	35169	41058	1029778	13053
7434	34467	40473	977776	13068
7523	36099	42084	989325	13129
7452	34811	40736	857075	13003
7474	34831	40759	2194684	13029
10032	47521	55391	928958	17420
7487	34260	40123	982337	12992
7478	34374	40161	834081	12922
7505	34319	40207	981803	13034
7419	43976	49957	872663	13012
7499	36130	42119	960161	13115
7459	34207	40037	973536	12916
7508	34618	40374	2028462	12929
7457	36380	42420	976976	13113
7466	34928	40926	1021209	13085
7449	34847	40730	790577	12953
6228	34966	40764	962656	11650
7448	34645	40493	841746	12941
7567	34983	40890	1021732	13095
7458	34441	40400	2132971	13035
20069	58067	65902	1092551	27424
7461	35020	40992	989806	13069
7495	35104	41091	916502	13102
8080	36709	42721	837105	13720
7514	34776	40597	960649	12973
7539	34519	40245	925943	12902
7527	34509	40370	972419	13026
7529	33633	39279	2275327	12832
7503	55617	63592	1132144	15014
7427	34939	40902	847445	13011
7486	36077	42077	983991	13114
7537	34407	40191	833498	12963
7518	34538	40332	937424	12954
10108	45142	52702	976809	17195
7516	33944	39736	1085807	12949
7450	55904	63777	1010556	14852
7495	55051	62789	1049377	14773
7405	53272	60994	2526366	14686
9890	61539	69948	1134760	17781
7541	34945	40913	838350	13132
7461	35203	41165	963521	13043
7496	36118	42073	840528	13064
7484	35094	41039	959209	13065
7490	34422	40258	970009	12961
7484	34302	40222	933317	13042
7232	35953	42488	2085906	13426
9980	60009	68190	1157889	17626
7407	34420	40231	838426	12854
7459	36212	42136	979044	13019
7463	35472	41485	837904	13098
7450	35039	40936	971921	12969
7455	34604	40488	941664	12962
7548	36936	42882	964677	13123
7446	35258	41283	1361884	13092
7445	34896	40835	1827103	13022
