elapsed_after_memcpy_nsec	elapsed_after_msync_nsec	elapsed_after_fsync_nsec
543672	1099335	2224590
528464	985582	1518423
540301	995545	2252425
521431	1063644	1589069
498525	999817	2611693
488023	1042196	1534244
496503	1182906	2416882
486474	1058147	1548681
500220	984470	2235741
523315	936000	1463628
537137	1188316	2378661
526835	1007768	1538926
537498	1032690	2147492
523012	1013771	1541089
538861	982662	2248702
452239	987224	1443166
466529	1048890	2181324
453430	1320089	1790779
467892	1076278	2271743
458152	950651	1413133
540212	966812	2340133
525031	875912	1405293
539544	968686	2217316
526171	968856	1499377
539708	1014678	2306364
525778	1012416	1542119
498680	981169	2192940
490460	971573	1480320
513700	1045987	2242566
487743	1593943	2085666
498728	1068856	2315499
485214	974676	1464313
540381	957692	2185150
521378	1990360	2516067
537618	1005897	2128099
524005	980066	1508414
536031	1027577	2144938
523425	1895192	2436489
497074	998655	2326245
502611	987469	2069317
486729	948676	1453133
521530	1807746	3163958
485543	977486	1466722
530568	970342	2218356
522665	1025851	1552886
541098	1568595	2812259
524395	970966	1499687
538988	973142	2194977
521252	1006523	1531255
488971	1877158	3124209
522277	1048221	2295306
488706	981841	1474575
524031	913144	2696392
488369	999093	1491779
535731	969622	2069754
523575	966382	1494270
565437	1026904	2668177
521918	998622	1524876
534441	972692	2207300
518221	911073	1433485
516114	987328	2181476
481723	1227465	1712508
505368	1056450	2286965
485046	954384	1458007
521108	955062	2287703
480538	972098	1456101
537383	1008504	2282786
520252	971365	1495931
557074	1017624	2302664
517945	957116	1479374
520718	1542372	2067404
529165	988421	2355796
514048	964292	2034895
483315	970276	1471255
521705	1887068	3153997
485769	1010710	1500454
496068	947476	2269520
521835	979655	1505760
538141	972946	2339703
525405	956075	1485794
533654	1050753	2708615
522358	963476	1490147
539298	952746	2257262
520018	921467	1445898
534268	987009	2721709
521268	992592	1518219
535145	1038357	2163565
520309	997233	1521519
497997	981152	2253783
486786	1095220	1585364
485789	1004726	2236047
484866	990454	1479295
495906	1037970	2259247
482741	964403	1451216
496289	1003348	2229176
