elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
6771	138409	144481	1595818	12445
7937	114894	121465	1349946	14076
8531	106156	111886	2493636	13913
7788	177359	187185	1431298	17081
7893	104372	110080	1223201	13260
8373	119076	126589	1403152	15456
10047	174302	203211	1259199	37848
10252	119679	127134	1164331	17236
10212	106776	114434	1303444	17346
13466	186057	195502	1311684	22310
10349	121009	128724	1280205	17545
10267	160326	187670	1274691	36512
13649	190720	200354	1506662	22637
10178	161231	168088	1481159	16560
12328	170260	186683	1304551	27603
11477	144165	153750	1365875	20377
12071	142767	152298	2409496	20999
12114	156692	167135	1328310	21799
12305	177317	187234	1363503	21491
12188	143179	152761	1202314	21122
12026	209509	219711	1357634	21569
13127	158026	168466	1196259	22870
13282	167063	174115	1297039	19801
13276	214670	225560	1321325	23466
13133	162079	172539	1271667	22886
13493	156579	177759	1214452	34003
13273	175314	199438	1310379	36923
12966	155955	166392	2151955	22666
12933	163472	173998	1303969	22763
13183	178918	189324	1336535	22903
13346	179418	189751	1458238	23036
13483	167386	177932	1404330	23322
13367	233847	251816	1438492	30103
13093	159800	166678	1192289	19469
12936	171326	178383	1490470	19525
13160	239003	256790	1313199	29706
13123	169151	176136	1293050	19594
13100	157162	167572	1232228	22850
13106	181212	191688	1763003	22919
13143	154392	164732	1847387	22816
13236	192565	203041	1445325	22979
13203	178135	188572	1479011	22979
13183	186288	196758	1570202	22959
13189	175018	198957	1973313	36645
14286	186101	196731	1625327	24199
13116	188747	199067	2426696	22699
13356	178261	188524	1570225	22982
13266	186634	196661	1359864	22677
13190	183135	193431	1443579	22792
13283	184735	195305	1325739	23159
13160	194621	205317	1950474	23146
13180	179698	190291	1996102	23079
12899	241173	258999	1583507	29489
13183	181272	191322	1453025	22606
13650	190115	200704	1422863	23525
13137	179305	200337	1314989	33481
13267	187318	197928	1368499	23163
12243	199319	206323	1362969	18701
13240	184918	195211	1476014	22832
13163	187785	198271	1394614	22982
13210	197795	208444	1910885	23095
13353	181629	192238	1471531	23259
26371	247576	265849	1503260	43414
14603	198388	209024	1349331	24569
13340	159079	169495	1297576	23042
12736	158262	168395	1223504	22213
13103	156093	166576	1351888	22902
13003	187811	205687	1228461	29665
13060	158609	168866	1304710	22617
13276	168274	175132	1213091	19630
13023	167713	174655	1375104	19424
13006	164125	174138	1197752	22419
13020	151982	162362	1744310	22742
13296	151789	162285	2193856	23153
13643	197615	215511	1307343	30309
12963	169582	176446	1213005	19326
13053	158305	168672	1391330	22783
13196	182368	193021	1340761	23059
13240	179448	190018	1418696	23117
13196	193295	203391	1386437	22612
13363	213521	231527	1487564	30128
13223	221177	239099	1385836	29909
13313	182401	193054	1499750	23233
13147	184568	195095	2580390	22984
13162	185441	195624	1482270	22698
14393	180321	190498	1347888	23956
13493	184815	195238	1389973	23243
13260	184901	195424	1435422	23020
14386	187155	197758	1905005	24239
13216	180498	190935	1360514	22913
13366	188041	198251	1889622	22940
14313	190878	201371	1740816	24130
13150	180661	190661	1517686	22510
13233	186028	196657	1423372	23119
12740	179852	190181	1434532	22340
13323	194654	205300	1350334	23296
13232	192341	202617	1425079	22822
13389	192784	203454	2533953	23299
13242	185854	196017	1529542	22765
13286	186387	196364	1330584	22636
13313	178605	189142	1427036	23160
13396	184188	194568	1281923	23070
13240	191262	201628	1518977	22896
13203	191191	201791	1353314	23153
13336	180362	190868	1839504	23173
14276	183001	193607	1370347	24146
13436	184608	195011	1330098	23166
12910	185238	195295	1357235	22274
13452	187517	197967	1421152	23202
13403	179155	189552	1322559	23126
13486	186485	196884	2042815	23189
13406	217554	235460	1572128	30076
13257	181815	192148	1425489	22889
13206	184774	195127	1324501	22906
13279	179338	189898	1408849	23176
13050	192438	202598	2005143	22530
13236	219390	237230	1639856	29832
13316	233246	251109	2563926	29919
13163	243653	261559	1535033	29836
13669	188201	198331	1489453	23149
14297	188692	199045	1532166	23980
13230	179465	189968	1339385	23013
13287	180305	190852	1483841	23101
13270	192355	203028	1493987	23236
13199	179425	189988	2568849	23033
13140	188462	198468	1523237	22466
13116	182628	192791	1404279	22636
14233	187368	198011	1246071	24146
13220	153553	163809	1285543	22803
13206	152812	163132	1244514	22906
13080	203131	213614	1340468	22792
13237	167459	174475	1403643	19731
13127	159592	169952	1333152	22793
