elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
13300	71138	81074	1115211	22593
7413	53381	61515	900590	15200
13130	61965	72171	1040333	22726
13063	59992	70101	947426	22589
13057	59968	70065	994948	22540
7367	53679	61788	2253419	15160
13209	61275	71568	1210338	22870
13102	59771	70001	897900	22719
12879	62495	72804	1085225	22542
13103	59995	70108	957436	22603
13133	60535	70735	1081842	22726
13103	59985	69965	870275	22500
7146	57161	66051	1092535	15703
12956	61478	71848	2230596	22695
13007	59565	69702	1157097	22544
13027	63375	73882	1152960	22887
13037	61165	71638	1082379	22866
13010	61042	71401	941490	22730
13133	59858	70024	1086162	22692
13070	63101	73331	1026517	22653
12996	60938	71378	2262468	22769
13013	63728	74081	1030100	22729
13070	60162	70511	1078149	22783
13066	59935	70284	928966	22806
12986	59928	70118	981378	22563
12789	63564	73938	958519	22550
12959	61735	72098	1088208	22709
13026	61362	71651	1650496	22699
13136	58958	68891	1119317	22426
13057	63158	73645	1095402	22893
13096	61468	71718	1095119	22702
12970	61162	71578	890774	22776
12746	63908	74128	1077022	22353
13090	61135	71402	942890	22709
13070	61415	71701	1080822	22729
13116	60331	70761	2235535	22936
13097	63788	74291	1166197	22973
13036	61735	72091	965855	22743
13040	61245	71725	1093445	22864
13086	62888	73188	970265	22775
13043	60521	70814	1063566	22716
13119	60531	70734	2247375	22702
13146	64218	74604	1116998	22895
13106	62105	72561	994241	22923
13033	61231	71464	998404	22619
12833	63522	73838	954693	22515
13023	61872	72078	1094332	22582
13023	61125	71375	959909	22637
13066	59978	70171	2243768	22623
13159	63455	73821	988061	22879
12983	61951	72171	1098645	22563
13080	61475	71658	971555	22613
13060	63115	73541	1077572	22903
13180	60129	70245	1115701	22666
13023	59635	69822	1084119	22603
13136	59901	70314	2423610	22939
12973	62698	72932	1189363	22559
14170	61928	72325	1254771	23927
13069	62401	72714	1132500	22756
13157	59962	70342	951643	22930
13079	59731	69954	1074512	22692
13010	59695	69938	954843	22650
13086	63501	73798	1122954	22746
13006	60961	71228	973395	22656
13080	59935	70138	2321613	22645
13113	63602	73955	1063663	22826
12990	60942	71261	1067583	22673
13073	61355	71635	936003	22687
12976	63158	73398	1082332	22590
13136	60425	70608	971782	22712
13106	59665	69831	1067733	22662
13113	60082	70298	906764	22726
12773	64212	74348	1109298	22300
13013	61922	72205	1058943	22640
13033	59998	70348	1078252	22749
13033	59942	70171	948646	22649
13029	64228	74497	2289120	22695
12930	61055	71272	1083846	22540
13116	61552	71941	1075036	22899
13046	63244	73594	962822	22759
13076	61345	71498	1155817	22593
13077	61018	71382	976902	22807
12920	74635	85181	1055353	22825
12997	61829	72192	2161658	22740
13260	59532	69628	1036534	22750
12776	64105	74298	960746	22326
13070	61122	71441	1063839	22746
13043	60971	71261	1069382	22696
13029	59675	69968	1095925	22709
13033	64394	74761	969292	22760
13016	61818	72271	2231882	22822
13139	60661	71041	1060756	22896
13067	63465	73748	1089512	22696
13083	61115	71445	959803	22782
13080	61328	71565	1090355	22670
13080	59568	69408	1041633	22280
13047	63132	73345	1554212	22620
13116	61771	72128	1645556	22866
13393	66054	76461	1102095	23157
12986	60471	70688	971608	22566
13157	59902	70182	1081119	22824
13119	59925	70194	906784	22779
12933	63642	73858	1172173	22489
13063	62488	72868	1512777	22779
14209	62141	72541	1188012	24009
13206	65371	75627	973448	22822
12930	61285	71565	1100459	22559
13079	61434	71781	941572	22789
14130	62309	72662	1009561	23843
12763	64958	75308	962842	22473
13166	61841	72231	2990151	22903
12797	65045	75221	1090922	22356
13077	60782	71045	1090726	22727
13086	59495	69704	958489	22692
13163	60125	70341	997048	22772
12793	63755	73932	965219	22350
13083	61995	72355	1087959	22803
12966	61245	71575	1596917	22676
13000	59385	69395	1114855	22370
13003	63038	73331	954543	22646
13119	61351	71804	1092225	22935
12950	60949	71222	972466	22610
13066	74801	85311	1078549	22962
13073	61695	71802	957943	22553
13126	60058	70254	1043793	22726
13069	60081	70318	1615973	22720
12873	62425	72678	1051546	22507
12859	47035	56881	898537	22115
12907	47349	57272	1006208	22230
12949	42515	52658	1006124	22489
12983	62298	72501	1076006	22532
12843	60029	70352	1019208	22523
12903	60295	70422	2235809	22382
13076	62592	72761	1122524	22615
13050	60519	70652	1103545	22577
13110	59658	69831	878358	22683
12827	63512	73715	1048847	22407
13013	47282	57118	921333	22273
13130	61272	71665	1083042	22900
13053	60175	70458	2231142	22720
13170	63368	73321	1203629	22479
13092	60454	70661	970535	22695
13066	60811	71041	1079975	22682
13080	63992	74362	967959	22840
12923	61652	71961	1089409	22619
13063	60938	71218	954596	22709
13123	60002	70115	2314594	22623
13053	63658	74064	1109098	22826
12903	61765	72018	1030360	22510
12993	64251	74498	972139	22627
13170	60892	71111	1088199	22786
13223	60031	70294	954186	22882
13183	59855	69912	981949	22633
12726	63478	73591	2306287	22206
13073	61318	71511	1199216	22625
13080	61358	71715	978448	22803
13073	64225	74622	1095902	22826
12880	61585	71898	954050	22555
13010	61008	71191	1078016	22556
13000	59852	70058	959809	22563
13063	63282	73788	2247792	22923
13039	60698	71008	1065489	22709
13383	66618	76841	1155363	22993
13029	60171	70441	1056746	22679
13093	59455	69561	1110888	22593
13117	59709	70152	904454	22937
13896	64681	74771	1556838	23350
13036	61342	71625	1712594	22693
