write_duration_nsec	flush_duration_nsec
14703	2085853
16422	778543
17621	866409
16411	789734
16446	909498
16418	791889
28590	865346
17663	799549
16460	2020890
16434	827447
17598	993425
16360	812756
16586	955685
16326	772137
17626	922738
16315	819483
16271	1273694
16434	1586623
17657	857739
16379	797413
16380	915701
16343	793219
17572	878256
16332	883928
16319	918514
31835	2218252
17697	955721
16415	871760
16350	821737
16356	795745
23242	958668
21542	791200
21654	846180
21415	790533
22900	1019238
23087	864270
21566	835296
21554	814244
21435	821250
23379	799289
21545	1519097
16596	1853233
17564	935078
16335	844037
16320	906580
16369	764298
16396	884348
17617	869396
16268	888938
16339	883687
16350	2072619
17664	883309
16320	944544
16329	791525
17576	903061
16324	770214
16414	916554
16325	794809
8838	1440563
17630	1594834
16508	878569
16523	794448
17880	947425
16480	837032
16425	904990
16491	833785
16484	1339362
17771	959401
16415	930861
16423	758849
16674	848283
17796	791659
16550	857890
16556	825380
16518	908760
16595	1560699
17744	981957
16575	839393
16607	947291
17870	851842
16417	901073
16453	765370
16417	912665
16437	773716
23265	1379333
21467	1751989
21467	942267
23339	788010
21731	912098
21632	784280
21697	879673
28815	830562
23364	1432934
16493	1508990
16384	946584
17638	781511
16348	850936
16436	817782
16483	902046
27508	837637
16381	842271
16468	2081388
16432	980985
17780	785164
16411	910649
16440	812369
16411	813996
17797	888503
16447	889574
16432	846932
16584	940367
16481	791318
17725	1018673
16468	765548
16517	2060196
17858	921170
16482	906726
16489	762426
16478	917867
16495	769850
17504	1101684
16371	902426
16276	938678
16364	1962523
17689	900848
16533	795471
16479	912602
17732	815759
16761	892157
16481	901879
16300	890868
16365	873331
17678	2140696
31705	917500
16451	878879
17726	906438
16482	841496
16521	1006500
16493	867265
17714	840597
16514	2652287
16462	885281
17771	899477
16529	802603
16391	851255
16513	1008454
17683	896903
16565	788209
16420	1000207
16526	2105159
17750	876358
16545	801459
16517	903490
16529	802086
17710	1017491
16404	804448
16453	896517
16590	854898
16379	2027593
17533	856134
16371	933215
16401	837479
17819	1067535
16466	768651
16424	861120
16576	879260
17706	910569
16432	2010220
16451	854793
16393	799009
17588	913125
16371	1012571
30344	1007464
16340	776922
17727	2147712
16562	973313
16536	994729
17704	892713
16559	935936
16550	790425
16409	892201
16436	796448
17533	2087982
16344	860068
16363	872472
17560	810116
16605	905196
16394	950713
16341	864425
23259	897662
23070	2054307
36073	920043
23379	967915
35636	825682
22863	959699
24545	890222
23017	906303
24508	845491
22924	2113132
22840	845623
26602	914462
24676	800099
24662	931464
24697	834256
24834	993457
26467	830727
24613	2124810
38791	1026367
26702	1010256
24602	831053
24528	876401
24568	899474
26559	988891
24640	868784
24662	2309170
42597	1070475
41200	960420
24756	831168
24602	904757
26728	836042
24628	1027277
24599	857761
24608	973135
26722	839653
24617	932319
24628	860915
24476	2180040
43553	862744
24785	1086543
24574	844551
24697	954455
26491	872915
24651	920605
24682	830968
24637	913934
26539	835813
24720	924871
24639	832668
24662	1639092
26736	839333
24748	935125
24739	846990
24476	886723
26728	866966
25025	911685
24791	860201
24568	917159
24739	1719054
26771	921034
24759	858190
24488	893315
26611	842653
24751	1091577
40358	898840
24762	913554
24785	2189117
55650	1060786
24925	849761
24665	925901
26493	833067
24796	901797
24751	862027
24682	918505
26913	2336184
40331	1007175
24953	2294089
29523	1537919
29285	862458
31266	870792
28743	854869
28769	1103261
28642	1084525
31429	899871
28896	1064199
29449	889644
28989	1338672
31262	969739
29012	906990
28755	865908
28903	828300
30976	884805
28973	844459
28976	918084
29052	861231
28919	888897
31203	858582
28969	2331606
28672	869521
30959	884603
26557	854059
28823	871909
28729	819287
31032	1017707
28976	1009845
28856	2034068
31349	1363661
28843	1040964
29002	1771662
31212	1095278
28842	1213621
29159	1669305
31059	886551
28919	1543146
28936	883338
29029	880951
31913	841379
29035	912150
28736	838606
28900	869219
44492	851549
24975	856557
28962	850859
28836	1594011
30926	895591
28986	878431
28896	1041840
29136	1273410
31416	879485
28852	1718647
29112	2095769
31230	989299
28909	1068256
28976	2115146
31092	866005
29029	887258
28869	856842
29069	911457
30949	855922
28809	881041
28783	858362
28796	947743
30919	1425582
28949	1650036
29119	856395
31219	880418
28939	852155
29353	1114801
28789	856796
28849	979692
31132	2150551
28732	873321
28862	897521
30863	878962
28743	843003
28843	952146
28769	868155
31109	880605
28946	859139
28972	959016
28856	855885
28925	918150
30965	860955
28729	866282
28729	869802
28869	978978
31483	1378997
29206	876705
28882	853058
28869	881875
31269	854725
29013	861525
28823	854749
28849	864242
28755	1661725
31070	948060
28850	846376
28876	831006
31706	859792
28866	915610
28905	844165
28953	966526
28846	858165
31222	2073010
28842	1051130
28983	876828
30976	860628
28723	883075
28802	857875
28850	850219
31002	854619
29016	2150461
28853	998445
31202	984018
28812	855312
29069	876005
28703	837963
28916	873015
31299	871072
28782	2099156
29003	923484
31179	986002
28932	855845
29012	969868
28945	828142
30949	873458
28920	858632
29012	2151621
31283	945337
29579	993708
29029	850099
29069	881312
28703	830403
30982	874308
28783	849429
28789	2189890
31396	866765
28869	1100971
28856	852632
28989	867595
31319	839313
29019	872978
28783	836056
28796	1073249
28859	844335
30976	871348
28756	853255
28822	976865
29085	835649
31116	882604
29026	1345004
29025	986308
29036	813716
31306	968816
28789	2182557
28846	904881
31143	839939
28949	873511
28720	842153
29023	871458
29265	895924
31236	874365
28866	883138
28796	2051048
31159	896045
29016	966975
28885	850858
29122	960859
31205	866821
28905	870778
28832	844659
28755	986984
28802	2059421
30936	928160
28956	848709
28796	871455
31349	836832
28950	857472
29013	836286
29003	860672
28783	893018
31186	2160195
28716	906960
28949	882848
30969	845376
28756	862549
28863	840229
28783	836539
30959	849672
28896	1009068
28876	2119079
31789	988321
28853	838313
28923	854939
28776	829436
28782	868295
31312	837169
28963	870832
29003	1301766
29156	1850044
31532	843886
28909	864165
28696	820210
28809	843689
30986	878948
28795	859082
28716	926760
28929	2103366
31325	966455
29210	876992
29083	847806
31272	870178
28985	845072
29029	915884
28756	837416
28729	866361
30915	852922
28770	2264855
28702	917040
31102	872401
28702	843495
28836	869028
29089	821859
31053	1607031
28736	2149811
28829	958085
31479	862125
28963	874952
28749	853675
28795	859528
30896	862359
28976	870512
28932	2077773
31093	994535
28826	866752
28986	871952
28896	837236
28722	871395
31279	849859
28976	915377
28852	2018052
31136	890058
28879	882731
38948	912737
28972	839446
28836	906004
30986	845456
28939	866758
28736	2015908
31222	902470
28826	1005454
28840	922671
28879	860342
31815	876298
28839	846819
28763	963086
28796	2122579
31152	1073612
28926	1071239
28949	996205
31279	1051213
29036	960633
28839	835032
28823	976309
31006	870115
28869	882135
28892	856218
29016	2243138
31245	850179
28976	885925
29029	894871
29016	998841
31266	845722
28849	955066
28743	976559
28672	2161744
31143	1113785
28953	1004622
28956	848659
31169	882765
28946	843539
28939	908537
28763	836876
29250	879489
24717	890526
28689	1014331
28715	858322
28929	876922
31106	2182407
29206	872032
28992	852405
31083	918857
28959	840992
29000	966603
28762	879864
31155	898007
28976	2151688
28956	890657
41589	857525
31259	907697
29122	897594
28972	940189
28946	953589
31089	877911
29012	850632
28966	866272
28969	808233
43975	894647
31126	917214
29102	928523
28803	1927615
31459	973068
29132	923790
29269	891724
29066	892525
31155	917030
29003	851792
29080	872659
28836	978212
46122	2087257
30909	883288
28836	882202
28736	835223
31009	855922
28849	843962
28809	867828
28862	810406
31086	1092665
29043	1501694
29056	933843
29026	853636
31106	878178
28829	841429
28823	865189
28783	852949
28809	916913
31062	854975
28836	1469984
28665	1769415
31015	910380
28716	837069
28773	882365
28843	855812
31725	885044
28906	846659
28925	998121
28896	1975133
31406	980949
28663	860042
28803	870009
28749	868475
30896	870802
28903	841283
28843	938167
28749	797313
18626	2245639
