initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
13600	110023	1035117
13569	70251	927363
12956	74128	862879
13660	72818	911441
7946	66731	807107
5247	64492	911421
14019	72814	866638
13707	72808	2264269
8263	110111	1016878
13837	75981	931110
13577	72738	862419
12623	73111	903991
7243	66265	856422
7873	69361	901871
13693	73025	1377008
13476	114500	1753737
13160	83598	944747
13379	74528	957683
13536	72984	871498
13739	73384	1008681
13523	72677	899067
12883	76202	963296
12723	72295	859212
13736	71001	921050
13606	80594	1419719
13083	75621	1658663
13447	72128	880632
13636	70968	1075370
13833	76591	885455
13713	72984	988608
13546	72895	864372
13647	73318	1068490
13679	86464	2318374
13253	119953	1063390
13523	72738	909407
14003	76078	938133
13563	73142	869019
12633	72205	933284
13573	72891	864032
13880	76678	2173349
13187	120440	1200166
13637	71138	980269
13306	72751	865478
13753	71168	984982
13703	71024	859862
13663	71011	1058997
13712	76364	993338
13579	74111	2042945
13553	82524	1018015
14016	76041	965802
13600	72915	861206
13656	72981	985438
13416	72818	841636
8539	71328	952326
13456	71995	2121463
13453	114443	1160137
10607	83851	987449
13393	74231	942783
13343	73975	851499
13763	73212	915648
12347	75288	903415
13517	74672	1025288
13583	74071	1909686
12647	73212	1110032
13423	84778	1004501
13477	72128	916121
12466	71768	855499
28782	76958	921860
13849	73281	857735
13630	73195	2163458
13336	127783	942430
13783	72481	957490
13449	80431	994098
13659	71214	958659
13543	70281	894565
13933	73334	939610
13683	70995	855239
12627	70048	2228320
12823	120233	919380
12470	70991	984889
13783	80777	943536
13610	71378	1002705
13279	74334	862732
13483	72058	981729
13533	70745	1404583
13620	70858	1692116
14010	75852	874886
13659	73171	957443
13667	82431	962486
13720	76762	942157
13557	73222	850106
12597	72235	931401
13536	73011	2190114
13420	119964	1122442
13463	71122	863899
13756	70758	926047
8600	78461	923734
13739	73981	920740
13569	72898	861395
13739	73137	1037617
13099	75214	2030535
13390	115080	1082796
13703	73418	871062
12163	74105	938540
12670	82315	990732
13646	71031	946797
13676	70984	862452
13743	71035	2229584
13903	73651	881365
13632	70948	979278
13537	70568	874982
13940	75741	967449
13666	82841	941270
13603	73212	921657
13463	72835	932460
12810	72125	2148579
8056	68454	1005461
12403	101867	992095
12860	73848	882358
13530	54155	910378
13247	83878	984342
13520	74468	1007058
13509	76851	2166678
13167	99641	1062810
13433	70771	867695
14170	73911	988002
13646	71261	864106
13793	71264	929297
13560	85908	1033514
13826	76881	1543132
13563	74591	967276
13616	73238	1025031
12736	75114	877062
13673	72941	991705
13542	73224	870845
13663	73285	1789486
13550	154269	1338352
13190	103164	2081638
12409	71291	883328
12636	73128	959563
12410	71838	860039
13533	73124	941103
13493	73031	930290
13940	76968	977839
13460	84188	931437
13613	71045	921284
13657	70948	937217
13886	74841	926910
13333	73895	2128986
13440	74081	962230
12823	76791	877065
12549	73554	968319
13509	84607	901857
13677	73248	910354
12643	72914	871732
13557	74015	1096263
13510	74021	1945432
12960	75931	961143
13576	73814	874592
12493	72938	979688
12330	83668	910941
12677	70262	964929
13316	72818	855352
13860	71811	2202734
13376	95714	908391
14109	75754	1003445
13523	72898	864016
13837	73425	948950
13550	82998	997398
13809	76967	942113
13623	74078	866759
12540	69905	2420645
13456	120546	929853
13593	72331	1008568
13489	71898	1037194
13689	71004	976978
13916	84327	978615
12520	71095	997315
12560	69865	862499
13739	71498	1135141
13260	72805	905758
13640	70832	1011165
13773	71135	864966
13653	70978	1062807
13710	86234	1578625
13430	72291	1010741
13603	72965	850436
12533	72871	1003538
13533	74448	887385
13549	74368	1002165
13586	73015	914941
13556	91571	1191903
13729	87624	1566042
13197	119697	2235514
13553	102447	1033998
13640	73295	966263
13583	71505	867745
12766	69668	961486
12903	74525	1068160
13686	73181	1015794
12516	82157	966252
13543	70582	1030561
14093	73798	1396447
13450	114920	1737454
13349	77647	1120791
13353	74071	999262
13619	73274	905254
13790	73432	949553
13266	87174	921814
13536	74624	983955
13473	70971	854772
13773	70821	994915
13590	70505	894222
13916	74804	999161
13589	70664	856745
12759	69988	1165210
13453	128296	1095585
14153	75982	2103534
13493	115093	959386
12663	101711	954456
12893	73818	864192
13539	72248	909784
13503	70908	884685
13706	70888	1089722
13990	84721	2170235
13480	114754	1051910
13579	70368	877651
14042	75884	996028
13626	73001	906124
13733	73334	971669
13799	73101	1044017
13809	77101	1580511
13166	120217	1129838
13523	73391	1047533
13016	76088	867582
13686	75031	933724
13490	74065	857816
13753	73108	930867
12850	75858	866499
13646	74221	1797886
13223	155293	1044621
13526	72811	968232
13953	75664	868299
13713	71048	985495
13670	70905	854693
13830	71225	1009422
13783	75158	864435
13690	74445	2061151
13420	150049	1075886
14086	75917	922477
12509	73057	841589
7660	66468	871042
5466	64501	800190
23289	101054	940407
13426	72721	855905
13653	71172	884005
7210	74452	915968
12563	69695	1212682
13359	74231	881378
12553	69908	933020
8166	65215	1293260
5383	83158	1763837
13859	73894	859919
13527	73185	977933
13529	83667	1016148
13780	77018	1008555
13486	72021	863195
13646	71088	959256
13743	71301	1142361
13743	74545	1521243
13170	100257	1074619
13373	114570	1029284
13523	87694	938217
13430	74718	1013761
13623	72921	869068
13496	70824	964546
12513	71642	868652
13533	73055	920564
13606	72975	1476945
13593	73271	956416
8770	81411	907674
13683	73391	937610
13536	72951	1721121
13406	99591	1011935
14103	75711	870109
13620	72825	995122
13539	72898	894998
13646	71625	2167965
13879	86361	933417
13779	73381	1174383
13670	99684	908425
14083	74215	993176
13547	70965	924407
13776	70795	931773
13740	71015	917361
13133	72988	2241976
13507	145403	1038561
13669	87511	1092129
13947	73502	870699
12593	71182	955253
12419	69861	874518
13753	71032	933017
14073	73731	944233
8270	65132	2095057
5413	72751	968546
13733	58538	1031670
13436	51695	877749
13646	50885	941357
13490	50562	930294
13653	76518	945423
12453	74508	954330
12420	71835	2238663
13509	166375	1323715
13329	106997	1038800
13530	73965	963060
54072	110120	1036187
13530	72835	870889
13573	72961	923300
12556	70071	1271457
12676	72634	1884393
13219	120226	1191646
13439	73031	978138
13209	76234	881181
12346	72864	968535
13446	73834	873601
13660	73251	935417
13583	70428	1438623
13756	116057	1785352
13623	82761	931904
13443	83001	997295
13289	74194	870185
13556	74195	994982
13547	72662	864506
13673	73114	960603
14127	75615	872672
12636	69825	993215
13606	81371	1065330
13740	71245	957553
13430	73078	855766
13630	70982	1497438
13410	116507	1629291
13779	76954	994675
13386	74358	863652
13666	73078	956639
13503	83295	1091343
13776	77077	998321
13452	74071	876051
13506	73557	2304847
13549	120846	1008368
13587	72365	987286
13576	72344	859679
13806	71178	963256
13000	85521	951370
12603	70121	941830
13656	71251	865109
13730	70788	1004758
13303	74118	865512
13526	74188	1036827
13539	72811	881438
13770	73055	939730
12913	87271	2196568
13143	120240	1155944
13423	115017	936820
13842	77037	927773
13449	73894	858365
12443	72158	985769
12496	69798	837299
12716	71831	1006828
13406	89221	2240410
13186	120030	1137521
13609	120270	1009838
12807	73428	966509
13550	74075	860653
13586	73018	931940
8777	69228	853799
13586	74378	1188523
13447	84591	1304407
13603	72892	1025711
13943	75588	865189
13576	72971	920190
13686	73104	862465
13733	71002	899475
9959	68698	866682
12522	72977	985162
12497	82041	940740
13680	73412	2170865
13960	75928	894261
13823	73495	1000305
13519	73361	900654
12493	71852	989789
13576	72798	920954
13649	73374	998498
13650	83364	1101035
12870	76195	2218764
13133	119596	1179763
13229	114143	1088885
13860	77051	870166
13626	72224	1002151
13440	72188	873132
13853	71295	987686
13883	84164	1038540
13393	72975	2260183
13370	114944	981062
14066	76441	971939
13593	73018	860963
13680	72915	983502
13530	70922	880299
12936	73871	998018
13526	84664	966049
13662	73324	2194040
13546	120460	1004458
13626	74411	935923
13476	73981	882398
13680	73188	918214
8946	68688	921883
13513	74175	953270
13507	84458	1032938
13640	73218	2165645
13767	76718	937170
13533	74531	1032010
13539	74581	855272
13426	73625	939587
12519	73041	878895
12497	73178	964296
13670	83518	986442
13619	89417	2254492
13826	115563	1038200
13703	73911	939903
13323	76051	890698
13483	72055	958260
13562	71224	858412
13707	71535	938344
13573	79871	945576
14157	73425	908934
12473	70871	868145
12673	69852	1199716
13399	97500	889354
12830	72448	918961
13743	73045	885775
13543	72712	2211517
13486	120519	1012744
13443	73175	1001978
13439	72721	871112
13639	70874	1007311
13956	73441	873199
13843	71295	991002
13523	70771	1368648
13657	70985	1641294
13983	84204	922724
12757	72305	928634
12513	71718	863869
13933	76778	1023751
13403	70765	874739
13753	71444	987988
13606	71214	2131376
13510	119677	1109926
13360	82251	921777
13766	71155	1064526
13033	75888	1020784
13683	74655	972543
13630	73685	865715
13633	72681	2101656
13677	120340	1077353
13372	73284	1095105
13349	115503	1131671
13729	115376	1057190
13560	73055	890432
13683	71122	982499
13473	70705	2054092
13697	114857	1085440
13477	70798	866899
12646	70304	1035047
13120	86657	946206
12657	71985	946887
13606	72968	892114
13736	73048	1008238
13193	72614	2355690
13586	106100	1037631
13556	87854	870145
14093	71111	925053
13617	81122	927647
13639	71041	1191369
13759	70664	890834
14159	75821	933703
13556	70838	865872
13716	71151	1173413
13543	71028	898831
8367	67872	889748
7759	80581	862349
5243	62351	857412
5047	62165	1444736
13770	74354	1131001
13459	54421	2160435
13063	71582	1012488
13467	74371	870699
13539	74028	938216
12433	82091	931827
12993	72111	965783
13883	75601	1020031
13656	73084	1013371
13630	73145	1275034
12893	75887	1853867
13439	71718	887558
13476	70908	983662
13499	80531	967762
13956	73601	1103839
13686	70885	861772
8160	65058	969889
7476	66451	1353901
13790	113970	1703902
8420	67555	846926
12500	72188	931734
12820	87151	923877
13676	73388	1092352
8039	67518	814340
5123	62822	885648
13820	75605	862219
13536	70924	922147
13510	70778	856536
12763	70338	948406
12177	82325	942627
13542	73091	964549
13563	73101	1002822
13690	73155	2140159
13929	75974	883045
13686	73548	998285
13586	74001	867192
13499	70374	962919
14039	85001	902711
8137	65738	886492
7336	65544	2124959
13526	121009	1166016
13459	71011	865128
12507	70955	988496
12536	69878	891871
13309	72934	934466
13673	83661	913527
13503	71338	1445832
31476	95168	973829
12633	70111	1120321
13569	70965	864599
13520	71342	926044
13533	70458	911428
14183	74311	941473
13599	81994	914820
13586	70861	914247
13660	71458	1424637
13833	75135	1010442
13516	72161	1596811
13600	71238	954026
13053	56615	886448
12840	72328	926454
13580	83518	924084
13709	73651	937366
13669	76704	2133172
13486	72631	1018204
13589	73184	985588
13263	74324	993195
13500	74548	867822
13579	74731	929160
13543	83251	899254
12287	76688	2160939
13173	101383	1057783
13569	74784	1171073
13873	77068	887838
13399	74361	974275
12319	72261	867628
12513	70061	947259
8740	79551	945617
13376	74371	1975457
13470	74535	847833
12973	76274	939673
13260	73598	909731
13566	74298	951943
12393	72024	854545
12663	70019	938454
13429	84337	967119
13853	71405	1988567
13696	71274	936310
13847	76935	1133915
13183	119493	983958
13730	73555	993105
13566	73218	931344
13916	75808	934007
13673	83811	2211484
13436	110880	1006401
13839	76868	875115
13509	71271	1143681
13660	71512	889515
13779	71428	925510
13053	74268	861389
12697	70395	2201611
13433	123480	972013
13053	75241	1003285
13676	73284	865972
13543	73158	1084109
13660	73041	882438
13869	76727	938556
13493	74581	867315
13720	73468	2419255
13533	119933	994705
13377	74242	1009715
13389	74347	869585
13583	70988	1078769
13936	73605	868242
13673	71305	982995
13686	71175	856586
12673	70191	990648
12809	90697	1165473
13483	74531	1003378
12579	73318	877015
12519	72147	988885
13690	76898	1081459
13453	74545	1167223
13143	115277	1474835
13909	77044	2282078
13153	130733	1233165
13119	120056	997325
14036	75811	1034894
13620	73188	978643
13617	73138	868639
13629	73111	973769
13810	74838	875612
13732	71217	985948
13546	87390	935396
13590	71831	999798
12773	74814	865138
12520	73895	1124125
13450	73152	967999
13766	73324	2144492
13517	119687	1154761
13196	120496	1036574
12446	83048	957480
12856	74861	952403
13596	71008	861529
13729	71318	993135
13603	71018	1406500
13756	75051	1649103
13206	98494	1054696
13406	110553	1010227
14196	87164	926343
13583	73518	932277
13586	73184	868978
13736	73584	1159807
13607	119884	1945152
13666	71295	986549
13653	73308	940530
12873	76041	931460
13533	83414	917751
13496	73221	966082
13590	73445	833723
13029	75981	1533803
13649	71364	983172
13663	71294	965819
13716	71061	892478
13353	73491	929543
13693	81655	905808
13563	71062	983769
13620	71765	925761
13923	73588	1788190
13743	73185	841946
13633	73378	982869
13363	81574	873105
13487	73055	971253
13753	83865	913358
13553	73575	927534
13526	73118	906964
14000	76312	993076
13553	71025	2145976
13520	111021	970723
14103	73911	864415
12617	69838	981772
13676	81274	909727
13676	71218	1100305
12993	114303	1061806
13476	114576	2308240
6967	73318	854539
13573	73192	988649
13586	73358	860526
13560	73545	944110
13547	83401	948397
13870	76001	937973
13679	73468	929657
13770	73811	2149769
13693	76994	870782
13533	72252	983782
12619	71511	872691
12573	69985	1080250
13050	84975	916528
13573	74531	931433
13456	72901	2131162
13497	120984	1231922
13217	100428	1125652
13243	104327	1025808
13547	72308	897375
14029	74074	981672
13483	80937	913560
13596	71324	2083147
13686	74595	863399
13490	72002	974069
13513	71054	870095
13607	71095	1086526
13530	120917	1093739
13276	119730	1161257
13199	112056	2110103
14006	77425	991179
13470	74312	1009825
13606	74371	961016
13380	89031	887285
14030	71358	957960
12543	71122	864009
12683	70525	944347
13550	81455	2332448
13906	101857	1040934
12486	69841	940233
12450	99204	1021774
14039	71594	860452
13609	70864	994711
13689	71101	903214
13776	71071	907281
14103	84661	1171296
13730	71468	1005682
13719	71108	877951
13853	71354	1028767
14066	74048	869852
8250	65458	886028
7100	64549	822000
7453	64875	1411307
13893	91521	1071186
13453	71118	2162701
12603	72354	1086052
13569	74627	1029640
13476	74438	865045
13627	73188	920111
12546	90470	890391
13860	74522	938547
13327	84368	918464
13417	73218	1003828
13653	73201	2048011
13789	115403	1105495
13600	71025	869679
13756	71198	966616
14063	75804	868492
13706	73181	917893
12486	82511	913747
12416	72308	983185
10583	72025	902851
13477	74195	2263363
13449	73204	879362
13956	77028	968022
13517	74372	867469
13443	74571	1046284
13406	115053	1039997
13752	77214	950086
13400	74272	935654
13436	72214	2172481
13633	120967	998605
13596	73907	940279
13666	73208	869078
13700	73371	897141
8834	82935	905245
13383	74394	997838
13476	70931	958422
13747	70932	2334891
13740	115827	1024331
13609	71314	989062
13490	70935	940250
13180	76745	972079
13516	84464	930237
13543	73438	934550
13640	73321	1092386
13509	120730	2165068
13363	74104	881538
13449	73004	995508
13683	76908	882615
13616	74454	989528
13493	82687	910657
12613	70484	945756
12519	72068	955119
13543	74694	2261556
13199	119316	977988
12777	76145	966756
13560	74545	876282
13483	74341	1017151
13416	83491	882605
12753	73508	936070
13386	74338	958999
13466	74607	2226866
13733	77078	890365
13586	74201	966296
13443	74822	880212
13613	73231	953820
12349	89570	957216
12367	71798	930931
13573	73511	999511
13576	73624	2261216
13756	77215	897451
13429	73911	938976
13473	73061	873049
13697	70835	966546
13940	84668	921507
13709	71351	932393
13596	70778	1116102
