elapsed_after_memcpy_nsec	elapsed_after_msync_nsec	elapsed_after_fsync_nsec
10920	1371161	1387191
27416	334950	1013317
14796	375983	395845
14126	252619	269702
6480	213184	222244
5366	335237	345636
14303	244999	262182
6253	214151	222930
5263	427765	438061
14337	248456	265836
19879	196791	914120
5953	290955	301941
14343	383222	402598
14360	305658	325051
14343	248820	266013
6623	213477	222607
5394	337103	347530
14376	254060	271306
6400	347660	359093
14532	265323	282751
6476	1412340	1423922
27536	325801	1013475
14813	369779	389679
14130	313378	332594
14186	250957	267959
6423	216014	224977
5303	334514	344850
14330	249203	266743
19742	328594	917783
14800	251026	269326
6447	334400	345933
14433	249996	267385
6570	354383	366103
14233	250870	267919
6577	213797	222921
5296	327597	337927
14329	245173	262372
6400	213817	222763
5390	394625	405078
26946	336230	1408850
14706	313461	333207
14163	310564	329800
14219	346114	365439
13949	253233	270082
6360	210087	218983
5330	327571	337934
14360	208311	225504
6426	316168	327627
14560	311758	329574
19892	200021	786144
14589	246310	264446
6453	224444	233597
5883	412508	423527
14143	276958	293988
6830	1048223	1060087
15266	329191	349490
14329	283889	301868
7733	296931	309737
27506	359620	2094287
14803	327938	347814
14126	315671	334871
14216	242600	259699
6580	313174	322444
5247	388052	398209
27243	249313	837043
14556	248910	266972
6277	362410	373720
14346	255579	272735
6519	210904	220000
5353	330930	341316
14309	254946	272102
6300	333513	344847
14323	338303	357659
14320	246306	263479
6410	226890	235840
5226	290202	298295
19137	214303	905441
14596	257946	276092
6556	1441106	1452798
14197	330903	350220
14306	315314	334653
14566	308195	327794
14329	341144	359219
20856	290215	885264
14783	249653	267869
6570	224817	234010
5557	420728	431421
14183	250400	267489
6530	217910	227127
5614	325384	336031
14330	251313	268506
6373	210617	219554
5223	401495	409242
5133	231830	239393
5260	307081	315174
19186	207131	801320
14529	335541	355143
14247	250489	267573
6643	738246	750039
14139	1079839	1099011
14337	324684	344054
14319	261423	278918
19913	352003	941990
14730	248493	266740
6490	223923	233003
5459	321228	331743
14199	343327	362599
13936	254833	271645
6434	206814	215851
5550	331770	342377
14356	246423	263616
6399	211828	220667
5263	407365	417535
27416	333497	1032411
15066	309781	329880
14309	253856	271035
6280	346780	358093
14323	337177	356530
14290	1380107	1399430
14376	311911	329997
21080	308381	1088342
14770	253683	271999
6566	223777	232993
5500	328597	339150
14163	246586	263559
6410	215251	224267
5356	417062	427451
14366	251096	268285
6496	216284	225350
5320	304011	311855
5403	221621	229494
33102	297015	1148317
14573	258982	276975
6436	225950	235110
5330	331844	342207
14316	310892	330241
14323	351717	371073
14317	708279	727630
14353	1087559	1107045
27542	323918	940306
14703	348687	368463
14133	255519	272562
6536	214027	223207
5383	342797	353213
14363	251259	268396
6390	205801	214684
5204	409021	419258
14593	253866	271379
6469	208718	218040
19129	323697	910593
14736	346197	366006
14123	341644	360873
13983	260690	277573
6557	227200	236340
5327	335974	346334
14397	258306	275562
6350	425468	436851
14472	691381	710882
27136	268689	871955
14570	250853	268936
6517	349796	361370
14353	251286	268479
6420	206791	215758
5637	338250	348944
14343	250763	267899
6447	208847	217781
5270	390995	401322
14380	280738	300175
14320	262953	280919
7650	244879	255436
19493	299941	1047916
14786	315394	335234
14187	311514	330824
14170	312624	331827
14330	1117614	1136978
14323	333523	352880
14310	372363	390326
20683	1315039	2059711
14773	263192	281518
6600	211494	220747
5963	417261	428357
14196	307771	327100
14203	309955	329291
14143	283745	301521
8154	210567	221624
18607	320754	967419
14773	255990	274176
6283	210487	219377
5306	332957	343296
14323	308212	327568
14329	361157	380519
14316	299118	318467
14343	299531	318907
14333	397129	416495
14356	256106	273619
19889	304191	1089628
15103	317474	337711
14160	257503	274512
6500	204674	213807
5467	336563	347064
14413	339200	358669
14149	255666	272648
6533	204641	213750
5273	328491	338797
14289	247887	264976
6307	212930	236660
24366	368029	959362
14700	247213	265402
6474	212944	222071
5320	330284	340637
14329	330531	349890
14163	248623	265606
6349	210818	219710
5633	325474	334570
7416	214047	223950
5230	316521	325351
7393	313565	324571
7637	1415139	1427926
27556	323498	1050857
14769	322358	342260
14200	372793	392079
14143	253926	270886
6517	226100	235214
5237	339993	350264
14316	257832	275248
19856	198578	851669
14559	260946	279068
6613	224800	234113
5659	332931	343690
14423	252346	269742
6620	364193	375846
14357	254769	271979
6447	216670	225664
5303	336331	346667
14330	256702	273922
6263	228144	236973
5314	793274	803724
27276	1197072	1935057
14727	260106	278356
6537	224400	233557
5720	422324	433164
14186	249673	266699
6416	221317	230540
19079	318921	915607
14663	346450	366187
13936	253440	270212
6890	213190	222784
5590	328544	339227
14239	249540	266625
6600	226487	235737
5623	415511	426167
14336	256380	273599
6640	206314	215497
5294	303844	311708
5200	209740	217850
18883	327610	976872
14779	464340	484256
14227	726402	745739
14203	324557	343893
14196	355967	375196
14333	349303	368669
14333	256929	274125
6614	214043	223151
5227	332890	343147
27249	244676	948673
14569	252243	270285
6397	218477	227441
5206	333017	343257
14337	247409	264586
6286	209827	218620
5270	421084	431388
14333	257633	274876
6380	209590	218510
5223	304242	311974
5267	231313	239453
19066	319018	971982
14726	259010	277265
6560	204317	213617
5543	336941	347517
14573	252916	270349
6583	767671	779287
14336	365253	384626
14323	269642	286805
6690	218807	228047
5463	303562	311871
18956	214678	868635
14580	250836	268936
6660	223703	232953
5633	287809	296118
5400	232103	240036
5246	415898	426177
14336	250766	268016
6353	210681	219537
5256	337837	348126
14376	256529	273698
6694	214017	223274
5330	353810	361980
19053	213641	774155
6343	313714	325150
13973	251753	268676
6563	347170	358883
14230	252603	269633
6453	213694	222707
5253	335060	345347
14329	253720	270919
6290	203221	212041
5193	417471	427697
14336	253743	270922
6393	1178383	1189899
27649	277025	881728
14569	349060	368736
13973	256793	273669
6893	210141	219693
5670	321917	332620
14309	250637	267792
6363	213510	222360
5537	353293	361657
19253	212810	798657
14560	256313	274349
6556	208128	217424
5754	383408	394276
14246	256353	273475
6567	203341	212524
5430	325677	336164
14336	248493	265626
6356	339354	350767
14436	346890	366383
14383	1393723	1413242
27586	277742	986152
14600	265056	283216
6423	352017	363550
14203	255782	272892
6576	208558	217674
5656	328174	338864
14316	252143	269318
6317	209194	218157
5317	392688	403142
27326	253889	849956
14599	254710	272882
6633	206978	216317
5600	392922	403602
14259	250210	267325
6416	212158	221200
5270	324794	335100
14356	248600	265766
6843	217314	226770
5443	389592	397579
5326	753025	763474
27289	1052330	1877329
14923	314870	334890
14173	388269	407548
14202	254927	272025
6570	220580	229820
5450	319387	328504
20523	197374	905734
14560	261845	279975
6580	210974	220267
5650	343674	354460
14229	251090	268205
6576	213484	222720
5733	425218	436061
14470	251782	269066
6427	213537	222497
5370	303535	311438
5336	229720	237549
5260	293645	301718
18976	407935	2161125
14810	264822	283112
6587	247029	256226
5886	426805	437787
14196	368996	388265
14170	309618	328821
14330	317264	336667
27236	310338	948086
14726	359477	379309
14160	312147	331414
14140	252019	269036
