elapsed_after_memcpy_nsec	elapsed_after_msync_nsec	elapsed_after_fsync_nsec
14477	303584	323058
14476	330064	349563
27739	317654	1018800
14760	319387	339184
14313	262479	279555
6633	347293	356529
5334	410824	421222
14356	312104	331457
14487	249459	266596
6359	227781	236713
5370	345457	355824
14509	255076	272498
19943	340887	933107
14789	263506	281738
6284	343413	354734
14339	673231	692623
14379	1163963	1183339
14519	321168	340683
14477	273492	290909
19853	234450	831497
14646	334320	353963
14333	256756	273769
6833	228351	237710
5530	344897	355423
14433	256289	273439
6253	424321	435571
14466	261286	278452
6363	261749	271682
7883	326678	339557
14516	259463	276952
19973	212330	908224
14619	255450	273562
6440	248349	257332
6073	329517	340587
14477	330130	349604
14463	1410379	1429839
14506	338614	356736
20869	359833	999991
15056	308391	328504
14313	313188	332557
14313	318574	337923
14343	255033	272086
6480	224110	233143
5640	343460	354096
14506	246860	264086
6369	420565	431930
14439	270576	287875
6346	294832	304747
21106	227920	826739
14656	250337	268539
6323	362800	374186
14357	249669	266886
6516	262089	272175
7930	318821	331747
14496	694540	714033
14949	1012198	1032247
27526	369066	997388
14767	251602	269876
6536	248930	258059
6130	326454	337684
14340	296821	314721
8250	236700	247420
5480	337260	347737
14436	257930	275036
6353	215514	224333
5503	321447	329467
5180	472150	482353
27779	258849	905590
14633	308441	328111
14356	313904	333297
14343	248353	265402
6846	263400	273809
7993	314528	327517
14463	324518	343977
14336	1398600	1417956
27899	276655	931736
14606	256676	274719
6390	248630	257559
6050	318851	329950
14330	247303	264359
6510	401105	412611
14453	250612	267845
6366	261809	271752
7930	284328	295768
7503	234116	244323
19129	320861	1031130
14766	262413	280552
6249	226931	235776
6070	346574	357640
14467	257129	274286
6400	370189	381586
14466	254992	272128
6360	257432	267419
7493	337113	348073
7563	1436479	1449078
27719	326581	982641
14750	262302	280532
6237	225620	234347
5559	341861	352416
14453	247737	264916
6393	366220	377609
14467	247839	265089
6390	250919	260149
19360	329644	920201
15043	344950	365046
14210	357223	376483
14316	252523	269602
6430	261696	271696
7893	306772	319661
14303	249109	266126
6577	367703	379276
14453	260992	278285
6343	334727	346053
14469	267399	284758
19863	764818	1498074
14859	270726	289022
6919	208218	217740
5489	359047	369532
14480	246499	263706
6423	260289	270282
7883	346467	357816
8306	228637	239393
5426	300062	308334
18926	214211	808614
14603	347617	367270
14210	255889	272799
6430	224916	233896
5487	335903	346387
14513	1020061	1039571
14452	290295	308341
8316	354840	368153
14440	258249	275749
20196	233947	1292893
14579	1033301	1052943
14357	389635	409055
14356	262879	279952
6389	261790	271742
8260	322230	335487
14449	271196	288615
19793	188984	853569
14639	255946	273998
6167	227740	236450
5470	346893	357360
14440	252302	269479
6339	364033	375369
14520	258266	275486
6336	214864	223750
5447	362199	372643
14533	344860	364390
14440	258949	276116
6246	345914	355756
20939	200911	847819
14603	722246	741906
14389	381402	400828
14853	345193	365043
14559	256500	273772
6400	261526	271462
7934	307877	320808
14316	250340	267279
6234	227436	250750
19029	373683	970496
14753	246203	264430
6080	261712	271362
7943	304292	317231
14346	289015	306855
8197	231570	242290
5380	316611	325471
7550	212744	222680
5227	318717	327464
7517	206604	216507
5680	367020	375223
5306	1072440	1082809
27739	320907	1400563
14793	1052899	1072729
14363	376815	396198
14343	263422	280845
20263	234200	832376
14660	254242	272382
6426	372843	384292
14366	257019	274142
6557	227513	236657
5516	349313	359883
14366	252999	270098
6304	215603	224497
5447	428964	439408
14453	250293	267466
6363	227257	236190
6144	313024	321985
19533	235603	884655
7647	201944	212388
6020	468477	479550
14379	256156	273312
6507	803133	814637
14440	271152	288349
6730	404778	416505
14550	259929	277202
6437	229730	238993
19266	336003	911560
14793	335974	355863
14230	253719	270736
6490	226497	235530
5713	346117	356826
14496	251803	269019
6657	217960	227177
5450	429328	439774
14507	253826	271086
6346	211901	220790
5337	325184	333778
21920	200944	900851
14619	262813	280878
6363	224947	233843
5550	342143	352763
14323	261732	278818
6510	1137284	1148791
14510	394628	414135
14459	289979	307974
7963	198065	208904
18803	332987	924120
14753	337200	357006
14220	254599	271599
7140	267506	278209
8143	311078	324271
14187	250682	267619
6263	228243	236996
5377	414641	425015
14480	248779	265966
6450	229303	238363
5353	304501	312531
19046	235317	921990
14606	252509	270582
6357	249309	258170
6076	323438	334564
14330	251739	268786
6403	226470	235350
5446	414322	424764
14613	269772	287032
7119	1414466	1426605
27696	464827	1080812
14753	345974	365823
14236	258060	275072
6516	267409	277502
7926	312098	325020
14320	247223	264213
6333	261033	270929
7926	375380	388302
14523	255469	272915
19786	209717	812937
14592	259526	277532
6457	374332	385826
14326	260559	277662
6466	226001	235123
5614	341767	352377
14523	254899	272179
7023	213161	222744
5349	434271	444617
14439	289882	307921
8339	1419013	1432405
27773	336380	1097959
14793	271538	289738
6506	267193	277259
7966	328041	341056
14323	246276	263332
6320	261166	271056
7880	312758	325657
14376	297668	315058
20290	227963	810507
14593	259936	277979
6359	225111	234016
5607	430697	441368
14646	256623	274049
6490	224587	233554
5489	312195	320130
5280	229240	236940
5367	341360	351723
14439	335087	354523
14440	278895	296335
19979	1414186	2081720
14806	348134	367963
14340	347173	366550
14313	313934	333270
14326	313841	333164
14499	306455	325950
14423	256319	273799
20016	211897	873895
14620	263209	281325
6494	224583	233580
6420	346633	358076
14343	256193	273309
6460	365753	377209
14506	253539	270765
6349	227764	236589
5353	340657	351006
14493	251946	269169
6329	249320	258232
5384	396552	406989
27660	733109	2111303
14753	315841	335630
14313	357613	376983
14303	297645	315587
8197	237550	248227
5420	305654	313908
19169	216244	818646
14873	300588	319638
8426	234077	245109
5693	329224	339954
14313	251499	268539
6563	224534	233676
5503	333284	343783
14456	322015	341467
14317	250966	267926
6360	261659	271583
7959	313121	326100
14313	249639	266989
19803	233607	973196
14593	1377771	1397417
14469	335337	354843
14319	255846	272958
6614	262032	272183
8010	497242	510249
14909	255413	273335
19999	233607	831239
14617	256292	274366
6370	376126	387519
14397	257685	274886
6553	267559	277682
7980	298835	311811
14306	251316	268329
6237	221200	230027
5380	421374	431751
14433	250516	267629
6480	252486	261789
19249	310675	897641
14589	300405	319131
8247	336627	349930
14310	1411066	1430413
14646	275635	293071
7110	317931	330038
14450	253492	270636
6303	387606	398958
27660	453077	1062373
14779	253027	271279
6347	248972	257866
6060	411731	422815
14386	255366	272512
6589	224841	234003
5563	345306	355866
14446	254879	272045
6430	213187	222177
5350	373859	382039
19107	235616	825040
14616	249553	267529
6443	248596	257592
6837	419178	431051
14323	290092	307968
8399	1407750	1421145
14543	341743	361283
14403	324951	344351
27539	247257	931457
14647	357533	377176
14430	309908	329334
14483	256849	274039
6439	208941	217930
5343	423361	433701
14413	253613	270729
6383	214337	223253
5356	332444	342797
14433	257469	274618
21423	185722	209828
19033	344460	934440
14616	252363	270488
6240	208234	216967
5364	301528	309468
5207	311044	318728
5120	317957	325544
5150	1343111	1350771
5156	322767	331613
20662	201461	911933
14606	260210	278345
6440	204668	213704
5460	341770	352227
14453	259576	276739
6473	226736	235826
5437	420317	430751
14479	251493	268739
6429	226734	235736
6083	296172	304798
5354	226590	234760
18686	311311	902714
14576	244900	262946
6303	211941	220867
5410	329654	340060
14443	246680	263799
6423	327210	337287
7503	210401	220314
5283	336914	344700
5377	653011	660888
5327	1084906	1095242
27686	316721	936630
14753	260886	279126
6519	203068	212077
5666	331047	341710
14770	257936	275386
6470	423464	434931
14479	306821	326297
14482	309365	328843
14470	255222	272712
20066	289392	979772
14753	307721	327511
14300	308201	327614
14320	313008	332428
14246	255746	272662
6417	207574	216604
5463	421218	431677
14480	256149	273392
6240	348977	360213
14493	1465708	1485284
27496	277142	987335
14593	256879	274965
7120	210854	220567
5770	341943	352736
14333	252816	269835
6463	226241	235267
5407	470510	480913
14433	255732	273152
20139	212561	805350
14616	248273	266352
6360	351283	362700
14339	252793	269875
6453	215820	224873
5510	327694	338201
14482	245473	262635
6237	226757	235484
5366	410818	421181
14493	260196	277458
6714	876048	887785
27642	276509	886711
14603	345776	365429
14113	255252	272109
6410	217194	226197
5576	326534	337107
14470	248416	265556
6416	209554	218483
5503	422598	433084
14476	246483	263699
6320	228343	237410
19123	378869	985322
14766	301028	319944
7986	204781	215233
5720	325664	336433
14303	252996	269996
6220	205908	214644
6210	339820	351027
14447	270339	287559
6946	205098	214597
5507	338590	349093
14426	258199	275429
6260	210114	219391
19739	317738	1489083
14580	333307	352970
14309	259729	276808
6513	216414	225593
5524	329440	339961
14443	289172	307211
8370	190301	201184
5383	329617	339997
14469	249293	266422
6566	209351	218727
19892	321621	1756886
14629	328404	348090
14283	263766	280805
6443	268056	278069
7983	301765	314745
14310	289038	306925
8247	237410	248150
5396	309568	317477
18953	201184	750509
6196	342344	351117
5340	232873	240623
5226	329184	339407
14443	252240	269393
6456	215544	224513
5470	331941	342407
14403	289892	307925
8377	234486	245320
5953	302665	312111
7587	211130	221130
5260	294125	301844
5243	231567	239580
18969	387393	973385
14766	262816	281078
6656	208144	217364
5693	335937	346626
14493	289345	307471
8343	429557	442897
14466	250333	267459
6409	228364	237319
5423	330501	340920
14460	248126	265259
6330	320784	329984
19196	235797	824416
14963	254490	272913
6563	248499	257735
6067	789284	800414
14303	1137508	1156807
14479	322554	342030
14403	291031	310531
27393	313934	1016095
14790	315231	335104
14243	297505	316818
14243	245316	262292
6600	214840	223990
5700	326824	337520
14483	290039	308108
8340	368296	381632
14426	251499	268655
6480	225931	234957
5484	289685	298052
19873	195581	856126
14592	250097	268089
6480	224037	233056
5553	293325	301448
5410	212627	220460
5317	409675	419988
14493	246120	263336
6380	211008	219914
5447	326864	337307
14470	245546	262716
6514	217060	226101
5306	353383	361559
19119	203957	803593
14646	252036	270115
6513	213224	222350
5586	350010	358113
5676	229407	237526
5340	336517	346853
14519	254936	272192
6373	202797	211670
5386	328257	338640
14443	289425	307415
8186	205631	216260
5377	382099	390219
19156	236467	838783
14576	301551	320254
8247	207187	217941
5750	329707	340481
14263	289498	307334
8407	211413	222270
5404	746302	756702
14479	1092212	1111741
27646	271972	887218
15013	252510	271053
6626	224731	234043
5630	421698	432391
14303	245403	262409
6344	226863	235697
5563	287468	295545
5370	214271	222070
5297	335574	345867
14453	269086	286232
6657	209344	218581
5560	316497	325624
20809	217970	909240
14659	348827	368556
14096	256623	273529
6453	209414	218500
5563	328627	339187
14782	249173	266632
6563	325384	336944
14443	717190	736629
14440	1066186	1085649
27662	276965	881484
14593	250370	268393
6440	350070	361533
14303	250393	267462
6583	225864	235010
5646	316531	327174
14456	249546	266729
6440	200298	209338
5270	398809	409039
27296	220381	819613
14603	251736	269836
6416	223734	232610
5556	520922	531534
14807	257935	275459
6520	225130	234257
5527	330714	341237
14456	252826	269982
6397	261752	271712
7906	374670	385032
5370	773351	783784
27692	267103	916504
14606	307641	327270
14307	306794	326138
14300	248199	265259
6520	224887	233974
5874	318304	329174
14456	245073	262232
6337	207541	216487
5323	407865	418184
14800	252469	270222
20090	186538	770228
14632	251787	269928
6483	347827	359373
14286	255952	272935
6497	211087	220141
5477	335520	345994
14457	1159967	1179420
14479	319554	339017
14470	357216	376772
27453	704743	1588491
14780	261156	279446
6537	212937	222034
5563	434378	444964
14289	255406	272445
6283	199997	208864
5493	322967	333457
14970	249142	266809
6487	206414	215584
18873	377645	964955
14793	245023	263299
6493	211407	220380
5530	331180	341780
14297	264079	281142
6456	209404	218380
5436	334434	344866
14443	257026	274199
6450	193081	202084
5377	289758	297662
5320	357883	368199
14513	1104239	1123805
27753	276402	896491
14593	249250	267293
6760	358030	369843
14303	260572	277699
6533	211220	220370
5530	330167	340694
14429	250083	267205
6296	211531	220384
5363	323417	331460
19126	324201	913430
14766	254383	272599
6449	211868	220853
5523	416128	426705
14339	296708	316044
14426	291925	311348
14479	299658	319134
14430	244176	261339
6513	213951	223010
5477	409898	420372
14913	215317	233314
20039	255136	887747
14589	726593	746218
14336	1107848	1127248
14283	296178	314008
8244	207667	218458
5400	338887	349283
14406	257026	274166
6596	213371	222704
18892	423308	1012224
14780	252689	270936
6297	207220	216057
5387	332484	342867
14469	288679	306764
8353	191165	201971
5390	349074	359460
14773	248393	265813
6410	215247	224190
5317	300298	309268
7566	301611	311977
18912	213288	797410
14606	249570	267659
6453	324564	336117
14343	751265	770604
14479	1086199	1105661
14480	432377	451854
14573	284448	302591
20943	208804	909221
14606	251493	269579
6613	224543	233660
5590	322681	333357
14333	252926	270112
6510	207954	217084
6296	424835	436127
14407	253252	270336
6373	208281	217127
5403	299078	306964
5277	207440	215184
5207	297538	305575
19202	336547	924333
14820	253229	271513
6423	224580	233636
5506	333948	344553
14326	346560	365883
14426	1369321	1388744
14473	344713	364183
14443	353470	372909
27402	257486	962895
14606	258362	276438
6573	211661	220821
5486	330297	340780
14443	299708	319147
14430	301228	320654
14483	304151	323631
14403	248426	265529
6387	212287	221204
5364	300408	308278
5293	221977	230087
19456	320771	912891
14620	259742	277809
6436	201761	210654
5506	337497	348000
14426	245410	262552
6356	424992	436344
14413	1326739	1346148
14493	270993	288735
21202	233214	965612
14577	291281	310022
8359	211511	222473
5467	335600	346064
14442	248997	266135
6317	213497	222351
5377	294091	301992
5346	325671	334510
7536	198338	208320
5243	315248	323997
7493	229693	239600
5220	288951	296815
18912	202265	862122
14646	242033	260153
6260	215347	224204
5433	296625	304567
5643	213814	221947
5287	360756	368523
5176	219811	227457
5210	354893	362623
5223	1437152	1447428
27749	329138	1050787
14803	385082	404908
14303	259352	276492
6300	211980	220887
5540	333410	343947
14430	257579	274676
6433	339527	350956
14446	252249	269452
6403	207154	216120
5386	337924	348306
27443	246259	932457
14660	243723	261816
6759	212618	221967
5553	325814	336364
14403	208021	225140
6413	293192	303258
7530	312798	323808
7537	213064	223041
5287	340147	347900
5337	1408923	1419323
27683	276808	987628
14616	256796	274875
6493	213217	222250
5657	445104	455757
14426	249403	266602
6267	227136	235917
5410	412858	423265
14466	263249	280712
20756	190975	792854
14590	243496	261629
6537	352293	363883
14350	247673	264753
6453	210674	219700
5530	332274	342800
14443	256122	273245
6456	200678	209684
5359	403665	414008
14420	246499	263653
6227	215534	224257
5293	358246	366199
19513	1446832	2174578
14777	318014	337847
14273	308975	328271
14259	253860	270849
6609	421468	433074
14976	254486	272155
6490	322824	332121
19866	198638	815600
14647	257442	275526
6456	207091	216090
5543	419925	430488
14290	242489	259603
6470	214737	223844
5720	286118	294381
5343	215391	223237
5500	329333	339830
14456	269402	286578
6810	226310	235670
5423	293058	301474
19316	327341	2036448
14779	280432	298688
7187	221460	231277
5750	338493	349326
14297	247892	264926
6323	209764	218617
5474	326087	336557
14457	401335	420892
27453	255163	853126
14599	245800	263852
6506	224907	233980
5619	430065	440737
14313	300935	320331
14296	299858	319151
14456	303311	322764
14457	253879	271046
6570	203194	212257
5380	423188	450184
27172	249237	939540
15013	1370174	1390184
14492	329194	348683
14456	322990	342443
14456	254109	271219
6486	217064	226123
5440	340827	351263
14480	255362	272809
19886	195228	987928
14633	313534	333190
14276	308491	327790
14319	306168	325484
14430	244366	261476
6437	361326	372760
14427	247506	264743
6227	214390	223151
5426	325777	336200
14719	248816	266232
6450	206770	216087
19226	407322	1006478
14816	343654	363566
14150	1379094	1398297
14443	296625	314578
8353	342777	356126
14456	258040	275172
6436	230023	239353
19226	327111	910787
