elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
13427	70342	80188	944113	22470
13236	59591	69648	942106	22646
13206	59285	69351	875508	22582
13173	59445	69198	2146791	22306
13059	61185	71308	985498	22536
13113	59388	69348	960675	22417
7366	53279	61385	1121118	15043
13176	62058	72058	1051313	22535
13210	59469	69678	886385	22759
13140	59692	69805	964616	22563
7257	53439	61605	994575	15000
13193	61539	71672	2064491	22666
13186	59045	69001	953059	22459
7376	53662	61818	1006504	15113
13116	62571	72838	1091902	22653
13039	59888	70037	1000547	22489
13049	60178	70281	879797	22486
13120	59588	69608	1038600	22450
13273	62875	73084	2340759	22769
13090	60372	70585	1001805	22636
12929	76551	87174	914736	22853
13029	60118	70104	1115947	22342
13203	59602	69781	899114	22693
13146	59235	69278	977428	22516
13116	58502	68491	891818	22425
12956	63118	73201	950326	22339
12987	60495	70332	886685	22217
13079	59305	69018	933336	22163
13187	59329	69188	1142258	22389
13049	62481	72361	1049626	22319
13036	60145	69881	1540182	22183
13100	60452	70632	979772	22579
12770	62162	72331	895564	22296
13119	60295	70468	1030090	22640
13003	60431	70834	883958	22753
13083	59231	69051	964959	22290
12646	62032	71861	903267	21825
12969	60138	69934	1029647	22156
13033	60375	70178	877198	22225
13033	59288	69011	1109385	22142
13123	64305	74175	916637	22360
12969	59948	69904	989388	22309
13059	60241	70254	896134	22429
12966	59891	69808	1029973	22267
13196	58378	68095	879481	22280
13030	62662	72475	950589	22207
12949	60301	70081	889511	22120
12996	60178	70021	2262831	22202
13103	61261	71201	907560	22330
13106	59445	69424	936563	22392
13237	59705	69862	880322	22696
13183	59532	69562	1030791	22522
13130	63179	73242	899121	22519
13160	60315	70058	982246	22265
13053	59252	69051	1531059	22239
12780	63012	73295	1220628	22396
12923	60218	70535	1549049	22567
12983	60005	70228	950173	22528
12973	59535	69691	922180	22422
13000	64172	74422	936154	22563
13000	60195	70258	866692	22380
12983	60752	70848	927054	22392
13017	59209	68955	948253	22150
13066	62065	71948	944019	22340
13006	72034	81817	933713	22149
13169	61018	70711	1675401	22212
13152	78481	89084	1013320	23066
13213	59688	69794	947602	22623
13217	59862	69832	872812	22524
13193	59642	69388	938840	22292
13113	59588	69411	876721	22310
13089	63341	73228	946469	22382
13107	60682	70548	934574	22350
12957	59335	69182	938693	22164
14243	60859	70635	2073611	23389
14077	63792	74185	957229	23774
13020	60721	70951	889718	22576
13043	60835	70945	998558	22492
13136	62971	73204	890304	22699
13163	60532	70431	988638	22416
12999	60161	69968	947579	22166
13003	59009	68745	2108330	22095
13010	62408	72621	1101315	22556
12973	60178	70524	1001238	22630
13006	60335	70591	1038766	22566
12909	61181	71198	943443	22239
13229	59668	69738	889957	22619
13216	59578	69611	1019301	22563
13160	59618	69675	2134185	22527
13113	62731	72901	1066659	22632
12999	60531	70648	906630	22426
12977	59449	69558	1036237	22416
13070	62849	72872	887722	22396
13156	61598	71888	985628	22789
13136	60485	70804	880201	22799
13037	59529	69238	1408650	22129
13079	62698	72468	1605183	22233
13030	60615	70735	1074046	22516
13110	61191	71415	887444	22647
13056	48615	58298	922433	22126
13233	59638	69801	880251	22759
13230	59302	69368	931453	22607
13233	59752	69562	884878	22422
13210	59722	69422	2228566	22293
13087	63049	73348	1031567	22712
13063	60872	70848	1127451	22399
13103	61992	72152	903304	22576
14313	60872	71035	984085	23749
13253	60898	70944	886451	22616
13173	59589	69658	953290	22548
12666	62228	72244	1415126	22006
13063	60681	70854	1665975	22556
13100	59675	69898	889658	22649
12906	63398	73554	1229541	22372
13056	60501	70748	1009957	22643
13053	60739	70945	984309	22569
13043	60638	70778	854886	22502
12623	62102	72275	1000975	22117
13020	60618	70965	2092023	22690
13000	60619	70718	1033771	22435
12980	61358	71478	891957	22430
13200	59498	69618	1063893	22636
13283	59758	69811	887654	22676
13180	59392	69605	932327	22699
13699	63391	73434	892891	23099
13063	60165	69951	2191854	22237
13110	60862	71132	903924	22653
12600	63588	73675	998091	22027
13147	70982	81208	957373	22736
13096	60651	70778	1064162	22557
12946	59235	69485	883544	22522
13103	77121	87714	992478	22972
13173	59575	69774	1015191	22676
13233	59589	69738	1960967	22712
13189	74371	84951	908610	23066
13150	63212	73492	996199	22760
12933	60842	70972	894475	22423
14176	60602	70758	959212	23609
13087	59385	70805	890948	23806
12983	62695	72371	948799	22055
13019	60548	70361	2021455	22232
13033	61372	71695	1021521	22676
13100	62732	72838	904634	22569
13083	60985	71128	946799	22550
13007	60975	71068	886182	22399
13033	59588	69638	997324	22390
13050	62362	72131	905291	22226
13013	60478	70291	1050377	22192
13006	60282	70151	2317193	22238
12999	61724	71771	1038606	22359
13153	59375	69524	881344	22626
13326	59918	70081	1036486	22806
13173	59748	69904	1025343	22643
13140	63068	73378	995241	22756
14176	61875	72091	887081	23721
13112	59371	69354	1233247	22422
13097	59389	69612	899845	22626
13053	63325	73465	945536	22509
13109	60488	70361	885087	22362
13070	60465	70268	938090	22247
13257	59659	69565	970862	22520
13049	62611	72528	2641403	22360
14159	61635	71921	1031637	23719
14083	64805	75075	998758	23640
13023	60339	70535	889941	22519
12943	43086	53022	952826	22246
13176	59475	69661	880168	22676
13053	59242	69295	1025631	22435
12953	62878	73101	884344	22507
12986	60835	70608	1107192	22129
12973	59508	69591	2172767	22370
13089	63121	73341	1045676	22582
