write_duration_nsec	flush_duration_nsec
52709	1157219
65085	2316962
76759	1064306
63415	1203899
65426	1156306
76792	1157791
51910	1136840
69118	2424731
86309	1185865
90473	1233628
68632	996312
67641	1132283
51095	974885
70253	1371927
69384	1637116
67561	2255855
92415	1040912
67692	1126690
71178	992440
67512	1022439
67578	1050486
51133	1113738
70850	1593486
68221	1651625
78649	998947
69963	1080846
68807	1024411
69124	1030827
67479	986804
71381	1083412
68018	1016722
67670	1090703
69375	1305140
91810	1196217
69380	1652149
94416	1194091
92994	1061155
67675	1059859
51530	1056384
83061	1131564
78704	1005368
79134	1128080
102857	1850994
82128	1310063
78328	1004461
64462	1138074
87124	1042466
86957	1104128
63038	973219
86691	1206115
87544	1045450
82528	1178473
107270	1097895
89444	1170503
91738	1068963
86638	1116921
89577	1276073
87051	1173826
88437	1064019
104987	1184999
88364	1154614
86797	1363684
91034	1730507
89358	1153894
86455	1040164
85844	1365291
89984	1219388
86144	1069885
67322	1073483
87631	1045303
91171	1046267
86295	1035837
86434	996738
90294	1032810
86867	1005664
66715	997835
86520	1012257
93481	1076636
88225	1057493
86061	1069649
107753	1065076
88324	1053963
87571	1058953
86148	1958077
89587	1236988
89635	1215585
84041	1016558
84151	1179949
79205	1054664
80884	1289363
83804	1165893
81325	1126551
81131	1040650
84524	1116424
83678	1163087
81811	1262194
81008	1024061
83611	2252445
81025	1028387
80688	1175446
57855	1039413
86307	1126780
83181	1052047
101163	1144867
82397	1051310
80187	1108334
81421	1041786
86744	1307066
82194	1548682
85607	1162656
85451	1060733
82651	1152077
82224	1047303
81458	1093752
85011	2029989
82364	1329822
85127	1064383
88844	1138247
85477	1061143
84837	1131870
87355	1063023
94467	1128031
85345	1166753
87457	1154823
82881	1302520
87747	1179559
89268	1700158
86855	1204689
82854	1041270
84290	1117674
88127	1030104
90188	1245931
82571	994698
72645	1056900
83994	1426985
85401	1192786
89061	1173190
87615	1226229
83804	2170850
87891	1309843
89901	1240704
91081	1140744
87874	1164506
84758	1118901
83084	1122868
89724	1085102
85945	1077879
85438	2547680
90311	1115435
85020	1285849
90114	1072192
103927	1142131
87121	1069096
86308	1186013
83678	1094916
93161	2419004
89357	1208899
90397	1138120
85011	1072266
85551	1118774
89668	1088889
88745	1159881
83971	1050090
87718	1272824
91314	1056030
91647	1150533
85437	1030384
86118	1439452
88961	1251618
87484	1103985
90514	1178273
88918	1194543
91878	1722131
86187	1219723
82786	998176
91687	1101632
86278	1029321
85948	1089815
89184	1186819
85861	1687788
96418	1192479
88754	2255825
85597	1089282
88745	1131138
92054	1109292
85961	1132321
85770	1098385
88677	1184099
91904	1068632
91894	1186520
88237	2245422
85701	1177220
87214	1041956
89661	1269407
92204	1068550
86071	1124981
94081	1120561
86471	2375118
86281	1237481
94694	1142891
87447	1063546
86811	1122825
88441	1084512
90604	1200862
92634	2248879
88604	1267960
87044	1053143
86621	1136574
89845	1070263
91318	1121418
86165	1223549
112717	2493998
89750	1267596
86125	1142178
93907	1079122
87531	1158650
86745	1037587
89600	1147760
87011	1065483
96787	1287446
86051	1335665
88571	1136870
86704	1070382
93271	1246384
89491	1075159
86471	1761733
86468	1164863
94844	1192695
92887	1119091
87244	2058541
88621	1094909
87557	1149423
85644	1075103
95014	1188639
86651	1054346
91964	1268020
