initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
18233	480420	2631182
7845	446750	1991550
8272	408017	2082020
8186	425692	2062842
10549	519966	2411499
9838	546527	2452603
10508	551256	2252584
10132	492978	2218228
10222	477469	2971415
12893	539861	2155304
10108	501420	2292642
12800	505353	3159733
11953	586717	2294445
10530	544231	2056311
13746	544181	2792914
13997	570261	2295119
10083	538191	2311281
13849	545661	2254209
13183	568294	2254046
10883	543221	2270702
13853	541978	2776194
14136	575327	2230373
10524	536269	2309341
13659	547738	2209900
13329	570723	2394118
13056	537624	2302374
13650	569264	2269832
14319	580330	2866135
9377	574544	2379116
13733	561864	2119413
13240	565497	2718445
13473	582333	2292288
13769	546747	2260122
13970	571407	2294525
10179	581563	2352550
14019	566770	2218200
14103	566000	3300532
13919	566630	2116219
7365	550471	2252659
13223	567567	2648361
10616	554134	2301644
13120	560405	2091578
14109	575710	2317097
13693	595296	2424401
14033	563510	3364421
14013	564134	2285258
14096	581486	2263662
13746	557924	2327747
13183	567660	2246989
13376	568230	2723089
13786	566827	2365702
13223	565680	3373224
14280	574644	2395742
12563	592896	2308608
13807	566584	2250866
14209	582060	2675690
13513	579380	2359370
13026	571700	2276632
14203	563461	2961909
13936	572537	2137946
13173	566931	2369439
13913	575660	2404205
11428	580121	2391402
13756	567640	2254402
13973	573640	3364017
14173	570800	2285815
10547	562064	2186001
14000	570924	2630105
10037	546108	2253840
11043	559204	2271685
13870	567724	3377031
13147	575141	2175442
12737	568911	2338911
13060	565494	2683391
13963	569057	2322444
13443	546338	2229874
13647	570054	3170410
13229	576307	2246979
13950	567394	2283012
13639	575603	2335030
13206	572337	2344560
13420	575777	2288951
13140	563737	3072693
13447	579310	2262649
14100	566577	2339173
13830	562094	2362319
14076	567671	2333804
14090	575481	2127487
13939	567800	2551754
13446	576273	2147882
10700	576844	2353393
12933	567594	2255576
13279	574113	2776114
13283	577807	2218150
13803	573021	2234370
13523	581784	2741429
10639	560174	2353693
13066	550045	2247860
13890	574687	2263320
10483	566067	2303141
13890	531642	2207531
8459	542074	2204390
11076	564867	3024197
14066	572711	2124240
14230	563404	2330817
13876	599566	3286893
14036	579976	2330700
13523	576864	2142206
13289	560180	3254371
13863	600603	2177932
14270	579534	2325470
14163	580247	3390751
13526	582333	2361906
13803	575584	2307441
14036	573297	2252822
13170	577117	2234643
10167	563371	2371546
14153	590207	2663548
13266	579724	2335540
13823	573504	2160548
14150	574934	2428894
13696	598150	2204541
13979	570134	2304031
13989	573843	2168581
13723	570584	2307651
14016	573857	2232889
13956	580020	2296488
13627	563208	2629602
14033	580937	2337007
10573	544511	2184454
13036	572073	2644441
13139	573707	2120289
10656	560177	2329953
13980	569890	2717923
14209	583940	2274192
14079	574954	3207852
13017	586947	2303952
13900	575734	2244973
13350	587467	2398038
13656	598636	2265965
14126	585100	2431940
14203	590833	2156282
13966	578300	2353463
14113	578603	2630852
13330	585510	2332607
13796	564894	2283191
13343	581547	2277032
13740	568881	2477083
13653	570570	2345520
13986	574097	2165971
13300	539981	3001258
13790	577007	2372409
14170	568481	2340644
14113	571844	2474503
13750	566271	2358700
13420	575267	2283378
14326	580166	2796557
13913	560824	2139559
14016	580417	2367780
13343	575990	2129013
13673	564300	2368486
13327	568601	2188101
9926	543328	2279518
13843	560830	2739658
13946	572364	2240876
10213	566857	3206982
13870	569398	2310998
14203	572291	2251733
13237	548451	2301262
8723	595726	2337036
13420	571374	2283368
14043	583800	2319124
13033	560788	2735766
14216	581160	2328177
14020	571861	2279039
13959	563430	3012641
14023	582647	2422965
13987	567911	2268996
13749	592649	2270218
14057	568047	2252969
13953	585780	2374849
13026	574947	2768591
13189	577213	2357993
14180	575067	3122165
13366	575553	2376729
13000	562874	2215274
13899	569440	2753168
13376	566417	2377512
12923	579217	2369379
14270	569481	2137766
27029	584230	2354533
13476	566061	2533472
14040	572704	2281042
10166	595616	2068095
14143	573954	2748249
13947	569154	2272086
10686	604216	2305734
14056	580240	2787418
14066	575474	2272485
