write_duration_nsec	flush_duration_nsec
26268	862880
27214	938088
26426	819092
26298	899983
16078	819231
27584	2140822
26428	928855
27267	875662
27553	832313
26169	956533
26079	889313
26173	877074
26220	817700
27432	1023287
26283	2083827
26200	938118
27022	823461
26195	871856
26279	802258
31728	890926
34623	880002
27548	969018
26378	1130008
26839	2528091
27547	969880
26226	956725
15638	822282
47000	926397
26299	883632
26080	879065
26066	883754
26130	945645
28500	818108
26598	1556919
26296	1530171
37141	974044
34899	858218
35467	912746
20681	813331
23895	889760
48192	984876
34722	934958
34659	876872
65343	966360
36314	849573
34747	1517822
26451	983502
27708	1021418
26381	2124545
26371	900588
27432	828510
26611	876474
26380	864826
15731	926597
26248	819559
28332	962812
26399	826621
26602	920347
15918	926612
27514	893367
26685	886653
26535	972629
26748	889301
27580	894135
26805	885585
26520	927840
26534	834288
26380	953574
27837	1436468
26140	984790
26186	880301
26941	866897
27611	812288
26350	935402
26380	849086
15605	892283
27424	915269
26390	1665684
26822	905334
26393	890654
27649	843536
26395	948959
26355	893201
26170	884896
27592	834181
26682	1016110
26373	1033992
27219	913422
27757	899985
26493	1403550
26479	853101
26361	915284
27710	985812
26455	885950
26344	890670
26214	1793211
27887	906386
26737	1501803
26666	903492
27517	2017211
26567	886447
27202	909984
26574	931919
28405	913237
26493	833660
26346	950822
26525	840905
27759	2303780
26492	958816
26427	967625
27750	980256
26224	992118
26400	884268
26264	893119
27498	821057
26379	955222
26643	818915
26908	932762
45200	845848
28270	985341
26466	925264
26241	1152447
26407	1353409
27626	1003862
26591	898090
26468	2142797
36484	878467
34874	1058935
35196	833746
36666	965072
34376	902089
34517	993507
34471	913221
34461	898956
36654	862475
35807	914844
35121	940670
20875	902267
36236	840480
34669	915466
34439	879241
34339	931746
61161	987697
36812	2148538
34629	1058709
27862	977131
26376	854728
26344	950116
26475	884316
26317	868824
27906	901418
26977	972184
26431	828168
26378	2182554
27660	957719
26295	947156
26671	893465
27527	953950
26467	819631
26188	997433
26852	818696
27631	1650036
26501	977125
26496	917911
26373	821413
27628	949773
26841	814744
27161	936434
26157	805889
26248	946780
27997	887014
26369	1574523
26532	1552436
27678	890441
26701	827077
26805	936995
28790	818083
28751	951500
27037	818944
27420	890559
27521	968733
28287	1042662
27332	921196
27797	965993
27646	902568
59478	2256002
29024	976466
27914	884664
28944	961967
27761	958099
27708	884371
27610	980678
27906	801463
28919	881357
27632	813505
28009	974317
27626	916307
29121	1146165
27649	986065
28144	2094986
29064	914275
27796	927558
27643	893507
27455	966041
28820	977456
27668	1010274
27643	865514
29875	939078
28944	1286070
27718	1745600
27933	847654
38462	917662
29081	826959
27458	1101386
28079	904109
28340	877397
29234	856115
27944	972275
27617	836351
27540	995891
28836	842115
27786	888302
27668	852881
27866	996647
28548	847848
28984	958114
27643	904077
27793	1323744
42724	1652974
29114	950020
28171	855139
28359	1093675
29054	973976
27986	992701
27864	876780
27521	946713
29089	2122097
27755	1012340
27626	836551
31123	999101
27691	904243
27375	992591
27621	828691
29744	1110429
27512	2253968
27694	910395
29003	823279
28346	990617
27845	823662
27900	935826
47989	858200
29393	928121
27794	1928394
27990	960772
29022	896927
27793	980469
28260	839120
17287	841478
31908	851060
27814	882502
27630	871909
27707	2028456
29257	875430
28359	1028070
27567	994223
27479	902551
29102	833178
27712	895331
27525	872532
16935	2161904
44380	875173
27590	897833
27803	903062
29196	934600
27589	818235
27647	959582
27807	885538
27779	872512
29274	899236
28219	998454
27816	823523
27687	1245360
29209	917492
27755	1496245
27666	879080
27541	957460
28987	891185
27786	945809
28192	893634
27519	885706
29003	933762
27704	943830
28062	819736
27594	884460
29226	819143
28485	921846
27761	884045
27639	941127
27565	886291
29100	2280393
27885	982682
27641	933247
31310	895628
27666	996857
27884	885966
