write_duration_nsec	flush_duration_nsec
977663	4721419
1711068	5501822
1152063	5304878
1160840	4640965
1331663	4945097
1432921	5064328
1457778	5204758
1478758	5082415
1466872	36504637
1600997	5245473
1715314	5341570
1706011	5212163
1463844	6246475
1457533	5062043
1716121	5378199
1731973	5068150
1477103	4769211
1485043	5047770
1566652	5137167
1595177	5632088
1582927	5658129
1472543	5929837
1460493	5180114
1715591	5488076
1664022	5287336
1566212	5203197
1538221	5179911
1583100	5183674
1653751	5382078
1713421	5407385
1715564	5281841
1491857	5304580
1462492	5258420
1619105	5235496
1595745	5222421
1572421	5214476
1666960	5341312
1706557	5407418
1683295	5374079
1386115	5799568
1398497	5007586
1561247	5186874
1526568	5217658
1564904	5308576
1577177	5162832
1571215	5239988
1605142	5419067
1584643	5022325
1587657	5231927
1480812	5009822
1465863	4973466
1600852	5249910
1625122	5217342
1590594	5265663
1593455	5237740
1472006	4994345
1477218	5559730
1579618	5627002
1653584	5260384
1666616	5317644
1636385	5518622
1380593	5074363
1378448	5014753
1585052	5164152
1487805	5119746
1597702	5266803
1578823	4863907
1564587	5008759
1573567	5625845
1502394	5024900
1462799	4954205
1656726	5363203
1697078	5382077
1453515	5060338
1473220	5088423
1593325	5346500
1576200	5112468
1598186	5249004
1583689	5631893
1566104	5379992
1673404	5450029
1657466	5365420
1619989	5152189
1351197	5313652
1376470	5281758
1584183	5278056
1572555	5257018
1575786	5182943
1583294	5217142
1546458	5214225
1620951	5200416
1595066	5405584
1577823	5343640
1583323	5295453
1578407	5967792
1593149	5194414
1548610	5247287
1717030	5501842
1681891	5351079
1458561	5118967
1451796	4966407
1740523	5636289
1695605	5349920
1483503	5467464
1420639	5469868
1748160	5459414
1703831	5522592
1580472	5616468
1612614	5188845
1699288	5702557
1732447	5537568
1710304	5715549
1684222	5169985
1468195	5392771
1479017	4983004
1504737	5069349
1469558	4756852
1603869	5301720
1636395	5373995
1176502	4710299
1457476	5506426
1591980	5603971
1698548	5336864
1727020	5547825
1458024	5444757
1474323	5085830
1720394	5315628
1694674	5245640
1491031	5016699
1459789	5122847
1533745	5899557
1639698	5093592
1681096	5518302
1695752	5295811
1394271	5020100
1389877	5013355
1590203	74298186
1676612	5266326
1714838	5346044
1413766	4965974
1363193	4920609
1382188	4956699
1506654	5379997
1481832	5552284
1717171	5448544
1714171	5269433
1581323	5349055
1684102	5360881
1684932	5387276
1737240	5277714
1389259	4918588
1379542	5015893
1605625	5308491
1560535	5231753
1537618	5207579
1580909	5136847
1612982	5590380
1580758	5423725
1605880	5263990
1588740	5289211
1585906	5747781
1575624	5098283
1706671	5682894
1731500	5722565
1707218	5509999
1733374	5466907
1705671	5635326
1681607	5175591
1398743	5015437
1399917	4960567
1632513	5261449
1586435	5178543
1599860	5223885
1667303	5425529
1723247	5469957
1711751	5327242
1517528	5340985
1432896	5020790
7348038	10938158
1020247	4568234
1006032	4578791
1067245	4603494
1268357	4900477
1301588	5171407
1534953	5259520
1580892	5601220
1580100	5791614
1679985	5365172
1719954	5519252
1621908	5550028
1474072	5097993
1456982	5044639
1487843	5109548
1477081	5161779
1560916	5025487
1589863	5183990
1560649	5356725
1586458	5216825
1585326	5179120
1571633	5270384
1616348	5445758
1572678	5236068
1565795	5720187
1566247	5524414
1728608	5450628
1718575	5547692
1680775	5673198
1678644	5304780
1574900	5496800
1592654	5449632
1478524	4832973
1500228	5258276
1556507	5210500
