elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
13843	113230	124386	1072922	24196
13236	62298	72217	961652	22582
13243	60041	69941	934443	22546
13269	59531	70404	942949	23552
7590	53612	61745	2130582	15386
13290	61892	72222	1213062	22940
14333	60838	71261	964569	24102
12730	64022	74245	962449	22363
13280	71048	81211	1157820	22789
13220	60732	71138	961962	22976
13206	59751	70008	902907	22833
12893	63378	73848	2315520	22693
13256	60308	70568	991268	22893
13173	60088	71671	1031474	24122
12983	64758	75045	962056	22633
13023	61488	71651	961549	22566
13033	70425	80754	1027930	22766
13236	60188	70474	890454	22886
12983	49425	59895	936329	22810
13063	61395	71361	951149	22440
13027	61425	71538	1110492	22559
13277	60342	70558	1492041	22843
13059	63501	73674	954892	22572
13073	61495	71692	2122286	22673
13100	72211	82658	1075743	22930
13063	64278	74741	969109	22896
13032	61484	71894	924186	22822
13030	47875	57742	919420	22310
12953	46362	56389	920717	22420
12973	49982	60062	960013	22472
13006	60278	70174	923433	22336
12870	43722	53802	944466	22363
13033	69268	79265	2101050	22456
12973	66151	76684	1076489	22855
13073	61258	71615	987069	22809
13000	61785	72238	935467	22846
14156	64571	75078	1061079	24040
13067	48316	58322	944306	22490
12997	46826	57879	895401	23477
13067	45189	55182	959159	22473
13043	74335	84324	2159108	22432
12979	50548	60674	947192	22486
13010	61098	71408	961976	22699
13050	62555	72845	953693	22730
13183	60391	70761	1028313	22930
13123	60125	70471	959382	22837
13213	60301	70708	959799	22987
13016	63845	74108	2221296	22636
13050	70711	80868	1217888	22604
13153	77734	88211	979412	23006
13206	62038	72318	967949	22859
13237	60512	70835	963506	22896
13223	60438	70635	916997	22793
13167	45556	55789	964533	22763
12993	48305	58415	2097786	22499
13156	48591	58881	1021083	22820
13199	69624	79794	1014007	22709
12959	51975	62071	908070	22466
13087	43289	53339	893798	22527
13267	42606	52626	896668	22680
13189	44218	54068	951365	22442
13063	63281	74028	956482	23217
13213	59941	69858	2143638	22533
13243	59685	70021	949159	22920
13163	73458	83628	1015251	22729
13199	60785	71088	955892	22876
13193	60315	70618	927217	22869
13173	60299	70698	1000992	22912
13210	63548	74058	997105	23112
13230	60405	70685	2291988	22860
13236	59191	69488	1007914	22864
13199	62551	72938	962979	22983
13213	70418	80571	1025464	22729
13163	60561	70838	952929	22817
13163	59748	69771	951213	22506
13250	62702	72948	1048984	22842
13187	59975	70352	984972	22940
13193	60358	70708	923064	22916
7580	39695	47868	890584	15390
13076	48072	58168	2005678	22573
13000	61215	71438	1090982	22589
12969	59561	69824	1031240	22599
12970	62099	72558	988452	22815
13026	60082	70388	966036	22703
13047	60385	70662	922584	22687
12973	46395	56498	923783	22473
13126	64294	74354	951825	22609
13140	61565	71491	1393190	22459
12963	71374	81701	1711510	22660
13027	63632	73898	1028587	22689
13093	59822	70168	1140211	22786
13197	60315	70542	986319	22800
13263	60059	70188	901848	22732
11097	54370	63172	976211	19360
13089	61381	71778	926670	22846
13009	46692	56625	1606703	22343
13116	76184	86484	1024224	22789
13020	61271	71771	942616	22886
13073	61438	71718	956269	22716
12956	60091	70331	990268	22550
12880	63848	74274	969519	22683
13003	60915	70928	946102	22417
13043	61042	71092	965933	22486
14210	61272	71325	969556	23669
13127	76465	86368	2072004	22383
13050	61951	72351	995421	22803
13053	61478	71734	968515	22676
13083	63759	73782	1047687	22536
13240	60482	70758	960056	22883
13209	60201	70404	950449	22788
13226	60495	70758	959299	22852
13433	66535	76834	1023100	23120
13010	71218	81201	2223740	22386
13103	60945	71258	949763	22766
13096	62365	72244	1166623	22383
13260	60272	70612	983559	22956
13193	60845	71345	963629	23066
13233	60568	70901	902754	22943
13120	49405	59805	910940	22850
13006	61258	71624	1050026	22722
13080	71102	81351	2149838	22682
13040	63475	73718	969149	22649
13029	61311	71544	990455	22629
13096	61378	71661	966412	22749
12963	60232	70531	872585	22629
12686	63548	73988	962465	22479
12973	60929	71125	939383	22509
13103	60732	70578	1080819	22342
13010	70281	80524	2244092	22629
12933	63679	74172	973722	22789
12973	60925	71198	920773	22574
12989	47648	57898	884081	22603
12953	47798	57901	925160	22476
13066	60424	70764	909553	22783
13110	45082	54998	856919	22429
13110	40062	49839	1086776	22296
13096	63154	73267	2273734	22576
13073	61781	72167	1254710	22833
13023	60548	70948	1023904	22793
13036	63744	74164	979992	22839
13197	61625	71855	953226	22780
13296	60301	70631	933576	22996
13240	60318	70515	958476	22803
13147	64672	75091	1105592	22916
13150	73068	83328	2184964	22763
13037	61932	72208	1035244	22679
13027	63382	73771	958746	22789
12913	61182	71575	962283	22670
12923	61291	71678	966479	22666
13060	60228	70535	971922	22717
13097	63418	73805	985509	22840
13039	61258	71608	2069260	22742
14276	72921	83437	1133020	24129
12977	62625	72851	963216	22586
14453	61252	71745	934453	24323
13240	44429	54572	900298	22776
13166	44162	54232	939569	22626
13063	64159	74572	1006725	22806
13100	60728	71211	994085	22909
13023	60381	70471	2220112	22516
13073	75264	86124	1085955	23337
13107	62292	72665	942886	22836
13013	61174	71501	940396	22697
13053	59919	69962	917824	22430
9299	59731	69824	967752	18739
12986	61371	71691	952029	22666
13283	60385	70572	933857	22836
13290	60078	70121	2148008	22713
13103	75541	86034	1138917	22929
13033	61164	71431	985481	22654
12949	60538	70998	1046450	22776
13072	63101	73461	966522	22789
12963	61375	71791	962186	22732
13006	61274	71587	940406	22683
14096	61461	71884	1096448	23869
13003	63305	73808	2186077	22854
12993	71481	81791	1008701	22666
13023	64498	74995	980529	22903
12943	60215	70582	947253	22659
13187	61352	71618	955399	22793
13256	60035	70325	928373	22896
13293	77094	87701	990141	23224
13026	63251	73681	1053846	22813
12943	61391	71708	2364985	22637
13083	74438	84894	1030270	22903
13243	61438	71661	919190	22833
13193	60279	70625	957909	22902
13206	60228	70498	892914	22815
12796	64185	74788	957659	22736
13070	61358	71645	957433	22710
