write_duration_nsec	flush_duration_nsec
49445	1299636
42828	992801
37976	910417
37926	941290
40799	911684
37942	1001031
37936	1075212
38029	2280748
40928	944772
37932	1067810
38079	896918
40866	1000505
37976	908187
37922	1141927
38019	917474
41229	1043970
38532	2388481
38132	1162923
41009	911558
38129	1018698
38086	905994
37852	971346
40923	1128061
37819	1064319
37866	911967
37772	990508
40975	917757
37878	970282
38789	1503484
41576	1077623
38159	907177
38129	1021460
37763	981145
41292	1016528
38109	885532
21943	991775
20586	1423502
41029	1132114
38096	1060290
38572	1052527
37879	1081999
41205	1004488
38519	999435
37986	999225
41139	1505696
38222	1245808
38226	1033050
38339	990541
41159	915454
38952	973738
38115	911060
38199	990928
41132	1374753
38169	1096035
38835	962869
41466	1016604
38109	913181
38255	2193760
41389	1029610
38435	1052473
39209	1122531
38388	1648002
41409	919204
38295	992291
39546	911664
38293	1036721
41279	902987
38129	999828
38286	1132161
55082	2309824
38229	1081485
38292	969099
41315	906690
38199	970025
38239	894868
38879	969646
41058	897854
38359	993878
38273	893091
38412	989275
57095	931843
41365	999571
38479	901974
38309	1001318
38226	916394
41255	1122484
38466	905454
38619	1354988
41756	1069960
38408	1011211
38272	913207
38376	1008311
42449	1742410
38253	1138028
38306	2079847
41459	1091562
38392	917447
38358	1052949
41409	913067
38556	1112935
38196	2330867
41049	1086682
38325	908857
38198	998307
38332	919980
41142	1002387
38426	1046894
38316	1101325
38692	1064689
58801	1140941
38599	922020
38445	975978
38239	1395403
41368	1021114
38449	935776
38676	964703
41623	1104565
38356	1041024
38313	1056430
38262	967365
41312	1049450
38375	1004964
38253	933594
38218	976491
42245	920050
38286	1131411
38342	1050196
38926	2116332
42006	1018164
38466	998438
22490	944350
41523	1018401
38505	1081639
38312	1079509
38319	986061
41499	1497310
38609	997791
38476	2071227
41999	950086
38609	1118858
38472	936210
42292	1072569
38676	967946
38552	1028670
38623	952313
42292	2220736
38495	1186609
38675	1181686
41885	1080835
38805	1033360
38522	950212
41415	1039166
38392	1053549
38565	2171237
41646	1168773
38663	1139848
39362	1063789
38746	987452
41619	985925
38395	1028893
38332	994055
38399	1030814
41395	927410
38606	1174743
38382	1840954
41692	1096868
39032	2026219
38719	1109611
41732	1103855
38696	995458
38526	2115523
41695	1140824
38699	917207
38583	976392
42515	932409
38806	1031094
38388	1059582
38372	2212223
41702	1174343
38639	1228708
41749	1029767
39028	1031123
