write_duration_nsec	flush_duration_nsec
25793	907415
17200	921213
16093	1300189
15940	923339
19371	782102
16601	881245
16748	825137
16571	911913
16727	1627290
33631	1086514
17204	2138772
32640	1075182
31346	798811
16595	878922
16642	944554
17729	901001
16967	800710
16624	979552
16708	812430
16531	2253743
19214	844408
17919	940531
17431	815094
18021	892906
16400	827300
16320	938078
16449	834751
16427	840710
17651	826519
16411	879257
16472	952270
16325	1345049
17733	837553
16304	903073
16494	798916
16360	1033456
17735	790198
16342	861802
16380	881984
16289	849265
16522	809834
17826	908294
16769	799653
16584	2223806
33446	1039674
17343	878242
16653	830995
16601	1010337
25552	864079
16659	902645
16598	925172
16574	847272
16615	799804
18254	1483136
16660	913627
16377	955164
16415	889336
17682	965997
16367	899024
16382	915893
16398	913911
17748	867523
16443	807694
16367	1817366
16384	796139
17677	901059
16885	820767
16443	908019
16459	838840
17661	933463
16529	811626
16305	910095
16464	2036813
17748	943480
16399	839240
16362	871008
16432	837111
17698	906149
16481	1394015
16259	1695679
17759	1015035
16409	952014
16398	812356
16338	898410
17748	846542
16638	902127
16413	2070682
16264	873272
17590	926453
30301	1097688
30827	1005892
33354	1011393
17479	869533
16378	989053
16426	1900260
17620	1007215
16380	912911
16476	881714
16500	797815
17167	918699
16520	860322
16356	850429
16493	2348999
30858	954687
16396	882615
16353	981493
17743	833136
16439	878519
16354	799888
16291	916979
16396	838505
17821	1219828
16440	1003326
16378	1494411
17769	923055
16558	905854
16728	877813
16310	854859
16449	793539
17775	910998
16370	820710
16386	904049
16485	804685
16396	2269501
17708	875775
16432	916612
16496	806432
17723	850453
16381	858732
16361	844317
16474	845509
17564	906706
16456	846187
16373	2278187
17735	899133
16325	843343
16417	822515
16357	902256
16403	910857
17706	849355
16436	934048
16390	2096983
23322	865846
16364	905856
16489	819402
16329	870719
16588	912393
18020	842562
16413	858371
16251	949618
16409	2080596
17676	985042
16396	798425
16318	894784
17662	798691
16384	905917
16405	797354
16325	899355
16478	847947
17661	1026723
16424	2131840
16462	1026073
17697	791596
16352	870021
16519	795122
16398	898368
25651	959136
17709	904852
16320	2156071
38489	969067
16395	812369
16338	942654
16417	805655
16297	903605
17813	824713
16337	2051609
29011	888902
17840	1000170
16687	802194
16371	905021
16411	896839
16371	920143
17511	775587
16380	1397476
16386	1678262
17841	949949
16377	808586
16487	896133
16491	830197
17737	894468
16407	808318
16343	1437126
16329	1600308
31834	1095991
16384	776581
16314	902258
16440	851231
17681	879664
16384	800143
16295	1480828
16452	1585013
17813	880632
16504	908652
16477	906454
16462	830294
17482	898641
16425	799471
16298	1384520
16443	1652246
17883	901875
16378	852674
16281	943394
17842	1001415
16430	968095
16409	832996
16381	2073182
17750	915503
16379	915989
16474	931175
16263	934731
17531	859837
16335	856350
16413	839339
16312	2124076
31672	815243
16279	918838
16483	830862
17782	915608
16462	835932
16331	908471
16422	830056
16359	1429494
17742	1719365
16432	1048554
16436	869541
17595	1007041
16377	867920
16295	892622
16497	807280
17793	2124359
31908	918161
16304	881182
17758	844271
16401	1031465
16383	797137
16347	877028
16490	838411
17725	2123788
16481	855086
16302	895650
17820	811222
16348	927688
16439	843187
16399	889664
16409	800573
17716	2034395
16578	928413
16529	902887
17840	801478
16392	872348
16525	901885
16445	878102
16497	801914
17672	1011451
16514	1953848
16543	836835
17483	826256
16309	866014
16426	840724
16302	996849
17836	850875
16734	918832
16398	1930945
16385	869571
17660	834743
16348	903226
16477	790234
16366	882802
17762	916812
16418	889569
16567	2036471
16304	1014540
17777	786473
16342	850261
16467	818554
16401	888559
17800	969127
16279	894016
16476	1987787
17717	908221
16443	823748
16300	895730
16487	812863
16314	910183
17784	847448
16279	1000504
16401	2016511
17668	946286
16371	815211
16364	1021933
16394	787614
16401	891989
17990	911654
16297	1066903
16385	2045159
17650	1106096
16478	953514
16472	854227
16390	941822
17739	863600
16434	834205
16315	930424
16442	1507293
30071	977290
16401	815071
16261	875750
16345	795025
17636	866268
16476	796869
16395	913290
16471	1712717
17628	1092580
16411	1007359
28588	885064
16414	829701
17762	885491
16386	821729
16314	852556
16505	936421
16392	2235915
31968	878676
16487	921316
25691	793997
17996	893668
16405	799034
16373	915109
16342	791066
17647	2148124
16483	1053533
16503	1051949
30188	1006811
16455	881079
16483	833470
16257	1053652
33810	1408324
16383	1758460
31152	884326
17759	899912
16394	864295
16303	893801
16398	840915
16348	868044
17760	1985570
16363	1082199
16401	954152
32111	1016513
16363	786290
16394	887860
16409	825163
17660	867331
16396	1974810
16405	989367
17778	887077
16523	949626
16779	847795
16447	876400
16497	940170
17663	878320
16481	2097065
16379	887078
17839	942112
16314	872131
16409	825919
16424	896206
16527	867114
17686	904207
16435	2017847
16329	1094226
17525	768907
16230	966445
16432	836210
16409	904530
17807	791533
16396	895268
16437	1999648
44191	1008636
16430	808285
16466	924227
16431	836947
16456	1022888
17729	767481
16325	906157
16428	1392668
16341	1702167
31015	823123
16636	1004032
16409	806257
17618	879917
16497	839266
16289	901791
16439	2006307
31679	970697
16354	813784
16333	858528
16459	939083
17597	908370
16390	812249
16379	904011
16515	1252546
32908	1809834
16392	792537
16287	915823
16420	974421
17655	902770
16423	799615
16411	900083
16451	1390496
17725	1682513
16380	791057
16324	917050
26636	815887
16352	1095151
16429	808928
16313	903160
16447	2027654
31353	985193
16712	813434
16409	898858
17649	833647
16445	1053272
16364	781656
16272	903408
16478	1323915
17476	1722758
16324	982389
16367	862578
17540	796302
16363	1036168
16470	813952
16334	896355
17819	2030277
16251	908699
16558	847784
17605	856765
16472	870682
16318	860536
16436	919939
16281	947344
17544	1259960
16272	1741549
16458	929546
17783	976423
16476	846829
16460	846012
16363	843766
17746	919815
16503	2041419
16695	925538
16310	805927
17576	901637
16405	790000
16365	866966
16331	828845
17580	970442
16388	958113
16363	2049881
17704	870312
