write_duration_nsec	flush_duration_nsec
120018	1485130
125507	2556237
128967	1367870
111033	1343154
111588	1265068
125360	1455867
109207	1468654
166077	2660657
167790	1600755
276778	1729453
254695	1446177
254791	1812467
255985	1617339
262419	1618514
248095	2656312
272404	1547039
239486	1378613
253763	1499464
253383	1428006
256176	1466628
231563	1391880
254820	1441822
244170	1382391
243496	1508206
238476	1387970
230434	1441389
231780	1413533
226210	1491704
226817	1347205
263265	1541379
249866	2084526
259686	1574181
231570	1440945
230147	1480724
255363	1410330
262893	1788666
237017	1404506
235373	2835154
249886	1419386
262003	1504960
232920	1326722
262962	1530586
247209	1404313
254506	1583055
246480	1400263
228183	1664779
250496	1409023
237060	1476801
226820	1341521
255976	1629749
248743	1397757
258693	1960501
256766	1601971
256049	1542819
254839	1490914
254566	1523567
259486	1886092
253460	1587968
275689	2493769
257400	1678425
251930	1611041
251540	1571438
254309	1847020
255773	1494464
233900	1394460
230590	1966520
246210	1445146
255360	1557702
233617	1360731
253933	1449212
238536	1461914
228300	2091050
227140	2043788
255376	1525430
254822	1382356
260056	1496070
255966	1519326
251713	1531743
258416	1414696
256272	1655522
259519	1497500
254426	2006969
259416	2506847
246736	1528633
255196	1440562
254180	1509807
256316	1403893
258455	1567531
252066	1438995
275388	1589814
258509	2291837
254096	1591754
257833	1383507
255316	1571828
252746	1441985
257009	2025648
275545	2074737
254600	1589361
254416	1433592
252603	1577691
252832	1433762
255669	1730550
256546	1650489
253116	1598201
256152	1454575
250099	1501023
256412	1919054
251383	1583208
279539	1640696
254343	1560399
256003	1535916
247913	1507713
253936	1447045
256253	1615030
258389	1459518
255503	1631140
252723	1391776
255302	2646117
257386	1478037
260989	1538016
250886	1446955
263072	1562698
243010	1639020
261329	1667739
251413	1408783
261866	1564105
254062	1443725
256156	2074154
255986	1435779
235430	1508967
253483	2580896
260869	1561522
236293	1517213
249909	1462368
228987	1399400
259835	1590181
251643	2586332
260263	1579035
245936	1429422
286502	1574271
254413	1419123
258962	2700309
255820	1468735
263159	1539389
247070	1437509
237716	1423265
226297	2569406
260609	1550768
271786	1672536
258252	1622286
246686	1604284
258746	2954065
273879	1526113
263423	1643160
250863	1616064
253969	1592654
249100	2468829
260110	1626684
251442	1550838
259509	1586954
252989	1473411
251152	2574912
255566	1408323
261909	1565512
253683	1465532
259129	1534846
264516	2518401
256906	1516047
253893	1522870
256916	1548209
251913	1432909
262882	2734931
244210	1421549
263156	1588315
250480	1426722
281815	1548905
255413	1448248
254023	1570388
251259	1445505
258909	1723643
271145	1637533
262542	1514156
256673	1468288
251942	1561015
251876	1893829
259136	1531992
255729	1451412
253719	1534886
260262	1442572
250822	1544402
277762	1477411
258379	1473158
240660	1371917
234173	1460211
227366	1347171
230470	1857640
261499	1468888
230463	1468947
251172	1489940
229433	1430635
247010	1455698
254089	1713844
254129	1471724
258463	1549569
257336	1454291
250793	1434319
258450	1759093
254250	1629280
255909	1468124
263343	1548189
255886	1398287
252813	2088730
254709	1647026
256002	1626666
255396	1454305
255436	1584875
252403	1432759
256836	1568648
277795	1638683
256359	1563512
256953	1386354
261026	1519423
251529	3066412
254759	1694421
256290	1621827
256059	1586701
254666	1450818
256969	1586967
252916	1477210
255679	1582918
259732	1464321
258356	2019602
259556	1655965
243447	1666209
256419	1419389
260159	1591607
258660	1454312
256433	1821731
255376	1459785
253573	1533069
261969	1505316
254606	1549136
259699	1978370
251329	1529689
248543	1432256
262842	1560555
249736	1389960
260799	2061590
253076	2441529
262839	1703965
245986	1444232
279948	1555932
255256	1428023
262562	1652872
254883	1566698
253573	1482664
264243	1421220
265879	1945604
235180	1357735
265419	1504950
252830	1436076
255409	1506130
235790	1359887
260723	1619697
235980	2519768
258150	1650326
254906	1451881
256096	1562255
251366	1393323
263776	1609857
250289	1514156
260393	1590378
245590	1456852
260842	1976289
253246	1478754
258953	2690599
257196	1590654
258712	1564512
249086	1433302
258106	1499930
252273	1616197
261439	1660552
252586	1971056
256893	1658856
251483	2765647
261025	1621856
255316	1396327
262813	1596524
253269	1445718
275829	1765036
253886	1442936
260702	1635033
265123	1637866
261109	1663955
248509	2548740
258273	1546362
253500	1544003
258492	1579085
249079	1391256
262506	1573515
246707	1433476
276312	1584364
254476	1569121
260475	1462091
257116	1396367
262102	1547615
249023	1781022
265563	1596805
257743	1488097
259506	1489487
259796	1388117
244649	1544478
259793	1465574
257263	1543049
260443	1433029
259343	1581955
255422	1365940
253036	1697235
256112	1564175
255852	1560178
255539	1416359
232370	1485243
250786	1382570
253466	2594915
260299	1433895
255216	1530536
253846	1451958
232490	1492847
249247	1424666
234740	1494050
255072	2761954
256009	1523476
254366	1406206
226537	1461422
257499	1540119
253153	1541866
259290	1480958
258036	1584628
256219	1394613
252439	1561482
254450	1724011
255062	1611713
256496	1476697
256176	1573722
259682	1618626
250863	2075160
258912	1481504
258183	1576228
287495	1481331
260010	1528027
250219	1881835
258893	1610004
255935	1464541
278422	1625020
261393	1441905
259632	2003292
252286	1676872
254106	1599211
262495	1456124
256686	2578356
262846	1471558
253956	1517987
257056	1433765
263943	1563789
260129	1453295
259086	1710674
256222	1447011
252860	1504670
258939	1703831
253756	1538539
258566	1442482
261556	1565888
246996	1455321
260316	2082807
249747	1589308
260060	1574595
250656	1441111
262809	2234895
249433	1671312
255356	2842998
255073	1569348
260330	1613361
251026	1471627
261442	1441465
248849	1439638
258576	1498490
252350	1435772
238093	1461548
250902	1424695
233133	1522419
224937	1910222
232706	1542119
254673	1433215
262732	1521730
253022	1465524
258020	1537919
250286	1372021
261649	1578248
250013	1433496
278748	1629320
247982	1424839
258293	1946694
265659	1624926
257296	1559852
254972	1589797
257342	1588627
244950	2008743
259603	1582028
252470	1597954
260229	1601577
251996	1435885
276519	2015222
251746	1458088
260836	1506923
252833	2663917
258623	1573182
253909	1484010
249850	1468168
254316	1440219
260679	1617683
250656	1413992
263236	2090583
249576	1480477
257493	1564282
251090	1597144
258046	1679328
256256	2092860
258186	1571345
248116	1448102
259719	1513516
255352	1462761
261572	2104796
271663	1625657
262922	1592474
249333	1475138
254443	1546752
257930	1673186
274626	1609351
260282	2426850
269622	1611600
262486	1466215
256423	1580214
258629	1429119
256499	1601647
276912	1485747
252833	1501740
253062	2129385
254826	1535349
255009	1432688
234493	1505207
248890	1386071
258156	1554236
258342	1708767
230610	2387015
260066	1432236
257749	1459245
230656	1425982
257680	1537390
250399	1410936
231617	1519687
231327	1363924
227850	1508800
253036	1987916
252786	1637153
257170	2362173
256729	1599167
260132	1472327
253179	1595230
254376	1615507
256640	1606631
256796	1449402
253806	1571985
259626	1830158
269682	2567089
258936	1457571
275065	1559985
258032	1494070
256436	1578425
256550	1470985
257009	1623710
280112	1464488
257806	2652214
274579	1661289
258560	1589265
250103	1429159
258196	1550478
256083	1495084
278226	1646270
263266	1463648
252296	1588085
260112	2268305
252309	1617887
265165	1467624
256733	1430732
257413	1609511
248646	1566525
254666	1556598
258862	2022775
252030	2349346
259643	1710758
248656	1456361
256583	1594888
251049	1536892
256520	1491508
253059	1437721
262942	1594851
265782	2426737
257736	1550115
269699	1397696
262133	1556236
252943	1656363
258866	1947914
258326	1441758
235180	1530676
250853	2302967
238780	1622840
256210	1363301
227763	1473101
253436	1440516
238383	1459642
228597	1427756
266062	1622217
251576	2823819
255443	1594448
249409	1461544
261539	1566255
254573	1478177
283385	1611390
247553	1445512
257829	1539269
254329	1935107
257326	2049008
256422	1485234
261186	1576401
246866	1447055
259112	1625020
250896	1459741
255836	1805991
252090	1473731
260389	2387492
248820	1608511
274629	1546636
257313	1430982
260226	1728304
255266	1476714
253523	1581635
248920	1408023
262286	2721285
273342	1657806
259876	1564372
251726	1456142
256726	1565858
251432	1472661
283325	1580758
255563	1382937
258269	2557030
250429	1428672
259706	1647063
254892	1470344
260736	1703928
278908	1469471
259452	2005375
250690	1422419
257949	2388307
256806	1438112
259883	1527030
256602	1442171
249549	1517069
265715	1448348
257006	1542785
263213	1453795
255312	2548183
259892	1528533
247553	1597051
254992	1420952
257959	1505846
257209	2008622
256983	1549096
255913	1400134
229060	2587686
257903	1441175
231687	1560479
260136	1416052
233869	1410775
231580	1566405
229510	1463415
233067	1845251
256359	1595931
256915	2248741
257909	1639633
249856	1459261
255626	1584131
257576	1587138
259406	1594234
260326	1460691
251976	1562718
256626	2439307
253312	1610390
263676	1472055
257832	1592314
254279	1758599
252556	1710427
257369	1577348
256502	1595637
256083	2442927
259136	1602744
247973	1400453
275439	1563578
258986	1562908
253436	1594641
262159	1399140
261849	1824348
272332	2161335
259119	1549252
257129	1459758
261062	1519626
259315	1485214
257673	1608184
251003	1619234
251556	1587194
263712	2640287
274415	1664219
262025	1420409
254872	1588471
262599	1653166
257492	1551668
272282	1592794
263856	1554229
249802	2287997
256586	1499910
