initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
9437	980912	3339159
10826	993718	3445085
11336	967873	3189036
10936	993655	3341498
11026	966636	3454825
13070	997225	3477745
11703	989678	3443302
12363	1008798	3436383
12246	993128	3444176
12450	999295	3715101
12919	985538	3419829
11726	1001308	3823522
13063	999771	4163775
12793	1002975	3287930
13286	997211	3358104
10183	988835	3309109
11160	960556	3392614
10720	967083	3267387
10234	988082	3367705
10786	980638	3355007
10853	991291	3839407
12996	1000038	3376744
11777	986986	3477828
11726	995738	3453558
12533	1003862	3495377
12653	994185	3465205
12580	996489	3864334
12917	1017308	3503300
13099	984972	3867287
12926	994988	3306332
11896	999148	3385474
13359	961129	3331295
9634	959343	3319596
9846	963139	3422816
11140	963293	3377767
12333	993405	4069727
12889	980785	3385020
13020	997308	3472141
13250	985549	3452869
12269	1001981	4387551
12823	995385	3456635
13157	1005749	4418612
12150	994702	3491188
12340	992459	4313358
12886	1018917	3394073
12963	992905	4311304
12803	1022998	3411740
10590	1004265	3341592
10646	1013811	3377957
10700	1033524	3431332
10920	1027094	3470182
12806	1020351	3952757
12887	1029638	3431766
12957	1015268	3379811
12910	1018625	3333143
12880	1021798	3343751
13206	1028361	3368477
13006	997758	3684198
12956	1016098	3441382
12999	1018004	3296406
13110	991422	3443753
13000	990936	3352932
13036	998658	3416823
10947	963126	3355588
13126	975252	3796396
10729	988232	3327145
12313	974098	3495343
12776	1002968	3445842
12920	1003598	3493257
13163	1001452	3390687
12290	987735	3365318
13103	990879	3833022
12926	982775	3324888
13030	992895	4190658
13123	1027414	3329905
13476	992462	3329089
13100	990718	3320089
12843	987042	3211652
13233	1003838	3674652
10673	980252	3280663
10856	982872	3542356
10676	977866	3297450
13256	1005901	3300983
11996	987925	3266367
13186	996412	3385217
13236	1004228	3307650
12340	988992	3792565
12423	984692	3305293
13146	996571	3388890
13093	992908	3297333
12253	985999	3656263
12733	993829	3375948
13096	1004015	3873860
12786	998325	3502427
13199	993958	3276533
10117	967726	3435446
12699	1004784	3436035
10920	972599	3503254
13260	968529	3363298
12093	994899	3769366
13173	994388	3326222
12777	994369	3523174
12929	998365	3445625
12903	999128	3503534
12959	999495	3357898
13126	982909	3867297
12777	999398	4505202
12780	979822	3294030
13276	996461	3329595
12146	997758	3886312
12823	1008901	3453838
10653	995332	3797622
10993	990782	3351298
10600	980426	3327932
13170	998378	3447582
12577	989169	3314189
13036	996602	3587615
13113	989229	3317572
13229	997058	3508650
12257	1005408	3411966
12916	1000132	3490907
12946	994255	3437115
13053	994332	3684532
13033	989975	3297969
13040	1018708	3811292
13019	1002538	3371001
12900	994869	3258541
10923	993579	3420530
10163	970479	3330392
13103	970833	3332666
9630	973636	3327359
10860	972963	3545363
11167	979989	3444286
13089	994808	3540712
13139	1000958	3444662
11923	992722	3822039
12893	1001305	3425929
13030	1013038	3775603
12843	991225	3361715
13043	984466	3393964
12903	993628	3585921
12869	994291	3420792
13060	999815	3427107
10393	981298	3357944
10993	967232	3656319
10716	992735	3368325
10873	993269	3471385
11830	976326	3410226
12266	984952	3521346
12703	1000358	3460364
12547	1008905	3948975
12987	1017078	3421313
12406	989172	3304233
12173	986126	3908922
11413	994632	3285440
11830	996862	3295187
12413	985642	3332115
11633	988532	3356384
8873	930847	4084212
7760	933007	3283510
9308	936463	3208239
8465	927312	3371179
10840	962888	3185011
8639	950446	3258472
8730	937367	3242933
11326	921340	3786210
9220	971730	3249918
9272	981220	3294258
8823	941475	3148093
8090	937088	3063950
6478	852973	3012656
5702	844105	3045223
6209	878381	3535951
6606	881988	3120898
6674	810180	2995694
6263	819212	3550095
6699	814824	3058816
6686	816939	2967152
6697	797228	2935403
5882	742373	2907727
6467	821222	2940925
6461	809666	2974430
6509	796716	3064909
9122	890478	3158477
8247	880102	3109016
8443	887828	3181169
7298	856832	3164104
7133	817268	3099147
6572	898538	3151517
9239	911848	3222816
9852	910194	3623344
9075	791725	3048022
9980	856238	3215431
10679	900768	3257630
10403	987630	3282364
10266	612178	2897098
7302	878809	3134859
7131	963863	3262361
9285	903369	3355655
