elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
14126	68211	78308	2239865	23549
13129	80724	90457	1092915	22235
13263	71591	81247	1193292	22293
13263	71714	81957	1004787	22860
13326	71805	81948	1090922	22832
13313	74837	84790	1011130	22582
13313	71277	81331	1040490	22717
13237	52999	62989	930797	22561
13053	48852	59158	1238184	22696
13319	75291	85724	1187259	23102
13263	70878	81061	1192289	22772
13303	70968	81311	1026431	22992
12883	74405	84568	1084332	22343
13200	72328	82695	1512960	22916
13266	71784	81881	1121317	22723
29552	87241	97810	1049873	39448
13259	72667	82987	1129070	22926
13313	71605	81771	1008641	22835
13393	71371	81738	999365	23099
12836	75934	86034	1025440	22266
13193	73351	83777	1217338	22983
13286	72574	82827	1014667	22899
13276	71701	81744	1137084	22679
13179	76261	86524	1083272	22802
13170	73525	83868	1111508	22859
13219	72367	82424	2059790	22599
13223	75244	85257	1142694	22586
13110	73438	83635	1017468	22669
13200	72535	82854	1090345	22859
13097	75928	86311	1029071	22806
13247	71968	82288	1098879	22913
13183	74138	85438	1088702	23832
13190	53112	63372	1140874	22806
13103	75961	86334	1017294	22812
13120	72442	82625	1051137	22653
13080	53175	63295	925577	22540
13153	49505	59851	1603747	22856
13196	74954	85281	1558268	22843
13026	53831	64134	1550482	22665
13080	75688	85885	1016465	22610
13216	53792	64081	987448	22842
13086	48415	58471	924166	22476
13126	48678	58878	943506	22663
12856	52118	62541	941293	22592
13086	52822	63165	1007001	22789
14222	52761	63118	925786	23936
13220	47882	57848	965102	22526
13040	54685	64912	1801312	22613
13043	52545	62708	1021867	22546
13013	50739	60802	2188334	22483
13179	75854	85961	1334235	22606
13253	70938	82058	1234018	23699
13313	71008	81254	1069079	22909
13220	76428	86808	1041374	22913
13173	72198	82584	1246421	22923
13170	72258	82521	1062136	22763
12780	57645	68102	2234329	22560
13116	72271	82798	1006211	22996
13163	72165	82588	1178987	22946
13223	75864	86318	1017161	22987
13226	72375	82784	1123551	22972
13283	70815	81038	1171623	22860
13197	70008	80238	2368542	22743
14360	75241	85738	1089109	24200
13056	57662	67948	1166447	22675
13070	73772	84145	1014551	22747
13319	72541	82891	1049206	23019
13109	51485	61641	923367	22612
13173	48502	58818	1115594	22813
13153	74348	84451	2259775	22617
13100	53426	63742	1029714	22756
13083	63978	74394	937890	22812
13323	74288	84377	1064016	22769
13179	53375	63364	919020	22515
13130	49019	59455	1002425	22899
13193	50738	60741	1126147	22519
13087	75165	85395	2306507	22627
13107	71858	82158	1023827	22747
13186	74501	84820	1076939	22842
13326	71341	81534	1009151	22879
13246	71908	82084	1072139	22783
13237	71698	81965	1036607	22863
13180	75438	85587	1092522	22683
13190	72175	82584	1010258	22953
13143	71584	81861	1076986	22770
13323	72182	82458	967819	22952
13140	75275	85418	1278347	22633
13187	72918	83371	1064623	22993
13176	72248	82381	1066519	22673
12903	75522	85755	1014495	22446
13133	72355	82758	1742607	22886
13110	71938	82245	1102285	22763
13622	75071	85417	1047699	23296
13226	53222	63268	917167	22596
13149	54508	64711	1081649	22675
13177	48972	59282	893501	22813
12883	56762	67198	2229726	22625
13166	73698	83924	1128964	22766
13173	71678	81781	1106805	22635
13163	75738	85914	1037480	22656
13176	72398	82754	1106978	22896
13173	72545	82684	1004041	22666
13193	71888	82021	2487579	22668
13176	75434	85740	1196572	22832
13147	71922	82261	1147661	22833
14476	79855	90208	1026217	24159
14423	72478	82667	1112138	23963
13246	71645	81824	1027531	22776
13116	72158	82574	1206045	22880
13286	75898	86371	1045973	23103
13183	72341	82677	1663355	22880
13259	72621	82834	1149430	22826
13140	75558	85907	1110395	22833
13149	73404	83661	1038640	22759
13166	73534	83791	1089845	22773
14247	76091	86431	1013628	23917
13263	71215	81591	1102555	22999
13326	72718	83187	1013167	23146
14516	72581	83014	1023071	24299
