elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
11056	76724	86731	1217195	20429
9613	61865	72284	941606	19386
9353	57815	68558	1049320	19456
10270	59665	70305	1067473	20196
9663	56929	67412	1000772	19512
9393	60942	71188	2149325	19019
9820	59358	69835	1038570	19670
8300	57088	66438	961106	17286
9613	60284	70434	1057099	19143
9610	59335	69808	1066826	19372
9726	58262	68535	2230406	19339
9850	60312	70532	1591021	19433
10673	59548	69868	1047110	20343
9723	56912	67085	900307	19226
9823	61362	71731	1080526	19519
9660	59162	69495	909017	19326
9947	58102	68525	1031061	19727
9614	56552	66969	867959	19370
10506	61931	72234	1060409	20169
9537	58045	68242	1622047	19047
9866	58581	68961	1052379	19606
9840	56439	66635	965882	19319
9913	60385	70744	1051833	19619
9916	58168	68268	936100	19366
9826	58145	68364	2285614	19399
9993	60471	70731	957479	19604
9776	57181	67641	1162950	19586
9736	56895	67128	888438	19309
9523	60945	71305	1021897	19199
9960	43742	53985	855282	19510
9740	38456	48242	1006351	18980
9870	56852	67188	2197154	19563
9876	61688	71844	1104755	19399
9659	59438	69664	940976	19216
9750	58241	68851	1031614	19709
9340	60779	70888	934670	18829
9806	59788	70368	1063696	19700
9607	57825	67925	914034	19046
9540	56642	66918	2302984	19166
9873	61608	71805	1056736	19437
9830	59635	69898	1053247	19439
9759	58101	68284	1037726	19262
9717	60245	70678	1043710	19520
10433	59445	69768	1188079	20097
9849	56701	66948	1048019	19433
9933	55782	65815	968672	19242
9723	60412	70781	1040427	19442
9447	57752	68059	921927	19131
9703	56829	67158	1020231	19355
9893	55871	66121	1485920	19420
9916	60241	70781	1027960	19816
9796	58351	68911	934746	19679
9743	58422	68855	951033	19570
8319	60071	69251	920383	17116
9736	58451	68801	1058359	19469
9980	58288	68545	915717	19557
9736	56805	67118	985928	19399
9519	61248	71777	1618566	19412
9824	59489	69762	2029619	19451
10107	58489	68718	922784	19682
7913	57482	66692	1036394	16683
9823	56825	66922	909584	19252
10036	57102	67768	995355	20073
9956	57121	67531	905450	19716
7123	57525	66258	1021811	15495
9280	57948	68318	1130797	19016
9796	56725	67021	2272525	19422
10270	62031	72225	966126	19784
9520	57998	68381	1040427	19194
9670	57995	68378	918594	19405
9763	73478	84238	1010508	19799
9449	60081	70388	917543	19070
9320	57795	68218	982908	19123
7670	53775	62865	912661	16379
7703	52739	61522	1044577	16149
9793	60025	70198	2150928	19282
9886	58158	68388	1091749	19412
9373	61255	71662	947060	19153
9609	56891	67234	1046373	19262
9663	56742	66975	923457	19226
9506	56681	66995	1098702	19180
9820	60985	71085	966839	19222
9393	59285	69638	1508633	19092
9733	57702	68011	1771412	19375
9713	61332	71545	1164043	19269
9747	59145	69418	927417	19376
9487	58002	68645	1044590	19436
9669	56645	66851	927240	19225
10233	62015	72808	1092058	20303
9686	59268	69458	2178754	19192
9860	58568	68781	1103991	19390
9636	58922	69245	930673	19242
9437	56735	67125	1054100	19180
9833	56855	66924	930013	19252
9914	57082	67449	1003102	19634
7303	55819	65028	1005225	16166
9520	57935	68425	1465968	19380
9684	56856	67182	1577688	19363
9683	59998	70278	1040243	19290
9763	58135	68408	915677	19365
9727	58252	68372	979819	19237
7780	63047	70132	924297	14532
7583	58232	66745	1016581	15742
9409	58258	68648	998804	19159
10656	58888	69065	2346799	20196
10123	60468	71498	939769	20496
9979	57048	67594	1052926	19848
9939	56875	67141	891754	19549
10679	56818	66854	965589	20072
6983	56545	65208	958213	15258
9363	57988	68421	1191748	19133
9643	57152	67638	903737	19439
7776	53628	62561	2082340	16306
6857	57512	65969	1003398	14971
9476	58062	68468	1053713	19189
10906	64521	75174	942569	20915
9453	58262	68831	1021654	19389
9523	56645	66961	932719	19210
9869	57005	67421	1634166	19642
9924	61662	71845	986355	19436
9933	60045	70484	1055696	19733
9676	57958	68194	918547	19222
9560	56665	68345	1049223	20604
9516	61358	71851	943660	19335
9373	58901	69698	1046500	19513
9576	57928	68288	917903	19209
9576	56498	66848	1824497	19273
9930	60428	70631	955029	19413
9603	58078	68528	1069712	19410
9643	57685	67825	904731	19109
9563	46319	56875	1049490	19453
9829	56861	67181	1124177	19472
9826	56868	67291	1062749	19602
9720	56675	66925	2195360	19324
10019	62451	72594	1203215	19542
9773	59735	69828	951546	19233
9800	57598	67935	1055670	19514
10060	60635	70768	918580	19467
9653	58018	68468	1064229	19456
9806	58188	68451	937213	19372
9816	55872	66262	2181874	19529
9903	60135	70281	982608	19386
9596	57948	68258	1037203	19279
23861	74760	85040	959655	33518
9939	58335	68791	1055023	19766
9904	57046	67459	928510	19644
9803	56751	67005	1051353	19397
9963	61711	71814	1456131	19409
9996	59608	69831	1818474	19549
9903	57995	68378	1020284	19579
9913	61371	71884	1059386	19790
9746	59865	70071	948499	19286
9496	58071	68411	1052340	19199
9907	56856	67035	927120	19440
10043	62292	72862	1522123	19966
9720	59375	69715	1607667	19400
9403	58262	68752	1150297	19259
9723	60694	70921	924523	19284
9499	57325	67828	1064222	19366
9773	56519	66718	912064	19295
9447	56322	66815	1050394	19283
9613	61555	71898	1001165	19266
9366	58918	69341	2121035	19133
9626	58015	68181	1031727	19143
9699	59995	70261	1062259	19283
9669	58341	68658	916507	19320
9360	57832	68221	1053060	19133
9599	56528	66831	914603	19189
7220	56072	65182	1067473	15923
9753	58118	68411	2121802	19380
9653	57605	68015	1074166	19453
9883	59035	69468	978392	19617
9547	56829	67275	1052103	19350
9743	56715	66948	930670	19293
9600	69845	80398	1078919	19456
9903	60352	70595	932540	19467
9733	58175	68628	2424914	19529
9783	61702	72078	947939	19466
9703	56711	67108	1149727	19444
9623	56755	67071	926023	19299
9554	56889	67389	1036861	19397
9789	61211	71534	925010	19419
9919	59665	70058	1043803	19650
9563	57665	67828	911573	19060
9867	56969	67335	1202762	19557
9757	61482	71678	952753	19283
9703	59492	69961	1063343	19502
9733	57989	68225	1564959	19269
9653	61092	71442	1070519	19280
10893	60078	70385	2129116	20523
9686	56991	67234	1057822	19276
9750	61732	72052	925047	19407
9436	58721	69391	1051266	19446
9757	58115	68418	917614	19356
9640	56729	67052	1102572	19360
9590	61148	71365	917047	19134
9536	59865	70325	1094462	19376
9493	57638	67821	2167864	18989
9640	61095	71308	1082885	19183
9727	59552	69812	922560	19310
9346	57718	68274	1052053	19292
9706	56498	66705	1115951	19229
9780	61658	72144	1081262	19572
9693	58965	69265	916744	19287
9483	57855	68032	2133076	19016
9937	60799	71178	974586	19682
9456	55902	66265	1063966	19189
9519	56775	66894	912580	18955
9357	55425	65538	1040860	18799
10050	60665	70928	986209	19606
