write_duration_nsec	flush_duration_nsec
23459	944832
26499	925603
25739	817776
26099	881665
40329	1402839
28502	960075
26172	855815
26609	871078
38139	900701
28750	933684
26316	1513746
20046	984295
35582	2107693
28009	994068
28483	821434
26050	867672
35622	834732
18186	972792
15700	869415
29983	879565
35353	835673
17883	888804
26069	785207
48672	895528
38559	938270
26400	873209
26909	810193
28920	1028268
39712	839149
17459	877704
26360	1956354
30172	1088322
37349	986379
26540	903664
26073	813247
29056	962133
35046	840616
17636	893371
26119	1980873
30059	904041
35379	836603
17433	878182
26173	810174
28486	867099
33292	1033290
26316	878901
26460	1242745
29792	1825841
37262	844826
17723	945203
26412	837722
30982	876241
35139	974795
28325	906187
26360	1265201
29959	1659582
35513	849399
18076	860578
28573	838263
27739	906734
34152	844129
17843	975829
26243	933294
30046	2125849
36846	854342
17736	897404
28653	807090
17253	985468
37016	884208
26313	964116
28583	1317282
27959	979285
35276	848242
17913	869235
28552	807816
17563	861379
35233	838810
18250	1651993
18513	1480248
27980	1901622
36922	840089
21019	944129
26022	827569
26366	878565
35473	877842
28222	970505
27773	961249
26426	1100225
36869	941786
28116	1464335
26302	812746
17416	873155
35172	868485
19986	944576
26399	820953
26043	990948
35486	909701
27642	894787
28736	836429
26346	883925
36293	913848
28352	871208
19780	861162
26110	907228
35165	844649
17886	958072
26652	2068440
30786	1009137
34059	917164
28626	944663
28526	836443
26449	894207
35362	840486
17799	972295
29312	1060403
26103	1514043
36863	2029999
28606	961533
26439	841713
26216	899827
35312	1000984
29609	955772
25683	795564
15523	905864
35122	882051
19613	2225856
27916	862566
26496	959412
36789	1006941
28002	949116
26156	842776
26132	914217
38566	900894
26496	2092409
28129	925086
26156	922547
37909	898085
28033	910034
26286	814726
26479	912707
39776	841336
17389	966638
27805	882511
26173	874135
40269	839083
18356	896984
26313	1038487
28829	1270256
37193	939360
26319	945443
26243	836973
26259	872045
35629	838375
19676	887358
26243	854663
27479	1697828
55028	930336
28432	899164
26343	849212
28329	938770
36105	836596
20462	903460
26213	840736
27656	879721
35016	2146205
29986	887828
26326	806487
17543	869115
33266	845869
21206	874738
26273	840766
28396	869668
36129	2055128
30416	1038040
26366	807790
16950	898201
38029	848543
18050	856216
26410	813433
26533	862545
35856	954033
30023	2016076
25870	879029
25643	946293
38036	843933
17930	896971
26029	829406
28063	867295
34176	940537
31286	2049648
28759	976068
28609	902234
38199	887834
26102	872071
26366	807500
25759	939379
38616	1425409
27986	1692651
26576	853016
19226	1005681
35459	902144
27646	920080
26209	809500
26292	872945
38859	1385350
28605	1751992
28899	873158
31219	935313
32836	839259
18226	859935
26222	812066
19589	979111
36772	2133852
27815	1047846
29039	805604
17193	1095865
37049	1067702
27786	1064260
30053	909757
26473	962406
35743	2095290
30052	1005841
26083	803071
16093	994944
35262	827386
17166	908987
28596	807227
27023	1417649
38746	1668946
29473	906691
26306	865705
27936	1040934
35263	825340
19646	930016
26553	857566
25965	2001525
39645	929590
26256	949883
26309	881568
26343	990192
38815	901537
26399	923296
25786	786967
15336	1974926
28019	838209
16440	912367
25723	810820
16113	847386
26786	1022194
25773	918044
26369	808700
26269	1306365
39662	1623987
26432	906770
26173	835043
17280	821150
29253	863402
16733	899201
15537	847739
15983	905810
35186	2128902
30546	877828
26676	854035
28743	909667
38185	895704
27936	1049097
26190	770068
