initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
8076	76524	1362312
5807	65335	942742
4391	59461	1168100
24033	96012	989822
19797	79268	1125761
7228	84400	976832
8455	78074	1158335
21290	93893	1217100
8951	88451	1176149
5322	94818	1145286
11545	104708	1245854
8711	100011	978531
6078	81930	1150224
11821	106359	1136465
11478	111616	2161383
26072	116582	1179883
12191	112849	1239445
8849	104443	982081
5807	84758	1622103
13494	141000	1642782
8482	99823	1186997
12988	155382	1160532
13531	128568	1227035
9291	98325	977849
7100	97232	1176840
13682	126156	1160657
13268	131196	1181854
9151	103600	1191595
8947	115100	2187955
9103	120140	1058850
7020	105434	1165960
14536	140809	1105622
14186	133099	1211472
9620	112063	1048247
9180	115727	1178617
14173	143966	1090213
9520	106777	1169313
7733	107851	1083173
13753	136763	1775607
9620	112794	1024108
7767	108031	1157177
14487	141473	1076723
14170	144572	1200009
9667	108834	1067247
8919	131753	1240361
14516	141432	1137834
13947	140183	1266138
14149	132659	1725484
14373	141729	1254994
13993	138000	1131748
14199	144569	1940015
14389	132466	1128474
14150	137919	1190143
13896	136319	1139894
13960	147999	1266141
14076	130886	1117468
14136	135852	2289468
14483	141406	1134518
13073	139592	1248967
14320	148909	1138091
14053	134766	1248625
14009	135419	1111588
14053	153085	1296603
14253	138533	1978794
9469	111246	1183943
14249	136186	1097705
14136	138903	1184980
9390	112524	1028638
9226	103163	1148970
14450	143890	1118982
9533	106310	2385555
13630	137709	1116075
14219	138372	1201209
9550	109421	1110225
9133	138936	1211919
14483	135676	1039001
9153	112547	1693585
7293	124060	1256644
14423	140789	1225798
14123	139006	1069053
7626	107770	1177170
14463	135923	1136307
14116	140159	1275513
14053	131110	1128475
13783	144359	1715421
14073	136543	1117948
14056	136586	1258711
14383	145169	1137831
14100	140496	1245388
14096	143916	1147577
13796	135813	1221498
14073	138776	1115181
14080	130547	1993047
14423	147396	1142378
14066	134060	1217822
14016	139276	1097735
14210	160179	1235552
14326	147463	1128055
14126	141236	1230338
14093	139053	1218552
14433	135540	2372116
14150	138173	1137848
13593	139976	1275400
14036	143129	1120668
14073	140136	1237205
56821	180741	1301249
14120	137366	1251891
14146	132626	2038622
14336	150129	1266234
13956	132560	1088789
14086	134993	1190326
12623	131213	1226031
14123	143403	1275154
13963	145696	1239525
31545	156572	2300381
14216	132739	1138517
14159	140392	1230775
13709	143249	1196992
14029	141569	1228811
14033	136659	1046900
12753	135903	1218639
13973	144606	2039639
13930	133900	1175337
14457	146536	1143758
14133	134803	1294263
14029	138372	1133671
14263	137349	1248761
13947	146233	1684069
14110	132210	2043409
14433	146573	1110335
14073	128007	1266051
14110	133116	1049253
14363	149279	1219192
14056	132479	1069623
9613	114567	1214046
14253	135023	2277136
14110	136700	1316446
13979	159432	1135577
14370	136793	1227048
14073	129110	1106322
14023	137120	1210156
14436	135949	1133841
14086	144499	2394999
14236	134496	1099655
13953	142939	1233705
14153	138509	1085473
14173	138436	1216675
14593	147472	1128381
14113	128673	1249895
14029	136323	2360569
14406	140069	1380180
13999	139629	1085359
12833	145585	1234658
14030	140846	1114595
14053	134213	1213942
13969	135559	1162037
14413	132766	2437054
14133	146169	1135801
14483	132297	1214452
14109	136562	1115205
13933	137756	1169790
13753	143863	1103706
14096	146639	1224222
14117	132837	1068343
13076	136533	1233045
14436	133436	1226608
14183	141539	1252351
14143	131099	1119928
13759	146242	1285397
14092	135109	1110091
14099	139029	1185189
13933	143469	1825008
14170	138759	1285277
14019	135183	1121268
14483	142692	1247671
13933	135123	1110839
14056	149786	1244618
13049	136289	1273077
14143	133090	1274074
14069	137569	1091329
14133	131089	1183470
14456	146766	1134648
14117	132717	1224112
14070	138376	1135925
14353	142370	1267491
14133	139726	1719115
14093	137672	1618927
14469	140439	1825725
13966	132323	1237255
14510	138203	1133698
14127	132927	1257745
14126	143749	1222772
14039	141872	1290150
14473	134763	1110759
14140	137980	1230092
14150	129023	1578825
14406	144522	1970480
14216	129296	1197309
13756	141216	1231208
14147	131840	1121812
14180	145266	1229788
14099	155949	1145977
14327	142723	1240385
14136	132556	1123242
14363	137226	1289240
14420	141429	1117738
14043	138769	1208132
14193	136130	1325566
14460	138369	1231428
14086	135852	1103675
14177	138870	1597475
14436	142469	1238558
14193	131656	1237882
14190	137067	1066083
13523	133336	1227769
14036	149626	1091023
13999	143919	1190742
7700	106377	1043797
9117	159409	1188150
7639	161965	1078345
6387	163346	1094736
7407	169515	2121550
10466	171405	1207765
10346	169595	1155273
11019	172402	1210752
10426	170322	1210795
7854	133811	1082696
5752	129934	1215738
8053	135314	1127344
19613	180295	1140184
7617	181678	2810892
7997	184399	1358561
7565	207244	1295164
10143	152504	1025285
9263	155393	1158510
9786	158244	1166347
9488	158050	1233619
9923	156938	1551166
9500	206811	1908090
9940	163941	1055776
9099	152955	1172760
5872	101908	1070009
6046	104007	1098268
5960	101780	944082
5954	104782	1229104
6065	169095	2390688
6228	101022	1131934
6040	165778	1070383
5766	101591	1083695
7409	126463	979932
7335	120129	1115850
7358	121934	978399
7522	125850	1112881
7485	121118	1172999
7604	161306	1441231
