initiation_duration_nsec	write_duration_nsec	fsync_duration_nsec
11670	115317	1083192
10753	100034	921107
9780	105520	1040424
9873	103424	919224
6440	97441	845199
10759	100303	941453
10300	103401	1427173
10746	104500	927860
7087	91241	850400
10819	95434	900281
11186	139249	941640
10960	105844	902781
6857	94314	1571956
6146	67471	911077
10807	99254	2180472
10909	110416	908604
10709	72204	865138
10500	97671	870485
10867	100841	863022
10630	99658	975879
9970	101734	943900
10197	106461	878395
10726	102967	862735
10717	103841	861596
6590	96744	835830
6440	99927	976905
10697	105171	884525
9849	103123	879368
9710	103524	1049637
10873	114530	1447305
10927	103354	864286
10829	102957	876178
9620	101067	854939
24742	88860	849972
10679	98880	852429
10523	100578	863079
10523	94321	843220
9633	96727	944207
10180	102761	1605758
10670	103847	872712
10453	100013	874631
10700	98000	942913
10227	107557	872499
9619	100397	876681
10630	104710	866225
10833	105064	883855
10143	106734	2151596
10877	102551	901695
10596	101543	863185
11107	72502	844966
10073	102754	863685
10797	101831	864972
11000	103567	857016
10490	104024	939800
10854	107037	1007425
11083	102894	894981
10513	101307	2076394
10963	104561	954887
10876	104777	871048
9776	100367	866492
10710	103191	855359
10120	109973	869005
10687	102758	862459
10743	102920	971939
10843	108640	1151558
10973	111230	2157255
10883	115184	955546
10489	101647	881958
10753	102543	859125
9837	103227	900581
10703	102400	865032
10840	104650	869469
10516	103217	1063700
10870	107924	1994157
10943	114643	1062583
10970	103544	897835
10749	102050	871528
9756	101487	2204551
10616	109270	981025
10623	101871	1017718
10960	104624	870355
9593	96524	869552
10607	105161	875316
8370	104741	861886
10573	100831	870082
10666	100847	2114620
10477	115000	1109605
10636	110237	1002125
10930	104637	869705
10573	104553	874718
9747	104561	872149
10183	101627	872175
10853	105283	960799
10816	102217	2038535
10813	104577	877629
10466	98611	1011265
10536	100870	872775
10540	98771	942514
10000	103494	877972
9719	103390	888784
10706	105677	1431686
10930	115067	1739294
11143	143820	1107179
10920	104161	927727
10790	102044	937847
11030	107614	881028
10676	106007	878838
10517	101191	878482
10573	100170	2391692
11159	114816	1098962
10996	115590	1069896
10883	103171	875002
10776	107070	870808
10603	101783	858372
9729	104460	858539
9920	103637	868249
13303	109513	867392
8149	100620	885974
7270	95071	836040
7004	97268	1002452
5853	94467	1401107
7696	97627	886788
10556	103993	1923805
10900	114630	955340
11083	106864	860796
9710	100698	859323
10723	104310	848886
10646	101870	874085
7623	111357	967149
10643	105020	884798
10566	104293	911044
9663	102713	910860
9750	120400	1917753
11093	106360	883718
10800	104654	870266
10653	104307	876568
10869	101154	864845
10653	101577	958043
9650	102287	856179
9790	101361	876939
10407	71918	865479
10479	102887	2044798
10380	101187	878972
10763	126089	938320
10727	105577	882032
9850	104884	956256
9693	102194	870036
10716	101934	948556
11056	107430	2125752
11060	97144	877732
10783	95293	877998
10956	97954	876081
10580	104874	873582
10990	104991	965256
9993	105127	889894
10103	107436	898704
10780	102797	2174582
10843	114700	1082299
10380	114913	938043
10790	104154	879209
10717	105061	878585
10493	101621	990116
10863	122360	908128
10683	104927	1395090
10593	103540	1541366
10913	101563	895804
10126	101674	912017
11110	109704	978233
11036	140046	1001854
11003	104747	1004688
11143	108320	892658
10646	105110	2145193
10687	114971	1088516
11079	114413	1080926
10877	110437	944274
