before wait	after wait	rtt
1417	464351	511451
384	462582	510928
1005	462530	511592
1081	463321	511473
991	462508	511250
372	462524	511503
1020	462631	510836
399	462620	510550
308	462608	510095
303	462491	510630
1012	462600	510387
1089	463301	512408
989	462616	509741
497	462617	509803
1021	462545	511605
1016	462538	510987
1016	462537	509816
370	462537	519532
1003	462555	511428
1114	463381	511791
1023	462526	510330
394	462525	512053
1019	462521	511965
1083	463340	510604
1014	462493	511179
410	462587	511047
1106	462571	510296
1090	463296	509199
996	462454	509901
374	462495	510265
1023	462503	510814
1010	462602	511845
1089	462626	510189
424	462542	510994
1118	462682	510995
1081	463321	511291
1015	462505	512337
390	462678	509698
1123	462601	513382
293	462557	509095
285	462511	509844
366	462600	509328
1001	462539	510875
1080	463337	511271
1070	462578	510270
463	462754	511293
1003	462549	512214
1019	462520	509840
1819	463326	510398
411	462773	509526
1072	462614	511396
1081	462723	511497
1055	462535	510658
430	462501	508791
1349	462511	511183
1007	462524	511655
1023	462571	508997
477	462641	510061
1023	462549	508600
1010	462487	511799
1117	463311	510411
360	462533	511654
303	462555	511345
995	462604	509957
1049	462779	511303
383	462510	509760
1139	463381	509319
1080	463301	515014
310	462554	513821
364	462626	508616
1053	462601	508674
422	462589	511771
346	462548	509131
320	462547	512717
1167	462691	510560
1101	464140	509065
1467	463006	512188
431	462621	510027
1040	462563	510481
1046	462572	509325
1053	462589	514617
423	462531	508022
1060	462597	508973
1135	463344	511306
1037	462527	506301
415	462534	508403
1070	462582	511542
1017	462523	509066
1020	462914	511552
1142	462649	509064
527	462856	510449
1129	462619	510684
1040	462544	510625
387	462554	513676
306	462801	515114
1263	462715	514219
1160	462603	513354
414	462551	512664
1090	462566	510764
1087	463294	508884
1380	463352	508828
1185	463419	524213
1249	462647	512933
437	462654	514509
342	462563	510616
296	462514	511158
1008	462567	514664
1019	462604	508767
1110	462614	513954
1184	462526	512610
1005	462529	515029
1027	462538	510364
1024	462514	517502
366	462504	513258
904	462611	513381
1014	462644	512877
1029	462563	515164
1400	463513	513007
1008	462527	509876
1123	462676	513353
1007	462766	513428
1250	463369	513534
344	462558	514254
730	462924	511567
1043	462565	512830
371	462525	513656
1009	462637	509994
1051	462575	510128
1000	462512	509154
473	462485	509758
1026	462541	511281
1087	463294	510774
1052	463341	510245
400	462751	510811
1029	462573	509794
356	462531	511116
340	462540	510506
298	462557	515031
1112	462614	511447
1340	463457	511941
1037	462598	509572
407	462541	509524
1004	462556	510660
1061	462504	510008
1060	462512	510555
398	462751	511212
1930	464174	511502
1130	463397	510337
1033	462579	510502
430	462617	511211
1089	462512	510444
1036	462624	511448
1073	462581	511277
345	462569	509778
1443	463674	511337
1786	463321	511573
1003	462539	511633
303	462594	510681
423	462742	510608
1060	462571	509527
1038	462517	510180
451	462554	511496
1030	462728	511362
1089	463301	511527
993	462573	512436
353	462740	511084
1056	462587	510531
360	462545	511644
327	462570	511608
301	462567	510878
1036	462574	511681
1093	463381	510920
1007	462572	511237
393	462568	511301
1007	462524	511084
1025	462536	511359
995	462534	511099
372	462779	510653
1039	462574	510853
1039	462691	511144
1030	462554	509680
384	462545	510518
1113	462633	523328
1000	462599	510699
1046	462543	511877
368	462539	510565
999	462510	510550
1347	463323	511106
992	462556	510927
366	462513	510654
1046	462634	510457
1000	462651	510435
302	462506	511123
346	462485	510877
1098	463326	512269
1090	463286	512191
991	462585	520227
688	462938	511138
1037	462559	509442
1200	463492	512155
304	462505	509781
299	462536	510302
1097	462585	511604
1124	462730	510312
1042	462554	510025
498	462636	512226
1028	462542	510915
1030	462517	513061
1011	462531	509815
480	462602	511144
1038	462704	509878
1087	463325	511675
952	462644	510409
429	462514	510964
1170	462529	510384
1005	462634	511841
1060	462577	511573
427	462592	511538
1025	462558	510838
1367	463342	512353
1000	462595	511072
368	462687	517857
368	462591	510499
1004	462511	511049
993	462520	510987
368	462518	510227
1077	462563	511975
1092	463340	510516
1030	462520	510921
402	462545	510396
1045	462526	510377
329	462577	510232
309	462527	509497
1091	463313	511851
1068	462581	511615
1230	462714	510235
1028	462536	510452
1203	463347	511768
1025	462619	510305
1060	470855	520664
1034	462620	512288
424	462614	514685
1051	462498	509725
982	462658	511251
1052	462543	509558
1224	463332	517635
1065	462556	510116
1074	462578	509333
1960	463299	511146
299	462551	511124
1040	462512	510388
993	462531	511268
304	462545	510694
361	462542	512032
1065	462551	510807
995	462653	509393
1166	462508	510008
371	462521	513722
986	462550	512377
1092	463417	511244
1213	462661	510627
814	462765	519425
1062	462528	510633
316	462551	511204
298	462612	510285
1085	463318	514635
1041	462594	511304
1049	462531	510805
997	462510	510451
363	462520	510239
997	462517	510506
993	462490	511057
996	462790	510351
456	462591	513167
988	462499	510694
1103	463328	511274
2610	464133	511690
419	462533	510383
1031	462628	511412
1137	463407	510374
1011	462558	510331
390	462555	517409
1167	462638	510001
1110	463337	509533
994	462544	511171
434	462567	510601
1017	462544	510224
316	462514	510413
994	462512	510070
300	462499	511164
996	462531	509445
1095	463415	511862
1182	462689	511352
1171	463364	509714
1009	462533	509764
301	462541	509981
318	462568	511478
1106	463428	510201
1073	463370	519260
992	462533	510322
1000	462524	510853
373	462512	510401
2167	463671	514014
996	462517	510568
1062	462585	509612
394	462743	509420
1026	462561	511723
1089	462771	510631
1005	462562	509704
378	462691	508320
1007	462597	510328
1040	462535	508507
1026	462717	509836
455	462685	511062
1024	462540	508731
1023	462738	511171
1011	462579	510054
443	462574	511026
988	462588	511977
994	462508	510318
1003	462677	510084
363	462514	509561
995	462555	509714
687	463010	514466
1017	462538	510907
292	462547	509696
1020	462514	511451
1198	463401	513121
303	462561	509600
307	462608	512178
1131	462661	510047
1493	462694	509544
1197	462646	511150
542	462500	508492
1143	462623	511237
1031	462586	509588
1107	462585	511391
390	462555	509568
1015	462531	508255
1088	463321	511677
1029	462707	506909
389	462680	508846
1433	463425	511800
1024	462604	510185
999	462558	511638
391	462597	507648
994	462528	510954
1100	463332	511761
997	462598	509244
463	462609	512023
1041	462571	513205
1002	462481	508750
1086	462596	512630
385	462567	512703
1023	462621	510983
1139	463359	508640
322	462555	505576
386	462593	509549
1026	462518	512610
299	462696	514107
291	462532	509315
430	462580	510536
1039	462574	513490
1044	462577	509977
1012	462499	512136
396	462558	512681
1016	462513	516161
1006	462564	510070
1102	462570	513294
414	462498	509596
1040	462534	513655
1158	463095	513288
1026	462516	513664
387	462680	512460
1110	462610	510043
1005	462531	513069
1013	462512	512131
372	462530	512752
1008	462500	513527
991	462517	510431
593	462950	513331
305	462542	510266
1015	462539	510595
1016	462507	510294
1016	462540	510687
613	462745	510158
1185	463550	509912
1618	463462	510956
505	462749	509773
387	462505	510434
1030	462451	510251
289	462455	510211
305	462603	510171
352	462564	511216
1020	462545	511090
1841	463543	511038
1085	462546	510994
380	462508	511349
1033	462534	510732
452	462551	510139
1038	462558	510494
1276	463331	511187
1804	463327	510950
1089	463377	510553
1042	462557	511673
423	462584	511461
1082	462603	510595
1019	462601	511417
1862	463377	511276
312	462501	509222
1024	462557	511444
1092	463383	510883
1069	462596	511453
387	462543	511456
1014	462537	510781
1000	462863	510954
1010	462521	514614
700	462653	510026
1481	463418	512427
1088	463374	511861
1027	462599	510214
403	462581	510674
1056	462596	510633
329	462579	511304
384	462665	515001
1151	463337	512170
1027	462588	509986
1027	462579	510870
1060	462588	511566
410	462575	510531
995	462581	510935
1063	462587	511162
1045	462564	517447
410	462687	510309
1031	462544	510851
1022	462697	510967
1031	462559	512124
390	462619	510877
1105	462610	510497
1027	462567	510124
1034	462565	511058
318	462668	510514
997	462506	510809
984	462827	511961
1237	462785	516100
1092	463333	511072
304	462490	512361
996	462547	509705
310	462540	512428
380	462571	510843
1046	462578	510658
1217	463455	510617
1016	463356	511286
389	462530	511134
1014	462511	515723
375	462625	511169
312	462588	510384
373	462588	510371
1068	462592	511235
1088	464095	511444
1036	462529	509053
500	462573	510290
1019	462607	510756
1100	462583	510785
1034	462572	518735
382	462509	511615
1824	463300	511278
1090	463326	511986
977	463115	511064
702	462759	511656
1183	462623	511000
1006	462567	511424
995	462665	511734
1101	463533	512665
1007	462533	511056
457	462700	510036
1164	462715	514214
295	462634	510451
1003	462543	509491
298	462521	510729
1115	463335	510982
376	462624	510358
1078	462574	510429
1088	463280	512065
320	462543	511847
291	462507	510241
1040	462548	510257
300	462604	511338
1229	463430	511720
1205	463412	512054
1158	462625	510911
1028	462509	511529
1067	462581	510948
538	462647	509743
1049	462566	511381
1135	462572	510848
1081	462550	517987
1210	463316	511511
1026	462541	510130
1231	462724	512964
1060	462625	514318
463	462604	512703
1064	462590	516930
1003	462517	509398
989	462503	510562
372	462528	511553
1000	462562	515442
1031	462691	510433
312	463323	511560
316	462577	510998
289	462487	510507
994	462642	511071
304	462525	510948
365	462576	510367
1357	463369	511107
1090	463344	510449
1186	462717	511138
368	462548	510998
1050	462519	510707
297	462606	511754
841	462732	510363
316	462540	510544
1040	462524	514813
1148	462659	510145
993	462520	510972
363	462531	510314
1092	462591	517611
999	462515	511332
997	462510	511110
412	462541	510990
1039	462577	509511
1085	463326	511178
749	462618	509946
506	462587	511117
1156	462660	510991
1085	463328	509426
1024	463344	510110
300	462551	509974
1328	463409	510127
1090	463296	509516
959	462673	510231
563	462581	510886
1004	462655	509692
1382	463320	512202
1003	462630	509466
1187	463366	510514
329	462537	509446
1076	463297	512919
1014	462593	511658
303	462514	514142
1020	462604	509158
293	462617	509635
350	462567	510206
