elapsed_after_memcpy_nsec	elapsed_after_msync_nsec	elapsed_after_fsync_nsec
11070	251316	265200
6830	203718	212998
5724	365996	374203
5459	228464	236380
5496	337714	348340
27212	255166	851212
14980	347110	367256
14160	256445	273332
6537	226740	235827
5900	337250	348290
14493	269766	286979
6723	207657	217027
6096	419235	430471
14453	252726	269873
6463	225363	234396
5496	304958	313347
19353	213534	899348
14797	261765	280026
6440	222934	232160
5853	300425	308835
5650	227377	235513
5510	341914	352564
14507	346796	366443
14783	260279	277769
6466	225981	234973
5673	340023	350836
14526	252196	269392
20166	212390	235233
19059	405515	1010837
15019	251707	270049
6360	227483	236437
5730	332511	343370
14440	313621	331784
7913	235200	245560
5533	295112	304185
7866	234247	244613
5390	291701	299534
5453	228697	236647
5460	353323	361659
19069	239054	834733
14763	255336	273475
6633	224177	233530
5723	408818	419724
14280	251646	268649
6413	226950	235920
5836	303305	311648
5626	229320	237439
5510	330607	341247
14433	335363	354936
14419	254977	272229
6417	228500	237707
19343	329764	916877
14927	345460	365557
14312	255713	272835
6603	228171	237413
5817	341480	352437
14786	258292	275792
6386	216581	225523
5647	415408	426195
14507	256179	273413
6396	225300	234226
5720	317235	325701
19340	212770	897228
14753	257062	275265
6610	224113	233283
5880	330284	341334
14376	254983	272049
6430	225143	234173
5653	423151	433944
14493	252526	269769
6427	226463	235437
5523	293895	301971
5994	227450	235930
5373	306095	314175
19429	345493	944519
15037	257015	275552
6666	225951	235187
5876	343401	354460
14507	345526	365173
14486	255716	272949
6503	225323	234439
5620	335510	346260
14467	257646	274913
6406	216551	225477
5710	380916	390126
20516	193595	800554
14739	259193	277485
6626	224094	233317
5749	431625	442557
14599	250020	267305
6480	226823	235876
5740	326017	336887
14516	250686	268025
6440	225720	234696
5683	354633	362823
5430	228640	236580
5473	318834	327217
19316	234827	833073
14696	342793	362563
14096	256003	272965
6780	225783	235217
5816	321478	332423
14426	250333	267606
6630	224787	233924
5526	418569	429234
14880	304565	324574
14477	302714	322321
14433	277565	295698
20790	191154	890025
14766	262073	280345
6447	247689	256639
6310	326831	338324
14306	256776	273818
6639	225044	234143
5550	423068	433758
14596	254016	271292
6580	225710	234967
5550	299314	307358
5613	217707	225830
5457	310294	318601
19156	339351	932650
14940	258949	277279
6960	223053	232663
5893	329041	340064
14476	345260	364876
14497	269389	286739
6849	207958	217427
5743	333451	344324
14433	250956	268255
