elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
6179	41039	46627	2072456	11396
5420	34235	40010	929535	10821
5493	33075	38869	878651	10920
4884	32186	37155	816197	9591
4560	31935	36670	1068575	9061
5419	34477	40211	824718	10779
5263	32702	38593	881550	10788
5443	32707	38439	806860	10813
5392	32203	37858	2369543	10706
5690	34963	40782	960780	11147
6156	34172	40219	914450	11842
5375	32698	38534	802904	10851
5373	34397	40203	1040336	10780
5518	33260	39041	823348	10927
5383	32936	38793	877826	10840
5394	32359	38061	1009542	10736
5535	32307	37875	1560573	10726
7095	44909	52498	964045	14189
6937	42828	50276	945790	13875
6985	42979	50597	822181	14140
7007	45146	52876	2063675	14249
21216	43528	50950	1078656	28135
7802	56970	64562	946489	14837
7652	59561	66981	872774	14591
7470	57692	65349	952838	14626
7466	57574	65213	865934	14619
5358	32216	38111	876512	10870
5379	32365	38075	804686	10727
4642	32396	37483	885194	9501
4617	32178	37199	2023014	9419
3788	31148	36001	1102204	8401
5634	34746	40635	849406	11169
5895	35041	40145	888894	10742
3865	31308	36100	816508	8423
4585	31950	36765	863326	9164
4375	34340	39174	817874	8975
3916	32831	37618	884856	8466
3824	33176	37918	1989013	8344
4953	32373	37178	1006960	9541
3975	34609	39454	846201	8593
3758	32812	37633	870352	8361
3845	32825	37652	809184	8444
4783	31843	36559	822819	9283
4045	32031	36823	931680	8616
5429	33112	38788	1062966	10760
5547	32662	38239	941625	10790
5440	32982	38601	1404037	10699
5526	34590	40416	1674963	10955
5417	33348	39092	895241	10765
5388	32961	38776	815035	10844
5390	32077	37694	877595	10602
5332	33933	39712	813963	10753
5349	32666	38348	878539	10677
5978	33477	39303	2036198	11462
5371	34288	40136	938824	10821
5286	32803	38649	838058	10766
5309	32915	38628	907542	10624
5312	32430	38159	835346	10680
9617	70751	78966	974719	17288
5471	33799	39729	916062	11009
5647	32628	38290	937102	10961
5514	32724	38418	2124086	10842
5489	34578	40376	947489	10900
5324	32687	38418	857585	10700
5330	32352	38167	905153	10789
5398	32496	38366	876011	10886
5428	34513	40265	889932	10780
5428	32776	38608	817740	10907
5418	32738	38400	969164	10722
5352	32260	37833	2117550	10576
5577	34860	40660	931980	10962
5318	32725	38628	843986	10832
8329	59836	66519	984668	14644
3937	49392	55727	854832	9968
4383	50566	57196	902117	10721
3798	31336	36140	815293	8371
3790	30940	35721	871893	8350
4779	31900	36597	2101390	9255
5766	34851	41140	886226	11663
5457	33258	39005	822569	10842
5253	32778	38661	858514	10760
5392	34273	39989	872597	10750
5357	33150	38872	956804	10707
5531	32787	38547	933807	10919
5434	32154	37751	865651	10677
5324	32131	37725	2131172	10558
5621	34342	40085	1055522	10968
5354	32992	38829	865621	10790
5344	32702	38522	873678	10789
5535	34599	40368	868737	10944
5476	32969	38740	841296	10899
4392	23630	28725	815643	9270
4289	22624	27511	816597	8947
3918	23898	28631	2089498	8432
5448	32887	38742	880407	10922
5205	32547	38321	841506	10621
8623	58009	65486	918896	15574
5499	34226	40035	852657	10940
5459	33032	38850	868027	10925
5339	32681	38313	810350	10624
5316	32100	37734	843347	10603
4467	25061	30158	1316810	9332
5400	32748	38559	1617517	10855
5535	33071	38970	824009	11081
5432	41859	47899	886359	11015
6526	41791	48905	831243	13171
6623	40627	47835	945557	13387
6626	40142	47279	827169	13346
6725	39934	46909	911322	13270
5745	41321	47664	872975	11831
6849	40572	47757	1984337	13562
6646	40803	48039	834170	13416
6522	42052	49288	866177	13317
6531	29364	36393	821380	13144
6665	40629	47791	902970	13374
5497	32350	38028	825971	10826
5432	32239	37854	940856	10682
5497	34651	40353	823925	10843
5308	32542	38248	2052104	10668
5535	32992	38773	771306	10945
5397	34436	40060	872292	10674
5392	32978	38909	805815	10955
5421	32891	38674	878014	10852
7857	59479	67434	903229	15313
8168	60185	68126	1001444	15617
7694	47403	55349	879275	15150
7387	59700	66772	2205600	14046
9593	63458	71603	880002	17172
7700	63298	70540	985732	14610
9499	62109	70149	874728	16960
7417	59848	67071	960436	14269
9500	61138	69164	886964	17001
7847	48519	56822	1034197	15637
10063	70641	80146	1026810	18897
8688	53650	63095	1919506	17528
5358	34548	40187	817626	10628
5304	33283	39172	866594	10765
4899	32203	37260	815573	9699
3965	51892	59632	904610	11343
4706	52253	59844	939564	11980
8928	55313	64352	988531	17377
9240	68898	78170	892758	17903
8486	52287	61530	2391095	17151
5570	34759	40542	863722	10983
8516	53432	62869	953150	17336
9383	67284	76681	885412	18177
8622	52455	61649	985466	17228
8885	55464	64995	948885	17754
9650	70635	79943	1002171	18324
8702	53130	62395	867316	17373
9473	67358	76449	1163124	17994
9080	56399	65975	902862	18039
9523	67866	77154	1474925	18232
8834	53178	62595	1013450	17639
9119	63201	74272	1000237	19314
7105	44236	51969	859228	14321
7285	42716	50233	1067384	14337
7217	42386	49976	858490	14323
5695	40301	47054	2146853	12125
7270	44989	52519	881077	14330
5083	41436	47871	908374	11213
6514	42421	48703	833718	12487
5602	43293	49855	918913	11874
7028	43559	51239	852259	14222
7095	42861	50358	911236	14121
5457	32357	38001	911282	10762
5487	34271	40020	939230	10872
5497	33357	39031	2062302	10815
5595	33121	38904	961077	10952
5649	34812	40646	950942	11102
5339	33243	39005	886460	10705
5300	32719	38574	837662	10784
4427	50484	58112	916126	11727
4771	54241	61418	1469878	11608
5659	34574	40359	881432	11078
3904	31176	36090	807895	8591
5306	44231	50923	905528	11692
4697	49555	56223	898172	11065
4436	33209	38094	933960	9110
4690	31889	36843	861596	9431
4548	31654	36621	877643	9300
4255	30451	35432	777119	9013
4417	33947	38829	1056559	9081
8840	46758	54819	1714908	16409
9344	47592	55863	961842	17130
6107	32807	38580	910068	11484
8722	48681	56782	998755	16326
8724	46965	55231	845995	16482
8381	46756	55060	939645	16168
6259	42394	49429	991655	12981
8619	48916	56977	2358413	16205
10397	48354	56537	1157094	18058
8938	50335	58586	1150842	16647
9566	48036	56283	855610	17287
8433	46034	54335	1016380	16211
8668	46399	54631	855121	16411
8433	45434	53521	1128188	15971
8595	48622	56890	2112694	16335
9763	50633	59313	1180406	17903
9188	52070	60736	973681	17343
9405	50307	59192	1012211	17730
9405	49712	58406	954781	17539
9137	49302	58110	921894	17391
9123	52596	61624	867409	17592
8948	50698	59447	2342424	17129
9311	49513	58281	1081960	17539
9265	52904	61955	1037707	17756
9074	50610	59429	900108	17342
8965	49650	58544	979437	17308
9014	49330	58095	866132	17239
8986	52499	61173	966967	17091
9051	50158	59021	954981	17365
9071	49639	58367	1009168	17243
8957	49905	58496	965133	17017
8996	51304	59981	1666149	17165
12960	60168	70431	997084	22579
8980	49499	58122	2234745	17062
9077	51493	60461	902517	17471
