elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
12512	108333	118416	1044600	21935
7527	53912	61822	980162	15121
13119	62188	72264	1009597	22582
13216	59725	69885	1110248	22759
13233	59552	69618	1955904	22646
13080	61912	72158	1027104	22656
13147	59692	69858	883215	22669
13213	60902	70975	967842	22640
7460	53432	61325	891161	15012
13156	63168	73328	2141175	22684
13140	59189	69288	995382	22596
7350	53322	61245	990341	14930
13239	61981	72164	888814	22775
13233	59928	69848	1006791	22520
13187	59735	69918	865259	22726
7570	54072	62055	1015711	15213
13266	75308	85284	1095889	22595
13146	59624	69588	2166767	22460
13246	59528	69478	964619	22506
13173	62285	72425	1018471	22693
13220	59985	69945	896835	22536
13273	60349	70518	1033867	22809
13166	59551	69541	1017210	22516
13143	63038	73298	1015151	22733
13149	60911	71074	893561	22636
13133	60605	70645	996038	22543
13207	59559	69442	963179	22503
13169	63371	73211	1032210	22386
13019	60165	70201	896014	22429
13106	60761	70691	2314083	22442
13216	63528	73861	909667	22890
13253	60935	71098	1019177	22730
13127	71252	81435	944706	22687
13196	60218	70281	989418	22613
13196	63415	73521	1105368	22652
13123	60628	70811	1041730	22643
13137	60802	71045	886815	22716
13097	60082	70222	1015971	22597
13140	63002	73305	887295	22773
13123	60835	70718	990051	22413
13026	60268	70014	884347	22179
13113	59732	69601	1180686	22359
13043	63095	73091	1345975	22412
13220	60585	70841	1092982	22799
13137	60779	70848	1950354	22533
13083	62282	72502	1022581	22646
13176	59938	70028	879481	22622
13229	60285	70564	974235	22892
12873	75628	85654	969779	22306
13093	60945	71141	1016011	22663
13090	60732	70998	1050277	22709
13106	60001	70135	988938	22596
12850	63172	73095	2086593	22139
12979	60418	70584	1144103	22499
13079	60241	70424	942372	22596
13030	61709	71808	1022091	22433
14363	61218	71464	886121	23966
13203	59725	70071	1013051	22929
13206	59898	70101	944333	22762
12929	62991	73004	1076062	22329
13059	60691	70771	2189554	22492
13040	60825	71155	1085836	22693
13073	63148	73291	1047303	22549
13156	61605	71608	1018044	22479
13129	71081	81354	954972	22755
13097	60012	70142	1168647	22603
13057	63385	73595	905201	22600
13183	60439	70488	1007025	22545
13136	61228	71441	888375	22652
13166	59784	69624	2256721	22350
12946	63078	73141	1058596	22332
13007	60399	70478	1013971	22432
13096	60348	70548	1048623	22629
13100	62405	72565	1026651	22590
13189	59838	69951	890428	22656
13296	60435	70544	1016397	22786
13216	58758	68638	2185687	22406
13033	62552	72758	1135581	22596
13033	60292	70538	1123381	22605
13037	63332	73572	1043824	22610
13223	70468	80568	1143687	22686
13136	60091	70284	1015824	22682
13173	59798	69971	982412	22692
13163	63352	73545	2278905	22679
13167	60705	70835	913481	22633
13093	60831	70991	1007371	22633
13167	63182	73331	947400	22663
13050	60835	70988	1157180	22559
13036	60461	70571	1048609	22503
13136	59148	69254	1055876	22526
13116	63308	73458	2192914	22622
13073	60515	70731	967599	22605
13133	63518	73764	906347	22732
13096	59908	69998	1026497	22522
13150	60258	70405	1022330	22657
13227	59785	69835	969539	22633
12870	74941	84964	953309	22253
13163	61032	71278	2183391	22736
13133	60768	70801	865382	22486
12970	63225	73394	1052573	22489
13049	60861	71038	905200	22572
13083	60745	71002	1023744	22669
13110	59799	69702	1052653	22333
12919	63151	73168	1050896	22303
13100	60505	70658	2152135	22559
13133	60888	70941	970269	22516
13246	62785	72701	907054	22535
13200	60498	70605	1029037	22663
13267	60145	70338	911641	22813
13200	59688	69678	922430	22559
12916	62888	72878	926740	22279
13219	61155	70881	1027050	22323
13166	70204	80081	1981153	22393
12936	63328	73375	1039780	22336
13109	61255	71281	901347	22485
13103	60685	70851	1033677	22590
13123	59908	69858	897211	22420
13249	76861	87407	1054396	23139
13083	63032	73298	926500	22676
13087	60675	70452	2192784	22270
13009	63094	73158	997171	22427
13226	59815	69874	1035160	22639
13246	60175	70411	892714	22836
13213	60355	70398	970549	22613
13099	62681	72764	903490	22519
13043	61065	71345	1042763	22646
13079	61328	71371	1484043	22450
13240	60635	70691	1109935	22643
13123	74758	85151	951633	22843
13180	60512	70715	1008988	22709
13073	60612	70672	881488	22476
13193	60012	70215	1022818	22753
13073	63678	73831	879541	22552
14183	61888	71904	998274	23576
13020	61619	71345	1983597	22130
13079	62201	72134	1030470	22366
13116	60298	70494	886648	22655
13239	60265	70364	1002678	22685
13247	59918	69978	852682	22660
12910	63631	73791	1024921	22420
13140	61002	71238	893635	22709
13170	59652	69608	1004025	22486
13200	59832	69662	1056557	22410
12896	62968	72754	1072369	22069
13103	71578	81811	1565535	22706
13176	61144	71297	1050463	22689
13153	59421	69328	1962417	22380
13133	62695	72695	1028270	22453
13116	60835	70928	892088	22542
12973	60578	70851	1017357	22596
13089	62801	72998	933503	22616
13056	60645	70488	1023577	22222
13073	61082	71081	887668	22449
13087	59989	69998	1106339	22439
13003	63502	73618	2240542	22463
12990	60232	70452	1085829	22537
13416	64691	74871	897654	22936
13153	60118	70308	1126744	22672
13193	59825	69841	908180	22566
13200	59919	70098	998342	22729
12913	90734	100987	962705	22483
13109	60638	70661	1450415	22532
13152	59758	69754	1592257	22505
13320	65335	75688	1011327	22973
14263	61939	72228	882448	23892
13110	60988	71031	1085136	22492
13249	60088	70071	888527	22592
13193	59068	68978	1002111	22413
13089	63225	73428	896141	22622
13113	60408	70301	1000684	22413
13027	60642	70502	886355	22257
13220	59699	69495	1001765	22423
13043	62751	72614	2161348	22283
13210	60595	70835	1133401	22789
12983	66041	76004	903634	22330
13063	60568	70824	1007497	22693
13246	70151	80214	933019	22659
13220	60072	70248	990885	22753
13300	59532	69345	879875	22416
14343	63994	74097	2202876	23829
13093	60691	71045	1133537	22810
13036	62194	72471	1116387	22623
13172	59321	69398	940666	22606
13263	59415	69708	1013247	22929
13270	60208	70215	876455	22610
12817	63648	73478	1016914	22013
12970	62511	72578	2185894	22380
13037	60412	70572	927430	22530
12763	62928	73011	1023160	22162
13123	61849	72235	1036570	22836
13083	60615	70778	898027	22590
13120	60015	70098	909337	22545
12923	74311	84355	937833	22300
12919	48621	58341	1348804	21979
12857	47392	57122	1663216	21936
13433	63911	74104	1051223	22966
13149	59878	70101	921693	22722
13260	60005	70078	1046350	22707
13260	59868	69911	895288	22656
13183	78275	88894	1039257	23152
13273	59971	70151	897901	22809
14400	61205	71128	2186574	23706
12897	62929	72922	1133968	22227
13006	67035	77284	1147974	22599
13033	59728	69885	902021	22536
13253	59805	69845	922474	22670
12790	62628	72498	896984	22014
13117	61665	71948	1024951	22700
13167	71418	81608	2290794	22676
13000	64005	74525	1122995	22844
13053	61621	71848	894821	22630
14273	61804	72141	1038243	23960
13263	59972	70012	968839	22626
13056	63488	73748	1030363	22663
13153	61935	72178	902754	22753
13176	61181	71234	2240882	22585
11700	62239	72088	921301	20899
13053	61425	71795	1035511	22769
12993	60604	70784	1074722	22523
13080	60088	70295	1021097	22647
13027	63022	73202	900541	22513
13082	61298	71457	1017230	22598
13036	61008	71165	2166825	22519
12953	62659	72988	1121161	22605
13243	70208	80291	944966	22705
13240	60621	70748	1006704	22720
13166	59011	83301	936053	36766
13219	63078	73218	1014484	22706
13213	60365	70498	867696	22718
13307	60229	70258	1357398	22706
12893	62429	72382	1653513	22246
13106	61581	71811	1040030	22660
13116	59778	69978	898501	22650
13280	60125	70228	989585	22763
14233	64275	74634	1030550	23933
14273	61632	71831	1026564	23792
13072	60671	70894	888674	22629
13253	59888	69714	2409197	22479
13089	62938	73224	1121441	22683
13123	60525	70434	953192	22362
13060	75008	85351	960739	22746
13110	61128	71301	1325378	22640
13246	59855	69875	912631	22613
13223	60375	70474	973388	22666
13046	63748	74094	890234	22713
13170	62595	72955	1022007	22873
13157	60638	70655	1505743	22480
13243	60075	70241	2263662	22756
13119	62764	72944	1186979	22629
13033	60188	70548	956452	22753
13053	63838	74235	901104	22789
12920	46719	56632	989918	22240
13299	59955	69995	878275	22696
13183	59998	70145	1007941	22686
12997	64578	74808	1038974	22589
13106	60625	70718	2140088	22573
13259	70561	80661	993438	22712
12886	63028	73271	1032234	22515
12936	61218	71371	902134	22432
13109	60385	70618	1010351	22673
13226	60265	70431	879761	22735
13070	63302	73458	997408	22579
13109	61291	71471	1028357	22616
13150	60818	70868	2033961	22573
13129	62734	72921	897927	22666
13237	59895	69835	1005158	22533
13173	59952	70095	873882	22676
13256	60262	70421	1011028	22785
13233	58901	68728	940339	22396
13137	63172	73612	1005928	22897
13076	60741	70531	1103798	22192
13113	59865	70091	2374075	22712
13133	75548	85974	976585	22882
13173	61082	71135	1014024	22539
13097	60759	70722	878182	22387
13123	63018	73114	1013997	22566
13196	60824	70958	874981	22676
13296	60165	70151	1005984	22619
13226	60225	70365	882995	22709
13282	67971	78164	996691	22848
13043	60668	70508	1528172	22283
13193	60525	70811	1668739	22809
12937	62582	72755	930254	22466
13106	60292	70448	1016511	22629
13240	59812	69988	897161	22770
13266	60032	70072	970379	22686
12783	63221	73281	888671	22230
13110	61335	71431	1019117	22606
13096	70138	80014	933813	22352
13229	59955	69678	1051609	22340
13227	74102	84475	900268	22924
13133	63301	73258	1062176	22500
13032	60304	70151	1863239	22263
14236	60528	70515	1004151	23610
13116	64658	74824	906507	22662
13116	61048	71258	984372	22646
13053	60848	71171	917450	22709
13203	59608	69621	1039163	22569
13143	63728	73861	901491	22623
13153	60608	70531	2098647	22473
13123	60845	71212	958336	22806
13083	61922	72138	994362	22629
13250	60248	70361	881118	22719
13259	60155	70288	973138	22776
13220	70611	80638	1007361	22597
12946	63882	74378	1057553	22788
13116	60405	70668	900347	22686
14246	61098	71221	2193544	23728
13060	63455	73782	1117252	22729
13043	61221	71361	1023674	22510
13043	60839	71048	890078	22602
14260	60945	71158	976622	23806
13152	63314	73354	1041573	22532
13119	60865	71074	1036823	22662
13170	60868	71028	2014102	22656
13153	63205	73468	1031477	22723
13143	60799	70935	885665	22609
13157	61159	71512	991348	22890
13140	59988	70131	888708	22643
13056	62921	72944	981711	22433
13129	71418	81761	1047380	22829
13090	61082	71341	2205550	22682
12966	63218	73458	1118168	22536
13170	60452	70662	1081939	22703
13130	60839	71045	894908	22696
13133	76214	86841	1034977	23083
13176	59908	69961	881888	22575
13226	60335	70404	1022410	22669
13162	60474	70458	1543888	22519
13049	63691	73767	1067912	22475
13086	60565	70711	882288	22579
13086	59921	70134	993928	22625
13233	59952	70095	879915	22733
13003	50312	60225	1007178	22273
13087	61235	71222	881085	22450
13019	60351	70134	1008554	22202
13186	69768	79564	1868733	22366
14260	64765	75241	1087589	24075
13073	61012	71328	892708	22749
13149	60834	71047	1012290	22712
13027	62572	72641	899361	22436
13146	60455	71208	1011638	23256
13236	59358	69581	882428	22815
13256	59825	69681	1014228	22495
13139	58545	68331	2324473	22276
13233	62751	72748	1023983	22567
13053	60558	70801	898681	22666
13210	63131	73371	1031407	22776
13296	59479	69628	877608	22802
13220	60262	70378	1004431	22690
13180	59995	69998	889101	22543
13063	64082	73955	2188520	22250
13169	71154	81374	1002858	22728
13200	59905	70025	912890	22670
12839	63101	73258	886644	22370
14213	62815	73272	1024924	23986
13139	60268	70501	878761	22732
