elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
11019	108218	117075	1165903	19347
10002	44883	52155	884200	16850
9302	42233	49391	1011860	16032
9329	42408	49518	908267	16001
5263	46464	52058	1062596	10585
9244	43742	50603	1122227	15692
9303	42509	49454	1037269	15825
9276	42393	49287	928724	15758
5323	45585	51169	1026037	10633
9261	44256	51094	891638	15679
9322	42714	49555	1036795	15751
7560	34556	40125	894869	12788
4328	37268	41769	1505487	8608
7544	60114	68272	1062731	15241
7492	58064	66210	1159498	15179
7434	56894	65061	954964	15132
7440	42970	48886	1008910	12995
7438	35342	41239	920905	13000
7440	34449	40293	992699	12949
7518	34636	40439	803882	12982
7257	42245	47945	943093	12628
7400	26127	31843	1391344	12779
7480	35220	41093	1120683	13008
7557	34736	40547	944828	13020
7464	42980	48857	2207622	12997
7366	58102	66417	991977	15218
7468	35264	41048	996011	12913
7470	36426	42317	913800	13002
7415	40939	46821	1003266	12959
7491	35064	40804	916480	12898
7430	34574	40479	1102574	12990
7480	36525	42485	909388	13093
7369	41214	46955	1018312	12778
7413	35080	40964	937843	12961
7507	34746	40506	2200172	12930
7436	56952	64567	986544	14600
7376	41230	47110	1002080	12909
7478	35157	40968	916288	12954
7483	36361	42372	1020885	13151
7476	34928	40680	896090	12885
7442	40995	46833	926835	12946
7485	34595	40462	907324	13011
7438	36178	41814	2110827	12735
7413	55501	63194	1000087	14665
7371	40963	46791	1017172	12868
7459	36250	42151	883747	13013
7480	34966	40760	1050950	12938
7482	35077	40955	918387	13017
7543	41001	46854	866115	13047
7294	36458	42251	890609	12717
7474	35306	40942	1396372	12773
7411	35033	40955	1707846	12997
7457	43054	48974	997792	13019
7451	35087	40938	919322	12967
7403	34915	40776	975795	12929
7573	34630	40315	882415	12911
7450	43584	49557	1096546	13043
7350	35298	41082	863996	12803
7472	35117	41020	906566	13034
7380	24849	30406	910025	12595
7493	40656	46395	1128593	12896
21198	58174	65657	1964529	28263
7415	54250	61807	1025685	14553
7419	33973	39578	930753	12683
7404	42603	48420	1096310	12863
7398	34947	40713	830136	12816
7438	34546	40372	1006767	12916
7501	34616	40425	849292	12962
7436	42502	48311	1028447	12908
7442	34614	40435	910115	12905
7600	34483	40077	2357610	12858
9912	47788	55500	895224	17187
7455	40530	46359	1030151	12935
7482	34641	40431	966607	12920
7531	34189	39915	1016028	12882
7392	35900	41857	840063	12990
7466	40507	46273	1005986	12885
7535	34647	40487	910218	13017
8126	35336	41131	1027599	13569
7461	35628	41498	850351	12981
7504	40200	45814	1014256	12783
7501	34523	40150	1098898	12790
7520	34578	40347	1548629	12947
10783	49744	57678	1587519	18218
7556	65172	73382	1725476	15284
7493	35871	41772	847596	13034
7484	34510	40272	1113515	12901
