elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
14637	72428	82601	1024511	24109
37865	74614	85310	2184127	47838
13133	59378	69568	1105132	22660
13109	59988	70318	889431	22789
12686	62518	72961	977939	22442
13120	60215	70501	1205982	22753
13203	59615	69795	1449912	22730
7320	53792	62149	982125	15306
13200	62305	72555	979318	22747
13119	59888	70088	943069	22663
13120	60242	70485	1018231	22703
7316	53818	62205	970279	15350
13210	61845	71771	967122	22516
13103	59631	69578	943173	22433
13097	59615	69428	946736	22296
7363	53948	62251	949519	15336
12870	63575	73655	993308	22350
12913	60179	70348	2104636	22496
12876	61081	71518	1004107	22623
12890	64125	74368	963803	22490
12873	61525	71728	972149	22417
12959	60801	71157	942962	22685
12960	60819	71218	991718	22699
12850	64035	74478	959699	22650
12899	61438	71497	2377238	22329
12863	59558	69905	1121611	22557
12953	62924	73354	1086662	22726
12886	60638	71058	950869	22623
12900	60818	70998	971846	22443
13317	65809	76288	952030	23140
12926	62118	72521	971135	22669
13190	59895	70135	1013961	22779
13127	60135	70298	979789	22612
13113	78798	89651	2072717	23282
12923	62515	72931	1032823	22680
12900	60852	71018	952140	22436
13353	65698	76055	982082	23046
13113	60672	70968	938030	22729
13163	60045	70315	970282	22779
13053	60278	70598	939736	22717
13163	59378	69318	954816	22442
12963	62622	72615	1401843	22366
13006	60538	70748	1786075	22569
12889	65978	76334	983831	22559
13066	60555	70875	987095	22706
13120	60152	70408	958549	22699
13119	60191	70418	968268	22670
13186	59182	83051	980172	36345
13196	63108	73388	971722	22813
13040	60485	70621	959616	22593
13140	59928	70051	974162	22646
13120	59295	69198	999948	22363
12970	62639	72732	983975	22464
12846	60651	70668	950962	22250
12912	60411	70431	2379318	22339
12963	63698	74188	959019	22800
12823	60655	71158	1061866	22686
12913	60902	71332	912844	22690
12879	63418	73804	1158473	22612
13156	60855	71101	950359	22753
13089	59851	70101	966115	22686
13140	60359	70742	875505	22843
12803	63015	73484	970745	22620
14037	62249	72452	939257	23613
12953	60542	70691	1077386	22509
13140	59902	69978	956703	22600
12896	64165	74218	2247112	22299
12860	60422	70968	1071599	22726
14006	60964	71291	1004787	23670
12840	64875	75108	931857	22423
13043	59429	69745	958186	22682
13183	59998	70158	930346	22690
13183	59985	70111	905310	22660
12696	62885	73145	1020731	22293
12979	61238	71451	2273018	22576
12923	60411	70654	954616	22532
12840	63631	73951	1026627	22517
12983	61089	71315	937483	22532
12846	60585	70905	973052	22490
12917	59925	70285	843246	22617
12723	63118	73424	969725	22352
12967	61079	71185	1064533	22459
12850	60839	71138	2289884	22486
12913	63924	74324	946669	22683
13163	60785	71091	1058383	22797
13153	60191	70311	935510	22623
13123	60042	70211	965186	22616
12913	64004	74404	935723	22640
