elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
6849	208333	214529	1809270	12628
7078	327501	339481	1903723	18430
7200	316740	344741	1632576	34007
7710	173106	178944	1781688	13196
6994	301688	331653	2094928	35778
7634	152532	158454	1519048	13211
9974	186559	194072	1411884	17060
10040	195979	203732	2442374	17303
10124	222148	229658	1449599	17149
10105	197924	205511	1615658	17212
9457	212723	220428	1465257	16688
9922	199319	207119	1557293	17261
9938	246279	255541	2523405	18626
13065	244873	254433	1611351	21988
11851	250533	260470	1649826	21070
12031	244627	254287	1568107	21059
13309	228217	237616	2715607	22105
11260	308434	324802	1746790	26482
12119	263721	275440	1582696	22992
11937	277544	290020	1688657	23487
12166	315713	346896	1686920	42090
12277	338413	355990	2352772	28535
14377	312568	329948	1588298	30523
13336	326027	343627	1710571	29673
13103	324624	342620	1597844	29866
14559	322457	340216	2792632	31085
12363	366016	383685	1818211	28752
12176	339763	357246	1766679	28396
13030	307308	324671	1551279	29166
13150	308835	326388	2772844	29477
13449	366212	383945	1653935	29935
13073	268572	281232	1742223	24787
12170	373740	391609	1774613	28819
13250	266126	278689	1630600	24864
13646	303315	320781	2308590	29896
13093	269359	281912	1735597	24709
13383	344764	362373	1789612	29752
13186	302321	319961	1600631	29593
12833	313981	331457	2807856	29092
12253	309681	327434	1658975	28776
14569	337623	355286	1744926	30992
13306	288958	306818	1753066	29929
12313	366426	384076	3234387	28689
13363	364169	381962	1831187	29876
13343	338287	355947	1704885	29739
13196	339860	357713	1707861	29796
13263	334254	351954	1581061	29696
14229	271969	284932	1618607	26259
13149	331103	349993	1770542	30799
13323	324994	342870	1759779	29966
13089	334077	351763	1665465	29512
14546	332143	349826	1799355	30966
13200	333977	351847	2251116	29860
13683	318418	336294	1671822	30322
13236	332841	350600	1752413	29731
13229	321851	340703	1738840	30841
13143	328867	346783	2271044	29849
12426	366179	384139	1832694	29106
13280	334890	353753	1750530	30876
13120	317821	335554	1729677	29613
13320	331067	348797	2191034	29840
13286	324914	342553	1828677	29692
13127	336664	354310	1668639	29509
14607	329791	347454	2418561	31006
12363	369906	387569	1745297	28779
12417	302688	320438	1669422	28933
14403	332861	350554	1576928	30832
13023	305878	323394	1742233	29286
12946	268976	281585	1517200	24642
14553	305412	323074	2029539	30982
14523	323961	341697	1603374	30996
13170	309615	327144	1686872	29445
12999	295805	313494	1605490	29461
13080	331644	349587	1837301	29813
32846	352550	370339	2923873	49386
14440	329704	347514	1739067	31016
13173	329163	346886	1644646	29656
13240	331907	349583	1900315	29649
13193	330997	348767	1771053	29723
13286	324214	342086	1888412	29925
13320	330778	348497	1661313	29780
13207	326561	344290	1814368	29672
13196	328714	346484	3174755	29756
13500	316444	327637	1706178	23989
13143	329830	348767	1793618	30847
12380	369893	387829	1934914	29073
13126	330940	348750	1835767	29673
12273	366693	384396	1854074	28746
13043	319714	337643	1627533	29762
13282	329770	347606	2608958	29885
12286	372666	390449	1698355	28769
13233	349590	367376	1795248	29775
13002	318374	336210	1619329	29628
13186	331914	349600	1951084	29639
13326	332620	350460	2183707	29903
13219	339537	357366	2254535	29788
13183	329144	347000	1610221	29805
14090	337340	355130	1732277	30640
13177	324001	341741	1760963	29653
13109	346673	364796	1811804	29986
13040	321181	338967	1600934	29592
14527	331614	349407	2691419	31086
12403	372763	390602	1759269	29013
13080	326267	343914	1724187	29487
13193	325211	342804	1600361	29546
14553	353950	371862	1871749	31202
14346	326684	344360	2080410	30759
14739	333784	351423	2852748	31141
12339	363576	381472	1698877	28992
13113	276102	288775	1649922	24840
13220	323068	340787	1638230	29675
14460	337251	355057	1933255	31026
14563	322948	340737	1766163	31118
13190	337514	355330	2948492	29742
12310	359500	389626	1890139	28819
13366	340993	358829	1905245	29939
12313	357143	369563	1817817	23910
12487	371023	388769	1992726	28983
12387	387406	406605	2141682	30356
13017	338787	356600	2777370	29566
13120	315968	333857	1599631	29799
13440	326551	344373	1789618	30023
13583	365686	383459	1845530	30106
13100	334151	351740	1867013	29459
13177	331051	348784	2868831	29670
13333	326934	344706	1884762	29872
13293	321567	340467	1582511	30956
13296	331310	349183	1721580	29936
14293	329664	347377	1758953	30766
13109	316891	334390	1670765	29382
12943	300741	318554	2299301	29539
13133	265356	278076	1882323	24899
13156	328741	346453	1691591	29601
12890	276496	288989	1617077	24436
12870	312361	330037	1545532	29319
13203	300005	317604	1725890	29553
12223	319174	337957	1557662	29776
13137	269009	281572	2841008	24766
13536	369419	387342	1805441	30239
14569	325154	342843	1678265	31025
13163	335674	353480	1658066	29729
13066	331994	349637	1711891	29473
13126	328527	346267	1828794	29626
14680	326267	343903	1890275	31079
13486	374119	392019	1693875	30116
13147	325161	342854	1812222	29586
13116	335277	352853	1846317	29452
13253	327834	345720	1727834	29929
13026	329574	347263	1658789	29475
14460	324291	342060	2230456	30979
13043	331434	349090	1667822	29459
13103	324557	342374	2799780	29700
13203	338011	355837	1664719	29776
13180	324614	342420	1826378	29722
13236	326511	344440	1618840	29958
14672	322714	340466	1947380	31191
13563	374356	392095	2552007	30055
12237	369816	387533	1957927	28683
13097	334644	352317	1800138	29540
12456	360899	378906	1942904	29220
12260	379503	397249	1877650	28736
13326	328700	346430	2005015	29793
12233	361586	379306	1857883	28706
13230	353087	371229	2412927	30162
12333	362640	380643	1673309	29093
13076	321897	339694	1832007	29636
12416	367329	385322	1681625	29159
14656	316148	327074	2190537	24942
13270	333984	351780	1812065	29829
13610	329494	347487	1749270	30386
13236	328284	346027	2470026	29746
12299	356699	374489	1896705	28792
12296	361029	378806	1858366	28826
12386	367536	385509	2018525	29082
12393	365169	383109	1902499	29090
13276	330234	348017	2212450	29815
13213	325077	342723	1798901	29603
13180	322084	340013	1803978	29899
12456	361823	379892	2762954	29285
14406	333464	351310	1785489	30995
13253	354953	373089	1799538	30146
13090	329250	348203	1733663	30806
13406	318048	329121	1816324	23806
13110	331781	349437	2313837	29502
13587	334274	353160	1787272	31233
13197	324788	342734	2925606	29927
12223	364216	382043	1684745	28776
13307	325824	343517	1747067	29762
13346	333393	351243	1754479	29986
13420	323831	341684	1733687	30056
13189	344290	361936	1843780	29599
13297	328941	346700	2639164	29802
14227	306555	323974	1719167	30419
13257	296892	314528	1640327	29642
13100	269212	281679	1477378	24657
14373	307268	324588	1852737	30442
13450	305075	322764	1732364	29909
13179	310907	328484	2834131	29529
12206	355080	372949	1668638	28806
13160	332294	350033	1720841	29636
14506	329060	346780	1641626	30989
13160	333117	351067	1751120	29877
13373	329418	347094	1831391	29809
12337	371160	388889	1750860	28800
13103	324351	341967	1872587	29479
13306	329571	347520	2118373	30022
9973	299332	312021	2125532	21702
12253	373909	391685	1876259	28757
13243	325994	343760	1659902	29745
14359	329723	347466	1784602	30839
14466	333130	350817	1651709	30939
13150	324364	343393	1889069	30969
12276	362889	381902	1857493	30039
12403	369136	386952	1819124	28919
13177	330461	348290	1786422	29742
13266	329700	347496	1903592	29829
12386	364863	382559	1860220	28819
14363	334737	352367	1904972	30766
14469	335967	353726	1831697	30988
12317	369153	386969	3037110	28833
12373	368242	385839	1750089	28760
13173	353224	371000	1923975	29679
13126	328910	346546	1793655	29522
13323	317961	329291	1881849	23979
13189	328477	346170	1850739	29619
12296	387032	405155	1871563	29196
13126	330740	348493	1615557	29616
13390	330531	348510	2968151	30135
12257	369906	387723	1715991	28776
13033	329500	348346	1871109	30639
12277	366500	384226	1827705	28733
12270	367743	385476	1859610	28776
13400	322041	339944	1746223	30086
12800	335037	352800	1856807	29323
14533	329677	347373	2664260	30972
12303	369779	387725	1790242	28992
13359	325074	342790	1612790	29865
13163	331520	349273	1786118	29653
14419	330730	348480	1646516	30909
13140	336300	353997	1943564	29600
12323	364383	382389	1622943	29077
12739	333597	351243	3094864	29145
12246	374603	392395	1939057	28792
13003	328671	346423	1877426	29516
12346	363369	380905	1860413	28636
13183	335137	352894	1872570	29700
12286	365749	383679	1932074	28989
13180	332531	350240	1744543	29626
14469	324980	342753	1822324	31006
13293	334074	351743	2183567	29699
14273	345977	364123	2881077	31175
13447	371970	389819	1862894	30026
13029	335273	353006	1656822	29522
13326	326940	344903	1810621	30053
