elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
13393	72001	82001	1051406	22677
13256	61925	72134	1048510	22839
13307	60482	70715	1042957	22917
7753	54918	62905	2201440	15416
13177	63139	73688	1219625	23123
13230	60675	71041	1244051	22993
13150	62849	73302	1178307	22940
13163	60555	70918	1254251	22889
13163	59232	69488	978132	22826
7696	54588	62634	1024800	15399
13273	62441	72807	2161761	23003
13280	59755	69995	1156270	22870
7533	56685	64879	1008091	15413
13196	61395	71868	1097891	23070
13173	60298	70698	958436	22973
13179	60158	70681	999511	23116
12786	64311	74804	968778	22673
13166	61998	72318	1163680	22856
13146	61651	72151	2154224	23016
13076	63411	73801	1077082	22846
13293	61625	72041	956009	23062
13270	60332	70688	1051850	22993
13273	60395	70745	958246	22986
13170	64475	74908	1098245	22910
13227	62239	72555	968332	22904
13159	61314	71424	2356132	22632
13149	63058	73398	1061556	22863
13263	61682	72065	1084103	23022
13260	60495	70798	950506	22957
13060	63379	73548	1071870	22559
13159	61045	71518	967092	22992
13233	61075	71431	1065323	22959
13193	61115	71498	903780	22946
12913	63848	74267	1118731	22686
13239	62081	72434	1070089	22962
13150	61088	71455	1067933	22887
13186	61158	71431	1558482	22832
14226	64945	75531	1827734	24182
13166	60715	70858	1072509	22669
13286	60418	70865	1073746	23093
13180	63419	73748	966336	22849
13103	61258	71784	1186752	22982
13103	61232	71861	983182	23079
13446	65265	75791	2338563	23349
14397	62542	73185	992959	24400
13156	60068	70288	1030530	22767
13216	65595	75935	969179	22893
13100	61668	72108	1054476	22910
13200	61125	71475	1106649	22926
13153	61305	71824	1031403	23042
13163	65858	76205	2390158	22876
13160	61372	71688	1253248	22830
13259	63771	74374	986845	23212
13256	62398	72861	1113607	23029
13253	60275	70628	948059	23017
13220	60532	70765	1090832	22846
13186	64332	74711	958303	22919
13159	62338	72464	1096715	22655
13143	61282	72015	941086	23196
13130	60339	70412	1002238	22573
13107	64389	74945	993852	23033
13273	62368	72741	1113882	23016
13176	61168	71554	2199153	22932
13153	63822	74411	1195086	23119
13099	61125	71414	953929	22785
13246	60414	70841	1093981	23066
13273	77898	88904	962839	23606
13086	63198	73378	1044323	22626
13113	61105	71541	955909	22909
13153	61269	71892	1692025	23086
13110	64278	74728	2186940	22907
13150	60432	70691	1128908	22773
13100	76168	86714	974845	23016
14339	64228	74638	1055619	24109
14246	60988	71441	942620	24059
13153	59882	70025	1093479	22666
13200	65158	75414	1018844	22786
13113	60618	70895	2201343	22750
14299	61678	72021	970949	24002
13143	65182	75525	1101008	22870
14353	61398	71654	970655	23969
13306	60158	71651	1109588	24169
14343	61035	71468	960146	24129
13116	64295	74558	1114405	22756
13180	62475	72678	1506060	22733
13246	61162	71585	1780542	23040
13079	63561	73864	976375	22762
13216	61438	72541	1109295	23718
13240	60372	70511	955433	22742
14437	60915	71358	1027194	24243
14329	64294	74797	966588	24199
13133	60748	71148	1128858	22896
14362	62018	72274	2343345	23978
13076	63428	73791	1137424	22822
13296	60195	70384	947629	22839
13283	60618	71008	1047530	23036
13193	64629	75035	1006672	22949
13139	61945	72251	1087419	22805
13183	61048	71184	1072446	22682
13176	60702	71048	2388911	22886
13206	63871	74224	996297	22919
13166	62198	72328	1054186	22656
13043	64645	75021	979385	22809
13217	62359	72858	1128668	23087
13110	61308	71578	975602	22750
13210	60595	70795	2346519	22783
13147	64648	75081	1141317	22933
13213	62192	72482	1073956	22867
13123	61011	71374	952362	22849
13130	63269	73842	1050964	23053
13140	61202	71602	957533	22900
13179	61324	71551	1098238	22769
13186	59845	69928	1078995	22639
13109	63148	73558	2246212	22869
13143	60552	70801	1202349	22752
13053	63345	73631	1104938	22703
13132	60868	71291	959385	22915
14276	61365	71624	1051156	23899
13220	60192	70548	955082	22946
13203	65525	75761	1160713	22802
13200	61465	71851	1643063	22956
13130	60575	70781	1724064	22706
13062	62558	72834	965935	22695
13173	60515	70621	1119768	22643
13173	60491	70781	953929	22837
13233	63224	73477	2385291	22812
13173	60589	70882	1171940	22826
13156	61261	71757	1069119	23002
13146	64418	74994	1090795	23032
13223	60888	71155	1065949	22850
13173	61058	71442	956039	22927
13236	60468	70788	1174779	22916
13227	63459	73958	1949598	23090
13197	61029	71458	1146027	22987
13539	65511	76214	979865	23572
13182	61514	71761	1158853	22806
13257	60365	70708	978579	23016
13293	60579	70818	1000975	22935
12813	63725	74025	1517980	22470
13126	61462	71888	1799762	22912
13307	61602	72058	986998	23123
13213	64568	75115	1125091	23123
13143	62631	72861	1067596	22743
13073	61165	71478	1117741	22756
13153	61094	71411	1007011	22843
13110	63071	73494	2290451	22856
13140	61432	71718	957136	22776
13069	65051	75254	1120721	22662
14273	61019	71282	960653	23936
13333	61332	71558	1192666	22929
13340	60388	70795	974675	23126
14276	65348	75911	1097268	24216
13119	62101	72438	2369415	22836
13159	60595	70964	1293876	22892
13130	61815	71911	971522	22603
13190	60372	70645	1098802	22870
13183	60241	70364	957582	22709
12979	64111	74324	1113041	22582
13180	61049	71392	958593	22893
13213	61251	71638	1052846	22970
13210	60478	70778	890548	22927
12949	64188	74414	1139017	22572
13089	62115	72311	977265	22655
13153	61062	71292	1102012	22763
13153	60324	70581	2186257	22780
13183	62762	73038	1282670	22819
13120	60485	70775	1031277	22767
13206	77934	88620	1041493	23212
13263	62415	72751	955522	22973
13163	60435	70578	1006165	22708
13176	60358	70704	1046793	22919
12987	64235	75205	2278305	23297
13189	60861	71328	1187852	23026
12190	104044	114913	1208665	22393
14379	65804	76334	970482	24282
13193	63035	73255	999101	22813
13317	60925	71232	943903	23000
13263	60352	70765	1047837	23043
13190	64828	75248	2626821	22953
13173	62285	72894	1115084	23136
13213	64599	74952	965189	22933
13160	61562	72028	1055460	23006
13206	60295	70488	951459	22772
13317	60552	70775	1015238	22910
13113	64352	74945	962026	23069
13170	62142	72605	1051457	23007
13203	60928	71345	954256	23000
13236	60638	71021	2370035	22990
13163	63478	74038	963522	23023
13160	61188	71705	1052397	23057
13146	60811	71238	959619	22949
13133	63131	73608	1050113	22936
13199	61205	71544	1080769	22902
13099	60958	71421	2244338	22922
13030	67252	77238	1125461	22373
13187	61372	71745	1109955	22949
13273	60402	70668	918890	22899
13036	51665	61845	1094342	22572
13226	62251	72784	972355	23079
13170	61308	71655	1102279	22887
13193	60209	70605	2261109	23015
13119	63681	74224	1194535	22995
13246	62351	72611	965585	22866
13187	60502	85301	1124968	37346
13250	64218	74664	982412	23086
13240	61405	71755	1057160	22953
13240	60382	70621	940720	22842
13129	63561	73841	2343759	22772
13156	60741	71108	1073662	22883
13163	61035	71288	1031587	22776
13067	63715	73932	961306	22634
13183	60049	70245	1086303	22756
13273	60615	70792	949680	22859
13200	60329	70498	1143034	22732
13173	64518	74951	977961	22926
13166	62158	72608	2441280	22979
13539	64861	75591	995381	23565
13106	61258	72538	1108455	23729
13213	60272	70382	990318	22739
14380	61268	71831	994381	24313
12846	64878	75428	1105152	22689
14236	63211	73571	2133642	23959
13157	60582	71135	977246	23037
13173	64674	75061	1130780	22916
13153	62101	72271	964425	22683
13176	60961	71311	1059576	22876
14303	61115	71428	962626	23976
13153	64228	74784	1563488	23029
13087	61575	71985	1633537	22850
13167	61492	71822	1101362	22857
14220	63298	73768	1125595	24040
13206	60492	70858	1064256	22976
13206	60305	70484	970778	22779
12846	64685	75378	1040243	22889
13260	61558	71708	2229056	22776
13157	60405	70762	1076759	22877
13157	64448	75071	982022	23123
13110	62275	72684	1169443	22889
13206	61061	71528	967948	23046
13177	60399	70572	1043004	22763
13190	64328	75018	979122	23223
13226	62508	72744	2306160	22825
13150	60292	70575	1074656	22787
13073	62661	72998	1057489	22790
13250	60282	70488	1071426	22816
13257	60409	70672	1049483	22883
12790	63895	74158	919277	22383
12963	47379	57235	1071030	22225
13173	61132	71475	2293951	22886
13170	64842	75605	1123798	23243
13213	61628	72025	960076	22990
13197	60465	70748	1180373	22853
13336	60205	70531	1030004	23029
13233	63312	73692	1056217	22983
13166	60935	71304	954902	22895
13210	61359	71702	1138134	22927
13190	72002	82138	1105585	22656
13356	63618	73975	1057970	23029
13243	61429	71588	2078344	22762
13126	64062	74798	1184613	23195
13179	60544	70894	955095	22899
13206	60321	70541	1111834	22832
13256	60651	70844	983608	22826
13113	64635	75258	1102982	23070
13240	62372	72678	953253	22916
13246	61285	71638	1131111	22966
13247	60869	71212	2184604	22960
13140	64329	74712	1071446	22883
13209	62371	72768	956709	22966
13226	61178	71561	1077369	22969
13043	63438	73758	964336	22729
13193	60491	70788	1113055	22893
13266	60611	70761	949032	22776
13213	59339	69438	2290721	22678
13226	62698	73144	1008200	22982
13093	61359	71708	1002608	22802
13166	64665	75021	977452	22919
13263	60882	71075	1060026	22852
13263	60498	70658	949376	22824
13236	60745	70985	1043783	22833
13043	64125	74134	1085205	22436
13120	62228	72605	2307240	22827
13183	61408	72731	1093849	23892
13156	63015	73468	1063206	22969
14263	62098	72575	959253	24100
13173	61125	71381	1018877	22796
13223	61304	71701	959922	22990
13223	63504	73871	1032980	22946
13166	61075	71438	2234629	22889
13417	63912	75208	1067250	24109
13273	62448	72958	955846	23146
13146	60435	70681	1013521	22762
13207	60569	70812	933310	22820
13163	64901	75354	1019464	22969
13276	61442	71855	979262	23053
13206	61301	71638	1291863	22906
11987	108057	118780	1323759	22023
13160	63618	74085	1063320	22990
13213	60522	70941	928643	23012
13233	60598	70871	1144487	22910
12166	77081	87168	1020874	21616
13173	63699	74085	1024034	22873
13100	61135	71482	953470	22810
14286	62425	72748	1014367	23959
13280	59748	69848	1475894	22747
13160	63579	74065	1798909	22990
13136	60752	71165	961389	22909
13483	65271	75677	1032223	23259
14282	62334	72731	958105	24022
13310	60565	70901	1007744	23019
13266	60135	70391	937293	22929
13216	64821	75067	1138363	22833
13086	61215	71658	2363912	22899
11990	98740	109143	1127808	21759
13143	64898	75425	983422	23033
13290	60472	70688	1031381	22886
13243	60348	70488	967516	22749
13220	60642	71078	1000131	23036
13166	63638	74151	963779	23039
13213	62395	72468	2145792	22653
14300	63022	73185	995801	23823
13139	63368	73551	1023050	22700
13287	60255	70458	962559	22856
13153	60188	70225	1048480	22560
13233	60272	70551	992055	22882
13176	63265	73661	1025707	22936
13170	61729	72062	2271572	22883
13170	64592	75021	1253717	22973
13173	61138	71415	945306	22830
13279	60765	70928	1039796	22812
13176	60561	70881	902290	22873
12867	50532	60472	1076903	22123
13173	62855	73295	951943	22999
13233	61112	71375	1143238	22876
13199	61108	71501	2264894	22969
13129	63791	74168	1158126	22862
13236	62574	72831	961912	22856
13189	61411	71611	1049016	22743
13120	63419	73822	967023	22883
13117	61472	71811	1577005	22816
13176	60738	71034	1578388	22822
13136	62708	73024	1111235	22828
13196	60532	70735	1074379	22803
13253	60492	70765	1091622	22886
13026	64172	74305	975549	22552
13106	61235	71441	1010271	22699
13103	60372	70628	2179221	22763
13226	64532	75061	1155680	23082
13106	61972	72225	974612	22723
13206	61122	71461	1183059	22915
13120	59788	70011	965676	22699
13196	63405	73644	1058213	22775
13200	61278	71558	986932	22860
13120	61175	71382	2307721	22703
13103	63285	73534	1004174	22730
13160	60425	70592	1050347	22753
13239	61181	71494	897460	22963
12996	63868	74068	1137557	22572
13156	62248	72691	959809	22969
13123	61308	71821	1099198	22999
13249	60361	70758	2186377	23053
13176	64891	75338	1095082	22939
13176	62428	72578	956282	22690
13096	61308	71581	1114681	22732
13150	64495	74835	1054140	22850
13213	61885	72445	1067280	23133
13200	60542	70785	963776	22833
13243	60688	71071	2415711	23019
13120	62815	73071	973092	22739
13080	61352	71465	1029074	22553
13186	64344	74804	970632	23016
13183	60638	70831	1178226	22746
13173	60618	70991	950626	22960
13226	60625	71108	983878	23124
12953	64301	74621	964155	22583
13203	62541	72848	1134137	22873
13157	61299	71815	964346	23043
13130	60532	70742	1020001	22756
13140	64462	74878	2214620	22936
13150	61858	72191	1119871	22853
13066	61312	71661	1007168	22785
13133	62838	73231	1045806	22886
13142	60774	70957	950399	22748
13237	60632	70822	1057890	22837
