elapsed_after_write_registered_nsec	elapsed_after_write_completed_nsec	elapsed_after_fsync_registered_nsec	elapsed_after_fsync_completed_nsec	non_blocking_time_nsec
13894	854827	880447	3568291	25132
8487	733304	761749	3032992	35783
8483	733186	759475	3248700	33620
8456	740302	763831	3719460	30834
11783	825986	843932	3078873	28460
11544	817179	844745	3194705	38020
11651	838544	854721	3230971	26644
13483	873948	890342	3118892	28711
13076	871845	886356	26643299	26436
13645	961711	991576	3343373	42240
12688	991803	1022108	3418494	41743
14580	977113	996046	3398776	32267
14179	959769	977595	3459853	30749
14213	964915	982728	3429071	30769
13520	1006161	1024240	3566847	30342
13543	1009665	1027824	3387283	30422
15320	959766	976712	3415726	31029
14156	954906	972602	3359010	30576
14122	937582	968660	4615158	30218
13077	880004	896272	3306740	28168
13106	891149	907766	3552035	28532
13994	897146	914625	3304674	30310
13849	953899	972082	3509369	30599
14223	969329	987022	3480017	30639
14160	971306	989079	3386806	30677
13960	969535	987308	3526609	30469
14246	984809	1002841	3950590	30998
15297	978615	997765	3504236	33167
13460	1014744	1032971	3424502	30397
13353	989631	1007211	3436708	29680
14316	969826	987602	3320344	30816
14346	972460	988725	3280526	29421
13106	884640	901069	3449738	28357
13160	847416	864012	3253712	28557
13060	900841	918520	3346530	29469
14233	958822	976969	3398926	31120
14729	974878	993051	3461407	31622
14180	953193	971239	3381919	30973
14120	957856	975736	3489677	30700
14306	967532	985338	3585457	30835
14256	974962	992774	3521582	30792
14246	959396	977182	3467110	30776
14306	964972	982745	3425218	30802
13293	991678	1009651	3984446	29996
13526	999607	1017480	3594186	30122
14296	958316	976195	3463001	30918
15123	972536	990302	4044697	31633
15400	956719	975585	3317278	33009
14236	988522	1006751	3514756	31186
14179	973132	991158	3377716	30945
14307	945803	963456	3867812	30683
15480	959039	976842	3491660	32006
14432	970622	988481	3500015	31035
14307	969166	986905	3419402	30770
13346	999494	1017377	3480743	29972
13460	1008211	1026211	3457901	30203
14257	957596	975289	3438055	30693
13466	992034	1010074	3952656	30216
13383	1005597	1023547	3557417	30076
15446	967389	985162	3503636	31963
14369	979012	997011	3643015	31108
15346	996024	1014124	3331491	32186
14276	951602	969128	3381892	30538
14260	951503	969182	3378647	30662
15427	945013	963869	3434397	33006
12874	887949	904368	3194959	28110
13071	848062	864467	3246652	28321
13465	873201	889557	3287631	28670
14388	977291	995264	3513965	31111
14177	997158	1015064	3849596	30823
13990	994878	1013038	3508859	30890
14113	941110	958716	3505266	30452
13409	1007354	1025180	4222648	29948
13473	1024927	1043007	3472403	30273
14220	967715	985448	3377779	30676
14253	962496	980309	3531302	30789
13417	1002631	1020711	3604263	30207
14356	968035	985808	3443951	30852
13423	1000731	1018424	3589963	29859
13513	995334	1013107	3489063	30009
14743	970532	988268	3773198	31202
14096	943240	960946	3450848	30546
14203	965835	983955	3433538	31063
14696	990565	1008687	3615956	31558
14370	952493	967932	3541418	28559
13283	1004951	1022824	3671474	29899
14286	968186	986002	3518019	30826
14170	969936	987702	3444891	30679
14413	954672	972418	3469053	30882
14246	952759	970565	3297705	30775
14333	962282	980015	3563381	30779
15399	962025	979798	3294812	31915
14163	951346	969172	3542324	30700
14287	984199	1002441	3277226	31273
15453	987679	1005728	3499567	32242
14296	962202	979921	3538128	30728
14530	992301	1011234	3439738	32186
14140	958986	976692	3451635	30569
14273	958372	976198	3458500	30822
14219	964425	982238	3881288	30755
